RunID,ExperimentID,OperatingPointID,SRSMode,SRSSNR_dB,SRSAgeSlots,SRSCoveragePercent,DecisionValid,SelectedRI,SelectedSRI,SelectedTPMI,DecisionDigest,AppliedDigest,RIAccuracy,TPMIAccuracy,PrecoderLoss_dB,EffectiveSINRdB,BLER,Goodput_bps,Status
pusch_impact_20260726T140352Z,F01-E001,P00,none,20,0,100,true,1,0,0,725c4777db328932b197731b1c986c84913a069a2090deb3667b697624551c8b,725c4777db328932b197731b1c986c84913a069a2090deb3667b697624551c8b,1,1,0,1.9843,1,0,PASS
pusch_impact_20260726T140352Z,F01-E002,P01,none,20,0,100,true,1,0,0,725c4777db328932b197731b1c986c84913a069a2090deb3667b697624551c8b,725c4777db328932b197731b1c986c84913a069a2090deb3667b697624551c8b,1,1,0,4.4326,1,0,PASS
pusch_impact_20260726T140352Z,F01-E003,P02,none,20,0,100,true,1,0,0,725c4777db328932b197731b1c986c84913a069a2090deb3667b697624551c8b,725c4777db328932b197731b1c986c84913a069a2090deb3667b697624551c8b,1,1,0,3.2457,1,0,PASS
pusch_impact_20260726T140352Z,F01-E004,P03,none,20,0,100,true,1,0,0,725c4777db328932b197731b1c986c84913a069a2090deb3667b697624551c8b,725c4777db328932b197731b1c986c84913a069a2090deb3667b697624551c8b,1,1,0,3.3283,1,0,PASS
pusch_impact_20260726T140352Z,F01-E005,P04,none,20,0,100,true,1,0,0,725c4777db328932b197731b1c986c84913a069a2090deb3667b697624551c8b,725c4777db328932b197731b1c986c84913a069a2090deb3667b697624551c8b,1,1,0,5.1811,1,0,PASS
pusch_impact_20260726T140352Z,F01-E006,P05,none,20,0,100,true,1,0,0,725c4777db328932b197731b1c986c84913a069a2090deb3667b697624551c8b,725c4777db328932b197731b1c986c84913a069a2090deb3667b697624551c8b,1,1,0,4.1426,1,0,PASS
pusch_impact_20260726T140352Z,F01-E007,P06,none,20,0,100,true,1,0,0,725c4777db328932b197731b1c986c84913a069a2090deb3667b697624551c8b,725c4777db328932b197731b1c986c84913a069a2090deb3667b697624551c8b,1,1,0,4.6718,1,0,PASS
pusch_impact_20260726T140352Z,F02-E001,B0.5,none,20,0,100,true,1,0,0,725c4777db328932b197731b1c986c84913a069a2090deb3667b697624551c8b,725c4777db328932b197731b1c986c84913a069a2090deb3667b697624551c8b,1,1,0,4.3134,1,0,PASS
pusch_impact_20260726T140352Z,F02-E002,B0.75,none,20,0,100,true,1,0,0,725c4777db328932b197731b1c986c84913a069a2090deb3667b697624551c8b,725c4777db328932b197731b1c986c84913a069a2090deb3667b697624551c8b,1,1,0,3.59,1,0,PASS
pusch_impact_20260726T140352Z,F02-E003,B1.0,none,20,0,100,true,1,0,0,725c4777db328932b197731b1c986c84913a069a2090deb3667b697624551c8b,725c4777db328932b197731b1c986c84913a069a2090deb3667b697624551c8b,1,1,0,3.7942,1,0,PASS
pusch_impact_20260726T140352Z,F02-E004,B1.25,none,20,0,100,true,1,0,0,725c4777db328932b197731b1c986c84913a069a2090deb3667b697624551c8b,725c4777db328932b197731b1c986c84913a069a2090deb3667b697624551c8b,1,1,0,3.7906,1,0,PASS
pusch_impact_20260726T140352Z,F02-E005,B1.5,none,20,0,100,true,1,0,0,725c4777db328932b197731b1c986c84913a069a2090deb3667b697624551c8b,725c4777db328932b197731b1c986c84913a069a2090deb3667b697624551c8b,1,1,0,3.6986,1,0,PASS
pusch_impact_20260726T140352Z,F02-E006,B2.0,none,20,0,100,true,1,0,0,725c4777db328932b197731b1c986c84913a069a2090deb3667b697624551c8b,725c4777db328932b197731b1c986c84913a069a2090deb3667b697624551c8b,1,1,0,3.5673,1,0,PASS
pusch_impact_20260726T140352Z,F03-E001,C0,none,20,0,100,true,1,0,0,725c4777db328932b197731b1c986c84913a069a2090deb3667b697624551c8b,725c4777db328932b197731b1c986c84913a069a2090deb3667b697624551c8b,1,1,0,3.7204,1,0,PASS
pusch_impact_20260726T140352Z,F03-E002,C3,none,20,0,100,true,1,0,0,725c4777db328932b197731b1c986c84913a069a2090deb3667b697624551c8b,725c4777db328932b197731b1c986c84913a069a2090deb3667b697624551c8b,1,1,0,4.5059,1,0,PASS
pusch_impact_20260726T140352Z,F03-E003,C11,none,20,0,100,true,1,0,0,725c4777db328932b197731b1c986c84913a069a2090deb3667b697624551c8b,725c4777db328932b197731b1c986c84913a069a2090deb3667b697624551c8b,1,1,0,3.4497,1,0,PASS
pusch_impact_20260726T140352Z,F03-E004,C20,none,20,0,100,true,1,0,0,725c4777db328932b197731b1c986c84913a069a2090deb3667b697624551c8b,725c4777db328932b197731b1c986c84913a069a2090deb3667b697624551c8b,1,1,0,2.7856,1,0,PASS
pusch_impact_20260726T140352Z,F03-E005,C40,none,20,0,100,true,1,0,0,725c4777db328932b197731b1c986c84913a069a2090deb3667b697624551c8b,725c4777db328932b197731b1c986c84913a069a2090deb3667b697624551c8b,1,1,0,3.6014,1,0,PASS
pusch_impact_20260726T140352Z,F03-E006,C80,none,20,0,100,true,1,0,0,725c4777db328932b197731b1c986c84913a069a2090deb3667b697624551c8b,725c4777db328932b197731b1c986c84913a069a2090deb3667b697624551c8b,1,1,0,4.6475,1,0,PASS
pusch_impact_20260726T140352Z,F03-E007,C160,none,20,0,100,true,1,0,0,725c4777db328932b197731b1c986c84913a069a2090deb3667b697624551c8b,725c4777db328932b197731b1c986c84913a069a2090deb3667b697624551c8b,1,1,0,4.0606,1,0,PASS
pusch_impact_20260726T140352Z,F04-E001,S-6_DATA,none,20,0,100,true,1,0,0,725c4777db328932b197731b1c986c84913a069a2090deb3667b697624551c8b,725c4777db328932b197731b1c986c84913a069a2090deb3667b697624551c8b,1,1,0,-4.8883,1,0,PASS
pusch_impact_20260726T140352Z,F04-E002,S-6_UCI_ONLY,none,20,0,100,true,1,0,0,725c4777db328932b197731b1c986c84913a069a2090deb3667b697624551c8b,725c4777db328932b197731b1c986c84913a069a2090deb3667b697624551c8b,1,1,0,-6.4274,1,0,PASS
pusch_impact_20260726T140352Z,F04-E003,S-2_DATA,none,20,0,100,true,1,0,0,725c4777db328932b197731b1c986c84913a069a2090deb3667b697624551c8b,725c4777db328932b197731b1c986c84913a069a2090deb3667b697624551c8b,1,1,0,-1.0715,1,0,PASS
pusch_impact_20260726T140352Z,F04-E004,S-2_UCI_ONLY,none,20,0,100,true,1,0,0,725c4777db328932b197731b1c986c84913a069a2090deb3667b697624551c8b,725c4777db328932b197731b1c986c84913a069a2090deb3667b697624551c8b,1,1,0,-2.8579,1,0,PASS
pusch_impact_20260726T140352Z,F04-E005,S2_DATA,none,20,0,100,true,1,0,0,725c4777db328932b197731b1c986c84913a069a2090deb3667b697624551c8b,725c4777db328932b197731b1c986c84913a069a2090deb3667b697624551c8b,1,1,0,2.6183,1,0,PASS
pusch_impact_20260726T140352Z,F04-E006,S2_UCI_ONLY,none,20,0,100,true,1,0,0,725c4777db328932b197731b1c986c84913a069a2090deb3667b697624551c8b,725c4777db328932b197731b1c986c84913a069a2090deb3667b697624551c8b,1,1,0,2.0809,1,0,PASS
pusch_impact_20260726T140352Z,F04-E007,S6_DATA,none,20,0,100,true,1,0,0,725c4777db328932b197731b1c986c84913a069a2090deb3667b697624551c8b,725c4777db328932b197731b1c986c84913a069a2090deb3667b697624551c8b,1,1,0,6.7004,1,0,PASS
pusch_impact_20260726T140352Z,F04-E008,S6_UCI_ONLY,none,20,0,100,true,1,0,0,725c4777db328932b197731b1c986c84913a069a2090deb3667b697624551c8b,725c4777db328932b197731b1c986c84913a069a2090deb3667b697624551c8b,1,1,0,5.7657,1,0,PASS
pusch_impact_20260726T140352Z,F05-E001,M4_10,none,20,0,100,true,1,0,0,725c4777db328932b197731b1c986c84913a069a2090deb3667b697624551c8b,725c4777db328932b197731b1c986c84913a069a2090deb3667b697624551c8b,1,1,0,5.1882,1,0,PASS
pusch_impact_20260726T140352Z,F05-E002,M10_4,none,20,0,100,true,1,0,0,725c4777db328932b197731b1c986c84913a069a2090deb3667b697624551c8b,725c4777db328932b197731b1c986c84913a069a2090deb3667b697624551c8b,1,1,0,3.9379,1,0,PASS
