RunID,ExperimentID,OperatingPointID,SRSMode,SRSSNR_dB,SRSAgeSlots,SRSCoveragePercent,DecisionValid,SelectedRI,SelectedSRI,SelectedTPMI,DecisionDigest,AppliedDigest,RIAccuracy,TPMIAccuracy,PrecoderLoss_dB,EffectiveSINRdB,BLER,Goodput_bps,Status
pusch_impact_20260726T140352Z,F05-E003,M10_10,none,20,0,100,true,1,0,0,725c4777db328932b197731b1c986c84913a069a2090deb3667b697624551c8b,725c4777db328932b197731b1c986c84913a069a2090deb3667b697624551c8b,1,1,0,3.3186,1,0,PASS
pusch_impact_20260726T140352Z,F05-E004,M20_10,none,20,0,100,true,1,0,0,725c4777db328932b197731b1c986c84913a069a2090deb3667b697624551c8b,725c4777db328932b197731b1c986c84913a069a2090deb3667b697624551c8b,1,1,0,4.4686,1,0,PASS
pusch_impact_20260726T140352Z,F06-E001,T24,none,20,0,100,true,1,0,0,725c4777db328932b197731b1c986c84913a069a2090deb3667b697624551c8b,725c4777db328932b197731b1c986c84913a069a2090deb3667b697624551c8b,1,1,0,4.6385,1,0,PASS
pusch_impact_20260726T140352Z,F06-E002,T25,none,20,0,100,true,1,0,0,725c4777db328932b197731b1c986c84913a069a2090deb3667b697624551c8b,725c4777db328932b197731b1c986c84913a069a2090deb3667b697624551c8b,1,1,0,4.1149,1,0,PASS
pusch_impact_20260726T140352Z,F06-E003,T40,none,20,0,100,true,1,0,0,725c4777db328932b197731b1c986c84913a069a2090deb3667b697624551c8b,725c4777db328932b197731b1c986c84913a069a2090deb3667b697624551c8b,1,1,0,1.5447,1,0,PASS
pusch_impact_20260726T140352Z,F06-E004,T41,none,20,0,100,true,1,0,0,725c4777db328932b197731b1c986c84913a069a2090deb3667b697624551c8b,725c4777db328932b197731b1c986c84913a069a2090deb3667b697624551c8b,1,1,0,4.1559,1,0,PASS
pusch_impact_20260726T140352Z,F06-E005,T292,none,20,0,100,true,1,0,0,725c4777db328932b197731b1c986c84913a069a2090deb3667b697624551c8b,725c4777db328932b197731b1c986c84913a069a2090deb3667b697624551c8b,1,1,0,3.0875,1,0,PASS
pusch_impact_20260726T140352Z,F06-E006,T293,none,20,0,100,true,1,0,0,725c4777db328932b197731b1c986c84913a069a2090deb3667b697624551c8b,725c4777db328932b197731b1c986c84913a069a2090deb3667b697624551c8b,1,1,0,3.1025,1,0,PASS
pusch_impact_20260726T140352Z,F06-E007,T3824,none,20,0,100,true,1,0,0,725c4777db328932b197731b1c986c84913a069a2090deb3667b697624551c8b,725c4777db328932b197731b1c986c84913a069a2090deb3667b697624551c8b,1,1,0,4.3962,1,0,PASS
pusch_impact_20260726T140352Z,F06-E008,T3825,none,20,0,100,true,1,0,0,725c4777db328932b197731b1c986c84913a069a2090deb3667b697624551c8b,725c4777db328932b197731b1c986c84913a069a2090deb3667b697624551c8b,1,1,0,4.7575,1,0,PASS
pusch_impact_20260726T140352Z,F06-E009,T8424,none,20,0,100,true,1,0,0,725c4777db328932b197731b1c986c84913a069a2090deb3667b697624551c8b,725c4777db328932b197731b1c986c84913a069a2090deb3667b697624551c8b,1,1,0,3.871,1,0,PASS
pusch_impact_20260726T140352Z,F06-E010,T8425,none,20,0,100,true,1,0,0,725c4777db328932b197731b1c986c84913a069a2090deb3667b697624551c8b,725c4777db328932b197731b1c986c84913a069a2090deb3667b697624551c8b,1,1,0,3.7506,1,0,PASS
pusch_impact_20260726T140352Z,F06-E011,T10000,none,20,0,100,true,1,0,0,725c4777db328932b197731b1c986c84913a069a2090deb3667b697624551c8b,725c4777db328932b197731b1c986c84913a069a2090deb3667b697624551c8b,1,1,0,3.8903,1,0,PASS
pusch_impact_20260726T140352Z,F06-E012,T20000,none,20,0,100,true,1,0,0,725c4777db328932b197731b1c986c84913a069a2090deb3667b697624551c8b,725c4777db328932b197731b1c986c84913a069a2090deb3667b697624551c8b,1,1,0,3.8266,1,0,PASS
pusch_impact_20260726T140352Z,F07-E001,I2_L0.75,none,20,0,100,true,1,0,0,725c4777db328932b197731b1c986c84913a069a2090deb3667b697624551c8b,725c4777db328932b197731b1c986c84913a069a2090deb3667b697624551c8b,1,1,0,3.6249,1,0,PASS
pusch_impact_20260726T140352Z,F07-E002,I2_L1.0,none,20,0,100,true,1,0,0,725c4777db328932b197731b1c986c84913a069a2090deb3667b697624551c8b,725c4777db328932b197731b1c986c84913a069a2090deb3667b697624551c8b,1,1,0,4.0861,1,0,PASS
pusch_impact_20260726T140352Z,F07-E003,I2_L1.25,none,20,0,100,true,1,0,0,725c4777db328932b197731b1c986c84913a069a2090deb3667b697624551c8b,725c4777db328932b197731b1c986c84913a069a2090deb3667b697624551c8b,1,1,0,4.2914,1,0,PASS
pusch_impact_20260726T140352Z,F07-E004,I4_L0.75,none,20,0,100,true,1,0,0,725c4777db328932b197731b1c986c84913a069a2090deb3667b697624551c8b,725c4777db328932b197731b1c986c84913a069a2090deb3667b697624551c8b,1,1,0,3.1229,1,0,PASS
pusch_impact_20260726T140352Z,F07-E005,I4_L1.0,none,20,0,100,true,1,0,0,725c4777db328932b197731b1c986c84913a069a2090deb3667b697624551c8b,725c4777db328932b197731b1c986c84913a069a2090deb3667b697624551c8b,1,1,0,3.9682,1,0,PASS
pusch_impact_20260726T140352Z,F07-E006,I4_L1.25,none,20,0,100,true,1,0,0,725c4777db328932b197731b1c986c84913a069a2090deb3667b697624551c8b,725c4777db328932b197731b1c986c84913a069a2090deb3667b697624551c8b,1,1,0,2.4948,1,0,PASS
pusch_impact_20260726T140352Z,F07-E007,I6_L0.75,none,20,0,100,true,1,0,0,725c4777db328932b197731b1c986c84913a069a2090deb3667b697624551c8b,725c4777db328932b197731b1c986c84913a069a2090deb3667b697624551c8b,1,1,0,3.3449,1,0,PASS
pusch_impact_20260726T140352Z,F07-E008,I6_L1.0,none,20,0,100,true,1,0,0,725c4777db328932b197731b1c986c84913a069a2090deb3667b697624551c8b,725c4777db328932b197731b1c986c84913a069a2090deb3667b697624551c8b,1,1,0,3.6088,1,0,PASS
pusch_impact_20260726T140352Z,F07-E009,I6_L1.25,none,20,0,100,true,1,0,0,725c4777db328932b197731b1c986c84913a069a2090deb3667b697624551c8b,725c4777db328932b197731b1c986c84913a069a2090deb3667b697624551c8b,1,1,0,5.1863,1,0,PASS
pusch_impact_20260726T140352Z,F07-E010,I8_L0.75,none,20,0,100,true,1,0,0,725c4777db328932b197731b1c986c84913a069a2090deb3667b697624551c8b,725c4777db328932b197731b1c986c84913a069a2090deb3667b697624551c8b,1,1,0,4.3667,1,0,PASS
pusch_impact_20260726T140352Z,F07-E011,I8_L1.0,none,20,0,100,true,1,0,0,725c4777db328932b197731b1c986c84913a069a2090deb3667b697624551c8b,725c4777db328932b197731b1c986c84913a069a2090deb3667b697624551c8b,1,1,0,2.8672,1,0,PASS
pusch_impact_20260726T140352Z,F07-E012,I8_L1.25,none,20,0,100,true,1,0,0,725c4777db328932b197731b1c986c84913a069a2090deb3667b697624551c8b,725c4777db328932b197731b1c986c84913a069a2090deb3667b697624551c8b,1,1,0,3.467,1,0,PASS
pusch_impact_20260726T140352Z,F07-E013,I12_L0.75,none,20,0,100,true,1,0,0,725c4777db328932b197731b1c986c84913a069a2090deb3667b697624551c8b,725c4777db328932b197731b1c986c84913a069a2090deb3667b697624551c8b,1,1,0,2.9665,1,0,PASS
pusch_impact_20260726T140352Z,F07-E014,I12_L1.0,none,20,0,100,true,1,0,0,725c4777db328932b197731b1c986c84913a069a2090deb3667b697624551c8b,725c4777db328932b197731b1c986c84913a069a2090deb3667b697624551c8b,1,1,0,5.0896,1,0,PASS
pusch_impact_20260726T140352Z,F07-E015,I12_L1.25,none,20,0,100,true,1,0,0,725c4777db328932b197731b1c986c84913a069a2090deb3667b697624551c8b,725c4777db328932b197731b1c986c84913a069a2090deb3667b697624551c8b,1,1,0,4.2174,1,0,PASS
pusch_impact_20260726T140352Z,F07-E016,I20_L0.75,none,20,0,100,true,1,0,0,725c4777db328932b197731b1c986c84913a069a2090deb3667b697624551c8b,725c4777db328932b197731b1c986c84913a069a2090deb3667b697624551c8b,1,1,0,3.3461,1,0,PASS
pusch_impact_20260726T140352Z,F07-E017,I20_L1.0,none,20,0,100,true,1,0,0,725c4777db328932b197731b1c986c84913a069a2090deb3667b697624551c8b,725c4777db328932b197731b1c986c84913a069a2090deb3667b697624551c8b,1,1,0,4.7052,1,0,PASS
pusch_impact_20260726T140352Z,F07-E018,I20_L1.25,none,20,0,100,true,1,0,0,725c4777db328932b197731b1c986c84913a069a2090deb3667b697624551c8b,725c4777db328932b197731b1c986c84913a069a2090deb3667b697624551c8b,1,1,0,4.8029,1,0,PASS
pusch_impact_20260726T140352Z,F08-E001,none,none,20,0,100,true,1,0,0,725c4777db328932b197731b1c986c84913a069a2090deb3667b697624551c8b,725c4777db328932b197731b1c986c84913a069a2090deb3667b697624551c8b,1,1,0,3.6248,1,0,PASS
pusch_impact_20260726T140352Z,F08-E002,crc_fail,none,20,0,100,true,1,0,0,725c4777db328932b197731b1c986c84913a069a2090deb3667b697624551c8b,725c4777db328932b197731b1c986c84913a069a2090deb3667b697624551c8b,1,1,0,4.3196,1,0,PASS
pusch_impact_20260726T140352Z,F08-E003,wrong_rnti,none,20,0,100,true,1,0,0,725c4777db328932b197731b1c986c84913a069a2090deb3667b697624551c8b,725c4777db328932b197731b1c986c84913a069a2090deb3667b697624551c8b,1,1,0,3.1076,1,0,PASS
pusch_impact_20260726T140352Z,F08-E004,stale_bwp,none,20,0,100,true,1,0,0,725c4777db328932b197731b1c986c84913a069a2090deb3667b697624551c8b,725c4777db328932b197731b1c986c84913a069a2090deb3667b697624551c8b,1,1,0,4.2124,1,0,PASS
pusch_impact_20260726T140352Z,F08-E005,stale_epoch,none,20,0,100,true,1,0,0,725c4777db328932b197731b1c986c84913a069a2090deb3667b697624551c8b,725c4777db328932b197731b1c986c84913a069a2090deb3667b697624551c8b,1,1,0,4.4504,1,0,PASS
pusch_impact_20260726T140352Z,F08-E006,invalid_k2,none,20,0,100,true,1,0,0,725c4777db328932b197731b1c986c84913a069a2090deb3667b697624551c8b,725c4777db328932b197731b1c986c84913a069a2090deb3667b697624551c8b,1,1,0,3.1938,1,0,PASS
pusch_impact_20260726T140352Z,F08-E007,invalid_mcs,none,20,0,100,true,1,0,0,725c4777db328932b197731b1c986c84913a069a2090deb3667b697624551c8b,725c4777db328932b197731b1c986c84913a069a2090deb3667b697624551c8b,1,1,0,2.5824,1,0,PASS
pusch_impact_20260726T140352Z,F08-E008,invalid_harq,none,20,0,100,true,1,0,0,725c4777db328932b197731b1c986c84913a069a2090deb3667b697624551c8b,725c4777db328932b197731b1c986c84913a069a2090deb3667b697624551c8b,1,1,0,4.1702,1,0,PASS
pusch_impact_20260726T140352Z,F08-E009,stale_srs,none,20,0,100,true,1,0,0,725c4777db328932b197731b1c986c84913a069a2090deb3667b697624551c8b,725c4777db328932b197731b1c986c84913a069a2090deb3667b697624551c8b,1,1,0,3.6433,1,0,PASS
pusch_impact_20260726T140352Z,F08-E010,invalid_tpmi,none,20,0,100,true,1,0,0,725c4777db328932b197731b1c986c84913a069a2090deb3667b697624551c8b,725c4777db328932b197731b1c986c84913a069a2090deb3667b697624551c8b,1,1,0,4.0173,1,0,PASS
pusch_impact_20260726T140352Z,F08-E011,ul_symbol_unavailable,none,20,0,100,true,1,0,0,725c4777db328932b197731b1c986c84913a069a2090deb3667b697624551c8b,725c4777db328932b197731b1c986c84913a069a2090deb3667b697624551c8b,1,1,0,3.6872,1,0,PASS
pusch_impact_20260726T140352Z,F08-E012,resource_collision,none,20,0,100,true,1,0,0,725c4777db328932b197731b1c986c84913a069a2090deb3667b697624551c8b,725c4777db328932b197731b1c986c84913a069a2090deb3667b697624551c8b,1,1,0,3.9719,1,0,PASS
pusch_impact_20260726T140352Z,F09-E001,periodic_low_dynamic,none,20,0,100,true,1,0,0,725c4777db328932b197731b1c986c84913a069a2090deb3667b697624551c8b,725c4777db328932b197731b1c986c84913a069a2090deb3667b697624551c8b,1,1,0,4.3744,1,0,PASS
pusch_impact_20260726T140352Z,F09-E002,periodic_low_cg_type1,none,20,0,100,true,1,0,0,725c4777db328932b197731b1c986c84913a069a2090deb3667b697624551c8b,725c4777db328932b197731b1c986c84913a069a2090deb3667b697624551c8b,1,1,0,3.172,1,0,PASS
pusch_impact_20260726T140352Z,F09-E003,periodic_low_cg_type2,none,20,0,100,true,1,0,0,725c4777db328932b197731b1c986c84913a069a2090deb3667b697624551c8b,725c4777db328932b197731b1c986c84913a069a2090deb3667b697624551c8b,1,1,0,3.167,1,0,PASS
pusch_impact_20260726T140352Z,F09-E004,periodic_high_dynamic,none,20,0,100,true,1,0,0,725c4777db328932b197731b1c986c84913a069a2090deb3667b697624551c8b,725c4777db328932b197731b1c986c84913a069a2090deb3667b697624551c8b,1,1,0,4.1619,1,0,PASS
pusch_impact_20260726T140352Z,F09-E005,periodic_high_cg_type1,none,20,0,100,true,1,0,0,725c4777db328932b197731b1c986c84913a069a2090deb3667b697624551c8b,725c4777db328932b197731b1c986c84913a069a2090deb3667b697624551c8b,1,1,0,4.5873,1,0,PASS
pusch_impact_20260726T140352Z,F09-E006,periodic_high_cg_type2,none,20,0,100,true,1,0,0,725c4777db328932b197731b1c986c84913a069a2090deb3667b697624551c8b,725c4777db328932b197731b1c986c84913a069a2090deb3667b697624551c8b,1,1,0,4.2816,1,0,PASS
pusch_impact_20260726T140352Z,F09-E007,bursty_dynamic,none,20,0,100,true,1,0,0,725c4777db328932b197731b1c986c84913a069a2090deb3667b697624551c8b,725c4777db328932b197731b1c986c84913a069a2090deb3667b697624551c8b,1,1,0,4.2526,1,0,PASS
pusch_impact_20260726T140352Z,F09-E008,bursty_cg_type1,none,20,0,100,true,1,0,0,725c4777db328932b197731b1c986c84913a069a2090deb3667b697624551c8b,725c4777db328932b197731b1c986c84913a069a2090deb3667b697624551c8b,1,1,0,2.3674,1,0,PASS
pusch_impact_20260726T140352Z,F09-E009,bursty_cg_type2,none,20,0,100,true,1,0,0,725c4777db328932b197731b1c986c84913a069a2090deb3667b697624551c8b,725c4777db328932b197731b1c986c84913a069a2090deb3667b697624551c8b,1,1,0,4.3789,1,0,PASS
pusch_impact_20260726T140352Z,F10-E001,cg_type1_R1_none,none,20,0,100,true,1,0,0,725c4777db328932b197731b1c986c84913a069a2090deb3667b697624551c8b,725c4777db328932b197731b1c986c84913a069a2090deb3667b697624551c8b,1,1,0,2.1813,1,0,PASS
pusch_impact_20260726T140352Z,F10-E002,cg_type1_R1_dynamic_overlap,none,20,0,100,true,1,0,0,725c4777db328932b197731b1c986c84913a069a2090deb3667b697624551c8b,725c4777db328932b197731b1c986c84913a069a2090deb3667b697624551c8b,1,1,0,4.0701,1,0,PASS
pusch_impact_20260726T140352Z,F10-E003,cg_type1_R2_none,none,20,0,100,true,1,0,0,725c4777db328932b197731b1c986c84913a069a2090deb3667b697624551c8b,725c4777db328932b197731b1c986c84913a069a2090deb3667b697624551c8b,1,1,0,3.275,1,0,PASS
pusch_impact_20260726T140352Z,F10-E004,cg_type1_R2_dynamic_overlap,none,20,0,100,true,1,0,0,725c4777db328932b197731b1c986c84913a069a2090deb3667b697624551c8b,725c4777db328932b197731b1c986c84913a069a2090deb3667b697624551c8b,1,1,0,3.7348,1,0,PASS
pusch_impact_20260726T140352Z,F10-E005,cg_type1_R4_none,none,20,0,100,true,1,0,0,725c4777db328932b197731b1c986c84913a069a2090deb3667b697624551c8b,725c4777db328932b197731b1c986c84913a069a2090deb3667b697624551c8b,1,1,0,4.3394,1,0,PASS
pusch_impact_20260726T140352Z,F10-E006,cg_type1_R4_dynamic_overlap,none,20,0,100,true,1,0,0,725c4777db328932b197731b1c986c84913a069a2090deb3667b697624551c8b,725c4777db328932b197731b1c986c84913a069a2090deb3667b697624551c8b,1,1,0,4.9688,1,0,PASS
pusch_impact_20260726T140352Z,F10-E007,cg_type2_R1_none,none,20,0,100,true,1,0,0,725c4777db328932b197731b1c986c84913a069a2090deb3667b697624551c8b,725c4777db328932b197731b1c986c84913a069a2090deb3667b697624551c8b,1,1,0,4.2865,1,0,PASS
pusch_impact_20260726T140352Z,F10-E008,cg_type2_R1_dynamic_overlap,none,20,0,100,true,1,0,0,725c4777db328932b197731b1c986c84913a069a2090deb3667b697624551c8b,725c4777db328932b197731b1c986c84913a069a2090deb3667b697624551c8b,1,1,0,4.308,1,0,PASS
pusch_impact_20260726T140352Z,F10-E009,cg_type2_R2_none,none,20,0,100,true,1,0,0,725c4777db328932b197731b1c986c84913a069a2090deb3667b697624551c8b,725c4777db328932b197731b1c986c84913a069a2090deb3667b697624551c8b,1,1,0,3.55,1,0,PASS
pusch_impact_20260726T140352Z,F10-E010,cg_type2_R2_dynamic_overlap,none,20,0,100,true,1,0,0,725c4777db328932b197731b1c986c84913a069a2090deb3667b697624551c8b,725c4777db328932b197731b1c986c84913a069a2090deb3667b697624551c8b,1,1,0,4.0742,1,0,PASS
pusch_impact_20260726T140352Z,F10-E011,cg_type2_R4_none,none,20,0,100,true,1,0,0,725c4777db328932b197731b1c986c84913a069a2090deb3667b697624551c8b,725c4777db328932b197731b1c986c84913a069a2090deb3667b697624551c8b,1,1,0,4.0677,1,0,PASS
pusch_impact_20260726T140352Z,F10-E012,cg_type2_R4_dynamic_overlap,none,20,0,100,true,1,0,0,725c4777db328932b197731b1c986c84913a069a2090deb3667b697624551c8b,725c4777db328932b197731b1c986c84913a069a2090deb3667b697624551c8b,1,1,0,3.0546,1,0,PASS
pusch_impact_20260726T140352Z,F11-E001,msg3_PL80,none,20,0,100,true,1,0,0,725c4777db328932b197731b1c986c84913a069a2090deb3667b697624551c8b,725c4777db328932b197731b1c986c84913a069a2090deb3667b697624551c8b,1,1,0,3.0478,1,0,PASS
pusch_impact_20260726T140352Z,F11-E002,msg3_PL100,none,20,0,100,true,1,0,0,725c4777db328932b197731b1c986c84913a069a2090deb3667b697624551c8b,725c4777db328932b197731b1c986c84913a069a2090deb3667b697624551c8b,1,1,0,2.1716,1,0,PASS
pusch_impact_20260726T140352Z,F11-E003,msg3_PL120,none,20,0,100,true,1,0,0,725c4777db328932b197731b1c986c84913a069a2090deb3667b697624551c8b,725c4777db328932b197731b1c986c84913a069a2090deb3667b697624551c8b,1,1,0,4.821,1,0,PASS
pusch_impact_20260726T140352Z,F11-E004,msg3_PL135,none,20,0,100,true,1,0,0,725c4777db328932b197731b1c986c84913a069a2090deb3667b697624551c8b,725c4777db328932b197731b1c986c84913a069a2090deb3667b697624551c8b,1,1,0,3.5976,1,0,PASS
pusch_impact_20260726T140352Z,F11-E005,msg3_PL145,none,20,0,100,true,1,0,0,725c4777db328932b197731b1c986c84913a069a2090deb3667b697624551c8b,725c4777db328932b197731b1c986c84913a069a2090deb3667b697624551c8b,1,1,0,4.1701,1,0,PASS
pusch_impact_20260726T140352Z,F11-E006,msga_PL80,none,20,0,100,true,1,0,0,725c4777db328932b197731b1c986c84913a069a2090deb3667b697624551c8b,725c4777db328932b197731b1c986c84913a069a2090deb3667b697624551c8b,1,1,0,4.7571,1,0,PASS
pusch_impact_20260726T140352Z,F11-E007,msga_PL100,none,20,0,100,true,1,0,0,725c4777db328932b197731b1c986c84913a069a2090deb3667b697624551c8b,725c4777db328932b197731b1c986c84913a069a2090deb3667b697624551c8b,1,1,0,1.0049,1,0,PASS
pusch_impact_20260726T140352Z,F11-E008,msga_PL120,none,20,0,100,true,1,0,0,725c4777db328932b197731b1c986c84913a069a2090deb3667b697624551c8b,725c4777db328932b197731b1c986c84913a069a2090deb3667b697624551c8b,1,1,0,4.5707,1,0,PASS
