RunID,ExperimentID,OperatingPointID,TransformPrecoding,HoppingMode,HopOffsetPRB,PAPRAtCCDF1e3_dB,MeanPAPR_dB,EnergyRelativeError,RoundTripNMSE,BLER,Goodput_bps,FrequencyDiversityGain_dB,PABackoff_dB,ClippingProbability,EVMPercent,Status
pusch_impact_20260726T140352Z,F07-E007,I6_L0.75,0,none,0,7.7146e-15,7.7146e-15,0,0,1,0,0,linear,0,68.0383,PASS
pusch_impact_20260726T140352Z,F07-E008,I6_L1.0,0,none,0,7.7146e-15,7.7146e-15,0,0,1,0,0,linear,0,66.0023,PASS
pusch_impact_20260726T140352Z,F07-E009,I6_L1.25,0,none,0,7.7146e-15,7.7146e-15,0,0,1,0,0,linear,0,55.0405,PASS
pusch_impact_20260726T140352Z,F07-E010,I8_L0.75,0,none,0,7.7146e-15,7.7146e-15,0,0,1,0,0,linear,0,60.4876,PASS
pusch_impact_20260726T140352Z,F07-E011,I8_L1.0,0,none,0,7.7146e-15,7.7146e-15,0,0,1,0,0,linear,0,71.8852,PASS
pusch_impact_20260726T140352Z,F07-E012,I8_L1.25,0,none,0,7.7146e-15,7.7146e-15,0,0,1,0,0,linear,0,67.0889,PASS
pusch_impact_20260726T140352Z,F07-E013,I12_L0.75,0,none,0,7.7146e-15,7.7146e-15,0,0,1,0,0,linear,0,71.068,PASS
pusch_impact_20260726T140352Z,F07-E014,I12_L1.0,0,none,0,7.7146e-15,7.7146e-15,0,0,1,0,0,linear,0,55.6567,PASS
pusch_impact_20260726T140352Z,F07-E015,I12_L1.25,0,none,0,7.7146e-15,7.7146e-15,0,0,1,0,0,linear,0,61.5358,PASS
pusch_impact_20260726T140352Z,F07-E016,I20_L0.75,0,none,0,7.7146e-15,7.7146e-15,0,0,1,0,0,linear,0,68.0289,PASS
pusch_impact_20260726T140352Z,F07-E017,I20_L1.0,0,none,0,7.7146e-15,7.7146e-15,0,0,1,0,0,linear,0,58.1753,PASS
pusch_impact_20260726T140352Z,F07-E018,I20_L1.25,0,none,0,7.7146e-15,7.7146e-15,0,0,1,0,0,linear,0,57.5246,PASS
pusch_impact_20260726T140352Z,F08-E001,none,0,none,0,7.7146e-15,7.7146e-15,0,0,1,0,0,linear,0,65.8806,PASS
pusch_impact_20260726T140352Z,F08-E002,crc_fail,0,none,0,7.7146e-15,7.7146e-15,0,0,1,0,0,linear,0,60.8163,PASS
pusch_impact_20260726T140352Z,F08-E003,wrong_rnti,0,none,0,7.7146e-15,7.7146e-15,0,0,1,0,0,linear,0,69.9227,PASS
pusch_impact_20260726T140352Z,F08-E004,stale_bwp,0,none,0,7.7146e-15,7.7146e-15,0,0,1,0,0,linear,0,61.5714,PASS
pusch_impact_20260726T140352Z,F08-E005,stale_epoch,0,none,0,7.7146e-15,7.7146e-15,0,0,1,0,0,linear,0,59.9073,PASS
pusch_impact_20260726T140352Z,F08-E006,invalid_k2,0,none,0,7.7146e-15,7.7146e-15,0,0,1,0,0,linear,0,69.2322,PASS
pusch_impact_20260726T140352Z,F08-E007,invalid_mcs,0,none,0,7.7146e-15,7.7146e-15,0,0,1,0,0,linear,0,74.2812,PASS
pusch_impact_20260726T140352Z,F08-E008,invalid_harq,0,none,0,7.7146e-15,7.7146e-15,0,0,1,0,0,linear,0,61.8713,PASS
pusch_impact_20260726T140352Z,F08-E009,stale_srs,0,none,0,7.7146e-15,7.7146e-15,0,0,1,0,0,linear,0,65.7408,PASS
pusch_impact_20260726T140352Z,F08-E010,invalid_tpmi,0,none,0,7.7146e-15,7.7146e-15,0,0,1,0,0,linear,0,62.9705,PASS
pusch_impact_20260726T140352Z,F08-E011,ul_symbol_unavailable,0,none,0,7.7146e-15,7.7146e-15,0,0,1,0,0,linear,0,65.4097,PASS
pusch_impact_20260726T140352Z,F08-E012,resource_collision,0,none,0,7.7146e-15,7.7146e-15,0,0,1,0,0,linear,0,63.3004,PASS
pusch_impact_20260726T140352Z,F09-E001,periodic_low_dynamic,0,none,0,7.7146e-15,7.7146e-15,0,0,1,0,0,linear,0,60.434,PASS
pusch_impact_20260726T140352Z,F09-E002,periodic_low_cg_type1,0,none,0,7.7146e-15,7.7146e-15,0,0,1,0,0,linear,0,69.4065,PASS
pusch_impact_20260726T140352Z,F09-E003,periodic_low_cg_type2,0,none,0,7.7146e-15,7.7146e-15,0,0,1,0,0,linear,0,69.4463,PASS
pusch_impact_20260726T140352Z,F09-E004,periodic_high_dynamic,0,none,0,7.7146e-15,7.7146e-15,0,0,1,0,0,linear,0,61.9308,PASS
pusch_impact_20260726T140352Z,F09-E005,periodic_high_cg_type1,0,none,0,7.7146e-15,7.7146e-15,0,0,1,0,0,linear,0,58.9704,PASS
pusch_impact_20260726T140352Z,F09-E006,periodic_high_cg_type2,0,none,0,7.7146e-15,7.7146e-15,0,0,1,0,0,linear,0,61.083,PASS
pusch_impact_20260726T140352Z,F09-E007,bursty_dynamic,0,none,0,7.7146e-15,7.7146e-15,0,0,1,0,0,linear,0,61.2872,PASS
pusch_impact_20260726T140352Z,F09-E008,bursty_cg_type1,0,none,0,7.7146e-15,7.7146e-15,0,0,1,0,0,linear,0,76.1426,PASS
pusch_impact_20260726T140352Z,F09-E009,bursty_cg_type2,0,none,0,7.7146e-15,7.7146e-15,0,0,1,0,0,linear,0,60.4025,PASS
pusch_impact_20260726T140352Z,F10-E001,cg_type1_R1_none,0,none,0,7.7146e-15,7.7146e-15,0,0,1,0,0,linear,0,77.7922,PASS
pusch_impact_20260726T140352Z,F10-E002,cg_type1_R1_dynamic_overlap,0,none,0,7.7146e-15,7.7146e-15,0,0,1,0,0,linear,0,62.5884,PASS
pusch_impact_20260726T140352Z,F10-E003,cg_type1_R2_none,0,none,0,7.7146e-15,7.7146e-15,0,0,1,0,0,linear,0,68.5879,PASS
pusch_impact_20260726T140352Z,F10-E004,cg_type1_R2_dynamic_overlap,0,none,0,7.7146e-15,7.7146e-15,0,0,1,0,0,linear,0,65.0519,PASS
pusch_impact_20260726T140352Z,F10-E005,cg_type1_R4_none,0,none,0,7.7146e-15,7.7146e-15,0,0,1,0,0,linear,0,60.6778,PASS
pusch_impact_20260726T140352Z,F10-E006,cg_type1_R4_dynamic_overlap,0,none,0,7.7146e-15,7.7146e-15,0,0,1,0,0,linear,0,56.4366,PASS
pusch_impact_20260726T140352Z,F10-E007,cg_type2_R1_none,0,none,0,7.7146e-15,7.7146e-15,0,0,1,0,0,linear,0,61.0485,PASS
pusch_impact_20260726T140352Z,F10-E008,cg_type2_R1_dynamic_overlap,0,none,0,7.7146e-15,7.7146e-15,0,0,1,0,0,linear,0,60.8979,PASS
pusch_impact_20260726T140352Z,F10-E009,cg_type2_R2_none,0,none,0,7.7146e-15,7.7146e-15,0,0,1,0,0,linear,0,66.4508,PASS
pusch_impact_20260726T140352Z,F10-E010,cg_type2_R2_dynamic_overlap,0,none,0,7.7146e-15,7.7146e-15,0,0,1,0,0,linear,0,62.5591,PASS
pusch_impact_20260726T140352Z,F10-E011,cg_type2_R4_none,0,none,0,7.7146e-15,7.7146e-15,0,0,1,0,0,linear,0,62.6061,PASS
pusch_impact_20260726T140352Z,F10-E012,cg_type2_R4_dynamic_overlap,0,none,0,7.7146e-15,7.7146e-15,0,0,1,0,0,linear,0,70.3507,PASS
pusch_impact_20260726T140352Z,F11-E001,msg3_PL80,0,none,0,7.7146e-15,7.7146e-15,0,0,1,0,0,linear,0,70.4061,PASS
pusch_impact_20260726T140352Z,F11-E002,msg3_PL100,0,none,0,-8.1968e-15,-8.1968e-15,0,0,1,0,0,linear,1,77.8792,PASS
pusch_impact_20260726T140352Z,F11-E003,msg3_PL120,0,none,0,-8.1968e-15,-8.1968e-15,0,0,1,0,0,linear,1,57.4048,PASS
pusch_impact_20260726T140352Z,F11-E004,msg3_PL135,0,none,0,-8.1968e-15,-8.1968e-15,0,0,1,0,0,linear,1,66.0873,PASS
pusch_impact_20260726T140352Z,F11-E005,msg3_PL145,0,none,0,-8.1968e-15,-8.1968e-15,0,0,1,0,0,linear,1,61.8719,PASS
pusch_impact_20260726T140352Z,F11-E006,msga_PL80,0,none,0,7.7146e-15,7.7146e-15,0,0,1,0,0,linear,0,57.8291,PASS
pusch_impact_20260726T140352Z,F11-E007,msga_PL100,0,none,0,-8.1968e-15,-8.1968e-15,0,0,1,0,0,linear,1,89.0744,PASS
pusch_impact_20260726T140352Z,F11-E008,msga_PL120,0,none,0,-8.1968e-15,-8.1968e-15,0,0,1,0,0,linear,1,59.083,PASS
pusch_impact_20260726T140352Z,F11-E009,msga_PL135,0,none,0,-8.1968e-15,-8.1968e-15,0,0,1,0,0,linear,1,288.7005,PASS
pusch_impact_20260726T140352Z,F11-E010,msga_PL145,0,none,0,-8.1968e-15,-8.1968e-15,0,0,1,0,0,linear,1,117.0293,PASS
pusch_impact_20260726T140352Z,F12-E001,pi/2-BPSK_R1,1,none,0,7.877,7.877,1.8219e-16,1.2705e-31,1,0,0,linear,0,68.2255,PASS
pusch_impact_20260726T140352Z,F12-E002,QPSK_R1,0,none,0,7.7146e-15,7.7146e-15,0,0,1,0,0,linear,0,57.1404,PASS
pusch_impact_20260726T140352Z,F12-E003,QPSK_R2,0,none,0,7.7146e-15,7.7146e-15,0,0,1,0,0,linear,0,67.7255,PASS
pusch_impact_20260726T140352Z,F12-E004,QPSK_R4,0,none,0,7.7146e-15,7.7146e-15,0,0,1,0,0,linear,0,62.2142,PASS
pusch_impact_20260726T140352Z,F12-E005,QPSK_R8,0,none,0,7.7146e-15,7.7146e-15,0,0,1,0,0,linear,0,65.0056,PASS
pusch_impact_20260726T140352Z,F12-E006,16QAM_R1,0,none,0,2.5437,2.5437,0,0,1,0,0,linear,0,57.1165,PASS
pusch_impact_20260726T140352Z,F12-E007,16QAM_R2,0,none,0,2.5077,2.5077,0,0,1,0,0,linear,0,59.5099,PASS
pusch_impact_20260726T140352Z,F12-E008,16QAM_R4,0,none,0,2.58,2.58,0,0,1,0,0,linear,0,69.4575,PASS
pusch_impact_20260726T140352Z,F12-E009,16QAM_R8,0,none,0,2.4632,2.4632,0,0,1,0,0,linear,0,65.7357,PASS
pusch_impact_20260726T140352Z,F12-E010,64QAM_R1,0,none,0,3.7242,3.7242,0,0,1,0,0,linear,0,65.4444,PASS
pusch_impact_20260726T140352Z,F12-E011,64QAM_R2,0,none,0,3.8344,3.8344,0,0,1,0,0,linear,0,68.7705,PASS
pusch_impact_20260726T140352Z,F12-E012,64QAM_R4,0,none,0,3.6744,3.6744,0,0,1,0,0,linear,0,59.4932,PASS
pusch_impact_20260726T140352Z,F12-E013,64QAM_R8,0,none,0,3.6519,3.6519,0,0,1,0,0,linear,0,63.0382,PASS
pusch_impact_20260726T140352Z,F12-E014,256QAM_R1,0,none,0,4.1433,4.1433,0,0,1,0,0,linear,0,66.1813,PASS
pusch_impact_20260726T140352Z,F12-E015,256QAM_R2,0,none,0,4.0414,4.0414,0,0,1,0,0,linear,0,85.5028,PASS
pusch_impact_20260726T140352Z,F12-E016,256QAM_R4,0,none,0,4.4,4.4,0,0,1,0,0,linear,0,62.2063,PASS
pusch_impact_20260726T140352Z,F12-E017,256QAM_R8,0,none,0,4.2479,4.2479,0,0,1,0,0,linear,0,61.5712,PASS
pusch_impact_20260726T140352Z,F13-E001,R1,0,none,0,3.638,3.638,0,0,1,0,0,linear,0,68.2224,PASS
pusch_impact_20260726T140352Z,F13-E002,R2,0,none,0,3.6326,3.6326,0,0,1,0,0,linear,0,60.4904,PASS
pusch_impact_20260726T140352Z,F13-E003,R3,0,none,0,3.6765,3.6765,0,0,1,0,0,linear,0,61.6222,PASS
pusch_impact_20260726T140352Z,F13-E004,R4,0,none,0,3.6583,3.6583,0,0,1,0,0,linear,0,58.8193,PASS
pusch_impact_20260726T140352Z,F13-E005,R5,0,none,0,3.5045,3.5045,0,0,1,0,0,linear,0,57.3811,PASS
pusch_impact_20260726T140352Z,F13-E006,R6,0,none,0,3.6135,3.6135,0,0,1,0,0,linear,0,70.0546,PASS
pusch_impact_20260726T140352Z,F13-E007,R7,0,none,0,3.7003,3.7003,0,0,1,0,0,linear,0,58.8502,PASS
pusch_impact_20260726T140352Z,F13-E008,R8,0,none,0,3.71,3.71,0,0,1,0,0,linear,0,68.0058,PASS
pusch_impact_20260726T140352Z,F14-E001,R1_C0.0,0,none,0,3.7493,3.7493,0,0,1,0,0,linear,0,54.2902,PASS
pusch_impact_20260726T140352Z,F14-E002,R2_C0.0,0,none,0,3.8254,3.8254,0,0,1,0,0,linear,0,61.7836,PASS
pusch_impact_20260726T140352Z,F14-E003,R4_C0.0,0,none,0,3.7547,3.7547,0,0,1,0,0,linear,0,64.1452,PASS
pusch_impact_20260726T140352Z,F14-E004,R8_C0.0,0,none,0,3.696,3.696,0,0,1,0,0,linear,0,63.9667,PASS
pusch_impact_20260726T140352Z,F14-E005,R1_C0.3,0,none,0,3.7482,3.7482,0,0,1,0,0,linear,0,57.5402,PASS
pusch_impact_20260726T140352Z,F14-E006,R2_C0.3,0,none,0,3.7602,3.7602,0,0,1,0,0,linear,0,71.9336,PASS
pusch_impact_20260726T140352Z,F14-E007,R4_C0.3,0,none,0,3.7547,3.7547,0,0,1,0,0,linear,0,65.1977,PASS
pusch_impact_20260726T140352Z,F14-E008,R8_C0.3,0,none,0,3.758,3.758,0,0,1,0,0,linear,0,59.6513,PASS
pusch_impact_20260726T140352Z,F14-E009,R1_C0.7,0,none,0,3.5692,3.5692,0,0,1,0,0,linear,0,64.849,PASS
pusch_impact_20260726T140352Z,F14-E010,R2_C0.7,0,none,0,3.7679,3.7679,0,0,1,0,0,linear,0,60.8315,PASS
pusch_impact_20260726T140352Z,F14-E011,R4_C0.7,0,none,0,3.9143,3.9143,0,0,1,0,0,linear,0,66.6288,PASS
pusch_impact_20260726T140352Z,F14-E012,R8_C0.7,0,none,0,3.7822,3.7822,0,0,1,0,0,linear,0,68.0971,PASS
pusch_impact_20260726T140352Z,F14-E013,R1_C0.9,0,none,0,3.7438,3.7438,0,0,1,0,0,linear,0,57.2481,PASS
pusch_impact_20260726T140352Z,F14-E014,R2_C0.9,0,none,0,3.5913,3.5913,0,0,1,0,0,linear,0,64.2405,PASS
pusch_impact_20260726T140352Z,F14-E015,R4_C0.9,0,none,0,3.7482,3.7482,0,0,1,0,0,linear,0,62.5175,PASS
pusch_impact_20260726T140352Z,F14-E016,R8_C0.9,0,none,0,3.6454,3.6454,0,0,1,0,0,linear,0,57.7897,PASS
pusch_impact_20260726T140352Z,F15-E001,R5_equal,0,none,0,3.6358,3.6358,0,0,1,0,0,linear,0,70.9055,PASS
pusch_impact_20260726T140352Z,F15-E002,R5_cw0_high,0,none,0,3.7296,3.7296,0,0,1,0,0,linear,0,59.6327,PASS
pusch_impact_20260726T140352Z,F15-E003,R5_cw1_high,0,none,0,3.4572,3.4572,0,0,1,0,0,linear,0,62.4692,PASS
pusch_impact_20260726T140352Z,F15-E004,R6_equal,0,none,0,3.722,3.722,0,0,1,0,0,linear,0,60.5675,PASS
pusch_impact_20260726T140352Z,F15-E005,R6_cw0_high,0,none,0,3.5077,3.5077,0,0,1,0,0,linear,0,67.9695,PASS
pusch_impact_20260726T140352Z,F15-E006,R6_cw1_high,0,none,0,3.6819,3.6819,0,0,1,0,0,linear,0,63.3684,PASS
pusch_impact_20260726T140352Z,F15-E007,R7_equal,0,none,0,3.6401,3.6401,0,0,1,0,0,linear,0,72.5218,PASS
pusch_impact_20260726T140352Z,F15-E008,R7_cw0_high,0,none,0,3.7933,3.7933,0,0,1,0,0,linear,0,68.1783,PASS
pusch_impact_20260726T140352Z,F15-E009,R7_cw1_high,0,none,0,3.6326,3.6326,0,0,1,0,0,linear,0,69.8161,PASS
pusch_impact_20260726T140352Z,F15-E010,R8_equal,0,none,0,3.6401,3.6401,0,0,1,0,0,linear,0,62.4521,PASS
pusch_impact_20260726T140352Z,F15-E011,R8_cw0_high,0,none,0,3.71,3.71,0,0,1,0,0,linear,0,70.2937,PASS
pusch_impact_20260726T140352Z,F15-E012,R8_cw1_high,0,none,0,3.6895,3.6895,0,0,1,0,0,linear,0,68.0379,PASS
pusch_impact_20260726T140352Z,F16-E001,codebook_R1,0,none,0,3.6949,3.6949,0,0,1,0,0,linear,0,59.7791,PASS
pusch_impact_20260726T140352Z,F16-E002,codebook_R2,0,none,0,3.6412,3.6412,0,0,1,0,0,linear,0,61.0636,PASS
pusch_impact_20260726T140352Z,F16-E003,codebook_R4,0,none,0,3.5524,3.5524,0,0,1,0,0,linear,0,70.0769,PASS
pusch_impact_20260726T140352Z,F16-E004,codebook_R8,0,none,0,3.3651,3.3651,0,0,1,0,0,linear,0,62.7167,PASS
pusch_impact_20260726T140352Z,F16-E005,noncodebook_R1,0,none,0,3.7745,3.7745,0,0,1,0,0,linear,0,61.86,PASS
pusch_impact_20260726T140352Z,F16-E006,noncodebook_R2,0,none,0,3.6199,3.6199,0,0,1,0,0,linear,0,70.0562,PASS
pusch_impact_20260726T140352Z,F16-E007,noncodebook_R4,0,none,0,3.7877,3.7877,0,0,1,0,0,linear,0,65.6018,PASS
pusch_impact_20260726T140352Z,F16-E008,noncodebook_R8,0,none,0,3.8624,3.8624,0,0,1,0,0,linear,0,65.5811,PASS
pusch_impact_20260726T140352Z,F17-E001,D0_A0,0,none,0,7.7146e-15,7.7146e-15,0,0,1,0,0,linear,0,68.9601,PASS
pusch_impact_20260726T140352Z,F17-E002,D0_A1,0,none,0,7.7146e-15,7.7146e-15,0,0,1,0,0,linear,0,70.5632,PASS
pusch_impact_20260726T140352Z,F17-E003,D0_A2,0,none,0,7.7146e-15,7.7146e-15,0,0,1,0,0,linear,0,67.0554,PASS
pusch_impact_20260726T140352Z,F17-E004,D0_A3,0,none,0,7.7146e-15,7.7146e-15,0,0,1,0,0,linear,0,68.7803,PASS
pusch_impact_20260726T140352Z,F17-E005,D100_A0,0,none,0,7.7146e-15,7.7146e-15,0,0,1,0,0,linear,0,60.7393,PASS
pusch_impact_20260726T140352Z,F17-E006,D100_A1,0,none,0,7.7146e-15,7.7146e-15,0,0,1,0,0,linear,0,67.7395,PASS
pusch_impact_20260726T140352Z,F17-E007,D100_A2,0,none,0,7.7146e-15,7.7146e-15,0,0,1,0,0,linear,0,59.3029,PASS
pusch_impact_20260726T140352Z,F17-E008,D100_A3,0,none,0,7.7146e-15,7.7146e-15,0,0,1,0,0,linear,0,69.1918,PASS
pusch_impact_20260726T140352Z,F17-E009,D300_A0,0,none,0,7.7146e-15,7.7146e-15,0,0,1,0,0,linear,0,57.5562,PASS
pusch_impact_20260726T140352Z,F17-E010,D300_A1,0,none,0,7.7146e-15,7.7146e-15,0,0,1,0,0,linear,0,64.7063,PASS
pusch_impact_20260726T140352Z,F17-E011,D300_A2,0,none,0,7.7146e-15,7.7146e-15,0,0,1,0,0,linear,0,58.3582,PASS
pusch_impact_20260726T140352Z,F17-E012,D300_A3,0,none,0,7.7146e-15,7.7146e-15,0,0,1,0,0,linear,0,59.5543,PASS
pusch_impact_20260726T140352Z,F17-E013,D800_A0,0,none,0,7.7146e-15,7.7146e-15,0,0,1,0,0,linear,0,60.9449,PASS
pusch_impact_20260726T140352Z,F17-E014,D800_A1,0,none,0,7.7146e-15,7.7146e-15,0,0,1,0,0,linear,0,68.2604,PASS
pusch_impact_20260726T140352Z,F17-E015,D800_A2,0,none,0,7.7146e-15,7.7146e-15,0,0,1,0,0,linear,0,64.7995,PASS
pusch_impact_20260726T140352Z,F17-E016,D800_A3,0,none,0,7.7146e-15,7.7146e-15,0,0,1,0,0,linear,0,61.5642,PASS
pusch_impact_20260726T140352Z,F18-E001,TDL-A_C1,0,none,0,7.7146e-15,7.7146e-15,0,0,1,0,0,linear,0,61.2974,PASS
pusch_impact_20260726T140352Z,F18-E002,TDL-A_C2,0,none,0,7.7146e-15,7.7146e-15,0,0,1,0,0,linear,0,57.7682,PASS
pusch_impact_20260726T140352Z,F18-E003,TDL-C_C1,0,none,0,7.7146e-15,7.7146e-15,0,0,1,0,0,linear,0,62.313,PASS
pusch_impact_20260726T140352Z,F18-E004,TDL-C_C2,0,none,0,7.7146e-15,7.7146e-15,0,0,1,0,0,linear,0,62.2383,PASS
