relative_path,row_count,column_count,observed_preview_row_count,preview_nonblank_cell_count,preview_missing_or_nan_cell_count,preview_missing_or_nan_fraction,preview_finite_numeric_cell_count,preview_zero_numeric_cell_count,preview_nonzero_numeric_cell_count,preview_zero_fraction_of_finite,first_row_values_json,value_shape,semantic_disposition,semantic_contract_present,required_semantic_failure_count,value_review_status
reports/csv/contract__pdsch-dl-data-chain__mcs-code-rate-timeline.csv,12,17,5,75,10,0.11764705882352941,30,0,30,0.0,"[""9805488080"", ""MCS/code-rate timeline"", ""line"", ""Slot / runtime sample"", ""Target code rate"", ""1"", ""31.0"", ""0.1533203125"", """", """", ""reports/csv/live_pdsch_transport_block_table.csv"", ""12"", ""explicit_runtime_metric_dataset"", ""Explicit Target code rate mapping from reports/csv/live_pdsch_transport_block_table.csv."", ""exact"", ""observed_timeline"", ""12""]",first_rows_value_populated,PASS_CHART_DATASET_SEMANTICS,True,0,CONTRACTED_FIRST_ROWS_REVIEWED
reports/csv/contract__pdsch-dl-data-chain__precoder-beam-selection-timeline.csv,17,17,5,75,10,0.11764705882352941,30,1,29,0.03333333333333333,"[""9805488080"", ""precoder / beam selection timeline"", ""line"", ""Slot / runtime sample"", ""Selected beam / PMI"", ""1"", ""31.0"", ""1.0"", """", """", ""reports/csv/live_beam_selection_table.csv"", ""29"", ""explicit_runtime_metric_dataset"", ""Explicit Selected beam / PMI mapping from reports/csv/live_beam_selection_table.csv."", ""exact"", ""observed_timeline"", ""29""]",first_rows_value_populated,PASS_CHART_DATASET_SEMANTICS,True,0,CONTRACTED_FIRST_ROWS_REVIEWED
reports/csv/contract__pdsch-dl-data-chain__tb-size-over-time.csv,12,17,5,75,10,0.11764705882352941,30,0,30,0.0,"[""9805488080"", ""TB size over time"", ""line"", ""Slot / runtime sample"", ""Transport block size (bits)"", ""1"", ""31.0"", ""1064.0"", """", """", ""reports/csv/live_pdsch_transport_block_table.csv"", ""12"", ""explicit_runtime_metric_dataset"", ""Explicit Transport block size (bits) mapping from reports/csv/live_pdsch_transport_block_table.csv."", ""exact"", ""observed_timeline"", ""12""]",first_rows_value_populated,PASS_CHART_DATASET_SEMANTICS,True,0,CONTRACTED_FIRST_ROWS_REVIEWED
reports/csv/contract__persistence-export-consistency-browser-health__consistency-failure-trend.csv,131,7,5,35,0,0.0,20,5,15,0.25,"[""9805488080"", ""consistency failure trend"", ""1"", ""1.0"", ""0.0"", ""reports/csv/live_consistency_check_table.csv"", ""exact""]",first_rows_value_populated,PASS_CHART_DATASET_SEMANTICS,True,0,CONTRACTED_FIRST_ROWS_REVIEWED
reports/csv/contract__persistence-export-consistency-browser-health__duplicate-write-count-trend.csv,911,7,5,35,0,0.0,20,5,15,0.25,"[""9805488080"", ""duplicate write count trend"", ""1"", ""1.0"", ""0.0"", ""reports/csv/artifact_inventory.csv"", ""exact""]",first_rows_value_populated,PASS_CHART_DATASET_SEMANTICS,True,0,CONTRACTED_FIRST_ROWS_REVIEWED
reports/csv/contract__power-energy-thermal-compute-runtime__efficiency-scatter-plots.csv,57,11,5,55,0,0.0,25,0,25,0.0,"[""9805488080"", ""efficiency scatter plots"", ""1"", ""gNB"", ""DL"", ""0.333744905872428"", ""1064.0"", ""3188.063641656624"", ""dir=DL;frame=4;slot=31;ue=1;rnti=1;cell=1;harq=0"", ""rf/csv/energy_timeline_trace.csv"", ""exact""]",first_rows_value_populated,PASS_CHART_DATASET_SEMANTICS,True,0,CONTRACTED_FIRST_ROWS_REVIEWED
reports/csv/contract__power-energy-thermal-compute-runtime__energy-per-bit-over-time.csv,4,17,4,60,8,0.11764705882352941,24,0,24,0.0,"[""9805488080"", ""energy per bit over time"", ""line"", ""Slot / runtime sample"", ""Energy per bit (J/bit)"", ""1"", ""1.0"", ""0.000114855351271493"", """", """", ""reports/csv/live_energy_efficiency_table.csv"", ""4"", ""explicit_runtime_metric_dataset"", ""Explicit Energy per bit (J/bit) mapping from reports/csv/live_energy_efficiency_table.csv."", ""exact"", ""observed_timeline"", ""4""]",first_rows_value_populated,PASS_CHART_DATASET_SEMANTICS,True,0,CONTRACTED_FIRST_ROWS_REVIEWED
reports/csv/contract__power-energy-thermal-compute-runtime__joules-gb-over-time.csv,4,17,4,60,8,0.11764705882352941,24,0,24,0.0,"[""9805488080"", ""joules/GB over time"", ""line"", ""Slot / runtime sample"", ""Energy (J/GB)"", ""1"", ""1.0"", ""918842.810171946"", """", """", ""reports/csv/live_energy_efficiency_table.csv"", ""4"", ""explicit_runtime_metric_dataset"", ""Explicit Energy (J/GB) mapping from reports/csv/live_energy_efficiency_table.csv."", ""exact"", ""observed_timeline"", ""4""]",first_rows_value_populated,PASS_CHART_DATASET_SEMANTICS,True,0,CONTRACTED_FIRST_ROWS_REVIEWED
reports/csv/contract__power-energy-thermal-compute-runtime__latency-breakdown-stacked-chart.csv,19,8,5,40,0,0.0,20,1,19,0.05,"[""9805488080"", ""latency breakdown stacked chart"", ""1.0"", ""anchor_link_run"", ""38.451699999999995"", ""76.5988"", ""reports/csv/runtime_stage_profile.csv"", ""exact""]",first_rows_value_populated,PASS_CHART_DATASET_SEMANTICS,True,0,CONTRACTED_FIRST_ROWS_REVIEWED
reports/csv/contract__power-energy-thermal-compute-runtime__papr-distribution.csv,12,17,5,75,10,0.11764705882352941,30,0,30,0.0,"[""9805488080"", ""PAPR distribution"", ""bar"", ""PAPR (dB)"", ""Sample count"", ""1"", ""9.642020636"", ""1.0"", """", """", ""air_interface/csv/dl_pdsch_trials.csv"", ""12"", ""explicit_runtime_metric_dataset"", ""Explicit PAPR (dB) mapping from air_interface/csv/dl_pdsch_trials.csv."", ""exact"", ""observed_distribution"", ""12""]",first_rows_value_populated,PASS_CHART_DATASET_SEMANTICS,True,0,CONTRACTED_FIRST_ROWS_REVIEWED
reports/csv/contract__power-energy-thermal-compute-runtime__power-vs-bler.csv,17,7,5,35,0,0.0,20,5,15,0.25,"[""9805488080"", ""power vs BLER"", ""1"", ""333.744905872428"", ""0.0"", ""rf/csv/energy_timeline_trace.csv|air_interface/csv/*_trials.csv"", ""exact""]",first_rows_value_populated,PASS_CHART_DATASET_SEMANTICS,True,0,CONTRACTED_FIRST_ROWS_REVIEWED
reports/csv/contract__power-energy-thermal-compute-runtime__power-vs-throughput.csv,17,7,5,35,0,0.0,20,0,20,0.0,"[""9805488080"", ""power vs throughput"", ""1"", ""333.744905872428"", ""1.064"", ""rf/csv/energy_timeline_trace.csv|air_interface/csv/*_trials.csv"", ""exact""]",first_rows_value_populated,PASS_CHART_DATASET_SEMANTICS,True,0,CONTRACTED_FIRST_ROWS_REVIEWED
reports/csv/contract__power-energy-thermal-compute-runtime__sleep-state-timeline.csv,114,13,5,65,0,0.0,25,0,25,0.0,"[""9805488080"", ""sleep-state timeline"", ""1"", ""60.0"", ""gNB"", ""DL"", ""active_tx"", ""active"", ""1"", ""0.001"", ""dir=DL;frame=4;slot=31;ue=1;rnti=1;cell=1;harq=0"", ""rf/csv/energy_timeline_trace.csv"", ""exact""]",first_rows_value_populated,PASS_CHART_DATASET_SEMANTICS,True,0,CONTRACTED_FIRST_ROWS_REVIEWED
reports/csv/contract__power-energy-thermal-compute-runtime__tx-power-timeline-per-cell.csv,20,17,5,75,10,0.11764705882352941,30,1,29,0.03333333333333333,"[""9805488080"", ""TX power timeline per cell"", ""line"", ""Slot / runtime sample"", ""Cell Tx power (dBm)"", ""1"", ""0.0"", ""46.0"", """", """", ""reports/csv/live_power_runtime_table.csv"", ""41"", ""explicit_runtime_metric_dataset"", ""Explicit Cell Tx power (dBm) mapping from reports/csv/live_power_runtime_table.csv."", ""exact"", ""observed_timeline"", ""41""]",first_rows_value_populated,PASS_CHART_DATASET_SEMANTICS,True,0,CONTRACTED_FIRST_ROWS_REVIEWED
reports/csv/contract__power-energy-thermal-compute-runtime__tx-power-timeline-per-ue.csv,11,17,5,75,10,0.11764705882352941,30,0,30,0.0,"[""9805488080"", ""TX power timeline per UE"", ""line"", ""Slot / runtime sample"", ""UE Tx power (dBm)"", ""1"", ""24.0"", ""23.0"", """", """", ""reports/csv/live_power_runtime_table.csv"", ""16"", ""explicit_runtime_metric_dataset"", ""Explicit UE Tx power (dBm) mapping from reports/csv/live_power_runtime_table.csv."", ""exact"", ""observed_timeline"", ""16""]",first_rows_value_populated,PASS_CHART_DATASET_SEMANTICS,True,0,CONTRACTED_FIRST_ROWS_REVIEWED
reports/csv/contract__prach-random-access__access-attempt-success-timeline.csv,1,27,1,25,2,0.07407407407407407,20,6,14,0.3,"[""9805488080"", ""access attempt/success timeline"", ""1"", ""1"", ""frame=1|slot=4|symbol=7|frequency=0"", ""1.0"", ""4.0"", ""7.0"", ""0.0"", ""0"", ""0"", """", """", ""1.0"", ""1"", ""RA completed"", ""0.0"", ""84.0"", ""0.0"", ""0.765129815282207"", ""0.0204124145231932"", ""0.0176777489386724"", ""7.0"", ""0"", ""20.0"", ""air_interface/csv/prach_trials.csv"", ""exact""]",first_rows_value_populated,PASS_CHART_DATASET_SEMANTICS,True,0,CONTRACTED_FIRST_ROWS_REVIEWED
reports/csv/contract__prach-random-access__noise-floor-trend.csv,1,27,1,25,2,0.07407407407407407,20,6,14,0.3,"[""9805488080"", ""noise floor trend"", ""1"", ""1"", ""frame=1|slot=4|symbol=7|frequency=0"", ""1.0"", ""4.0"", ""7.0"", ""0.0"", ""0"", ""0"", """", """", ""1.0"", ""1"", ""RA completed"", ""0.0"", ""84.0"", ""0.0"", ""0.765129815282207"", ""0.0204124145231932"", ""0.0176777489386724"", ""7.0"", ""0"", ""20.0"", ""air_interface/csv/prach_trials.csv"", ""exact""]",first_rows_value_populated,PASS_CHART_DATASET_SEMANTICS,True,0,CONTRACTED_FIRST_ROWS_REVIEWED
reports/csv/contract__prach-random-access__peak-value-histogram.csv,1,11,1,9,2,0.18181818181818182,6,0,6,0.0,"[""9805488080"", ""peak value histogram"", ""1.0"", ""7.0"", ""0.765129815282207"", ""0.0176777489386724"", ""0.765129815282207"", """", """", ""reports/csv/prach_correlation_trace.csv"", ""exact""]",first_rows_value_populated,PASS_CHART_DATASET_SEMANTICS,True,0,CONTRACTED_FIRST_ROWS_REVIEWED
reports/csv/contract__prach-random-access__prach-native-resource-grid.csv,24,49,5,245,0,0.0,125,7,118,0.056,"[""14"", ""1"", ""waveform_bundle"", ""4"", ""UL"", ""PRACH"", ""PRACH"", ""2"", ""139"", ""0"", ""0"", ""139"", ""1"", ""1"", ""executed_tx_toolbox_config_and_indices"", ""executed_PRACH_native_grid_and_applied_port_mapping"", ""shared_ra_ue1_slot15_msg1"", ""exact_native_prach_grid_run"", ""runtime_observed_tx_occupancy"", ""1"", ""prach_native_ofdm"", ""physical_antenna_normalized_grid_before_power_and_rf"", ""30000"", ""150"", ""14"", ""2"", ""1"", ""226a2d2e0ae432f7fb38819e37d606f08566a00f0e232b15397c59e42742d6c7"", ""normalized_grid_before_preamble_power_control_and_rf"", ""7680000"", ""0"", ""121"", ""377"", ""-2190000"", ""1950000"", ""native_bin_centers_relative_to_carrier_center_not_measured_spectrum"", ""314343dad9e343c89ccbf62750b687437995417a169ac5bfa579cb4959996320"", ""prach_after_preamble_power_control_before_spatial_mapping_and_rf"", ""111260"", ""lls_causal_access_to_data_wiring_tdd_short_continuous_iq"", ""CfgMobility.run.scenarioID"", ""830df64a1e09e9b0cb454e062578c559a0d4d7a8603e46b4ca814d13ba7689ce"", ""CfgMobility.meta.configHash"", ""9805488080"", ""PRACH native resource grid"", ""reports/csv/live_prach_native_allocation_snapshot.csv"", ""latest_observed_occasion_all_mapped_ports"", ""1"", ""exact""]",first_rows_value_populated,PASS_CHART_DATASET_SEMANTICS,True,0,CONTRACTED_FIRST_ROWS_REVIEWED
reports/csv/contract__prach-random-access__prach-peak-search-timeline.csv,1,27,1,25,2,0.07407407407407407,20,6,14,0.3,"[""9805488080"", ""PRACH peak search timeline"", ""1"", ""1"", ""frame=1|slot=4|symbol=7|frequency=0"", ""1.0"", ""4.0"", ""7.0"", ""0.0"", ""0"", ""0"", """", """", ""1.0"", ""1"", ""RA completed"", ""0.0"", ""84.0"", ""0.0"", ""0.765129815282207"", ""0.0204124145231932"", ""0.0176777489386724"", ""7.0"", ""0"", ""20.0"", ""air_interface/csv/prach_trials.csv"", ""exact""]",first_rows_value_populated,PASS_CHART_DATASET_SEMANTICS,True,0,CONTRACTED_FIRST_ROWS_REVIEWED
reports/csv/contract__prach-random-access__preamble-usage-chart.csv,1,27,1,25,2,0.07407407407407407,20,6,14,0.3,"[""9805488080"", ""preamble usage chart"", ""1"", ""1"", ""frame=1|slot=4|symbol=7|frequency=0"", ""1.0"", ""4.0"", ""7.0"", ""0.0"", ""0"", ""0"", """", """", ""1.0"", ""1"", ""RA completed"", ""0.0"", ""84.0"", ""0.0"", ""0.765129815282207"", ""0.0204124145231932"", ""0.0176777489386724"", ""7.0"", ""0"", ""20.0"", ""air_interface/csv/prach_trials.csv"", ""exact""]",first_rows_value_populated,PASS_CHART_DATASET_SEMANTICS,True,0,CONTRACTED_FIRST_ROWS_REVIEWED
reports/csv/contract__prach-random-access__ta-estimate-trend.csv,1,27,1,25,2,0.07407407407407407,20,6,14,0.3,"[""9805488080"", ""TA estimate trend"", ""1"", ""1"", ""frame=1|slot=4|symbol=7|frequency=0"", ""1.0"", ""4.0"", ""7.0"", ""0.0"", ""0"", ""0"", """", """", ""1.0"", ""1"", ""RA completed"", ""0.0"", ""84.0"", ""0.0"", ""0.765129815282207"", ""0.0204124145231932"", ""0.0176777489386724"", ""7.0"", ""0"", ""20.0"", ""air_interface/csv/prach_trials.csv"", ""exact""]",first_rows_value_populated,PASS_CHART_DATASET_SEMANTICS,True,0,CONTRACTED_FIRST_ROWS_REVIEWED
reports/csv/contract__pucch-f0-f1-f2-f3-f4__ack-nack-match-chart.csv,5,17,5,75,10,0.11764705882352941,30,1,29,0.03333333333333333,"[""9805488080"", ""ACK/NACK match chart"", ""line"", ""Slot / runtime sample"", ""ACK/NACK content match"", ""1"", ""34.0"", ""1.0"", """", """", ""reports/csv/live_uci_table.csv"", ""17"", ""explicit_runtime_metric_dataset"", ""Explicit ACK/NACK content match mapping from reports/csv/live_uci_table.csv."", ""exact"", ""observed_timeline"", ""17""]",first_rows_value_populated,PASS_CHART_DATASET_SEMANTICS,True,0,CONTRACTED_FIRST_ROWS_REVIEWED
reports/csv/contract__pucch-f0-f1-f2-f3-f4__crash-error-timeline.csv,12,17,5,75,10,0.11764705882352941,30,5,25,0.16666666666666666,"[""9805488080"", ""crash/error timeline"", ""line"", ""Slot / runtime sample"", ""Crash/error flag"", ""1"", ""31.0"", ""0.0"", """", """", ""air_interface/csv/dl_pdsch_trials.csv"", ""12"", ""explicit_runtime_metric_dataset"", ""Explicit Crash/error flag mapping from air_interface/csv/dl_pdsch_trials.csv."", ""exact"", ""observed_timeline"", ""12""]",first_rows_value_populated,PASS_CHART_DATASET_SEMANTICS,True,0,CONTRACTED_FIRST_ROWS_REVIEWED
reports/csv/contract__pucch-f0-f1-f2-f3-f4__dtx-detection-chart.csv,1,17,1,15,2,0.11764705882352941,6,1,5,0.16666666666666666,"[""9805488080"", ""DTX detection chart"", ""bar"", ""DTX flag"", ""Sample count"", ""1"", ""0.0"", ""17.0"", """", """", ""reports/csv/live_uci_table.csv"", ""17"", ""explicit_runtime_metric_dataset"", ""Explicit DTX flag mapping from reports/csv/live_uci_table.csv."", ""exact"", ""observed_distribution"", ""17""]",first_rows_value_populated,PASS_CHART_DATASET_SEMANTICS,True,0,CONTRACTED_FIRST_ROWS_REVIEWED
reports/csv/contract__pucch-f0-f1-f2-f3-f4__per-format-latency-histograms.csv,4,9,4,36,0,0.0,20,0,20,0.0,"[""9805488080"", ""per-format latency histograms"", ""2"", ""1039.6684"", ""34"", ""1"", ""matlab_tic_toc_canonical_pucch_receiver_stages"", ""air_interface/csv/pucch_trials.csv"", ""exact""]",first_rows_value_populated,PASS_CHART_DATASET_SEMANTICS,True,0,CONTRACTED_FIRST_ROWS_REVIEWED
reports/csv/contract__pucch-f0-f1-f2-f3-f4__pucch-decode-success-failure-trend.csv,4,17,4,60,8,0.11764705882352941,24,0,24,0.0,"[""9805488080"", ""PUCCH decode success/failure trend"", ""line"", ""Slot / runtime sample"", ""Decode success flag"", ""1"", ""34.0"", ""1.0"", """", """", ""reports/csv/live_pucch_summary.csv"", ""4"", ""explicit_runtime_metric_dataset"", ""Explicit Decode success flag mapping from reports/csv/live_pucch_summary.csv."", ""exact"", ""observed_timeline"", ""4""]",first_rows_value_populated,PASS_CHART_DATASET_SEMANTICS,True,0,CONTRACTED_FIRST_ROWS_REVIEWED
reports/csv/contract__pucch-f0-f1-f2-f3-f4__requested-vs-resolved-format-confusion-matrix.csv,4,7,4,28,0,0.0,16,0,16,0.0,"[""9805488080"", ""requested vs resolved format confusion matrix"", ""2"", ""2"", ""1"", ""air_interface/csv/pucch_trials.csv"", ""exact""]",first_rows_value_populated,PASS_CHART_DATASET_SEMANTICS,True,0,CONTRACTED_FIRST_ROWS_REVIEWED
reports/csv/contract__pucch-f0-f1-f2-f3-f4__uci-bit-count-distribution.csv,4,17,4,60,8,0.11764705882352941,24,0,24,0.0,"[""9805488080"", ""UCI bit count distribution"", ""bar"", ""UCI bit count"", ""Sample count"", ""1"", ""1.0"", ""2.0"", """", """", ""reports/csv/live_uci_table.csv"", ""17"", ""explicit_runtime_metric_dataset"", ""Explicit UCI bit count mapping from reports/csv/live_uci_table.csv."", ""exact"", ""observed_distribution"", ""17""]",first_rows_value_populated,PASS_CHART_DATASET_SEMANTICS,True,0,CONTRACTED_FIRST_ROWS_REVIEWED
reports/csv/contract__pusch-ul-data-chain__channel-estimation-latency.csv,26,6,5,30,0,0.0,15,0,15,0.0,"[""9805488080"", ""channel estimation latency"", ""1"", ""147.4157"", ""air_interface/csv/dl_pdsch_trials.csv"", ""exact""]",first_rows_value_populated,PASS_CHART_DATASET_SEMANTICS,True,0,CONTRACTED_FIRST_ROWS_REVIEWED
reports/csv/contract__pusch-ul-data-chain__decoder-iteration-histogram.csv,2,17,2,30,4,0.11764705882352941,12,0,12,0.0,"[""9805488080"", ""decoder iteration histogram"", ""bar"", ""Decoder iterations"", ""Sample count"", ""1"", ""1.0"", ""8.0"", """", """", ""reports/csv/live_decoder_summary.csv"", ""17"", ""explicit_runtime_metric_dataset"", ""Explicit Decoder iterations mapping from reports/csv/live_decoder_summary.csv."", ""exact"", ""observed_distribution"", ""17""]",first_rows_value_populated,PASS_CHART_DATASET_SEMANTICS,True,0,CONTRACTED_FIRST_ROWS_REVIEWED
reports/csv/contract__pusch-ul-data-chain__equalizer-latency.csv,21,6,5,30,0,0.0,15,0,15,0.0,"[""9805488080"", ""equalizer latency"", ""1"", ""177.1526"", ""air_interface/csv/dl_pdsch_trials.csv"", ""exact""]",first_rows_value_populated,PASS_CHART_DATASET_SEMANTICS,True,0,CONTRACTED_FIRST_ROWS_REVIEWED
reports/csv/contract__pusch-ul-data-chain__llr-statistics-over-time.csv,17,17,5,75,10,0.11764705882352941,30,0,30,0.0,"[""9805488080"", ""LLR statistics over time"", ""line"", ""Slot / runtime sample"", ""Mean absolute LLR"", ""1"", ""31.0"", ""188.015010188392"", """", """", ""reports/csv/live_llr_summary.csv"", ""17"", ""explicit_runtime_metric_dataset"", ""Explicit Mean absolute LLR mapping from reports/csv/live_llr_summary.csv."", ""exact"", ""observed_timeline"", ""17""]",first_rows_value_populated,PASS_CHART_DATASET_SEMANTICS,True,0,CONTRACTED_FIRST_ROWS_REVIEWED
reports/csv/contract__pusch-ul-data-chain__ta-estimate-timeline.csv,1,27,1,25,2,0.07407407407407407,20,6,14,0.3,"[""9805488080"", ""TA estimate timeline"", ""1"", ""1"", ""frame=1|slot=4|symbol=7|frequency=0"", ""1.0"", ""4.0"", ""7.0"", ""0.0"", ""0"", ""0"", """", """", ""1.0"", ""1"", ""RA completed"", ""0.0"", ""84.0"", ""0.0"", ""0.765129815282207"", ""0.0204124145231932"", ""0.0176777489386724"", ""7.0"", ""0"", ""20.0"", ""air_interface/csv/prach_trials.csv"", ""exact""]",first_rows_value_populated,PASS_CHART_DATASET_SEMANTICS,True,0,CONTRACTED_FIRST_ROWS_REVIEWED
reports/csv/contract__pusch-ul-data-chain__ul-resource-grid-equalized-symbol-summaries.csv,5,10,5,50,0,0.0,30,0,30,0.0,"[""9805488080"", ""UL resource-grid / equalized symbol summaries"", ""4.0"", ""35.0"", ""12.0739283080389"", ""0.251633579777729"", ""1.0"", ""QPSK"", ""air_interface/csv/ul_pusch_trials.csv"", ""exact""]",first_rows_value_populated,PASS_CHART_DATASET_SEMANTICS,True,0,CONTRACTED_FIRST_ROWS_REVIEWED
reports/csv/contract__run-trial-scenario-overview__error-warning-fallback-stacked-time-series.csv,10,17,5,75,10,0.11764705882352941,30,5,25,0.16666666666666666,"[""9805488080"", ""error/warning/fallback stacked time series"", ""line"", ""Slot / runtime sample"", ""Fallback/placeholder rows"", ""1"", ""1.0"", ""0.0"", """", """", ""reports/csv/live_case_status.csv"", ""10"", ""explicit_runtime_metric_dataset"", ""Explicit Fallback/placeholder rows mapping from reports/csv/live_case_status.csv."", ""exact"", ""observed_timeline"", ""10""]",first_rows_value_populated,PASS_CHART_DATASET_SEMANTICS,True,0,CONTRACTED_FIRST_ROWS_REVIEWED
reports/csv/contract__run-trial-scenario-overview__required-vs-failed-case-bar-chart.csv,4,7,4,28,0,0.0,16,3,13,0.1875,"[""9805488080"", ""required vs failed case bar chart"", ""1"", ""0.0"", ""10.0"", ""reports/csv/live_required_vs_optional_case_status.csv"", ""exact""]",first_rows_value_populated,PASS_CHART_DATASET_SEMANTICS,True,0,CONTRACTED_FIRST_ROWS_REVIEWED
reports/csv/contract__run-trial-scenario-overview__run-health-timeline.csv,1,17,1,15,2,0.11764705882352941,6,0,6,0.0,"[""9805488080"", ""run health timeline"", ""bar"", ""Slot / runtime sample"", ""Run healthy/completed flag"", ""1"", ""1.0"", ""1.0"", """", """", ""reports/csv/live_run_overview.csv"", ""1"", ""explicit_runtime_metric_dataset"", ""Explicit Run healthy/completed flag mapping from reports/csv/live_run_overview.csv."", ""exact"", ""measured_scalar"", ""1""]",first_rows_value_populated,PASS_CHART_DATASET_SEMANTICS,True,0,CONTRACTED_FIRST_ROWS_REVIEWED
reports/csv/contract__run-trial-scenario-overview__truth-policy-violations-by-category.csv,1,17,1,15,2,0.11764705882352941,6,1,5,0.16666666666666666,"[""9805488080"", ""truth policy violations by category"", ""bar"", ""Truth-policy violation count"", ""Sample count"", ""1"", ""0.0"", ""1.0"", """", """", ""analytics/csv/truth_policy_analytics.csv"", ""1"", ""explicit_runtime_metric_dataset"", ""Explicit Truth-policy violation count mapping from analytics/csv/truth_policy_analytics.csv."", ""exact"", ""observed_distribution"", ""1""]",first_rows_value_populated,PASS_CHART_DATASET_SEMANTICS,True,0,CONTRACTED_FIRST_ROWS_REVIEWED
reports/csv/contract__scenario-geometry-topology-layout__ue-trajectory-overlay.csv,58,8,5,40,0,0.0,25,0,25,0.0,"[""9805488080"", ""UE trajectory overlay"", ""1"", ""1.0"", ""70.3835390814342"", ""-5.7421246070728"", ""geometry/csv/trajectory_geometry.csv"", ""exact""]",first_rows_value_populated,PASS_CHART_DATASET_SEMANTICS,True,0,CONTRACTED_FIRST_ROWS_REVIEWED
reports/csv/contract__scheduler-mac-queue-qos-power-control-uci-flow__cqi-vs-selected-mcs.csv,5,17,5,75,10,0.11764705882352941,30,0,30,0.0,"[""9805488080"", ""CQI vs selected MCS"", ""line"", ""CQI"", ""Mean selected MCS"", ""1"", ""5.0"", ""6.0"", """", """", ""reports/csv/live_scheduler_cycle.csv"", ""17"", ""derived_chart_dataset"", ""Scheduler chart derived from persisted scheduler-cycle or grant runtime rows."", ""exact"", ""observed_relation"", ""14""]",first_rows_value_populated,PASS_CHART_DATASET_SEMANTICS,True,0,CONTRACTED_FIRST_ROWS_REVIEWED
reports/csv/contract__scheduler-mac-queue-qos-power-control-uci-flow__grant-reason-distribution.csv,1,17,1,15,2,0.11764705882352941,6,0,6,0.0,"[""9805488080"", ""grant reason distribution"", ""bar"", ""Grant-reason bucket"", ""Count"", ""1"", ""1.0"", ""17.0"", """", """", ""reports/csv/live_scheduler_cycle.csv"", ""17"", ""derived_chart_dataset"", ""Scheduler chart derived from persisted scheduler-cycle or grant runtime rows. x-axis buckets correspond to the listed grant-reason order in the SVG summary."", ""exact"", ""observed_distribution"", ""17""]",first_rows_value_populated,PASS_CHART_DATASET_SEMANTICS,True,0,CONTRACTED_FIRST_ROWS_REVIEWED
reports/csv/contract__scheduler-mac-queue-qos-power-control-uci-flow__hol-delay-over-time.csv,54,7,5,35,0,0.0,20,0,20,0.0,"[""9805488080"", ""HOL delay over time"", ""1"", ""1.0"", ""30.0"", ""packet_flow/csv/live_application_packet_delivery_ledger.csv"", ""exact""]",first_rows_value_populated,PASS_CHART_DATASET_SEMANTICS,True,0,CONTRACTED_FIRST_ROWS_REVIEWED
reports/csv/contract__scheduler-mac-queue-qos-power-control-uci-flow__mcs-over-time.csv,17,17,5,75,10,0.11764705882352941,30,0,30,0.0,"[""9805488080"", ""MCS over time"", ""line"", ""Grant sample"", ""MCSIndex"", ""1"", ""1"", ""1.0"", """", """", ""reports/csv/live_scheduler_cycle.csv"", ""17"", ""derived_chart_dataset"", ""Scheduler chart derived from persisted scheduler-cycle or grant runtime rows."", ""exact"", ""observed_timeline"", ""17""]",first_rows_value_populated,PASS_CHART_DATASET_SEMANTICS,True,0,CONTRACTED_FIRST_ROWS_REVIEWED
reports/csv/contract__scheduler-mac-queue-qos-power-control-uci-flow__queue-depth-over-time.csv,12,17,5,75,10,0.11764705882352941,30,0,30,0.0,"[""9805488080"", ""queue depth over time"", ""line"", ""Slot"", ""Queue bytes"", ""1"", ""31.0"", ""9687.0"", """", """", ""reports/csv/live_queue_state.csv"", ""12"", ""derived_chart_dataset"", ""Scheduler chart derived from persisted scheduler-cycle or grant runtime rows."", ""exact"", ""observed_timeline"", ""12""]",first_rows_value_populated,PASS_CHART_DATASET_SEMANTICS,True,0,CONTRACTED_FIRST_ROWS_REVIEWED
reports/csv/contract__scheduler-mac-queue-qos-power-control-uci-flow__scheduled-prbs-per-ue-over-time.csv,12,17,5,75,10,0.11764705882352941,30,0,30,0.0,"[""9805488080"", ""scheduled PRBs per UE over time"", ""line"", ""Slot"", ""Mean scheduled PRBs per grant"", ""1"", ""31.0"", ""25.0"", """", """", ""packet_flow/csv/live_dl_scheduler_grants.csv"", ""12"", ""derived_chart_dataset"", ""Scheduler chart derived from persisted scheduler-cycle or grant runtime rows."", ""exact"", ""observed_timeline"", ""12""]",first_rows_value_populated,PASS_CHART_DATASET_SEMANTICS,True,0,CONTRACTED_FIRST_ROWS_REVIEWED
reports/csv/contract__scheduler-mac-queue-qos-power-control-uci-flow__scheduler-fairness-over-time.csv,3,8,3,24,0,0.0,12,0,12,0.0,"[""9805488080"", ""scheduler fairness over time"", ""DL"", ""1"", ""9.82933333333333"", ""1.0"", ""reports/csv/live_user_performance_snapshot.csv"", ""exact""]",first_rows_value_populated,PASS_CHART_DATASET_SEMANTICS,True,0,CONTRACTED_FIRST_ROWS_REVIEWED
