Direction,UEIndex,RNTI,CandidateCount,ScheduledGrantCount,RejectedCount,HARQBlockedCount,ScheduledFrac,MeanPFMetric,MeanInstantRate_bps,MeanAvgThroughput_bps,SourceArtifact
"DL",1,1,3,2,1,0,0.333333333333333,0.889978106809345,368848000,415638293.333333,"packet_flow/csv/scheduler_decision_log.csv"
"DL",2,2,3,2,1,0,0.333333333333333,0.889978106809345,368848000,415638293.333333,"packet_flow/csv/scheduler_decision_log.csv"
"DL",3,3,3,1,2,0,0.166666666666667,0.914075546018646,368848000,404572853.333333,"packet_flow/csv/scheduler_decision_log.csv"
"DL",4,4,3,1,2,0,0.166666666666667,0.914075546018646,368848000,404572853.333333,"packet_flow/csv/scheduler_decision_log.csv"
