RunId,CellId,UEId,AttemptId,TemporaryCRNTI,ScheduledSlot,PRBStart,NumPRB,SymbolStart,NumSymbols,MCS,Modulation,TBS,TimingAdvanceApplied,DMRSUsed,DMSRUsed,P0PUSCH_dBm,AlphaPUSCH,Pcmax_dBm,PowerPathloss_dB,PowerBasePathloss_dB,PowerPathlossSource,ReferenceTxPower_dBm,Msg3Pathloss_dB,Msg3P0PUSCH_dBm,Msg3Alpha,Msg3NumPRBForPower,Msg3DeltaTF_dB,Msg3ClosedLoopCorrection_dB,Msg3RequestedTxPower_dBm,Msg3TxPower_dBm,Msg3PowerHeadroom_dB,Msg3TxAmplitudeScale,PowerControlStatus,PostEqSINRdB,ULSCHCrcPass,PayloadHex,ContentionIdentity,Status,FailureReason
"ra_webgui_sinr_sweep_64x4_mu_mimo_repair_slice_ue1_trial1_slot_10_snr_20000",1,1,1,4660,2,0,24,0,14,0,"QPSK",736,1,1,1,-80,0.8,23,0,0,"lls6g.userContext.RuntimeServingPathloss_dB",23,0,-80,0.8,24,0,0,-66.1978875828839,-66.1978875828839,89.1978875828839,3.46821187459107e-05,"applied_open_loop_ts38213_ra_power_control",45,1,"0106000080000080310455452D31","000080000080","OK",""
"ra_webgui_sinr_sweep_64x4_mu_mimo_repair_slice_ue2_trial1_slot_10_snr_20000",1,2,1,4660,2,0,24,0,14,0,"QPSK",736,1,1,1,-80,0.8,23,0,0,"lls6g.userContext.RuntimeServingPathloss_dB",23,0,-80,0.8,24,0,0,-66.1978875828839,-66.1978875828839,89.1978875828839,3.46821187459107e-05,"applied_open_loop_ts38213_ra_power_control",45,1,"0106000080000080310455452D32","000080000080","OK",""
"ra_webgui_sinr_sweep_64x4_mu_mimo_repair_slice_ue3_trial1_slot_10_snr_20000",1,3,1,4660,2,0,24,0,14,0,"QPSK",736,1,1,1,-80,0.8,23,0,0,"lls6g.userContext.RuntimeServingPathloss_dB",23,0,-80,0.8,24,0,0,-66.1978875828839,-66.1978875828839,89.1978875828839,3.46821187459107e-05,"applied_open_loop_ts38213_ra_power_control",45,1,"0106000080000080310455452D33","000080000080","OK",""
"ra_webgui_sinr_sweep_64x4_mu_mimo_repair_slice_ue4_trial1_slot_10_snr_20000",1,4,1,4660,2,0,24,0,14,0,"QPSK",736,1,1,1,-80,0.8,23,0,0,"lls6g.userContext.RuntimeServingPathloss_dB",23,0,-80,0.8,24,0,0,-66.1978875828839,-66.1978875828839,89.1978875828839,3.46821187459107e-05,"applied_open_loop_ts38213_ra_power_control",45,1,"0106000080000080310455452D34","000080000080","OK",""
