RunId,CellId,UEId,AttemptId,RARNTI,RAResponseWindowStartSlot,RAResponseWindowEndSlot,Msg2Slot,WithinRAResponseWindow,PDCCHCandidatesAttempted,DCIFormat,DCICrcPass,RARPDSCHCrcPass,RARBytesHex,RAPIDDecoded,RAPIDMatches,TimingAdvanceCommand,TemporaryCRNTI,ULGrantHex,DownlinkTxPower_dBm,DownlinkTxPowerSource,Msg2TxPower_dBm,Msg2TxAmplitudeScale,TimingEstimateUsed,AppliedTimingCorrection_samples,TimingEstimateSource,PostEqSINR_dB,ReceiverHestSINR_dB,PreEqualizationNoiseVar,DecoderNoiseVar,ChannelEstimateAvailable,ChannelEstimateMethod,ChannelEstimatePilotResidualNMSE_dB,EqualizationAvailable,LLRFinite,DemapperLLRCount,DecoderIterations,ULGrantValid,Status,FailureReason
"ra_webgui_sinr_sweep_64x4_mu_mimo_repair_slice_ue1_trial1_slot_10_snr_20000",1,1,1,1,1,20,1,1,1,"1_0",1,1,"4000001800101234",0,1,0,4660,"03000200",46,"lls6g.resolvedConfig.power_and_rf_frontend.bs_tx_power_dbm",46,14.1253754462275,0,0,"assignment_aligned_common_procedure_waveform",37.9704892639845,37.9704892639845,0.10127450656716,0.000159571006884818,1,"dmrs_nr_channel_estimate_per_resource",-33.6982741863665,1,1,6360,1,1,"OK",""
"ra_webgui_sinr_sweep_64x4_mu_mimo_repair_slice_ue2_trial1_slot_10_snr_20000",1,2,1,1,1,20,1,1,1,"1_0",1,1,"4100001800101234",1,1,0,4660,"03000200",46,"lls6g.resolvedConfig.power_and_rf_frontend.bs_tx_power_dbm",46,14.1253754462275,0,0,"assignment_aligned_common_procedure_waveform",37.8306682105746,37.8306682105746,0.14582797127798,0.000164791083340915,1,"dmrs_nr_channel_estimate_per_resource",-33.4888836715438,1,1,6360,1,1,"OK",""
"ra_webgui_sinr_sweep_64x4_mu_mimo_repair_slice_ue3_trial1_slot_10_snr_20000",1,3,1,1,1,20,1,1,1,"1_0",1,1,"4200001800101234",2,1,0,4660,"03000200",46,"lls6g.resolvedConfig.power_and_rf_frontend.bs_tx_power_dbm",46,14.1253754462275,0,0,"assignment_aligned_common_procedure_waveform",37.0910940603747,37.0910940603747,0.0732971772106817,0.000195391600440894,1,"dmrs_nr_channel_estimate_per_resource",-33.1881936572538,1,1,6360,1,1,"OK",""
"ra_webgui_sinr_sweep_64x4_mu_mimo_repair_slice_ue4_trial1_slot_10_snr_20000",1,4,1,1,1,20,1,1,1,"1_0",1,1,"4300001800101234",3,1,0,4660,"03000200",46,"lls6g.resolvedConfig.power_and_rf_frontend.bs_tx_power_dbm",46,14.1253754462275,0,0,"assignment_aligned_common_procedure_waveform",37.9592867990205,37.9592867990205,0.0610670242508073,0.000159982111821409,1,"dmrs_nr_channel_estimate_per_resource",-33.6058508307385,1,1,6360,1,1,"OK",""
