RunId,CellId,UEId,AttemptId,Frame,Slot,Symbol,PRACHFormat,RootSequenceIndex,ZeroCorrelationZoneConfig,PreambleReceivedTargetPower_dBm,PowerRampingStep_dB,PreambleTransMax,PreambleAttemptNumber,PowerPathloss_dB,PowerBasePathloss_dB,PowerPathlossSource,ReferenceTxPower_dBm,Pcmax_dBm,PreambleDelta_dB,PreambleTargetReceivedPower_dBm,PreambleRequestedTxPower_dBm,PreambleTxPower_dBm,PreamblePowerHeadroom_dB,PreambleTxAmplitudeScale,PowerControlStatus,PreambleIndexTx,PreambleIndexDetected,DetectionMetric,DetectionThreshold,RxAntennaCount,PDPAverageNoiseFloor,PeakToThresholdRatio,PeakToNoiseRatio,PeakToNoiseRatio_dB,CandidateCount,CandidatesAboveThreshold,ThresholdBackgroundComponent,PeakLagSamples,DetectorMultiCandidateAboveThreshold,TimingOffsetSamples,TimingAdvanceCommand,RARNTI,FalseAlarm,MissedDetection,CollisionDetected,Status
"ra_webgui_sinr_sweep_64x4_mu_mimo_repair_slice_ue1_trial1_slot_10_snr_20000",1,1,1,0,0,0,"B4",1,8,-96,2,10,1,0,0,"lls6g.userContext.RuntimeServingPathloss_dB",23,23,0,-96,-96,-96,119,1.12201845430196e-06,"applied_open_loop_ts38213_ra_power_control",0,0,0.988367393160635,0.35,64,0.0190148014612262,2.82390683760181,51.9788437011059,17.1582661414509,64,1,0.35,7,0,7,0,1,0,0,0,"OK"
"ra_webgui_sinr_sweep_64x4_mu_mimo_repair_slice_ue2_trial1_slot_10_snr_20000",1,2,1,0,0,0,"B4",1,8,-96,2,10,1,0,0,"lls6g.userContext.RuntimeServingPathloss_dB",23,23,0,-96,-96,-96,119,1.12201845430196e-06,"applied_open_loop_ts38213_ra_power_control",1,1,0.988776480078917,0.35,64,0.0190333884270839,2.82507565736833,51.9495771268935,17.1558201672083,64,1,0.35,7.01438848920861,0,7.01438848920861,0,1,0,0,0,"OK"
"ra_webgui_sinr_sweep_64x4_mu_mimo_repair_slice_ue3_trial1_slot_10_snr_20000",1,3,1,0,0,0,"B4",1,8,-96,2,10,1,0,0,"lls6g.userContext.RuntimeServingPathloss_dB",23,23,0,-96,-96,-96,119,1.12201845430196e-06,"applied_open_loop_ts38213_ra_power_control",2,2,0.987854221901646,0.35,64,0.0189907049228821,2.8224406340047,52.0177753228828,17.1615177451006,64,1,0.35,7.02877697841723,0,7.02877697841723,0,1,0,0,0,"OK"
"ra_webgui_sinr_sweep_64x4_mu_mimo_repair_slice_ue4_trial1_slot_10_snr_20000",1,4,1,0,0,0,"B4",1,8,-96,2,10,1,0,0,"lls6g.userContext.RuntimeServingPathloss_dB",23,23,0,-96,-96,-96,119,1.12201845430196e-06,"applied_open_loop_ts38213_ra_power_control",3,3,0.980912064674194,0.35,64,0.0188650829150254,2.80260589906913,51.996170337154,17.1597135781384,64,1,0.35,7.04316546762584,0,7.04316546762584,0,1,0,0,0,"OK"
