RunId,CellId,UEId,AttemptId,CandidateIndex,AggregationLevel,RNTIAttempted,ExpectedRARNTI,CrcPass,DciFormatDecoded,IsSelectedCandidate
"ra_webgui_sinr_sweep_64x4_mu_mimo_repair_slice_ue1_trial1_slot_10_snr_20000",1,1,1,1,4,1,1,1,"1_0",1
"ra_webgui_sinr_sweep_64x4_mu_mimo_repair_slice_ue2_trial1_slot_10_snr_20000",1,2,1,1,4,1,1,1,"1_0",1
"ra_webgui_sinr_sweep_64x4_mu_mimo_repair_slice_ue3_trial1_slot_10_snr_20000",1,3,1,1,4,1,1,1,"1_0",1
"ra_webgui_sinr_sweep_64x4_mu_mimo_repair_slice_ue4_trial1_slot_10_snr_20000",1,4,1,1,4,1,1,1,"1_0",1
