Direction,SignalFamily,SNR_dB,SFN,Frame,Slot,Time_s,CellID,BWPID,UEIndex,RNTI,ResourceID,ResourceSetID,CSIRSType,NumPorts,RowNumber,Density,Periodicity,SymbolLocations,SubcarrierLocations,RBOffset,NumRB,NRE,Scheduled,Transmitted,Observed,Consumed,Consumer,MeasurementRSRP_dB,MeasurementSource,UpdateOutcome,RuntimeMaterializationStatus,RuntimeBlocker,RuntimeEvidenceSource,RuntimeEventObserved,SourceArtifact,SourceTable,direction,frame,slot,cell_id,ue_id,rnti,timestamp_sim_ms,runtime_row_index,runtime_evidence,runtime_evidence_source,output_family_materialization,run_id,run_tag,scenario_id,scenario_variant_id,config_hash,code_commit,seed,drop_id,symbol,site_id,sector_id,bwp_id,carrier_id,beam_id,layer_id,stream_id,harq_id,block_id,pipeline_id,producer_module,status_code,status_classification,source_artifact_ref,source_tensor_ref,derived_flag,active_flag
"DL","CSI-RS",12,7,7,7,0.003,3,0,16,16,0,0,"nzp",2,3,"one","on",0,0,0,273,1092,1,1,1,1,"csi_feedback_reference_power_measurement",-105.484419957892,"received_csirs_reference_signal_power","observed_after_ofdm_demodulation","runtime_grid_mapped","not_applicable","sixgr.phy.dl.PDSCH_Rx:csirs_runtime_observation",1,"air_interface/csv/csi_rs_trials.csv","air_interface/csv/csi_rs_trials.csv","DL",7,7,3,16,16,3,23,"persisted_runtime_trial_row","air_interface/csv/csi_rs_trials.csv","runtime_backed_mirror",1,"webgui_rel20_4ghz_100mhz_5gnb_50ue_10slot_20260417_170900","lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot","lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot","a1a414876cde1a5883e2a2ab610e6603ef434ebb5b0a934bfcb8df1260a73d7c","2756cfb",104729,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,"not_applicable","not_applicable","sixgr.link.runDLPDSCHThroughput","implemented","runtime_reference_signal_trial_rows","air_interface/csv/csi_rs_trials.csv","not_applicable",0,1
"DL","CSI-RS",12,7,7,7,0.003,3,0,18,18,0,0,"nzp",2,3,"one","on",0,0,0,273,1092,1,1,1,1,"csi_feedback_reference_power_measurement",-117.928277050787,"received_csirs_reference_signal_power","observed_after_ofdm_demodulation","runtime_grid_mapped","not_applicable","sixgr.phy.dl.PDSCH_Rx:csirs_runtime_observation",1,"air_interface/csv/csi_rs_trials.csv","air_interface/csv/csi_rs_trials.csv","DL",7,7,3,18,18,3,24,"persisted_runtime_trial_row","air_interface/csv/csi_rs_trials.csv","runtime_backed_mirror",1,"webgui_rel20_4ghz_100mhz_5gnb_50ue_10slot_20260417_170900","lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot","lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot","a1a414876cde1a5883e2a2ab610e6603ef434ebb5b0a934bfcb8df1260a73d7c","2756cfb",104729,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,"not_applicable","not_applicable","sixgr.link.runDLPDSCHThroughput","implemented","runtime_reference_signal_trial_rows","air_interface/csv/csi_rs_trials.csv","not_applicable",0,1
"DL","CSI-RS",12,7,7,7,0.003,3,0,23,23,0,0,"nzp",2,3,"one","on",0,0,0,273,1092,1,1,1,1,"csi_feedback_reference_power_measurement",-88.5034930282348,"received_csirs_reference_signal_power","observed_after_ofdm_demodulation","runtime_grid_mapped","not_applicable","sixgr.phy.dl.PDSCH_Rx:csirs_runtime_observation",1,"air_interface/csv/csi_rs_trials.csv","air_interface/csv/csi_rs_trials.csv","DL",7,7,3,23,23,3,25,"persisted_runtime_trial_row","air_interface/csv/csi_rs_trials.csv","runtime_backed_mirror",1,"webgui_rel20_4ghz_100mhz_5gnb_50ue_10slot_20260417_170900","lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot","lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot","a1a414876cde1a5883e2a2ab610e6603ef434ebb5b0a934bfcb8df1260a73d7c","2756cfb",104729,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,"not_applicable","not_applicable","sixgr.link.runDLPDSCHThroughput","implemented","runtime_reference_signal_trial_rows","air_interface/csv/csi_rs_trials.csv","not_applicable",0,1
"DL","CSI-RS",12,7,7,7,0.003,3,0,24,24,0,0,"nzp",2,3,"one","on",0,0,0,273,1092,1,1,1,1,"csi_feedback_reference_power_measurement",-113.925580812502,"received_csirs_reference_signal_power","observed_after_ofdm_demodulation","runtime_grid_mapped","not_applicable","sixgr.phy.dl.PDSCH_Rx:csirs_runtime_observation",1,"air_interface/csv/csi_rs_trials.csv","air_interface/csv/csi_rs_trials.csv","DL",7,7,3,24,24,3,26,"persisted_runtime_trial_row","air_interface/csv/csi_rs_trials.csv","runtime_backed_mirror",1,"webgui_rel20_4ghz_100mhz_5gnb_50ue_10slot_20260417_170900","lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot","lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot","a1a414876cde1a5883e2a2ab610e6603ef434ebb5b0a934bfcb8df1260a73d7c","2756cfb",104729,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,"not_applicable","not_applicable","sixgr.link.runDLPDSCHThroughput","implemented","runtime_reference_signal_trial_rows","air_interface/csv/csi_rs_trials.csv","not_applicable",0,1
"DL","CSI-RS",12,7,7,7,0.003,3,0,33,33,0,0,"nzp",2,3,"one","on",0,0,0,273,1092,1,1,1,1,"csi_feedback_reference_power_measurement",-127.018420832617,"received_csirs_reference_signal_power","observed_after_ofdm_demodulation","runtime_grid_mapped","not_applicable","sixgr.phy.dl.PDSCH_Rx:csirs_runtime_observation",1,"air_interface/csv/csi_rs_trials.csv","air_interface/csv/csi_rs_trials.csv","DL",7,7,3,33,33,3,27,"persisted_runtime_trial_row","air_interface/csv/csi_rs_trials.csv","runtime_backed_mirror",1,"webgui_rel20_4ghz_100mhz_5gnb_50ue_10slot_20260417_170900","lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot","lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot","a1a414876cde1a5883e2a2ab610e6603ef434ebb5b0a934bfcb8df1260a73d7c","2756cfb",104729,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,"not_applicable","not_applicable","sixgr.link.runDLPDSCHThroughput","implemented","runtime_reference_signal_trial_rows","air_interface/csv/csi_rs_trials.csv","not_applicable",0,1
"DL","CSI-RS",12,7,7,7,0.003,3,0,34,34,0,0,"nzp",2,3,"one","on",0,0,0,273,1092,1,1,1,1,"csi_feedback_reference_power_measurement",-76.5265914105561,"received_csirs_reference_signal_power","observed_after_ofdm_demodulation","runtime_grid_mapped","not_applicable","sixgr.phy.dl.PDSCH_Rx:csirs_runtime_observation",1,"air_interface/csv/csi_rs_trials.csv","air_interface/csv/csi_rs_trials.csv","DL",7,7,3,34,34,3,28,"persisted_runtime_trial_row","air_interface/csv/csi_rs_trials.csv","runtime_backed_mirror",1,"webgui_rel20_4ghz_100mhz_5gnb_50ue_10slot_20260417_170900","lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot","lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot","a1a414876cde1a5883e2a2ab610e6603ef434ebb5b0a934bfcb8df1260a73d7c","2756cfb",104729,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,"not_applicable","not_applicable","sixgr.link.runDLPDSCHThroughput","implemented","runtime_reference_signal_trial_rows","air_interface/csv/csi_rs_trials.csv","not_applicable",0,1
"DL","CSI-RS",12,7,7,7,0.003,4,0,20,20,0,0,"nzp",2,3,"one","on",0,0,0,273,1092,1,1,1,1,"csi_feedback_reference_power_measurement",-117.523822532398,"received_csirs_reference_signal_power","observed_after_ofdm_demodulation","runtime_grid_mapped","not_applicable","sixgr.phy.dl.PDSCH_Rx:csirs_runtime_observation",1,"air_interface/csv/csi_rs_trials.csv","air_interface/csv/csi_rs_trials.csv","DL",7,7,4,20,20,3,29,"persisted_runtime_trial_row","air_interface/csv/csi_rs_trials.csv","runtime_backed_mirror",1,"webgui_rel20_4ghz_100mhz_5gnb_50ue_10slot_20260417_170900","lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot","lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot","a1a414876cde1a5883e2a2ab610e6603ef434ebb5b0a934bfcb8df1260a73d7c","2756cfb",104729,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,"not_applicable","not_applicable","sixgr.link.runDLPDSCHThroughput","implemented","runtime_reference_signal_trial_rows","air_interface/csv/csi_rs_trials.csv","not_applicable",0,1
"DL","CSI-RS",12,7,7,7,0.003,4,0,22,22,0,0,"nzp",2,3,"one","on",0,0,0,273,1092,1,1,1,1,"csi_feedback_reference_power_measurement",-85.0706203851607,"received_csirs_reference_signal_power","observed_after_ofdm_demodulation","runtime_grid_mapped","not_applicable","sixgr.phy.dl.PDSCH_Rx:csirs_runtime_observation",1,"air_interface/csv/csi_rs_trials.csv","air_interface/csv/csi_rs_trials.csv","DL",7,7,4,22,22,3,30,"persisted_runtime_trial_row","air_interface/csv/csi_rs_trials.csv","runtime_backed_mirror",1,"webgui_rel20_4ghz_100mhz_5gnb_50ue_10slot_20260417_170900","lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot","lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot","a1a414876cde1a5883e2a2ab610e6603ef434ebb5b0a934bfcb8df1260a73d7c","2756cfb",104729,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,"not_applicable","not_applicable","sixgr.link.runDLPDSCHThroughput","implemented","runtime_reference_signal_trial_rows","air_interface/csv/csi_rs_trials.csv","not_applicable",0,1
"DL","CSI-RS",12,7,7,7,0.003,4,0,32,32,0,0,"nzp",2,3,"one","on",0,0,0,273,1092,1,1,1,1,"csi_feedback_reference_power_measurement",-115.628104522242,"received_csirs_reference_signal_power","observed_after_ofdm_demodulation","runtime_grid_mapped","not_applicable","sixgr.phy.dl.PDSCH_Rx:csirs_runtime_observation",1,"air_interface/csv/csi_rs_trials.csv","air_interface/csv/csi_rs_trials.csv","DL",7,7,4,32,32,3,31,"persisted_runtime_trial_row","air_interface/csv/csi_rs_trials.csv","runtime_backed_mirror",1,"webgui_rel20_4ghz_100mhz_5gnb_50ue_10slot_20260417_170900","lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot","lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot","a1a414876cde1a5883e2a2ab610e6603ef434ebb5b0a934bfcb8df1260a73d7c","2756cfb",104729,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,"not_applicable","not_applicable","sixgr.link.runDLPDSCHThroughput","implemented","runtime_reference_signal_trial_rows","air_interface/csv/csi_rs_trials.csv","not_applicable",0,1
"DL","CSI-RS",12,7,7,7,0.003,4,0,37,37,0,0,"nzp",2,3,"one","on",0,0,0,273,1092,1,1,1,1,"csi_feedback_reference_power_measurement",-103.82202779562,"received_csirs_reference_signal_power","observed_after_ofdm_demodulation","runtime_grid_mapped","not_applicable","sixgr.phy.dl.PDSCH_Rx:csirs_runtime_observation",1,"air_interface/csv/csi_rs_trials.csv","air_interface/csv/csi_rs_trials.csv","DL",7,7,4,37,37,3,32,"persisted_runtime_trial_row","air_interface/csv/csi_rs_trials.csv","runtime_backed_mirror",1,"webgui_rel20_4ghz_100mhz_5gnb_50ue_10slot_20260417_170900","lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot","lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot","a1a414876cde1a5883e2a2ab610e6603ef434ebb5b0a934bfcb8df1260a73d7c","2756cfb",104729,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,"not_applicable","not_applicable","sixgr.link.runDLPDSCHThroughput","implemented","runtime_reference_signal_trial_rows","air_interface/csv/csi_rs_trials.csv","not_applicable",0,1
"DL","CSI-RS",12,7,7,7,0.003,4,0,38,38,0,0,"nzp",2,3,"one","on",0,0,0,273,1092,1,1,1,1,"csi_feedback_reference_power_measurement",-107.491601396813,"received_csirs_reference_signal_power","observed_after_ofdm_demodulation","runtime_grid_mapped","not_applicable","sixgr.phy.dl.PDSCH_Rx:csirs_runtime_observation",1,"air_interface/csv/csi_rs_trials.csv","air_interface/csv/csi_rs_trials.csv","DL",7,7,4,38,38,3,33,"persisted_runtime_trial_row","air_interface/csv/csi_rs_trials.csv","runtime_backed_mirror",1,"webgui_rel20_4ghz_100mhz_5gnb_50ue_10slot_20260417_170900","lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot","lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot","a1a414876cde1a5883e2a2ab610e6603ef434ebb5b0a934bfcb8df1260a73d7c","2756cfb",104729,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,"not_applicable","not_applicable","sixgr.link.runDLPDSCHThroughput","implemented","runtime_reference_signal_trial_rows","air_interface/csv/csi_rs_trials.csv","not_applicable",0,1
"DL","CSI-RS",12,7,7,7,0.003,4,0,40,40,0,0,"nzp",2,3,"one","on",0,0,0,273,1092,1,1,1,1,"csi_feedback_reference_power_measurement",-120.186292684963,"received_csirs_reference_signal_power","observed_after_ofdm_demodulation","runtime_grid_mapped","not_applicable","sixgr.phy.dl.PDSCH_Rx:csirs_runtime_observation",1,"air_interface/csv/csi_rs_trials.csv","air_interface/csv/csi_rs_trials.csv","DL",7,7,4,40,40,3,34,"persisted_runtime_trial_row","air_interface/csv/csi_rs_trials.csv","runtime_backed_mirror",1,"webgui_rel20_4ghz_100mhz_5gnb_50ue_10slot_20260417_170900","lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot","lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot","a1a414876cde1a5883e2a2ab610e6603ef434ebb5b0a934bfcb8df1260a73d7c","2756cfb",104729,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,"not_applicable","not_applicable","sixgr.link.runDLPDSCHThroughput","implemented","runtime_reference_signal_trial_rows","air_interface/csv/csi_rs_trials.csv","not_applicable",0,1
"DL","CSI-RS",12,7,7,7,0.003,4,0,42,42,0,0,"nzp",2,3,"one","on",0,0,0,273,1092,1,1,1,1,"csi_feedback_reference_power_measurement",-118.923663496144,"received_csirs_reference_signal_power","observed_after_ofdm_demodulation","runtime_grid_mapped","not_applicable","sixgr.phy.dl.PDSCH_Rx:csirs_runtime_observation",1,"air_interface/csv/csi_rs_trials.csv","air_interface/csv/csi_rs_trials.csv","DL",7,7,4,42,42,3,35,"persisted_runtime_trial_row","air_interface/csv/csi_rs_trials.csv","runtime_backed_mirror",1,"webgui_rel20_4ghz_100mhz_5gnb_50ue_10slot_20260417_170900","lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot","lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot","a1a414876cde1a5883e2a2ab610e6603ef434ebb5b0a934bfcb8df1260a73d7c","2756cfb",104729,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,"not_applicable","not_applicable","sixgr.link.runDLPDSCHThroughput","implemented","runtime_reference_signal_trial_rows","air_interface/csv/csi_rs_trials.csv","not_applicable",0,1
"DL","CSI-RS",12,7,7,7,0.003,4,0,44,44,0,0,"nzp",2,3,"one","on",0,0,0,273,1092,1,1,1,1,"csi_feedback_reference_power_measurement",-111.401989620112,"received_csirs_reference_signal_power","observed_after_ofdm_demodulation","runtime_grid_mapped","not_applicable","sixgr.phy.dl.PDSCH_Rx:csirs_runtime_observation",1,"air_interface/csv/csi_rs_trials.csv","air_interface/csv/csi_rs_trials.csv","DL",7,7,4,44,44,3,36,"persisted_runtime_trial_row","air_interface/csv/csi_rs_trials.csv","runtime_backed_mirror",1,"webgui_rel20_4ghz_100mhz_5gnb_50ue_10slot_20260417_170900","lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot","lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot","a1a414876cde1a5883e2a2ab610e6603ef434ebb5b0a934bfcb8df1260a73d7c","2756cfb",104729,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,"not_applicable","not_applicable","sixgr.link.runDLPDSCHThroughput","implemented","runtime_reference_signal_trial_rows","air_interface/csv/csi_rs_trials.csv","not_applicable",0,1
"DL","CSI-RS",12,7,7,7,0.003,4,0,49,49,0,0,"nzp",2,3,"one","on",0,0,0,273,1092,1,1,1,1,"csi_feedback_reference_power_measurement",-109.140682805983,"received_csirs_reference_signal_power","observed_after_ofdm_demodulation","runtime_grid_mapped","not_applicable","sixgr.phy.dl.PDSCH_Rx:csirs_runtime_observation",1,"air_interface/csv/csi_rs_trials.csv","air_interface/csv/csi_rs_trials.csv","DL",7,7,4,49,49,3,37,"persisted_runtime_trial_row","air_interface/csv/csi_rs_trials.csv","runtime_backed_mirror",1,"webgui_rel20_4ghz_100mhz_5gnb_50ue_10slot_20260417_170900","lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot","lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot","a1a414876cde1a5883e2a2ab610e6603ef434ebb5b0a934bfcb8df1260a73d7c","2756cfb",104729,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,"not_applicable","not_applicable","sixgr.link.runDLPDSCHThroughput","implemented","runtime_reference_signal_trial_rows","air_interface/csv/csi_rs_trials.csv","not_applicable",0,1
"DL","CSI-RS",12,7,7,7,0.003,5,0,1,1,0,0,"nzp",2,3,"one","on",0,0,0,273,1092,1,1,1,1,"csi_feedback_reference_power_measurement",-105.597979658695,"received_csirs_reference_signal_power","observed_after_ofdm_demodulation","runtime_grid_mapped","not_applicable","sixgr.phy.dl.PDSCH_Rx:csirs_runtime_observation",1,"air_interface/csv/csi_rs_trials.csv","air_interface/csv/csi_rs_trials.csv","DL",7,7,5,1,1,3,38,"persisted_runtime_trial_row","air_interface/csv/csi_rs_trials.csv","runtime_backed_mirror",1,"webgui_rel20_4ghz_100mhz_5gnb_50ue_10slot_20260417_170900","lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot","lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot","a1a414876cde1a5883e2a2ab610e6603ef434ebb5b0a934bfcb8df1260a73d7c","2756cfb",104729,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,"not_applicable","not_applicable","sixgr.link.runDLPDSCHThroughput","implemented","runtime_reference_signal_trial_rows","air_interface/csv/csi_rs_trials.csv","not_applicable",0,1
"DL","CSI-RS",12,7,7,7,0.003,5,0,8,8,0,0,"nzp",2,3,"one","on",0,0,0,273,1092,1,1,1,1,"csi_feedback_reference_power_measurement",-135.265008332833,"received_csirs_reference_signal_power","observed_after_ofdm_demodulation","runtime_grid_mapped","not_applicable","sixgr.phy.dl.PDSCH_Rx:csirs_runtime_observation",1,"air_interface/csv/csi_rs_trials.csv","air_interface/csv/csi_rs_trials.csv","DL",7,7,5,8,8,3,39,"persisted_runtime_trial_row","air_interface/csv/csi_rs_trials.csv","runtime_backed_mirror",1,"webgui_rel20_4ghz_100mhz_5gnb_50ue_10slot_20260417_170900","lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot","lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot","a1a414876cde1a5883e2a2ab610e6603ef434ebb5b0a934bfcb8df1260a73d7c","2756cfb",104729,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,"not_applicable","not_applicable","sixgr.link.runDLPDSCHThroughput","implemented","runtime_reference_signal_trial_rows","air_interface/csv/csi_rs_trials.csv","not_applicable",0,1
"DL","CSI-RS",12,7,7,7,0.003,5,0,11,11,0,0,"nzp",2,3,"one","on",0,0,0,273,1092,1,1,1,1,"csi_feedback_reference_power_measurement",-130.569182614773,"received_csirs_reference_signal_power","observed_after_ofdm_demodulation","runtime_grid_mapped","not_applicable","sixgr.phy.dl.PDSCH_Rx:csirs_runtime_observation",1,"air_interface/csv/csi_rs_trials.csv","air_interface/csv/csi_rs_trials.csv","DL",7,7,5,11,11,3,40,"persisted_runtime_trial_row","air_interface/csv/csi_rs_trials.csv","runtime_backed_mirror",1,"webgui_rel20_4ghz_100mhz_5gnb_50ue_10slot_20260417_170900","lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot","lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot","a1a414876cde1a5883e2a2ab610e6603ef434ebb5b0a934bfcb8df1260a73d7c","2756cfb",104729,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,"not_applicable","not_applicable","sixgr.link.runDLPDSCHThroughput","implemented","runtime_reference_signal_trial_rows","air_interface/csv/csi_rs_trials.csv","not_applicable",0,1
"DL","CSI-RS",12,7,7,7,0.003,5,0,17,17,0,0,"nzp",2,3,"one","on",0,0,0,273,1092,1,1,1,1,"csi_feedback_reference_power_measurement",-129.51546664884,"received_csirs_reference_signal_power","observed_after_ofdm_demodulation","runtime_grid_mapped","not_applicable","sixgr.phy.dl.PDSCH_Rx:csirs_runtime_observation",1,"air_interface/csv/csi_rs_trials.csv","air_interface/csv/csi_rs_trials.csv","DL",7,7,5,17,17,3,41,"persisted_runtime_trial_row","air_interface/csv/csi_rs_trials.csv","runtime_backed_mirror",1,"webgui_rel20_4ghz_100mhz_5gnb_50ue_10slot_20260417_170900","lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot","lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot","a1a414876cde1a5883e2a2ab610e6603ef434ebb5b0a934bfcb8df1260a73d7c","2756cfb",104729,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,"not_applicable","not_applicable","sixgr.link.runDLPDSCHThroughput","implemented","runtime_reference_signal_trial_rows","air_interface/csv/csi_rs_trials.csv","not_applicable",0,1
"DL","CSI-RS",12,7,7,7,0.003,5,0,21,21,0,0,"nzp",2,3,"one","on",0,0,0,273,1092,1,1,1,1,"csi_feedback_reference_power_measurement",-108.000822207038,"received_csirs_reference_signal_power","observed_after_ofdm_demodulation","runtime_grid_mapped","not_applicable","sixgr.phy.dl.PDSCH_Rx:csirs_runtime_observation",1,"air_interface/csv/csi_rs_trials.csv","air_interface/csv/csi_rs_trials.csv","DL",7,7,5,21,21,3,42,"persisted_runtime_trial_row","air_interface/csv/csi_rs_trials.csv","runtime_backed_mirror",1,"webgui_rel20_4ghz_100mhz_5gnb_50ue_10slot_20260417_170900","lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot","lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot","a1a414876cde1a5883e2a2ab610e6603ef434ebb5b0a934bfcb8df1260a73d7c","2756cfb",104729,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,"not_applicable","not_applicable","sixgr.link.runDLPDSCHThroughput","implemented","runtime_reference_signal_trial_rows","air_interface/csv/csi_rs_trials.csv","not_applicable",0,1
"DL","CSI-RS",12,7,7,7,0.003,5,0,25,25,0,0,"nzp",2,3,"one","on",0,0,0,273,1092,1,1,1,1,"csi_feedback_reference_power_measurement",-102.591609901102,"received_csirs_reference_signal_power","observed_after_ofdm_demodulation","runtime_grid_mapped","not_applicable","sixgr.phy.dl.PDSCH_Rx:csirs_runtime_observation",1,"air_interface/csv/csi_rs_trials.csv","air_interface/csv/csi_rs_trials.csv","DL",7,7,5,25,25,3,43,"persisted_runtime_trial_row","air_interface/csv/csi_rs_trials.csv","runtime_backed_mirror",1,"webgui_rel20_4ghz_100mhz_5gnb_50ue_10slot_20260417_170900","lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot","lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot","a1a414876cde1a5883e2a2ab610e6603ef434ebb5b0a934bfcb8df1260a73d7c","2756cfb",104729,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,"not_applicable","not_applicable","sixgr.link.runDLPDSCHThroughput","implemented","runtime_reference_signal_trial_rows","air_interface/csv/csi_rs_trials.csv","not_applicable",0,1
"DL","CSI-RS",12,7,7,7,0.003,5,0,28,28,0,0,"nzp",2,3,"one","on",0,0,0,273,1092,1,1,1,1,"csi_feedback_reference_power_measurement",-109.425308755702,"received_csirs_reference_signal_power","observed_after_ofdm_demodulation","runtime_grid_mapped","not_applicable","sixgr.phy.dl.PDSCH_Rx:csirs_runtime_observation",1,"air_interface/csv/csi_rs_trials.csv","air_interface/csv/csi_rs_trials.csv","DL",7,7,5,28,28,3,44,"persisted_runtime_trial_row","air_interface/csv/csi_rs_trials.csv","runtime_backed_mirror",1,"webgui_rel20_4ghz_100mhz_5gnb_50ue_10slot_20260417_170900","lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot","lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot","a1a414876cde1a5883e2a2ab610e6603ef434ebb5b0a934bfcb8df1260a73d7c","2756cfb",104729,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,"not_applicable","not_applicable","sixgr.link.runDLPDSCHThroughput","implemented","runtime_reference_signal_trial_rows","air_interface/csv/csi_rs_trials.csv","not_applicable",0,1
"DL","CSI-RS",12,7,7,7,0.003,5,0,30,30,0,0,"nzp",2,3,"one","on",0,0,0,273,1092,1,1,1,1,"csi_feedback_reference_power_measurement",-108.487256053056,"received_csirs_reference_signal_power","observed_after_ofdm_demodulation","runtime_grid_mapped","not_applicable","sixgr.phy.dl.PDSCH_Rx:csirs_runtime_observation",1,"air_interface/csv/csi_rs_trials.csv","air_interface/csv/csi_rs_trials.csv","DL",7,7,5,30,30,3,45,"persisted_runtime_trial_row","air_interface/csv/csi_rs_trials.csv","runtime_backed_mirror",1,"webgui_rel20_4ghz_100mhz_5gnb_50ue_10slot_20260417_170900","lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot","lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot","a1a414876cde1a5883e2a2ab610e6603ef434ebb5b0a934bfcb8df1260a73d7c","2756cfb",104729,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,"not_applicable","not_applicable","sixgr.link.runDLPDSCHThroughput","implemented","runtime_reference_signal_trial_rows","air_interface/csv/csi_rs_trials.csv","not_applicable",0,1
