ExperimentID,FamilyID,PairID,Variant,Seed,TrialID,Factor,FactorValue,Wave,DependencyState,Stage,Success,ErrorType,Latency_ms,Energy_mJ,Runtime_ms,PeakMemory_MB,Status
F36-P06-T,F36,F36-P06,treatment,197,trial-F36-P06-T,PreambleReceivedTargetPower_dBm,-90,A,implemented_production_component,POWER,1,,2,15.8489319246111,54.0603,3689.01953125,PASS
F37-P01-B,F37,F37-P01,baseline,11,trial-F37-P01-B,PreambleTransMax,10,A,implemented_production_component,FOUR_STEP_RA,1,,5,0.001,61.6027,3689.01953125,PASS
F37-P01-T,F37,F37-P01,treatment,11,trial-F37-P01-T,PreambleTransMax,3,A,implemented_production_component,FOUR_STEP_RA,1,,5,0.001,59.6258,3689.01953125,PASS
F37-P02-B,F37,F37-P02,baseline,23,trial-F37-P02-B,PreambleTransMax,10,A,implemented_production_component,FOUR_STEP_RA,1,,5,0.001,62.0194,3689.01953125,PASS
F37-P02-T,F37,F37-P02,treatment,23,trial-F37-P02-T,PreambleTransMax,5,A,implemented_production_component,FOUR_STEP_RA,1,,5,0.001,59.5218,3689.01953125,PASS
F37-P03-B,F37,F37-P03,baseline,47,trial-F37-P03-B,PreambleTransMax,10,A,implemented_production_component,FOUR_STEP_RA,1,,5,0.001,59.3689,3689.01953125,PASS
F37-P03-T,F37,F37-P03,treatment,47,trial-F37-P03-T,PreambleTransMax,20,A,implemented_production_component,FOUR_STEP_RA,1,,5,0.001,58.9578,3689.01953125,PASS
F37-P04-B,F37,F37-P04,baseline,89,trial-F37-P04-B,PreambleTransMax,10,A,implemented_production_component,FOUR_STEP_RA,1,,5,0.001,61.2048,3689.01953125,PASS
F37-P04-T,F37,F37-P04,treatment,89,trial-F37-P04-T,PreambleTransMax,50,A,implemented_production_component,FOUR_STEP_RA,1,,5,0.001,79.5556,3689.01953125,PASS
F37-P05-B,F37,F37-P05,baseline,131,trial-F37-P05-B,PreambleTransMax,10,A,implemented_production_component,FOUR_STEP_RA,1,,5,0.001,91.4513,3689.01953125,PASS
F37-P05-T,F37,F37-P05,treatment,131,trial-F37-P05-T,PreambleTransMax,3,A,implemented_production_component,FOUR_STEP_RA,1,,5,0.001,87.2905,3689.01953125,PASS
F37-P06-B,F37,F37-P06,baseline,197,trial-F37-P06-B,PreambleTransMax,10,A,implemented_production_component,FOUR_STEP_RA,1,,5,0.001,73.9273,3689.01953125,PASS
F37-P06-T,F37,F37-P06,treatment,197,trial-F37-P06-T,PreambleTransMax,5,A,implemented_production_component,FOUR_STEP_RA,1,,5,0.001,73.5372,3689.01953125,PASS
F38-P01-B,F38,F38-P01,baseline,11,trial-F38-P01-B,BackoffIndicator_ms,0,A,implemented_production_component,FOUR_STEP_RA,1,,5,0.001,67.6663,3689.01953125,PASS
F38-P01-T,F38,F38-P01,treatment,11,trial-F38-P01-T,BackoffIndicator_ms,10,A,implemented_production_component,FOUR_STEP_RA,1,,5,0.001,63.9281,3689.01953125,PASS
F38-P02-B,F38,F38-P02,baseline,23,trial-F38-P02-B,BackoffIndicator_ms,0,A,implemented_production_component,FOUR_STEP_RA,1,,5,0.001,61.3837,3689.01953125,PASS
F38-P02-T,F38,F38-P02,treatment,23,trial-F38-P02-T,BackoffIndicator_ms,20,A,implemented_production_component,FOUR_STEP_RA,1,,23,0.001,60.2956,3689.01953125,PASS
F38-P03-B,F38,F38-P03,baseline,47,trial-F38-P03-B,BackoffIndicator_ms,0,A,implemented_production_component,FOUR_STEP_RA,1,,5,0.001,58.9116,3689.01953125,PASS
F38-P03-T,F38,F38-P03,treatment,47,trial-F38-P03-T,BackoffIndicator_ms,40,A,implemented_production_component,FOUR_STEP_RA,1,,43,0.001,59.3672,3689.01953125,PASS
F38-P04-B,F38,F38-P04,baseline,89,trial-F38-P04-B,BackoffIndicator_ms,0,A,implemented_production_component,FOUR_STEP_RA,1,,5,0.001,58.4708,3689.01953125,PASS
F38-P04-T,F38,F38-P04,treatment,89,trial-F38-P04-T,BackoffIndicator_ms,80,A,implemented_production_component,FOUR_STEP_RA,1,,25,0.001,59.6324,3689.01953125,PASS
F38-P05-B,F38,F38-P05,baseline,131,trial-F38-P05-B,BackoffIndicator_ms,0,A,implemented_production_component,FOUR_STEP_RA,1,,5,0.001,58.6082,3689.01953125,PASS
F38-P05-T,F38,F38-P05,treatment,131,trial-F38-P05-T,BackoffIndicator_ms,160,A,implemented_production_component,FOUR_STEP_RA,1,,156,0.001,63.4589,3688.98828125,PASS
F38-P06-B,F38,F38-P06,baseline,197,trial-F38-P06-B,BackoffIndicator_ms,0,A,implemented_production_component,FOUR_STEP_RA,1,,5,0.001,59.4355,3688.98828125,PASS
F38-P06-T,F38,F38-P06,treatment,197,trial-F38-P06-T,BackoffIndicator_ms,320,A,implemented_production_component,FOUR_STEP_RA,1,,256,0.001,58.6331,3688.98828125,PASS
F39-P01-B,F39,F39-P01,baseline,11,trial-F39-P01-B,RAResponseWindow_slots,8,A,implemented_production_component,FOUR_STEP_RA,1,,5,0.001,59.6574,3688.98828125,PASS
F39-P01-T,F39,F39-P01,treatment,11,trial-F39-P01-T,RAResponseWindow_slots,1,A,implemented_production_component,FOUR_STEP_RA,1,,5,0.001,59.4267,3688.98828125,PASS
F39-P02-B,F39,F39-P02,baseline,23,trial-F39-P02-B,RAResponseWindow_slots,8,A,implemented_production_component,FOUR_STEP_RA,1,,5,0.001,59.6087,3688.98828125,PASS
F39-P02-T,F39,F39-P02,treatment,23,trial-F39-P02-T,RAResponseWindow_slots,2,A,implemented_production_component,FOUR_STEP_RA,1,,5,0.001,58.8008,3688.98828125,PASS
F39-P03-B,F39,F39-P03,baseline,47,trial-F39-P03-B,RAResponseWindow_slots,8,A,implemented_production_component,FOUR_STEP_RA,1,,5,0.001,59.2634,3688.98828125,PASS
F39-P03-T,F39,F39-P03,treatment,47,trial-F39-P03-T,RAResponseWindow_slots,4,A,implemented_production_component,FOUR_STEP_RA,1,,5,0.001,58.7627,3688.98828125,PASS
F39-P04-B,F39,F39-P04,baseline,89,trial-F39-P04-B,RAResponseWindow_slots,8,A,implemented_production_component,FOUR_STEP_RA,1,,5,0.001,64.2302,3688.98828125,PASS
F39-P04-T,F39,F39-P04,treatment,89,trial-F39-P04-T,RAResponseWindow_slots,10,A,implemented_production_component,FOUR_STEP_RA,1,,5,0.001,59.4949,3688.98828125,PASS
F39-P05-B,F39,F39-P05,baseline,131,trial-F39-P05-B,RAResponseWindow_slots,8,A,implemented_production_component,FOUR_STEP_RA,1,,5,0.001,59.3576,3688.98828125,PASS
F39-P05-T,F39,F39-P05,treatment,131,trial-F39-P05-T,RAResponseWindow_slots,20,A,implemented_production_component,FOUR_STEP_RA,1,,5,0.001,61.065,3688.98828125,PASS
F39-P06-B,F39,F39-P06,baseline,197,trial-F39-P06-B,RAResponseWindow_slots,8,A,implemented_production_component,FOUR_STEP_RA,1,,5,0.001,58.9162,3688.98828125,PASS
F39-P06-T,F39,F39-P06,treatment,197,trial-F39-P06-T,RAResponseWindow_slots,40,A,implemented_production_component,FOUR_STEP_RA,1,,5,0.001,58.8365,3688.98828125,PASS
F40-P01-B,F40,F40-P01,baseline,11,trial-F40-P01-B,RARAggregationLevel,4,B,implemented_production_component,FOUR_STEP_RA,1,,1,0,75.7938,3688.98828125,PASS
F40-P01-T,F40,F40-P01,treatment,11,trial-F40-P01-T,RARAggregationLevel,1,B,implemented_production_component,FOUR_STEP_RA,1,,1,0,66.4261,3688.98828125,PASS
F40-P02-B,F40,F40-P02,baseline,23,trial-F40-P02-B,RARAggregationLevel,4,B,implemented_production_component,FOUR_STEP_RA,1,,1,0,59.3275,3688.98828125,PASS
F40-P02-T,F40,F40-P02,treatment,23,trial-F40-P02-T,RARAggregationLevel,2,B,implemented_production_component,FOUR_STEP_RA,1,,1,0,59.2076,3688.98828125,PASS
F40-P03-B,F40,F40-P03,baseline,47,trial-F40-P03-B,RARAggregationLevel,4,B,implemented_production_component,FOUR_STEP_RA,1,,1,0,68.9913,3688.98828125,PASS
F40-P03-T,F40,F40-P03,treatment,47,trial-F40-P03-T,RARAggregationLevel,8,B,implemented_production_component,FOUR_STEP_RA,1,,1,0,59.8979,3688.98828125,PASS
F40-P04-B,F40,F40-P04,baseline,89,trial-F40-P04-B,RARAggregationLevel,4,B,implemented_production_component,FOUR_STEP_RA,1,,1,0,59.2679,3688.98828125,PASS
F40-P04-T,F40,F40-P04,treatment,89,trial-F40-P04-T,RARAggregationLevel,16,B,implemented_production_component,FOUR_STEP_RA,1,,1,0,58.0909,3688.98828125,PASS
F40-P05-B,F40,F40-P05,baseline,131,trial-F40-P05-B,RARAggregationLevel,4,B,implemented_production_component,FOUR_STEP_RA,1,,1,0,58.6387,3688.98828125,PASS
F40-P05-T,F40,F40-P05,treatment,131,trial-F40-P05-T,RARAggregationLevel,1,B,implemented_production_component,FOUR_STEP_RA,1,,1,0,60.5877,3688.98828125,PASS
F40-P06-B,F40,F40-P06,baseline,197,trial-F40-P06-B,RARAggregationLevel,4,B,implemented_production_component,FOUR_STEP_RA,1,,1,0,58.7927,3688.98828125,PASS
F40-P06-T,F40,F40-P06,treatment,197,trial-F40-P06-T,RARAggregationLevel,2,B,implemented_production_component,FOUR_STEP_RA,1,,1,0,58.0129,3688.98828125,PASS
F41-P01-B,F41,F41-P01,baseline,11,trial-F41-P01-B,RARPDSCHMCS,0,B,implemented_production_component,FOUR_STEP_RA,1,,1,0,57.8843,3688.98828125,PASS
F41-P01-T,F41,F41-P01,treatment,11,trial-F41-P01-T,RARPDSCHMCS,2,B,implemented_production_component,FOUR_STEP_RA,1,,1,0,62.0422,3688.98828125,PASS
F41-P02-B,F41,F41-P02,baseline,23,trial-F41-P02-B,RARPDSCHMCS,0,B,implemented_production_component,FOUR_STEP_RA,1,,1,0,60.3219,3688.98828125,PASS
F41-P02-T,F41,F41-P02,treatment,23,trial-F41-P02-T,RARPDSCHMCS,4,B,implemented_production_component,FOUR_STEP_RA,1,,1,0,60.1849,3688.98828125,PASS
F41-P03-B,F41,F41-P03,baseline,47,trial-F41-P03-B,RARPDSCHMCS,0,B,implemented_production_component,FOUR_STEP_RA,1,,1,0,58.8757,3688.98828125,PASS
F41-P03-T,F41,F41-P03,treatment,47,trial-F41-P03-T,RARPDSCHMCS,6,B,implemented_production_component,FOUR_STEP_RA,1,,1,0,58.422,3688.98828125,PASS
F41-P04-B,F41,F41-P04,baseline,89,trial-F41-P04-B,RARPDSCHMCS,0,B,implemented_production_component,FOUR_STEP_RA,1,,1,0,60.3314,3688.98828125,PASS
F41-P04-T,F41,F41-P04,treatment,89,trial-F41-P04-T,RARPDSCHMCS,9,B,implemented_production_component,FOUR_STEP_RA,1,,1,0,58.391,3688.98828125,PASS
F41-P05-B,F41,F41-P05,baseline,131,trial-F41-P05-B,RARPDSCHMCS,0,B,implemented_production_component,FOUR_STEP_RA,1,,1,0,59.4684,3688.98828125,PASS
F41-P05-T,F41,F41-P05,treatment,131,trial-F41-P05-T,RARPDSCHMCS,2,B,implemented_production_component,FOUR_STEP_RA,1,,1,0,57.6503,3688.98828125,PASS
F41-P06-B,F41,F41-P06,baseline,197,trial-F41-P06-B,RARPDSCHMCS,0,B,implemented_production_component,FOUR_STEP_RA,1,,1,0,61.0148,3688.98828125,PASS
F41-P06-T,F41,F41-P06,treatment,197,trial-F41-P06-T,RARPDSCHMCS,4,B,implemented_production_component,FOUR_STEP_RA,1,,1,0,58.5892,3688.98828125,PASS
F42-P01-B,F42,F42-P01,baseline,11,trial-F42-P01-B,Msg3PayloadBytes,56,B,implemented_production_component,FOUR_STEP_RA,0,MATLAB:nonExistentField,0,0,69.1949,3688.98828125,PASS
F42-P01-T,F42,F42-P01,treatment,11,trial-F42-P01-T,Msg3PayloadBytes,20,B,implemented_production_component,FOUR_STEP_RA,0,MATLAB:nonExistentField,0,0,56.7656,3688.98828125,PASS
F42-P02-B,F42,F42-P02,baseline,23,trial-F42-P02-B,Msg3PayloadBytes,56,B,implemented_production_component,FOUR_STEP_RA,0,MATLAB:nonExistentField,0,0,55.6095,3688.98828125,PASS
F42-P02-T,F42,F42-P02,treatment,23,trial-F42-P02-T,Msg3PayloadBytes,100,B,implemented_production_component,FOUR_STEP_RA,0,MATLAB:nonExistentField,0,0,55.2528,3688.98828125,PASS
F42-P03-B,F42,F42-P03,baseline,47,trial-F42-P03-B,Msg3PayloadBytes,56,B,implemented_production_component,FOUR_STEP_RA,0,MATLAB:nonExistentField,0,0,63.3972,3688.98828125,PASS
F42-P03-T,F42,F42-P03,treatment,47,trial-F42-P03-T,Msg3PayloadBytes,200,B,implemented_production_component,FOUR_STEP_RA,0,MATLAB:nonExistentField,0,0,55.0598,3688.98828125,PASS
F42-P04-B,F42,F42-P04,baseline,89,trial-F42-P04-B,Msg3PayloadBytes,56,B,implemented_production_component,FOUR_STEP_RA,0,MATLAB:nonExistentField,0,0,54.2722,3688.98828125,PASS
F42-P04-T,F42,F42-P04,treatment,89,trial-F42-P04-T,Msg3PayloadBytes,400,B,implemented_production_component,FOUR_STEP_RA,0,MATLAB:nonExistentField,0,0,60.8553,3688.98828125,PASS
F42-P05-B,F42,F42-P05,baseline,131,trial-F42-P05-B,Msg3PayloadBytes,56,B,implemented_production_component,FOUR_STEP_RA,0,MATLAB:nonExistentField,0,0,60.3156,3688.98828125,PASS
F42-P05-T,F42,F42-P05,treatment,131,trial-F42-P05-T,Msg3PayloadBytes,20,B,implemented_production_component,FOUR_STEP_RA,0,MATLAB:nonExistentField,0,0,60.7612,3688.98828125,PASS
F42-P06-B,F42,F42-P06,baseline,197,trial-F42-P06-B,Msg3PayloadBytes,56,B,implemented_production_component,FOUR_STEP_RA,0,MATLAB:nonExistentField,0,0,60.2242,3688.98828125,PASS
F42-P06-T,F42,F42-P06,treatment,197,trial-F42-P06-T,Msg3PayloadBytes,100,B,implemented_production_component,FOUR_STEP_RA,0,MATLAB:nonExistentField,0,0,57.37,3688.98828125,PASS
F43-P01-B,F43,F43-P01,baseline,11,trial-F43-P01-B,ResidualTimingAdvance_samples,0,B,implemented_production_component,FOUR_STEP_RA,0,MATLAB:nonExistentField,0,0,55.6729,3688.98828125,PASS
F43-P01-T,F43,F43-P01,treatment,11,trial-F43-P01-T,ResidualTimingAdvance_samples,2,B,implemented_production_component,FOUR_STEP_RA,0,MATLAB:nonExistentField,0,0,55.2457,3688.98828125,PASS
F43-P02-B,F43,F43-P02,baseline,23,trial-F43-P02-B,ResidualTimingAdvance_samples,0,B,implemented_production_component,FOUR_STEP_RA,0,MATLAB:nonExistentField,0,0,54.4937,3688.98828125,PASS
F43-P02-T,F43,F43-P02,treatment,23,trial-F43-P02-T,ResidualTimingAdvance_samples,8,B,implemented_production_component,FOUR_STEP_RA,0,MATLAB:nonExistentField,0,0,54.2707,3688.98828125,PASS
F43-P03-B,F43,F43-P03,baseline,47,trial-F43-P03-B,ResidualTimingAdvance_samples,0,B,implemented_production_component,FOUR_STEP_RA,0,MATLAB:nonExistentField,0,0,54.9326,3688.98828125,PASS
F43-P03-T,F43,F43-P03,treatment,47,trial-F43-P03-T,ResidualTimingAdvance_samples,16,B,implemented_production_component,FOUR_STEP_RA,0,MATLAB:nonExistentField,0,0,54.439,3688.98828125,PASS
F43-P04-B,F43,F43-P04,baseline,89,trial-F43-P04-B,ResidualTimingAdvance_samples,0,B,implemented_production_component,FOUR_STEP_RA,0,MATLAB:nonExistentField,0,0,54.2423,3688.98828125,PASS
F43-P04-T,F43,F43-P04,treatment,89,trial-F43-P04-T,ResidualTimingAdvance_samples,32,B,implemented_production_component,FOUR_STEP_RA,0,MATLAB:nonExistentField,0,0,54.1592,3688.98828125,PASS
F43-P05-B,F43,F43-P05,baseline,131,trial-F43-P05-B,ResidualTimingAdvance_samples,0,B,implemented_production_component,FOUR_STEP_RA,0,MATLAB:nonExistentField,0,0,54.4696,3688.98828125,PASS
F43-P05-T,F43,F43-P05,treatment,131,trial-F43-P05-T,ResidualTimingAdvance_samples,2,B,implemented_production_component,FOUR_STEP_RA,0,MATLAB:nonExistentField,0,0,53.9908,3688.98828125,PASS
F43-P06-B,F43,F43-P06,baseline,197,trial-F43-P06-B,ResidualTimingAdvance_samples,0,B,implemented_production_component,FOUR_STEP_RA,0,MATLAB:nonExistentField,0,0,54.0678,3688.98828125,PASS
F43-P06-T,F43,F43-P06,treatment,197,trial-F43-P06-T,ResidualTimingAdvance_samples,8,B,implemented_production_component,FOUR_STEP_RA,0,MATLAB:nonExistentField,0,0,53.9127,3688.98828125,PASS
F44-P01-B,F44,F44-P01,baseline,11,trial-F44-P01-B,ContentionResolutionTimer_ms,64,A,implemented_production_component,FOUR_STEP_RA,1,,5,0.001,66.9309,3688.98828125,PASS
F44-P01-T,F44,F44-P01,treatment,11,trial-F44-P01-T,ContentionResolutionTimer_ms,8,A,implemented_production_component,FOUR_STEP_RA,1,,5,0.001,58.5944,3688.98828125,PASS
F44-P02-B,F44,F44-P02,baseline,23,trial-F44-P02-B,ContentionResolutionTimer_ms,64,A,implemented_production_component,FOUR_STEP_RA,1,,5,0.001,59.9463,3688.98828125,PASS
F44-P02-T,F44,F44-P02,treatment,23,trial-F44-P02-T,ContentionResolutionTimer_ms,16,A,implemented_production_component,FOUR_STEP_RA,1,,5,0.001,59.2255,3688.98828125,PASS
F44-P03-B,F44,F44-P03,baseline,47,trial-F44-P03-B,ContentionResolutionTimer_ms,64,A,implemented_production_component,FOUR_STEP_RA,1,,5,0.001,63.3532,3688.98828125,PASS
F44-P03-T,F44,F44-P03,treatment,47,trial-F44-P03-T,ContentionResolutionTimer_ms,32,A,implemented_production_component,FOUR_STEP_RA,1,,5,0.001,62.0215,3688.98828125,PASS
F44-P04-B,F44,F44-P04,baseline,89,trial-F44-P04-B,ContentionResolutionTimer_ms,64,A,implemented_production_component,FOUR_STEP_RA,1,,5,0.001,59.9423,3688.98828125,PASS
F44-P04-T,F44,F44-P04,treatment,89,trial-F44-P04-T,ContentionResolutionTimer_ms,48,A,implemented_production_component,FOUR_STEP_RA,1,,5,0.001,60.2148,3688.98828125,PASS
F44-P05-B,F44,F44-P05,baseline,131,trial-F44-P05-B,ContentionResolutionTimer_ms,64,A,implemented_production_component,FOUR_STEP_RA,1,,5,0.001,58.9784,3688.98828125,PASS
F44-P05-T,F44,F44-P05,treatment,131,trial-F44-P05-T,ContentionResolutionTimer_ms,8,A,implemented_production_component,FOUR_STEP_RA,1,,5,0.001,59.3514,3688.98828125,PASS
F44-P06-B,F44,F44-P06,baseline,197,trial-F44-P06-B,ContentionResolutionTimer_ms,64,A,implemented_production_component,FOUR_STEP_RA,1,,5,0.001,61.1077,3688.98828125,PASS
F44-P06-T,F44,F44-P06,treatment,197,trial-F44-P06-T,ContentionResolutionTimer_ms,16,A,implemented_production_component,FOUR_STEP_RA,1,,5,0.001,59.4153,3688.98828125,PASS
F45-P01-B,F45,F45-P01,baseline,11,trial-F45-P01-B,NearFarCapture_dB,0,B,implemented_production_component,FOUR_STEP_RA,1,,5,0.001,58.9517,3688.98828125,PASS
F45-P01-T,F45,F45-P01,treatment,11,trial-F45-P01-T,NearFarCapture_dB,3,B,implemented_production_component,FOUR_STEP_RA,1,,5,0.001,59.1628,3688.98828125,PASS
F45-P02-B,F45,F45-P02,baseline,23,trial-F45-P02-B,NearFarCapture_dB,0,B,implemented_production_component,FOUR_STEP_RA,1,,5,0.001,59.1947,3688.98828125,PASS
F45-P02-T,F45,F45-P02,treatment,23,trial-F45-P02-T,NearFarCapture_dB,6,B,implemented_production_component,FOUR_STEP_RA,1,,5,0.001,59.8239,3688.98828125,PASS
F45-P03-B,F45,F45-P03,baseline,47,trial-F45-P03-B,NearFarCapture_dB,0,B,implemented_production_component,FOUR_STEP_RA,1,,5,0.001,59.2118,3688.98828125,PASS
F45-P03-T,F45,F45-P03,treatment,47,trial-F45-P03-T,NearFarCapture_dB,10,B,implemented_production_component,FOUR_STEP_RA,1,,5,0.001,73.6077,3688.98828125,PASS
F45-P04-B,F45,F45-P04,baseline,89,trial-F45-P04-B,NearFarCapture_dB,0,B,implemented_production_component,FOUR_STEP_RA,1,,5,0.001,79.495,3688.98828125,PASS
F45-P04-T,F45,F45-P04,treatment,89,trial-F45-P04-T,NearFarCapture_dB,20,B,implemented_production_component,FOUR_STEP_RA,1,,5,0.001,72.223,3688.98828125,PASS
F45-P05-B,F45,F45-P05,baseline,131,trial-F45-P05-B,NearFarCapture_dB,0,B,implemented_production_component,FOUR_STEP_RA,1,,5,0.001,68.6031,3688.98828125,PASS
F45-P05-T,F45,F45-P05,treatment,131,trial-F45-P05-T,NearFarCapture_dB,3,B,implemented_production_component,FOUR_STEP_RA,1,,5,0.001,71.247,3688.98828125,PASS
F45-P06-B,F45,F45-P06,baseline,197,trial-F45-P06-B,NearFarCapture_dB,0,B,implemented_production_component,FOUR_STEP_RA,1,,5,0.001,66.347,3688.98828125,PASS
F45-P06-T,F45,F45-P06,treatment,197,trial-F45-P06-T,NearFarCapture_dB,6,B,implemented_production_component,FOUR_STEP_RA,1,,5,0.001,67.2536,3688.98828125,PASS
F46-P01-B,F46,F46-P01,baseline,11,trial-F46-P01-B,RAPIDMutation,none,A,implemented_production_component,RRC,1,,1,0,65.4144,3688.98828125,PASS
F46-P01-T,F46,F46-P01,treatment,11,trial-F46-P01-T,RAPIDMutation,wrong_rapid,A,implemented_production_component,RRC,0,sixgr:phy:ia:RARIdentityMismatch,1,0,61.3942,3688.98828125,PASS
F46-P02-B,F46,F46-P02,baseline,23,trial-F46-P02-B,RAPIDMutation,none,A,implemented_production_component,RRC,1,,1,0,61.2644,3688.98828125,PASS
F46-P02-T,F46,F46-P02,treatment,23,trial-F46-P02-T,RAPIDMutation,wrong_rapid,A,implemented_production_component,RRC,0,sixgr:phy:ia:RARIdentityMismatch,1,0,60.9611,3688.98828125,PASS
F46-P03-B,F46,F46-P03,baseline,47,trial-F46-P03-B,RAPIDMutation,none,A,implemented_production_component,RRC,1,,1,0,59.5528,3688.98828125,PASS
F46-P03-T,F46,F46-P03,treatment,47,trial-F46-P03-T,RAPIDMutation,wrong_rapid,A,implemented_production_component,RRC,0,sixgr:phy:ia:RARIdentityMismatch,1,0,58.7224,3688.98828125,PASS
F46-P04-B,F46,F46-P04,baseline,89,trial-F46-P04-B,RAPIDMutation,none,A,implemented_production_component,RRC,1,,1,0,58.8324,3688.98828125,PASS
F46-P04-T,F46,F46-P04,treatment,89,trial-F46-P04-T,RAPIDMutation,wrong_rapid,A,implemented_production_component,RRC,0,sixgr:phy:ia:RARIdentityMismatch,1,0,60.4648,3688.98828125,PASS
F46-P05-B,F46,F46-P05,baseline,131,trial-F46-P05-B,RAPIDMutation,none,A,implemented_production_component,RRC,1,,1,0,60.0597,3688.98828125,PASS
F46-P05-T,F46,F46-P05,treatment,131,trial-F46-P05-T,RAPIDMutation,wrong_rapid,A,implemented_production_component,RRC,0,sixgr:phy:ia:RARIdentityMismatch,1,0,59.0572,3688.98828125,PASS
F46-P06-B,F46,F46-P06,baseline,197,trial-F46-P06-B,RAPIDMutation,none,A,implemented_production_component,RRC,1,,1,0,58.9095,3688.98828125,PASS
F46-P06-T,F46,F46-P06,treatment,197,trial-F46-P06-T,RAPIDMutation,wrong_rapid,A,implemented_production_component,RRC,0,sixgr:phy:ia:RARIdentityMismatch,1,0,59.2421,3688.98828125,PASS
F47-P01-B,F47,F47-P01,baseline,11,trial-F47-P01-B,RARNTIMutation,none,A,implemented_production_component,RRC,1,,1,0,59.3672,3688.98828125,PASS
F47-P01-T,F47,F47-P01,treatment,11,trial-F47-P01-T,RARNTIMutation,plus1,A,implemented_production_component,RRC,0,sixgr:phy:ia:RARIdentityMismatch,1,0,58.8017,3688.98828125,PASS
F47-P02-B,F47,F47-P02,baseline,23,trial-F47-P02-B,RARNTIMutation,none,A,implemented_production_component,RRC,1,,1,0,59.535,3688.98828125,PASS
F47-P02-T,F47,F47-P02,treatment,23,trial-F47-P02-T,RARNTIMutation,wrong_fdm,A,implemented_production_component,RRC,0,sixgr:phy:ia:RARIdentityMismatch,1,0,59.1888,3688.98828125,PASS
F47-P03-B,F47,F47-P03,baseline,47,trial-F47-P03-B,RARNTIMutation,none,A,implemented_production_component,RRC,1,,1,0,58.3217,3688.98828125,PASS
F47-P03-T,F47,F47-P03,treatment,47,trial-F47-P03-T,RARNTIMutation,wrong_slot,A,implemented_production_component,RRC,0,sixgr:phy:ia:RARIdentityMismatch,1,0,62.5366,3688.98828125,PASS
F47-P04-B,F47,F47-P04,baseline,89,trial-F47-P04-B,RARNTIMutation,none,A,implemented_production_component,RRC,1,,1,0,60.5112,3688.98828125,PASS
F47-P04-T,F47,F47-P04,treatment,89,trial-F47-P04-T,RARNTIMutation,plus1,A,implemented_production_component,RRC,0,sixgr:phy:ia:RARIdentityMismatch,1,0,59.2233,3688.98828125,PASS
F47-P05-B,F47,F47-P05,baseline,131,trial-F47-P05-B,RARNTIMutation,none,A,implemented_production_component,RRC,1,,1,0,59.3413,3688.98828125,PASS
F47-P05-T,F47,F47-P05,treatment,131,trial-F47-P05-T,RARNTIMutation,wrong_fdm,A,implemented_production_component,RRC,0,sixgr:phy:ia:RARIdentityMismatch,1,0,59.0482,3688.98828125,PASS
F47-P06-B,F47,F47-P06,baseline,197,trial-F47-P06-B,RARNTIMutation,none,A,implemented_production_component,RRC,1,,1,0,58.9896,3688.98828125,PASS
F47-P06-T,F47,F47-P06,treatment,197,trial-F47-P06-T,RARNTIMutation,wrong_slot,A,implemented_production_component,RRC,0,sixgr:phy:ia:RARIdentityMismatch,1,0,58.571,3688.98828125,PASS
F48-P01-B,F48,F48-P01,baseline,11,trial-F48-P01-B,PRACHSignalPresent,true,A,implemented_production_component,PRACH,0,sixgr:phy:frame:PRACHToolboxResolutionFailed,0,0,161.2552,3689.0234375,PASS
F48-P01-T,F48,F48-P01,treatment,11,trial-F48-P01-T,PRACHSignalPresent,false,A,implemented_production_component,PRACH,0,sixgr:phy:frame:PRACHToolboxResolutionFailed,0,0,78.5669,3689.0234375,PASS
F48-P02-B,F48,F48-P02,baseline,23,trial-F48-P02-B,PRACHSignalPresent,true,A,implemented_production_component,PRACH,0,sixgr:phy:frame:PRACHToolboxResolutionFailed,0,0,78.276,3689.0234375,PASS
F48-P02-T,F48,F48-P02,treatment,23,trial-F48-P02-T,PRACHSignalPresent,false,A,implemented_production_component,PRACH,0,sixgr:phy:frame:PRACHToolboxResolutionFailed,0,0,87.3706,3689.0234375,PASS
F48-P03-B,F48,F48-P03,baseline,47,trial-F48-P03-B,PRACHSignalPresent,true,A,implemented_production_component,PRACH,0,sixgr:phy:frame:PRACHToolboxResolutionFailed,0,0,80.0987,3689.0234375,PASS
F48-P03-T,F48,F48-P03,treatment,47,trial-F48-P03-T,PRACHSignalPresent,false,A,implemented_production_component,PRACH,0,sixgr:phy:frame:PRACHToolboxResolutionFailed,0,0,79.3531,3689.0234375,PASS
F48-P04-B,F48,F48-P04,baseline,89,trial-F48-P04-B,PRACHSignalPresent,true,A,implemented_production_component,PRACH,0,sixgr:phy:frame:PRACHToolboxResolutionFailed,0,0,79.1028,3689.0234375,PASS
F48-P04-T,F48,F48-P04,treatment,89,trial-F48-P04-T,PRACHSignalPresent,false,A,implemented_production_component,PRACH,0,sixgr:phy:frame:PRACHToolboxResolutionFailed,0,0,78.6424,3689.0234375,PASS
F48-P05-B,F48,F48-P05,baseline,131,trial-F48-P05-B,PRACHSignalPresent,true,A,implemented_production_component,PRACH,0,sixgr:phy:frame:PRACHToolboxResolutionFailed,0,0,79.7085,3689.0234375,PASS
