FamilyID,ExperimentID,Variant,CORESET0Index,SearchSpace0Index,AggregationLevel,SIB1MCS,SIB1PayloadBits,PDCCHDetectionProbability,SIB1BLER,Latency_ms,OverheadRE,Status
F30,F30-P01-T,treatment,0,0,4,0,256,1,0,0,0,PASS
F30,F30-P02-B,baseline,0,0,4,0,256,1,0,0,0,PASS
F30,F30-P02-T,treatment,0,0,4,0,256,1,0,0,0,PASS
F30,F30-P03-B,baseline,0,0,4,0,256,1,0,0,0,PASS
F30,F30-P03-T,treatment,0,0,4,0,256,1,0,0,0,PASS
F30,F30-P04-B,baseline,0,0,4,0,256,1,0,0,0,PASS
F30,F30-P04-T,treatment,0,0,4,0,256,1,0,0,0,PASS
F30,F30-P05-B,baseline,0,0,4,0,256,1,0,0,0,PASS
F30,F30-P05-T,treatment,0,0,4,0,256,1,0,0,0,PASS
F30,F30-P06-B,baseline,0,0,4,0,256,1,0,0,0,PASS
F30,F30-P06-T,treatment,0,0,4,0,256,1,0,0,0,PASS
F31,F31-P01-B,baseline,0,0,4,0,256,1,0,0,0,PASS
F31,F31-P01-T,treatment,0,0,4,0,256,1,0,0,0,PASS
F31,F31-P02-B,baseline,0,0,4,0,256,1,0,0,0,PASS
F31,F31-P02-T,treatment,0,0,4,0,256,1,0,0,0,PASS
F31,F31-P03-B,baseline,0,0,4,0,256,1,0,0,0,PASS
F31,F31-P03-T,treatment,0,0,4,0,256,1,0,0,0,PASS
F31,F31-P04-B,baseline,0,0,4,0,256,1,0,0,0,PASS
F31,F31-P04-T,treatment,0,0,4,0,256,1,0,0,0,PASS
F31,F31-P05-B,baseline,0,0,4,0,256,1,0,0,0,PASS
F31,F31-P05-T,treatment,0,0,4,0,256,1,0,0,0,PASS
F31,F31-P06-B,baseline,0,0,4,0,256,1,0,0,0,PASS
F31,F31-P06-T,treatment,0,0,4,0,256,1,0,0,0,PASS
F32,F32-P01-B,baseline,0,0,4,0,256,1,0,5,0,PASS
F32,F32-P01-T,treatment,0,0,4,0,256,1,0,5,0,PASS
F32,F32-P02-B,baseline,0,0,4,0,256,1,0,5,0,PASS
F32,F32-P02-T,treatment,0,0,4,0,256,1,0,5,0,PASS
F32,F32-P03-B,baseline,0,0,4,0,256,1,0,5,0,PASS
F32,F32-P03-T,treatment,0,0,4,0,256,1,0,5,0,PASS
F32,F32-P04-B,baseline,0,0,4,0,256,1,0,5,0,PASS
F32,F32-P04-T,treatment,0,0,4,0,256,1,0,5,0,PASS
F32,F32-P05-B,baseline,0,0,4,0,256,1,0,5,0,PASS
F32,F32-P05-T,treatment,0,0,4,0,256,1,0,5,0,PASS
F32,F32-P06-B,baseline,0,0,4,0,256,1,0,5,0,PASS
F32,F32-P06-T,treatment,0,0,4,0,256,1,0,5,0,PASS
F33,F33-P01-B,baseline,0,0,4,0,256,1,0,5,0,PASS
F33,F33-P01-T,treatment,0,0,4,0,256,1,0,5,0,PASS
F33,F33-P02-B,baseline,0,0,4,0,256,1,0,5,0,PASS
F33,F33-P02-T,treatment,0,0,4,0,256,1,0,5,0,PASS
F33,F33-P03-B,baseline,0,0,4,0,256,1,0,5,0,PASS
F33,F33-P03-T,treatment,0,0,4,0,256,1,0,5,0,PASS
F33,F33-P04-B,baseline,0,0,4,0,256,1,0,5,0,PASS
F33,F33-P04-T,treatment,0,0,4,0,256,1,0,5,0,PASS
F33,F33-P05-B,baseline,0,0,4,0,256,1,0,5,0,PASS
F33,F33-P05-T,treatment,0,0,4,0,256,1,0,5,0,PASS
F33,F33-P06-B,baseline,0,0,4,0,256,1,0,5,0,PASS
F33,F33-P06-T,treatment,0,0,4,0,256,1,0,5,0,PASS
F34,F34-P01-B,baseline,0,0,4,0,256,1,0,5,0,PASS
F34,F34-P01-T,treatment,0,0,4,0,256,1,0,5,0,PASS
F34,F34-P02-B,baseline,0,0,4,0,256,1,0,5,0,PASS
F34,F34-P02-T,treatment,0,0,4,0,256,1,0,5,0,PASS
F34,F34-P03-B,baseline,0,0,4,0,256,1,0,5,0,PASS
F34,F34-P03-T,treatment,0,0,4,0,256,1,0,5,0,PASS
F34,F34-P04-B,baseline,0,0,4,0,256,1,0,5,0,PASS
F34,F34-P04-T,treatment,0,0,4,0,256,1,0,20,0,PASS
F34,F34-P05-B,baseline,0,0,4,0,256,1,0,5,0,PASS
F34,F34-P05-T,treatment,0,0,4,0,256,1,0,30,0,PASS
F34,F34-P06-B,baseline,0,0,4,0,256,1,0,5,0,PASS
F34,F34-P06-T,treatment,0,0,4,0,256,1,0,40,0,PASS
F35,F35-P01-B,baseline,0,0,4,0,256,1,0,4,0,PASS
F35,F35-P01-T,treatment,0,0,4,0,256,1,0,4,0,PASS
F35,F35-P02-B,baseline,0,0,4,0,256,1,0,4,0,PASS
F35,F35-P02-T,treatment,0,0,4,0,256,1,0,4,0,PASS
F35,F35-P03-B,baseline,0,0,4,0,256,1,0,4,0,PASS
F35,F35-P03-T,treatment,0,0,4,0,256,1,0,4,0,PASS
F35,F35-P04-B,baseline,0,0,4,0,256,1,0,2,0,PASS
F35,F35-P04-T,treatment,0,0,4,0,256,1,0,2,0,PASS
F35,F35-P05-B,baseline,0,0,4,0,256,1,0,4,0,PASS
F35,F35-P05-T,treatment,0,0,4,0,256,1,0,4,0,PASS
F35,F35-P06-B,baseline,0,0,4,0,256,1,0,2,0,PASS
F35,F35-P06-T,treatment,0,0,4,0,256,1,0,2,0,PASS
F36,F36-P01-B,baseline,0,0,4,0,256,1,0,4,0,PASS
F36,F36-P01-T,treatment,0,0,4,0,256,1,0,4,0,PASS
F36,F36-P02-B,baseline,0,0,4,0,256,1,0,4,0,PASS
F36,F36-P02-T,treatment,0,0,4,0,256,1,0,4,0,PASS
F36,F36-P03-B,baseline,0,0,4,0,256,1,0,4,0,PASS
F36,F36-P03-T,treatment,0,0,4,0,256,1,0,4,0,PASS
F36,F36-P04-B,baseline,0,0,4,0,256,1,0,2,0,PASS
F36,F36-P04-T,treatment,0,0,4,0,256,1,0,2,0,PASS
F36,F36-P05-B,baseline,0,0,4,0,256,1,0,4,0,PASS
F36,F36-P05-T,treatment,0,0,4,0,256,1,0,4,0,PASS
F36,F36-P06-B,baseline,0,0,4,0,256,1,0,2,0,PASS
F36,F36-P06-T,treatment,0,0,4,0,256,1,0,2,0,PASS
F37,F37-P01-B,baseline,0,0,4,0,256,1,0,5,0,PASS
F37,F37-P01-T,treatment,0,0,4,0,256,1,0,5,0,PASS
F37,F37-P02-B,baseline,0,0,4,0,256,1,0,5,0,PASS
F37,F37-P02-T,treatment,0,0,4,0,256,1,0,5,0,PASS
F37,F37-P03-B,baseline,0,0,4,0,256,1,0,5,0,PASS
F37,F37-P03-T,treatment,0,0,4,0,256,1,0,5,0,PASS
F37,F37-P04-B,baseline,0,0,4,0,256,1,0,5,0,PASS
F37,F37-P04-T,treatment,0,0,4,0,256,1,0,5,0,PASS
F37,F37-P05-B,baseline,0,0,4,0,256,1,0,5,0,PASS
F37,F37-P05-T,treatment,0,0,4,0,256,1,0,5,0,PASS
F37,F37-P06-B,baseline,0,0,4,0,256,1,0,5,0,PASS
F37,F37-P06-T,treatment,0,0,4,0,256,1,0,5,0,PASS
F38,F38-P01-B,baseline,0,0,4,0,256,1,0,5,0,PASS
F38,F38-P01-T,treatment,0,0,4,0,256,1,0,5,0,PASS
F38,F38-P02-B,baseline,0,0,4,0,256,1,0,5,0,PASS
F38,F38-P02-T,treatment,0,0,4,0,256,1,0,23,0,PASS
F38,F38-P03-B,baseline,0,0,4,0,256,1,0,5,0,PASS
F38,F38-P03-T,treatment,0,0,4,0,256,1,0,43,0,PASS
F38,F38-P04-B,baseline,0,0,4,0,256,1,0,5,0,PASS
F38,F38-P04-T,treatment,0,0,4,0,256,1,0,25,0,PASS
F38,F38-P05-B,baseline,0,0,4,0,256,1,0,5,0,PASS
F38,F38-P05-T,treatment,0,0,4,0,256,1,0,156,0,PASS
F38,F38-P06-B,baseline,0,0,4,0,256,1,0,5,0,PASS
F38,F38-P06-T,treatment,0,0,4,0,256,1,0,256,0,PASS
F39,F39-P01-B,baseline,0,0,4,0,256,1,0,5,0,PASS
F39,F39-P01-T,treatment,0,0,4,0,256,1,0,5,0,PASS
F39,F39-P02-B,baseline,0,0,4,0,256,1,0,5,0,PASS
F39,F39-P02-T,treatment,0,0,4,0,256,1,0,5,0,PASS
F39,F39-P03-B,baseline,0,0,4,0,256,1,0,5,0,PASS
F39,F39-P03-T,treatment,0,0,4,0,256,1,0,5,0,PASS
F39,F39-P04-B,baseline,0,0,4,0,256,1,0,5,0,PASS
F39,F39-P04-T,treatment,0,0,4,0,256,1,0,5,0,PASS
F39,F39-P05-B,baseline,0,0,4,0,256,1,0,5,0,PASS
F39,F39-P05-T,treatment,0,0,4,0,256,1,0,5,0,PASS
F39,F39-P06-B,baseline,0,0,4,0,256,1,0,5,0,PASS
F39,F39-P06-T,treatment,0,0,4,0,256,1,0,5,0,PASS
F40,F40-P01-B,baseline,0,0,4,0,256,1,0,1,4032,PASS
F40,F40-P01-T,treatment,0,0,4,0,256,1,0,1,4032,PASS
F40,F40-P02-B,baseline,0,0,4,0,256,1,0,1,4032,PASS
F40,F40-P02-T,treatment,0,0,4,0,256,1,0,1,4032,PASS
F40,F40-P03-B,baseline,0,0,4,0,256,1,0,1,4032,PASS
F40,F40-P03-T,treatment,0,0,4,0,256,1,0,1,4032,PASS
F40,F40-P04-B,baseline,0,0,4,0,256,1,0,1,4032,PASS
F40,F40-P04-T,treatment,0,0,4,0,256,1,0,1,4032,PASS
F40,F40-P05-B,baseline,0,0,4,0,256,1,0,1,4032,PASS
F40,F40-P05-T,treatment,0,0,4,0,256,1,0,1,4032,PASS
F40,F40-P06-B,baseline,0,0,4,0,256,1,0,1,4032,PASS
F40,F40-P06-T,treatment,0,0,4,0,256,1,0,1,4032,PASS
F41,F41-P01-B,baseline,0,0,4,0,256,1,0,1,4032,PASS
F41,F41-P01-T,treatment,0,0,4,0,256,1,0,1,4032,PASS
F41,F41-P02-B,baseline,0,0,4,0,256,1,0,1,4032,PASS
F41,F41-P02-T,treatment,0,0,4,0,256,1,0,1,4032,PASS
F41,F41-P03-B,baseline,0,0,4,0,256,1,0,1,4032,PASS
F41,F41-P03-T,treatment,0,0,4,0,256,1,0,1,4032,PASS
F41,F41-P04-B,baseline,0,0,4,0,256,1,0,1,4032,PASS
F41,F41-P04-T,treatment,0,0,4,0,256,1,0,1,4032,PASS
F41,F41-P05-B,baseline,0,0,4,0,256,1,0,1,4032,PASS
F41,F41-P05-T,treatment,0,0,4,0,256,1,0,1,4032,PASS
F41,F41-P06-B,baseline,0,0,4,0,256,1,0,1,4032,PASS
F41,F41-P06-T,treatment,0,0,4,0,256,1,0,1,4032,PASS
F42,F42-P01-B,baseline,0,0,4,0,256,1,0,0,0,PASS
F42,F42-P01-T,treatment,0,0,4,0,256,1,0,0,0,PASS
F42,F42-P02-B,baseline,0,0,4,0,256,1,0,0,0,PASS
F42,F42-P02-T,treatment,0,0,4,0,256,1,0,0,0,PASS
F42,F42-P03-B,baseline,0,0,4,0,256,1,0,0,0,PASS
F42,F42-P03-T,treatment,0,0,4,0,256,1,0,0,0,PASS
F42,F42-P04-B,baseline,0,0,4,0,256,1,0,0,0,PASS
F42,F42-P04-T,treatment,0,0,4,0,256,1,0,0,0,PASS
F42,F42-P05-B,baseline,0,0,4,0,256,1,0,0,0,PASS
F42,F42-P05-T,treatment,0,0,4,0,256,1,0,0,0,PASS
F42,F42-P06-B,baseline,0,0,4,0,256,1,0,0,0,PASS
F42,F42-P06-T,treatment,0,0,4,0,256,1,0,0,0,PASS
F43,F43-P01-B,baseline,0,0,4,0,256,1,0,0,0,PASS
F43,F43-P01-T,treatment,0,0,4,0,256,1,0,0,0,PASS
F43,F43-P02-B,baseline,0,0,4,0,256,1,0,0,0,PASS
F43,F43-P02-T,treatment,0,0,4,0,256,1,0,0,0,PASS
F43,F43-P03-B,baseline,0,0,4,0,256,1,0,0,0,PASS
F43,F43-P03-T,treatment,0,0,4,0,256,1,0,0,0,PASS
F43,F43-P04-B,baseline,0,0,4,0,256,1,0,0,0,PASS
F43,F43-P04-T,treatment,0,0,4,0,256,1,0,0,0,PASS
F43,F43-P05-B,baseline,0,0,4,0,256,1,0,0,0,PASS
F43,F43-P05-T,treatment,0,0,4,0,256,1,0,0,0,PASS
F43,F43-P06-B,baseline,0,0,4,0,256,1,0,0,0,PASS
F43,F43-P06-T,treatment,0,0,4,0,256,1,0,0,0,PASS
F44,F44-P01-B,baseline,0,0,4,0,256,1,0,5,0,PASS
F44,F44-P01-T,treatment,0,0,4,0,256,1,0,5,0,PASS
F44,F44-P02-B,baseline,0,0,4,0,256,1,0,5,0,PASS
F44,F44-P02-T,treatment,0,0,4,0,256,1,0,5,0,PASS
F44,F44-P03-B,baseline,0,0,4,0,256,1,0,5,0,PASS
F44,F44-P03-T,treatment,0,0,4,0,256,1,0,5,0,PASS
F44,F44-P04-B,baseline,0,0,4,0,256,1,0,5,0,PASS
F44,F44-P04-T,treatment,0,0,4,0,256,1,0,5,0,PASS
F44,F44-P05-B,baseline,0,0,4,0,256,1,0,5,0,PASS
F44,F44-P05-T,treatment,0,0,4,0,256,1,0,5,0,PASS
F44,F44-P06-B,baseline,0,0,4,0,256,1,0,5,0,PASS
F44,F44-P06-T,treatment,0,0,4,0,256,1,0,5,0,PASS
F45,F45-P01-B,baseline,0,0,4,0,256,1,0,5,0,PASS
F45,F45-P01-T,treatment,0,0,4,0,256,1,0,5,0,PASS
F45,F45-P02-B,baseline,0,0,4,0,256,1,0,5,0,PASS
F45,F45-P02-T,treatment,0,0,4,0,256,1,0,5,0,PASS
F45,F45-P03-B,baseline,0,0,4,0,256,1,0,5,0,PASS
F45,F45-P03-T,treatment,0,0,4,0,256,1,0,5,0,PASS
F45,F45-P04-B,baseline,0,0,4,0,256,1,0,5,0,PASS
F45,F45-P04-T,treatment,0,0,4,0,256,1,0,5,0,PASS
F45,F45-P05-B,baseline,0,0,4,0,256,1,0,5,0,PASS
F45,F45-P05-T,treatment,0,0,4,0,256,1,0,5,0,PASS
F45,F45-P06-B,baseline,0,0,4,0,256,1,0,5,0,PASS
F45,F45-P06-T,treatment,0,0,4,0,256,1,0,5,0,PASS
F46,F46-P01-B,baseline,0,0,4,0,256,1,0,1,4032,PASS
F46,F46-P01-T,treatment,0,0,4,0,256,0,1,1,4032,PASS
F46,F46-P02-B,baseline,0,0,4,0,256,1,0,1,4032,PASS
F46,F46-P02-T,treatment,0,0,4,0,256,0,1,1,4032,PASS
F46,F46-P03-B,baseline,0,0,4,0,256,1,0,1,4032,PASS
F46,F46-P03-T,treatment,0,0,4,0,256,0,1,1,4032,PASS
F46,F46-P04-B,baseline,0,0,4,0,256,1,0,1,4032,PASS
F46,F46-P04-T,treatment,0,0,4,0,256,0,1,1,4032,PASS
F46,F46-P05-B,baseline,0,0,4,0,256,1,0,1,4032,PASS
F46,F46-P05-T,treatment,0,0,4,0,256,0,1,1,4032,PASS
F46,F46-P06-B,baseline,0,0,4,0,256,1,0,1,4032,PASS
F46,F46-P06-T,treatment,0,0,4,0,256,0,1,1,4032,PASS
F47,F47-P01-B,baseline,0,0,4,0,256,1,0,1,4032,PASS
F47,F47-P01-T,treatment,0,0,4,0,256,0,1,1,4032,PASS
F47,F47-P02-B,baseline,0,0,4,0,256,1,0,1,4032,PASS
F47,F47-P02-T,treatment,0,0,4,0,256,0,1,1,4032,PASS
F47,F47-P03-B,baseline,0,0,4,0,256,1,0,1,4032,PASS
F47,F47-P03-T,treatment,0,0,4,0,256,0,1,1,4032,PASS
F47,F47-P04-B,baseline,0,0,4,0,256,1,0,1,4032,PASS
F47,F47-P04-T,treatment,0,0,4,0,256,0,1,1,4032,PASS
F47,F47-P05-B,baseline,0,0,4,0,256,1,0,1,4032,PASS
F47,F47-P05-T,treatment,0,0,4,0,256,0,1,1,4032,PASS
F47,F47-P06-B,baseline,0,0,4,0,256,1,0,1,4032,PASS
F47,F47-P06-T,treatment,0,0,4,0,256,0,1,1,4032,PASS
F48,F48-P01-B,baseline,0,0,4,0,256,1,0,0,0,PASS
F48,F48-P01-T,treatment,0,0,4,0,256,1,0,0,0,PASS
F48,F48-P02-B,baseline,0,0,4,0,256,1,0,0,0,PASS
F48,F48-P02-T,treatment,0,0,4,0,256,1,0,0,0,PASS
F48,F48-P03-B,baseline,0,0,4,0,256,1,0,0,0,PASS
F48,F48-P03-T,treatment,0,0,4,0,256,1,0,0,0,PASS
F48,F48-P04-B,baseline,0,0,4,0,256,1,0,0,0,PASS
F48,F48-P04-T,treatment,0,0,4,0,256,1,0,0,0,PASS
F48,F48-P05-B,baseline,0,0,4,0,256,1,0,0,0,PASS
F48,F48-P05-T,treatment,0,0,4,0,256,1,0,0,0,PASS
F48,F48-P06-B,baseline,0,0,4,0,256,1,0,0,0,PASS
F48,F48-P06-T,treatment,0,0,4,0,256,1,0,0,0,PASS
F49,F49-P01-B,baseline,0,0,4,0,256,1,0,0,0,PASS
F49,F49-P01-T,treatment,0,0,4,0,256,1,0,0,0,PASS
F49,F49-P02-B,baseline,0,0,4,0,256,1,0,0,0,PASS
F49,F49-P02-T,treatment,0,0,4,0,256,1,0,0,0,PASS
F49,F49-P03-B,baseline,0,0,4,0,256,1,0,0,0,PASS
F49,F49-P03-T,treatment,0,0,4,0,256,1,0,0,0,PASS
F49,F49-P04-B,baseline,0,0,4,0,256,1,0,0,0,PASS
F49,F49-P04-T,treatment,0,0,4,0,256,1,0,0,0,PASS
F49,F49-P05-B,baseline,0,0,4,0,256,1,0,0,0,PASS
F49,F49-P05-T,treatment,0,0,4,0,256,1,0,0,0,PASS
F49,F49-P06-B,baseline,0,0,4,0,256,1,0,0,0,PASS
F49,F49-P06-T,treatment,0,0,4,0,256,1,0,0,0,PASS
F50,F50-P01-B,baseline,0,0,4,0,256,1,0,0,0,PASS
F50,F50-P01-T,treatment,0,0,4,0,256,1,0,0,0,PASS
F50,F50-P02-B,baseline,0,0,4,0,256,1,0,0,0,PASS
F50,F50-P02-T,treatment,0,0,4,0,256,1,0,0,0,PASS
F50,F50-P03-B,baseline,0,0,4,0,256,1,0,0,0,PASS
F50,F50-P03-T,treatment,0,0,4,0,256,1,0,0,0,PASS
F50,F50-P04-B,baseline,0,0,4,0,256,1,0,0,0,PASS
F50,F50-P04-T,treatment,0,0,4,0,256,1,0,0,0,PASS
F50,F50-P05-B,baseline,0,0,4,0,256,1,0,0,0,PASS
F50,F50-P05-T,treatment,0,0,4,0,256,1,0,0,0,PASS
F50,F50-P06-B,baseline,0,0,4,0,256,1,0,0,0,PASS
F50,F50-P06-T,treatment,0,0,4,0,256,1,0,0,0,PASS
F51,F51-P01-B,baseline,0,0,4,0,256,1,0,0,0,PASS
F51,F51-P01-T,treatment,0,0,4,0,256,1,0,0,0,PASS
F51,F51-P02-B,baseline,0,0,4,0,256,1,0,0,0,PASS
F51,F51-P02-T,treatment,0,0,4,0,256,1,0,0,0,PASS
F51,F51-P03-B,baseline,0,0,4,0,256,1,0,0,0,PASS
F51,F51-P03-T,treatment,0,0,4,0,256,1,0,0,0,PASS
F51,F51-P04-B,baseline,0,0,4,0,256,1,0,0,0,PASS
F51,F51-P04-T,treatment,0,0,4,0,256,1,0,0,0,PASS
F51,F51-P05-B,baseline,0,0,4,0,256,1,0,0,0,PASS
F51,F51-P05-T,treatment,0,0,4,0,256,1,0,0,0,PASS
F51,F51-P06-B,baseline,0,0,4,0,256,1,0,0,0,PASS
F51,F51-P06-T,treatment,0,0,4,0,256,1,0,0,0,PASS
F52,F52-P01-B,baseline,0,0,4,0,256,1,0,0,0,PASS
F52,F52-P01-T,treatment,0,0,4,0,256,1,0,0,0,PASS
F52,F52-P02-B,baseline,0,0,4,0,256,1,0,0,0,PASS
F52,F52-P02-T,treatment,0,0,4,0,256,1,0,0,0,PASS
F52,F52-P03-B,baseline,0,0,4,0,256,1,0,0,0,PASS
F52,F52-P03-T,treatment,0,0,4,0,256,1,0,0,0,PASS
F52,F52-P04-B,baseline,0,0,4,0,256,1,0,0,0,PASS
F52,F52-P04-T,treatment,0,0,4,0,256,1,0,0,0,PASS
F52,F52-P05-B,baseline,0,0,4,0,256,1,0,0,0,PASS
F52,F52-P05-T,treatment,0,0,4,0,256,1,0,0,0,PASS
F52,F52-P06-B,baseline,0,0,4,0,256,1,0,0,0,PASS
F52,F52-P06-T,treatment,0,0,4,0,256,1,0,0,0,PASS
F53,F53-P01-B,baseline,0,0,4,0,256,1,0,6,0,PASS
F53,F53-P01-T,treatment,0,0,4,0,256,1,0,6,0,PASS
F53,F53-P02-B,baseline,0,0,4,0,256,1,0,6,0,PASS
F53,F53-P02-T,treatment,0,0,4,0,256,1,0,6,0,PASS
F53,F53-P03-B,baseline,0,0,4,0,256,1,0,6,0,PASS
F53,F53-P03-T,treatment,0,0,4,0,256,1,0,6,0,PASS
F53,F53-P04-B,baseline,0,0,4,0,256,1,0,6,0,PASS
F53,F53-P04-T,treatment,0,0,4,0,256,1,0,6,0,PASS
F53,F53-P05-B,baseline,0,0,4,0,256,1,0,6,0,PASS
F53,F53-P05-T,treatment,0,0,4,0,256,1,0,6,0,PASS
F53,F53-P06-B,baseline,0,0,4,0,256,1,0,6,0,PASS
F53,F53-P06-T,treatment,0,0,4,0,256,1,0,6,0,PASS
F54,F54-P01-B,baseline,0,0,4,0,256,1,0,6,0,PASS
F54,F54-P01-T,treatment,0,0,4,0,256,1,0,6,0,PASS
F54,F54-P02-B,baseline,0,0,4,0,256,1,0,6,0,PASS
F54,F54-P02-T,treatment,0,0,4,0,256,1,0,6,0,PASS
F54,F54-P03-B,baseline,0,0,4,0,256,1,0,6,0,PASS
F54,F54-P03-T,treatment,0,0,4,0,256,1,0,6,0,PASS
F54,F54-P04-B,baseline,0,0,4,0,256,1,0,6,0,PASS
F54,F54-P04-T,treatment,0,0,4,0,256,1,0,6,0,PASS
F54,F54-P05-B,baseline,0,0,4,0,256,1,0,6,0,PASS
F54,F54-P05-T,treatment,0,0,4,0,256,1,0,6,0,PASS
F54,F54-P06-B,baseline,0,0,4,0,256,1,0,6,0,PASS
F54,F54-P06-T,treatment,0,0,4,0,256,1,0,6,0,PASS
F55,F55-P01-B,baseline,0,0,4,0,256,1,0,6,0,PASS
F55,F55-P01-T,treatment,0,0,4,0,256,1,0,6,0,PASS
F55,F55-P02-B,baseline,0,0,4,0,256,1,0,6,0,PASS
F55,F55-P02-T,treatment,0,0,4,0,256,1,0,6,0,PASS
F55,F55-P03-B,baseline,0,0,4,0,256,1,0,6,0,PASS
F55,F55-P03-T,treatment,0,0,4,0,256,1,0,6,0,PASS
F55,F55-P04-B,baseline,0,0,4,0,256,1,0,6,0,PASS
F55,F55-P04-T,treatment,0,0,4,0,256,1,0,6,0,PASS
F55,F55-P05-B,baseline,0,0,4,0,256,1,0,6,0,PASS
F55,F55-P05-T,treatment,0,0,4,0,256,1,0,6,0,PASS
F55,F55-P06-B,baseline,0,0,4,0,256,1,0,6,0,PASS
F55,F55-P06-T,treatment,0,0,4,0,256,1,0,6,0,PASS
F56,F56-P01-B,baseline,0,0,4,0,256,1,0,0,0,PASS
F56,F56-P01-T,treatment,0,0,4,0,256,1,0,0,0,PASS
F56,F56-P02-B,baseline,0,0,4,0,256,1,0,0,0,PASS
F56,F56-P02-T,treatment,0,0,4,0,256,1,0,0,0,PASS
F56,F56-P03-B,baseline,0,0,4,0,256,1,0,0,0,PASS
F56,F56-P03-T,treatment,0,0,4,0,256,1,0,0,0,PASS
F56,F56-P04-B,baseline,0,0,4,0,256,1,0,0,0,PASS
F56,F56-P04-T,treatment,0,0,4,0,256,1,0,0,0,PASS
F56,F56-P05-B,baseline,0,0,4,0,256,1,0,0,0,PASS
F56,F56-P05-T,treatment,0,0,4,0,256,1,0,0,0,PASS
F56,F56-P06-B,baseline,0,0,4,0,256,1,0,0,0,PASS
F56,F56-P06-T,treatment,0,0,4,0,256,1,0,0,0,PASS
F57,F57-P01-B,baseline,0,0,4,0,256,1,0,0,0,PASS
F57,F57-P01-T,treatment,0,0,4,0,256,1,0,0,0,PASS
F57,F57-P02-B,baseline,0,0,4,0,256,1,0,0,0,PASS
F57,F57-P02-T,treatment,0,0,4,0,256,1,0,0,0,PASS
F57,F57-P03-B,baseline,0,0,4,0,256,1,0,0,0,PASS
F57,F57-P03-T,treatment,0,0,4,0,256,1,0,0,0,PASS
F57,F57-P04-B,baseline,0,0,4,0,256,1,0,0,0,PASS
F57,F57-P04-T,treatment,0,0,4,0,256,1,0,0,0,PASS
F57,F57-P05-B,baseline,0,0,4,0,256,1,0,0,0,PASS
F57,F57-P05-T,treatment,0,0,4,0,256,1,0,0,0,PASS
F57,F57-P06-B,baseline,0,0,4,0,256,1,0,0,0,PASS
F57,F57-P06-T,treatment,0,0,4,0,256,1,0,0,0,PASS
F58,F58-P01-B,baseline,0,0,4,0,256,1,0,0,0,PASS
F58,F58-P01-T,treatment,0,0,4,0,256,1,0,0,0,PASS
F58,F58-P02-B,baseline,0,0,4,0,256,1,0,0,0,PASS
F58,F58-P02-T,treatment,0,0,4,0,256,1,0,0,0,PASS
F58,F58-P03-B,baseline,0,0,4,0,256,1,0,0,0,PASS
F58,F58-P03-T,treatment,0,0,4,0,256,1,0,0,0,PASS
F58,F58-P04-B,baseline,0,0,4,0,256,1,0,0,0,PASS
F58,F58-P04-T,treatment,0,0,4,0,256,1,0,0,0,PASS
F58,F58-P05-B,baseline,0,0,4,0,256,1,0,0,0,PASS
F58,F58-P05-T,treatment,0,0,4,0,256,1,0,0,0,PASS
F58,F58-P06-B,baseline,0,0,4,0,256,1,0,0,0,PASS
F58,F58-P06-T,treatment,0,0,4,0,256,1,0,0,0,PASS
F59,F59-P01-B,baseline,0,0,4,0,256,1,0,0,0,PASS
F59,F59-P01-T,treatment,0,0,4,0,256,1,0,0,0,PASS
F59,F59-P02-B,baseline,0,0,4,0,256,1,0,0,0,PASS
F59,F59-P02-T,treatment,0,0,4,0,256,1,0,0,0,PASS
F59,F59-P03-B,baseline,0,0,4,0,256,1,0,0,0,PASS
F59,F59-P03-T,treatment,0,0,4,0,256,1,0,0,0,PASS
F59,F59-P04-B,baseline,0,0,4,0,256,1,0,0,0,PASS
F59,F59-P04-T,treatment,0,0,4,0,256,1,0,0,0,PASS
F59,F59-P05-B,baseline,0,0,4,0,256,1,0,0,0,PASS
F59,F59-P05-T,treatment,0,0,4,0,256,1,0,0,0,PASS
F59,F59-P06-B,baseline,0,0,4,0,256,1,0,0,0,PASS
F59,F59-P06-T,treatment,0,0,4,0,256,1,0,0,0,PASS
F60,F60-P01-B,baseline,0,0,4,0,256,1,0,0,0,PASS
F60,F60-P01-T,treatment,0,0,4,0,256,1,0,0,0,PASS
F60,F60-P02-B,baseline,0,0,4,0,256,1,0,0,0,PASS
F60,F60-P02-T,treatment,0,0,4,0,256,1,0,0,0,PASS
F60,F60-P03-B,baseline,0,0,4,0,256,1,0,0,0,PASS
F60,F60-P03-T,treatment,0,0,4,0,256,1,0,0,0,PASS
F60,F60-P04-B,baseline,0,0,4,0,256,1,0,0,0,PASS
F60,F60-P04-T,treatment,0,0,4,0,256,1,0,0,0,PASS
F60,F60-P05-B,baseline,0,0,4,0,256,1,0,0,0,PASS
F60,F60-P05-T,treatment,0,0,4,0,256,1,0,0,0,PASS
F60,F60-P06-B,baseline,0,0,4,0,256,1,0,0,0,PASS
F60,F60-P06-T,treatment,0,0,4,0,256,1,0,0,0,PASS
