FamilyID,ExperimentID,Variant,ScenarioScale,Runtime_ms,PeakMemory_MB,WaveformSamples,CandidateCount,ParallelMode,ArtifactDigest,Status
F14,F14-P01-B,baseline,1beam_1ue,69.2392,3551.66796875,0,4,serial,0148691104808e83f6bf2e4bbfb42a91a26c71a82afb0a2395e4fe26490fdb99,PASS
F14,F14-P01-T,treatment,1beam_1ue,62.6276,3551.66796875,0,4,serial,df0c0874d9457756a5cbb1521874656786f0be67d528ab43eb44d5fec9f658f6,PASS
F14,F14-P02-B,baseline,1beam_1ue,60.603,3551.66796875,0,4,serial,b220c0a149806cfba6b367d3d82ba6a9a17e07ec491101663e6bb08c69e404ff,PASS
F14,F14-P02-T,treatment,1beam_1ue,58.0254,3551.66796875,0,4,serial,bb20d949e1facf45753dab633f9e31d53ade97f2ed16a18fd77fa5d3f9761b45,PASS
F14,F14-P03-B,baseline,1beam_1ue,57.6337,3551.66796875,0,4,serial,d5010a0c3e1875ecaaff570ec81709349d11e1a11911744c840420d9eaae8a6f,PASS
F14,F14-P03-T,treatment,1beam_1ue,57.7856,3551.66796875,0,4,serial,5d7e7fbd95be7436d9ece55d42a04895b72ccf3fd7ed16a1585a23afb439de09,PASS
F14,F14-P04-B,baseline,1beam_1ue,58.4983,3551.66796875,0,4,serial,a68f3e922706e1789b97d0b876cb7982fd3bd245ac2f7f6cd86dc92f6d17b614,PASS
F14,F14-P04-T,treatment,1beam_1ue,61.9204,3551.66796875,0,4,serial,9b5cbbfe67be126a170e9b3ec319008e7bced6589db3e76bff3294d983b35294,PASS
F14,F14-P05-B,baseline,1beam_1ue,60.1553,3551.66796875,0,4,serial,7e0844dce7e7ddbb9c129b4f51f560a326107c0082d485a59d3e9b0fa4b956ad,PASS
F14,F14-P05-T,treatment,1beam_1ue,57.5756,3551.66796875,0,4,serial,284ddc7e55f47bfd2acbd1d8612f45c02ce1162b94db438f6c998d22165746c0,PASS
F14,F14-P06-B,baseline,1beam_1ue,57.7054,3551.66796875,0,4,serial,7f8c3ad0dc681840ff5076ae96414fd141ea3812d5ad5255cb8540b3c14c735a,PASS
F14,F14-P06-T,treatment,1beam_1ue,57.6778,3551.66796875,0,4,serial,bdee875e2894b972b26c046c372fd6890109337421c59cf5210d0e09c41de14c,PASS
F15,F15-P01-B,baseline,1beam_1ue,203.0086,3552.66796875,0,3,serial,79fb07a7ab8df5a5dacef071b2ab6d38f657c7653a9c418ff08ae3d5bbf455c0,PASS
F15,F15-P01-T,treatment,1beam_1ue,107.1567,3552.66796875,0,3,serial,3c3f84f7de3d20dd91427dc5c5ec8a1ace4b7f4dd1d0966ace8ed56045ab2849,PASS
F15,F15-P02-B,baseline,1beam_1ue,95.2215,3553.66796875,0,3,serial,92a6e772399addf3a3da8bc0482ce1dafacd48ae0ee772177ed65cb4d2e6dcdc,PASS
F15,F15-P02-T,treatment,1beam_1ue,86.3791,3555.99609375,0,4,serial,c3f0cade9ad7b91df67034ae460258a25ad0d55053649643098d86ace3e37c1f,PASS
F15,F15-P03-B,baseline,1beam_1ue,121.2008,3556.99609375,0,3,serial,b4a4e560fba5a261804ebdaa71470c8961e749d790c239b8140c7d3f6fee5453,PASS
F15,F15-P03-T,treatment,1beam_1ue,61.8939,3556.99609375,0,3,serial,79e3f9050aa041feecf038db28262468a72310fe1986f3e4f278ca9de8a35d41,PASS
F15,F15-P04-B,baseline,1beam_1ue,61.3572,3556.99609375,0,3,serial,6c6089dcffeeb4e5a95331725da12dd3fc8a24f7a5333499f49f8f95bbf41bf7,PASS
F15,F15-P04-T,treatment,1beam_1ue,61.9268,3556.99609375,0,6,serial,86f39f0bd9ba020241d53131ba06755ae7536fc873045a2a7885418edcf2895e,PASS
F15,F15-P05-B,baseline,1beam_1ue,59.74,3556.99609375,0,3,serial,a5aec47a2a314c75d0e46acda98d97dc716ec8e611109411f7dcebb48c1e8cf3,PASS
F15,F15-P05-T,treatment,1beam_1ue,55.4368,3556.99609375,0,1,serial,e4eee6f10ec3c4dd6bcdff0bcc9a908700eec3d5407f151407e6b53865bab17e,PASS
F15,F15-P06-B,baseline,1beam_1ue,79.2092,3556.99609375,0,3,serial,8db83efe836a0f403e846db481571fe1153355597f0cf58d0a1291fb0295ab82,PASS
F15,F15-P06-T,treatment,1beam_1ue,65.699,3557.2578125,0,3,serial,a9d26862fd2bf83491b99f4bbc12a9d7dde403d73ca4bf66cbd1fa1820154dfe,PASS
F16,F16-P01-B,baseline,1beam_1ue,65.7454,3557.265625,0,3,serial,889091c8c5816b6fd03adf9e5e134dc5d6601ee2c2e47f260b5148aa3fac0a49,PASS
F16,F16-P01-T,treatment,1beam_1ue,63.3962,3557.265625,0,3,serial,e090b6552a5a17f0f4741850add921e63a8107da1981320a24d457b74410a3d6,PASS
F16,F16-P02-B,baseline,1beam_1ue,62.6108,3557.265625,0,3,serial,b3a38326756300c5941af62db9921ece200540f904a12250364776dc0ba63b81,PASS
F16,F16-P02-T,treatment,1beam_1ue,60.781,3557.265625,0,3,serial,8e1b2490b491d8c7201a8fd8949e333292ce13ce8171ca4eb12057b8386846ab,PASS
F16,F16-P03-B,baseline,1beam_1ue,61.0328,3557.265625,0,3,serial,3fd056f438af43a1f5cb9eea9e62b4fc845af196bbfc1762ed926fb73153b352,PASS
F16,F16-P03-T,treatment,1beam_1ue,61.1253,3557.265625,0,3,serial,4d858275da6c235a667e89ab633746ea5d8ec12be2e69db52a6b7e2761f7ce6c,PASS
F16,F16-P04-B,baseline,1beam_1ue,61.1859,3557.265625,0,3,serial,8b3575e05142cb3f224f7c32e1d2840d9114a27c912bc3c163ea69d15163df11,PASS
F16,F16-P04-T,treatment,1beam_1ue,60.175,3557.265625,0,3,serial,ec7aaa9182551d896ddbf83e2692199176e6a86fa1670124513b908ef83e4582,PASS
F16,F16-P05-B,baseline,1beam_1ue,59.9883,3557.265625,0,3,serial,56fcf0d0bff7329dbeb7aae43635fcbaa5530a3c3bcb60a73eb2bb1ec6af9c76,PASS
F16,F16-P05-T,treatment,1beam_1ue,60.268,3558.0546875,0,3,serial,1485735f3c94b6a9c31f778671884b8d12754ea7aaea0d056c2496fd6b29afef,PASS
F16,F16-P06-B,baseline,1beam_1ue,65.3727,3558.4765625,0,3,serial,27f3a5320058ec132ac3ca9f4d6b57c3e473bb8f0d5ed37f3c02fc6215b77fb1,PASS
F16,F16-P06-T,treatment,1beam_1ue,60.8082,3558.4765625,0,3,serial,1ab7ddb765ff10a7a0829a467e320296138a71c516f6bd87ad76360eba22a3ab,PASS
F17,F17-P01-B,baseline,1beam_1ue,59.1407,3558.4765625,0,3,serial,65ba3576957aed0538249515e02934d768a4fd3a744b27f44e154e9f1a01f8c4,PASS
F17,F17-P01-T,treatment,1beam_1ue,59.5371,3558.4765625,0,3,serial,58a0828d07ff370cf1a307fc7b261cbf62b6a33d679e98ed3e27c1f0d3d4a228,PASS
F17,F17-P02-B,baseline,1beam_1ue,61.5885,3558.4765625,0,3,serial,ce8d6bab47e30d64ccbbed5b70068b1a9aae1b0141983d16ba7c66523aae7903,PASS
F17,F17-P02-T,treatment,1beam_1ue,58.8877,3558.4765625,0,3,serial,237742bfed2962223f2c2de504d319e87081fd0c35dda460d6d9e083fa64a149,PASS
F17,F17-P03-B,baseline,1beam_1ue,60.9993,3558.4765625,0,3,serial,2075c443fafda9a5c95fc9aafe36e2729c5b73709a73d204876f9c14b9788605,PASS
F17,F17-P03-T,treatment,1beam_1ue,59.4517,3558.4765625,0,3,serial,20b4192fe852f23d3c42e8f53c82b96b0fb8c356c49530dc6d11c7de7405c06b,PASS
F17,F17-P04-B,baseline,1beam_1ue,63.064,3558.4765625,0,3,serial,d6ed70db52c669bea15d70d70f0aa82a1661ef5f0b98e58b297f0875a09aece0,PASS
F17,F17-P04-T,treatment,1beam_1ue,60.6629,3558.4765625,0,3,serial,23e7d8aa54482b5de05e2649cafe65895d4a86ca4295fb623ece4a5a4e3e3357,PASS
F17,F17-P05-B,baseline,1beam_1ue,60.896,3558.4765625,0,3,serial,fc3daa45bcdd0ea41a1309d717440a81b4ff2896e936d40e2bf38ccea5186f4f,PASS
F17,F17-P05-T,treatment,1beam_1ue,60.4447,3558.4765625,0,3,serial,ffe167c23a42db2c1011e80ab70cdd34139d092b4dfc12941697b3e89ab14bca,PASS
F17,F17-P06-B,baseline,1beam_1ue,59.8687,3558.4765625,0,3,serial,5a32a159c4421e13d00e0f2ae3498b4df84aeca2eb7d4186a59f29b4322b63e7,PASS
F17,F17-P06-T,treatment,1beam_1ue,60.7945,3558.4765625,0,3,serial,75754ec2af70d575f2ec3fb371b8fa52060f47516a415bc6fa57a26cf9572a21,PASS
F18,F18-P01-B,baseline,1beam_1ue,59.7692,3558.4765625,0,3,serial,a4fa037204cbc5a0b06ff56329870a268f0483221076118ce6d044cdca3cb38c,PASS
F18,F18-P01-T,treatment,1beam_1ue,60.2163,3558.4765625,0,3,serial,cf581de7c87587ef6fc215493994f4dd2681b997f78bfb66a034d22a396a27a1,PASS
F18,F18-P02-B,baseline,1beam_1ue,60.0192,3558.4765625,0,3,serial,994be89598dc9b173be0de33abb9962ee01543d00d108faf1282de313f16786c,PASS
F18,F18-P02-T,treatment,1beam_1ue,60.1358,3558.4765625,0,3,serial,e8909b422149ef3544d197f061900553e3917c9b866a6e19094d2248ba866b94,PASS
F18,F18-P03-B,baseline,1beam_1ue,60.2244,3558.4765625,0,3,serial,773e50ac6b64aeae0c1b8e841c43bec9946347b3509fdd1e14d8e9c4c710857e,PASS
F18,F18-P03-T,treatment,1beam_1ue,59.7146,3558.4765625,0,3,serial,129d2ceb52ebb12b718c201cbbd92eb6f3c209c28ccd7c2a348963b256fd6521,PASS
F18,F18-P04-B,baseline,1beam_1ue,59.8798,3558.4765625,0,3,serial,aafebdbccde417e49893b2ec3d93e5ad6251162942ec39a68d5be86ec1ed5619,PASS
F18,F18-P04-T,treatment,1beam_1ue,61.9489,3558.4765625,0,3,serial,22948c46f000c25f345efdd732d5bff8e0e682362c709035c6d2352478ca0f51,PASS
F18,F18-P05-B,baseline,1beam_1ue,61.7704,3558.4765625,0,3,serial,8aaec46b1a6c390e7b6cf148fbaef9223ed2f587bff467cf2516cb55977980b8,PASS
F18,F18-P05-T,treatment,1beam_1ue,60.9547,3558.4765625,0,3,serial,675192afd74acfcdca37a2845ece02c6c3aed2717588190e28d50d34d5190d12,PASS
F18,F18-P06-B,baseline,1beam_1ue,59.5279,3558.4765625,0,3,serial,0c4cda4a6f03ff99b2b2d58a3d31b6924cc17108b7ef5a6bdae16bb25077117e,PASS
F18,F18-P06-T,treatment,1beam_1ue,59.6753,3558.4765625,0,3,serial,3df7e1265ffaccd14fbb9b4cdd6b253120082d33948439869cd8554779515be2,PASS
F19,F19-P01-B,baseline,1beam_1ue,60.3132,3558.4765625,0,3,serial,da5a1ef34d994aa0b6eed6f457e79b048f2ce956c83ad5441cc5210a461381f7,PASS
F19,F19-P01-T,treatment,1beam_1ue,67.7537,3558.4765625,0,3,serial,c9bf46357d818d913f096427fca5d128d4c323194c6d30ce89bc8f7a2e8e9417,PASS
F19,F19-P02-B,baseline,1beam_1ue,66.1149,3558.4765625,0,3,serial,27779011cc3c7310237ef958a04cae13e1e91f204e72a68073138915b8653cee,PASS
F19,F19-P02-T,treatment,1beam_1ue,62.3559,3558.4765625,0,3,serial,3000b9b1a56cd500627f9b398f3662236be30f9ae70f82e5f4fadcc6c713236f,PASS
F19,F19-P03-B,baseline,1beam_1ue,60.1673,3558.4765625,0,3,serial,d1fac30942c9dfa93e53d5bf22fd3c8ea50efc644a5cd75cd6c0988060a48eab,PASS
F19,F19-P03-T,treatment,1beam_1ue,60.4194,3558.4765625,0,3,serial,c946f7e998b9163974f5d4cfb5e13a9462320d84c44e09b47d569e6530e06bb7,PASS
F19,F19-P04-B,baseline,1beam_1ue,60.782,3558.4765625,0,3,serial,849acb5d22c11ed8db000db4170d0bab6f6711e58301634219e445c350724523,PASS
F19,F19-P04-T,treatment,1beam_1ue,58.9749,3558.4765625,0,3,serial,c40c354d9d4ec5cba3fc93e55f2bc232461a830569318b0ffcdef7d6b5a27e34,PASS
F19,F19-P05-B,baseline,1beam_1ue,58.9248,3558.4765625,0,3,serial,dbc872e3a1acc96365b7c113a1913fcca241c63795a6561e91bb4628c3b4069e,PASS
F19,F19-P05-T,treatment,1beam_1ue,59.1286,3558.4765625,0,3,serial,203501b8f6b8b2c9b8f0a8197e9b66b5401eae5026ab76c132eb5a1f509d5e97,PASS
F19,F19-P06-B,baseline,1beam_1ue,58.9269,3558.4765625,0,3,serial,3d5f136bc0b8de3b9f8c9db7f4481a112ac80b23e01db1c6c8bb582b7545446f,PASS
F19,F19-P06-T,treatment,1beam_1ue,59.7758,3558.4765625,0,3,serial,50dff81aeaf96824d55c454374002e2c211ecc6bce7c41e94cf37278ee6e58cd,PASS
F20,F20-P01-B,baseline,1beam_1ue,59.8057,3558.4765625,0,3,serial,09a71d7e54dea0cf93a26f824c2f1378483c445e719ade1e9e7b70766141069c,PASS
F20,F20-P01-T,treatment,1beam_1ue,60.838,3558.4765625,0,3,serial,5e17ff703a4d0eae3684de8c9a0e64904b6eaed2dfd1901d6b5bdcf454575263,PASS
F20,F20-P02-B,baseline,1beam_1ue,61.0938,3558.4765625,0,3,serial,08b0fd61e03d3253d3c102b1d05a88918935bc7ceb1d1f579d7b10b2967b3455,PASS
F20,F20-P02-T,treatment,1beam_1ue,60.2034,3558.4765625,0,3,serial,9410584edbff5dc758e5ff674d52ceebe0196da252d55d2363c4cbe01bbe8d7b,PASS
F20,F20-P03-B,baseline,1beam_1ue,60.6793,3558.4765625,0,3,serial,cfa7adc4275fd98ddae9af12b60395f358226c2cd7a89354829a72105be7e38b,PASS
F20,F20-P03-T,treatment,1beam_1ue,60.2273,3558.4765625,0,3,serial,4874523144dd2d9c04634577dfdc0eca43b8fbcd12e7fed99c0e97614a42bce9,PASS
F20,F20-P04-B,baseline,1beam_1ue,59.9652,3558.4765625,0,3,serial,5083eaa62051a8474bcedb70c73c273587597fd5c4d55fe5ca8f67f098a2ecce,PASS
F20,F20-P04-T,treatment,1beam_1ue,63.1157,3558.4765625,0,3,serial,f7df8779918cb7cd0bbc22d097ffe364c9454d1c3e087c73b676d1b9b87064e1,PASS
F20,F20-P05-B,baseline,1beam_1ue,59.8582,3558.4765625,0,3,serial,b35300122cc527f867ec487d3ad2406f951f5a4fe3047def776d180c3a86689a,PASS
F20,F20-P05-T,treatment,1beam_1ue,61.3461,3558.4765625,0,3,serial,a362d4cc9524a98dee15d70397199a423e856cdc000a31263a08a92c8a7eecb0,PASS
F20,F20-P06-B,baseline,1beam_1ue,61.1985,3558.4765625,0,3,serial,53a9367f17c608e401101b13f18e15033e3eecfad05dbb660fe2ff1b3c3d77d4,PASS
F20,F20-P06-T,treatment,1beam_1ue,60.7232,3558.4765625,0,3,serial,886331e478b3d85993d47e52e9a01dfff71e9d19b854c5913b1d66471a5faa0b,PASS
F21,F21-P01-B,baseline,1beam_1ue,59.7506,3558.4765625,0,3,serial,7122325925db53ff8b70297a65037b713e485f26c294caf165cc615a27190bca,PASS
F21,F21-P01-T,treatment,1beam_1ue,60.0907,3558.4765625,0,3,serial,3d50967276c49225a7d0f53d18c6707484802d9149ccb76bb39e38f7cdad4d1c,PASS
F21,F21-P02-B,baseline,1beam_1ue,59.6069,3558.4765625,0,3,serial,5e64921698ed1e5c69239f4e178d3ce661b8105cc9090941abc455a33476a23b,PASS
F21,F21-P02-T,treatment,1beam_1ue,58.9786,3558.4765625,0,3,serial,c48c6884e7afcde6710ba06813aee5a1a04fb6407fca7ccd60d091e5dc3d784c,PASS
F21,F21-P03-B,baseline,1beam_1ue,60.0175,3558.4765625,0,3,serial,398fdb9c0c6f7b5b2ecdca4f1ac6914e117e4187727ee42ce174329a1e1b7463,PASS
F21,F21-P03-T,treatment,1beam_1ue,60.9111,3558.4765625,0,3,serial,e37906a7383586a9a3871c2e757cc807d13002b921168245e66cd81b3466edf9,PASS
F21,F21-P04-B,baseline,1beam_1ue,59.464,3558.4765625,0,3,serial,9c4e2936b0138d787ff184e4da81ff55ec0a1002008b6c180f738117a9b1eb16,PASS
F21,F21-P04-T,treatment,1beam_1ue,60.2706,3558.4765625,0,3,serial,d51de40fcb574d1c4f571f38c8f7e2207cee46387bf478547af2299e4fb948a3,PASS
F21,F21-P05-B,baseline,1beam_1ue,60.1616,3558.4765625,0,3,serial,eb4529086308a24e18a8e5b876231e2b77173299e99421e98c9757e2f796997a,PASS
F21,F21-P05-T,treatment,1beam_1ue,59.4723,3558.4765625,0,3,serial,6daf7eb48fee36ac2c4272df811c49723a60a8cb748ea1e00d097f41f8e7b293,PASS
F21,F21-P06-B,baseline,1beam_1ue,71.0578,3558.4765625,0,3,serial,eff884a4e57daa1dff49cb91aa29efd0a5d5c3f86b1a228cbe6e415a85972106,PASS
F21,F21-P06-T,treatment,1beam_1ue,73.271,3558.4765625,0,3,serial,7b1e60de8904315e18b2df8666efbfb861e935a0731fa336ca45c2adbb5b1b44,PASS
F22,F22-P01-B,baseline,1beam_1ue,3079.1184,3594.30078125,15360,64,serial,322ee44bb8a59b579a130f9c37075478c90f382ad090b079a16370c1917734c5,PASS
F22,F22-P01-T,treatment,1beam_1ue,219.0593,3595.30078125,0,1,serial,95686225b081d21a267f7a101e71a555983dabbd6f54022f4ded546bb5e41f8e,PASS
F22,F22-P02-B,baseline,1beam_1ue,1759.7687,3609.20703125,15360,64,serial,fbd5c7ad36146803450e2fa7d21835fca440f83daa217faae5c2bea682d80273,PASS
F22,F22-P02-T,treatment,1beam_1ue,170.7189,3609.20703125,0,1,serial,a6c0407db4c7d174ab50e0bd00c60db984a11e27b3e498a0431a5e87d5c1607b,PASS
F22,F22-P03-B,baseline,1beam_1ue,1986.4661,3614.71875,15360,64,serial,73f78743fe84020c7fd5514d18c0f60fe4e2d32f53d58713ed3b3f465e6f1c5a,PASS
F22,F22-P03-T,treatment,1beam_1ue,95.5827,3614.71875,0,1,serial,e60f8facd92f62c48fe71cd9d7e2ec784d6a31eedd06e3935900dfb6e83a6c40,PASS
F22,F22-P04-B,baseline,1beam_1ue,1181.9818,3614.9453125,15360,64,serial,566253db3f8e56dd5d453d9ae88bc4743c860f0aecdc9e970d9e393e9169232e,PASS
F22,F22-P04-T,treatment,1beam_1ue,95.8626,3614.9453125,0,1,serial,4d24c98092144aae294cd85724b50e6a3437a31547cac86d0b2ead1aeb402ecd,PASS
F22,F22-P05-B,baseline,1beam_1ue,1495.9542,3617.375,15360,64,serial,26257e4588ddcf3d25651231cacd55bcaf5a0e0408c7e06eb6c43e03773e3c25,PASS
F22,F22-P05-T,treatment,1beam_1ue,104.2991,3617.375,0,1,serial,f0d0820689c3e7e2760f4e2659f9f3ad888b3c8894c0c038d7f1929064f76efe,PASS
F22,F22-P06-B,baseline,1beam_1ue,1598.4192,3617.375,15360,64,serial,a6376094b9b288964bd9609419b19a25003ae816f7187b68f44b5b1ce7434214,PASS
F22,F22-P06-T,treatment,1beam_1ue,101.8523,3617.375,0,1,serial,b8201833d8e556993ff8b55a585621d040ab6f3dfbdcccf4a2e67753d9844d80,PASS
F23,F23-P01-B,baseline,1beam_1ue,98.7172,3617.375,0,1,serial,f376e4403b76b6a797093e753427c77d851b3f2e05c6cc5066d70ff89e664ee7,PASS
F23,F23-P01-T,treatment,1beam_1ue,1478.4996,3617.8046875,15360,64,serial,997c13fdcbdac564fc30e5e24ab0617c225ae31bc2ca468a59264ae76b40075f,PASS
F23,F23-P02-B,baseline,1beam_1ue,96.919,3617.8046875,0,1,serial,b339c0a7580aad1e4b7126321757189ba556df675af7e14a18858f46af99c89a,PASS
F23,F23-P02-T,treatment,1beam_1ue,1527.0296,3622.83984375,76800,64,serial,c2c20f6180f8153aa5bf05bacb324df592e37b10160cb61ab6b41dd605107b3f,PASS
F23,F23-P03-B,baseline,1beam_1ue,103.5788,3622.83984375,0,1,serial,5b1530355a241a97ecb7382ce5271a1fb5667e652ac5f0ff127cfa80c5dd798e,PASS
F23,F23-P03-T,treatment,1beam_1ue,1425.9584,3630.9453125,107520,64,serial,52fbe713708e42cc73c0ee0214db6281d2e3ea70c2b5eb7566dd6dcde564e6c7,PASS
F23,F23-P04-B,baseline,1beam_1ue,128.538,3630.9453125,0,1,serial,2ab7b965585df54b70284bd3f84504dd7034c7105a7a8dc01cd0313ddb35dc1d,PASS
F23,F23-P04-T,treatment,1beam_1ue,111.3738,3630.9453125,0,1,serial,f1d2612b22c5ad13ae49e7b1e069465d6a75e736db3c74fa2a42951fdb2f5a72,PASS
F23,F23-P05-B,baseline,1beam_1ue,108.1026,3630.9453125,0,1,serial,b6a7cfb54418badd7cf6451b32320f5f2fd4be396811278d2d2708a873a59439,PASS
F23,F23-P05-T,treatment,1beam_1ue,106.9006,3630.9453125,0,1,serial,c91872e94b5c49f753ed3539fa91665cc652bc13e87f4cd0de87d51a9cd9f672,PASS
F23,F23-P06-B,baseline,1beam_1ue,98.9174,3630.9453125,0,1,serial,681f3cf8412201cea9e73785dfd99ee7a1f759413e60f217536f29177b36b884,PASS
F23,F23-P06-T,treatment,1beam_1ue,98.068,3630.9453125,0,1,serial,383dda4f1ab8796f34f33bd5b978f7656ef0e9f3a3b636e7ffc401a525d51566,PASS
F24,F24-P01-B,baseline,1beam_1ue,1470.3337,3630.9453125,15360,64,serial,15979c90125e4b12b08ea8ea82e691a4e1453c264e9d7e3dc51feb35ce5bd89c,PASS
F24,F24-P01-T,treatment,1beam_1ue,111.3299,3630.9453125,0,1,serial,a90f0e4e1a4c81d77895711e68d8c105e5869974c78cdac64d5084cfe3b22b5f,PASS
F24,F24-P02-B,baseline,1beam_1ue,1581.0297,3630.9453125,15360,64,serial,6418a86ef1d9fd62dfa7827ace42d2900f2957ae69319296cd1580bef5ee1694,PASS
F24,F24-P02-T,treatment,1beam_1ue,915.5634,3630.9453125,15360,64,serial,206f680faea2767d7c90a53199a172134d73d618c2dbf0ab0376a9173e7a4dc0,PASS
F24,F24-P03-B,baseline,1beam_1ue,1479.903,3628.8828125,15360,64,serial,d49cb0fa6d907dd28310933d05026f826d3a2fbaa845657eddf4911f65f3447a,PASS
F24,F24-P03-T,treatment,1beam_1ue,268.1264,3628.8828125,0,1,serial,7f34bcb8b279b3db0ce87a7a9eab444eb7cfdafb87af3d2c00f735688ba5be4f,PASS
F24,F24-P04-B,baseline,1beam_1ue,1323.8833,3628.8828125,15360,64,serial,cd34c22ce6b1bd336a3eac93b888a32eac30d1392e67c2b901ea9044feae0bc0,PASS
F24,F24-P04-T,treatment,1beam_1ue,102.1279,3628.8828125,0,1,serial,810c144977670dcebea3a65a67c9467975a68ab7f58cc3da559b8160e1e30094,PASS
F24,F24-P05-B,baseline,1beam_1ue,1223.028,3628.88671875,15360,64,serial,4971c9bceca15f1ef6bb377bc7972130516c8d327a8e545ecfc2e4309f437849,PASS
F24,F24-P05-T,treatment,1beam_1ue,107.9839,3628.88671875,0,1,serial,08c1fe14ce21b93aab8eba48d00435c5b408c07b6ab7306649f07d8f9b3b4649,PASS
F24,F24-P06-B,baseline,1beam_1ue,1230.5047,3628.88671875,15360,64,serial,e1a8ae708089ac765b9454af20ef8f3424e5bedf669d876de7cf059ac0580aa6,PASS
F24,F24-P06-T,treatment,1beam_1ue,555.4388,3629.140625,15360,64,serial,5cc8e1a8fec6dff951f495e105376f74eb37fd18883de1790d1ea44d7434beaa,PASS
F25,F25-P01-B,baseline,1beam_1ue,92.1994,3629.140625,0,1,serial,b4f81b0129a2509f517ac92afcc94a7eea306711b6ce006824dfd66b1d3e5f19,PASS
F25,F25-P01-T,treatment,1beam_1ue,351.7621,3629.140625,15360,64,serial,ced5dbd22c5e507565d4a8f5fe8b3529b5fe36c474732fd549d65587c8b31dcf,PASS
F25,F25-P02-B,baseline,1beam_1ue,112.0128,3629.140625,0,1,serial,a8fc79c272af1c2cce28b0d7a7f1bc19f4df7f8cdfa023aabcec70256e129fd4,PASS
F25,F25-P02-T,treatment,1beam_1ue,296.5349,3687.25390625,15360,64,serial,18435f55741d559dbed6ad2d01a24dfbf8ab31a3f43028e40c67542fca6befca,PASS
F25,F25-P03-B,baseline,1beam_1ue,85.1579,3687.25390625,0,1,serial,efff89fe61d1b2d728b3abc24be583cddb8b9a9d6cb8de3e83f09f982a03113e,PASS
F25,F25-P03-T,treatment,1beam_1ue,275.2154,3687.25390625,15360,64,serial,42813ed0a2de8bc94082c905dd73124f6d029ef59c94685d274d403ae6050a69,PASS
F25,F25-P04-B,baseline,1beam_1ue,88.7696,3687.25390625,0,1,serial,ba76f0307c649a3257ad782f96295aae70417372ac2a71e2703dc3acfc89bb6f,PASS
F25,F25-P04-T,treatment,1beam_1ue,275.7093,3687.25390625,15360,64,serial,96bfb10dfa5722e18cf7cd6ab489593ba9c53efe7b51529504bedf28d267e0d0,PASS
F25,F25-P05-B,baseline,1beam_1ue,83.0277,3687.25390625,0,1,serial,e0437dc1053c86615ba9367beda013a5f3db96dd6cda5e082340555e6f18e8d3,PASS
F25,F25-P05-T,treatment,1beam_1ue,253.1559,3687.25390625,15360,64,serial,7b92e9ddff17e0de97d2722803281e8369750408261129cbed8d3d8319178533,PASS
F25,F25-P06-B,baseline,1beam_1ue,78.3278,3687.25390625,0,1,serial,4b123900a07cd830667d801abac917e78e3c09659a4f7e9d2214c9b472c5a1f2,PASS
F25,F25-P06-T,treatment,1beam_1ue,247.7102,3687.25390625,15360,64,serial,244a5de23963661288a907d61b6ca91e052b66eff9fe8da0cf3ddcee3c606c47,PASS
F26,F26-P01-B,baseline,1beam_1ue,79.2075,3687.25390625,0,1,serial,8ed00723e309d8f7c1bfb49906db5158130814557fd541fa30b2bf341a10f934,PASS
F26,F26-P01-T,treatment,1beam_1ue,347.2265,3687.25390625,15360,64,serial,e1591ddacf422f83a8b4b3a775b38c529a73228fb3873fc45f16cb7b285c5a61,PASS
F26,F26-P02-B,baseline,1beam_1ue,104.341,3687.25390625,0,1,serial,b5027ad88341ec457b83f9d8e8f1b35caedd4fc70fbc814de8838a13c4092f55,PASS
F26,F26-P02-T,treatment,1beam_1ue,504.9227,3687.25390625,15360,64,serial,c61223315bde1fa091449103355e4024e764ffd605a0ded32332c22b516f34b2,PASS
F26,F26-P03-B,baseline,1beam_1ue,95.5464,3687.25390625,0,1,serial,4175d0f2a80d9681fe086aa68cd8e521c59ab1a44cb475a2465400506946ee74,PASS
F26,F26-P03-T,treatment,1beam_1ue,307.8803,3687.25390625,15360,64,serial,c114a7224aea5df2bcdc678853432ef34ccec4c17df1479bff2059e5e07252c1,PASS
F26,F26-P04-B,baseline,1beam_1ue,88.7658,3687.25390625,0,1,serial,8ac37c462085d8c995ca542f59e29ba4f35d1657f45ae1538e697ec9a77e7d20,PASS
F26,F26-P04-T,treatment,1beam_1ue,279.8915,3687.25390625,15360,64,serial,9b0b16d5854c2a989c2c4e152dafff53c3ce116b91c534c87be33abe72e26af8,PASS
F26,F26-P05-B,baseline,1beam_1ue,81.7352,3687.25390625,0,1,serial,63b53dc2078b6cbe5403306459304d9a354af1b0b38447c0a9c0ca49b7d42df9,PASS
F26,F26-P05-T,treatment,1beam_1ue,273.84,3688.25390625,15360,64,serial,03ccbc1d7c554171940a47ff43b6fc6e64c15e5ce945b24adcfc43cdd7f217c0,PASS
F26,F26-P06-B,baseline,1beam_1ue,83.2841,3688.25390625,0,1,serial,f2573ff7f1b04a2ede6bd90b7d74241f8e3e88fa948d92ecccc39a65f8d6febc,PASS
F26,F26-P06-T,treatment,1beam_1ue,317.5172,3688.25390625,15360,64,serial,e5758f3e6e8c98513b3679d29fd91802d1bf19d78bb9f373e01b423694d3b636,PASS
