RunID,ExperimentMatrixSHA256,PairingContractSHA256,AcceptanceRulesSHA256,SeedList,MATLABVersion,ToolboxVersion,Status
ia_impact_20260725T201924Z,d114cc2297bc43b53ad0835a01585a2f874bc8f3e620a4b34c09fffa5cc8c3c5,9c2b0c39287610ba4695b1d9ca647576a49bc529d4f024673ebf165b159d0d5b,dc601610e8a1c4adb82ba3566c7616d6e2f7757aa77653a24449ccaa7a2f2385,11|23|47|89|131|197,2026a,26.1,PASS
