FamilyID,PairID,Metric,BaselineValue,TreatmentValue,Effect,EffectUnit,CILower,CIUpper,PValue,AdjustedPValue,EffectSize,PracticalThreshold,Conclusion,Status
F08,F08-P02,Success,1,1,0,probability,0,0,1,1,0,0.01,no_detectable_effect,PASS
F08,F08-P02,Latency_ms,10.3459576769318,10.3459576769318,0,ms,0,0,1,1,0,0.103459576769318,no_detectable_effect,PASS
F08,F08-P02,Energy_mJ,0,0,0,mJ,0,0,1,1,0,0.01,no_detectable_effect,PASS
F08,F08-P02,Runtime_ms,59.5029,57.4747,-2.0282,ms,-2.0282,-2.0282,0,0,0.0340857336365118,0.595029,beneficial,PASS
F08,F08-P02,PeakMemory_MB,3548.65234375,3548.65234375,0,MB,0,0,1,1,0,35.4865234375,no_detectable_effect,PASS
F08,F08-P03,Success,1,1,0,probability,0,0,1,1,0,0.01,no_detectable_effect,PASS
F08,F08-P03,Latency_ms,2.26976943787299,2.26976943787299,0,ms,0,0,1,1,0,0.0226976943787299,no_detectable_effect,PASS
F08,F08-P03,Energy_mJ,0,0,0,mJ,0,0,1,1,0,0.01,no_detectable_effect,PASS
F08,F08-P03,Runtime_ms,57.1936,56.1405,-1.05309999999999,ms,-1.05309999999999,-1.05309999999999,0,0,0.0184128993453812,0.571936,beneficial,PASS
F08,F08-P03,PeakMemory_MB,3548.65234375,3548.65234375,0,MB,0,0,1,1,0,35.4865234375,no_detectable_effect,PASS
F08,F08-P04,Success,1,1,0,probability,0,0,1,1,0,0.01,no_detectable_effect,PASS
F08,F08-P04,Latency_ms,9.99388640937668,9.99388640937668,0,ms,0,0,1,1,0,0.0999388640937668,no_detectable_effect,PASS
F08,F08-P04,Energy_mJ,0,0,0,mJ,0,0,1,1,0,0.01,no_detectable_effect,PASS
F08,F08-P04,Runtime_ms,56.3205,60.9163,4.5958,ms,4.5958,4.5958,0,0,0.0816008380607416,0.563205,harmful,PASS
F08,F08-P04,PeakMemory_MB,3548.71484375,3548.8671875,0.15234375,MB,0.15234375,0.15234375,0,0,4.29292734715803e-05,35.4871484375,no_detectable_effect,PASS
F08,F08-P05,Success,1,1,0,probability,0,0,1,1,0,0.01,no_detectable_effect,PASS
F08,F08-P05,Latency_ms,13.003072109435,13.003072109435,0,ms,0,0,1,1,0,0.13003072109435,no_detectable_effect,PASS
F08,F08-P05,Energy_mJ,0,0,0,mJ,0,0,1,1,0,0.01,no_detectable_effect,PASS
F08,F08-P05,Runtime_ms,56.2252,55.9308,-0.294399999999996,ms,-0.294399999999996,-0.294399999999996,0,0,0.00523608631005307,0.562252,no_detectable_effect,PASS
F08,F08-P05,PeakMemory_MB,3548.8671875,3548.8671875,0,MB,0,0,1,1,0,35.488671875,no_detectable_effect,PASS
F08,F08-P06,Success,1,1,0,probability,0,0,1,1,0,0.01,no_detectable_effect,PASS
F08,F08-P06,Latency_ms,17.3581350834687,17.3581350834687,0,ms,0,0,1,1,0,0.173581350834687,no_detectable_effect,PASS
F08,F08-P06,Energy_mJ,0,0,0,mJ,0,0,1,1,0,0.01,no_detectable_effect,PASS
F08,F08-P06,Runtime_ms,56.0881,56.1416,0.0534999999999926,ms,0.0534999999999926,0.0534999999999926,0,0,0.000953856522149842,0.560881,no_detectable_effect,PASS
F08,F08-P06,PeakMemory_MB,3548.8671875,3548.8671875,0,MB,0,0,1,1,0,35.488671875,no_detectable_effect,PASS
F09,F09-P01,Success,1,1,0,probability,0,0,1,1,0,0.01,no_detectable_effect,PASS
F09,F09-P01,Latency_ms,0,0,0,ms,0,0,1,1,0,0.01,no_detectable_effect,PASS
F09,F09-P01,Energy_mJ,0,0,0,mJ,0,0,1,1,0,0.01,no_detectable_effect,PASS
F09,F09-P01,Runtime_ms,57.6164,54.0514,-3.565,ms,-3.565,-3.565,0,0,0.061874743996501,0.576164,beneficial,PASS
F09,F09-P01,PeakMemory_MB,3548.8671875,3548.8671875,0,MB,0,0,1,1,0,35.488671875,no_detectable_effect,PASS
F09,F09-P02,Success,1,1,0,probability,0,0,1,1,0,0.01,no_detectable_effect,PASS
F09,F09-P02,Latency_ms,0,0,0,ms,0,0,1,1,0,0.01,no_detectable_effect,PASS
F09,F09-P02,Energy_mJ,0,0,0,mJ,0,0,1,1,0,0.01,no_detectable_effect,PASS
F09,F09-P02,Runtime_ms,54.0962,58.8472,4.751,ms,4.751,4.751,0,0,0.0878250228296998,0.540962,harmful,PASS
F09,F09-P02,PeakMemory_MB,3548.8671875,3548.8671875,0,MB,0,0,1,1,0,35.488671875,no_detectable_effect,PASS
F09,F09-P03,Success,1,1,0,probability,0,0,1,1,0,0.01,no_detectable_effect,PASS
F09,F09-P03,Latency_ms,0,0,0,ms,0,0,1,1,0,0.01,no_detectable_effect,PASS
F09,F09-P03,Energy_mJ,0,0,0,mJ,0,0,1,1,0,0.01,no_detectable_effect,PASS
F09,F09-P03,Runtime_ms,56.8922,52.9584,-3.93379999999999,ms,-3.93379999999999,-3.93379999999999,0,0,0.0691448036813481,0.568922,beneficial,PASS
F09,F09-P03,PeakMemory_MB,3548.8671875,3548.8671875,0,MB,0,0,1,1,0,35.488671875,no_detectable_effect,PASS
F09,F09-P04,Success,1,1,0,probability,0,0,1,1,0,0.01,no_detectable_effect,PASS
F09,F09-P04,Latency_ms,0,0,0,ms,0,0,1,1,0,0.01,no_detectable_effect,PASS
F09,F09-P04,Energy_mJ,0,0,0,mJ,0,0,1,1,0,0.01,no_detectable_effect,PASS
F09,F09-P04,Runtime_ms,52.2102,51.9388,-0.2714,ms,-0.2714,-0.2714,0,0,0.00519821797273329,0.522102,no_detectable_effect,PASS
F09,F09-P04,PeakMemory_MB,3548.8671875,3548.8671875,0,MB,0,0,1,1,0,35.488671875,no_detectable_effect,PASS
F09,F09-P05,Success,1,1,0,probability,0,0,1,1,0,0.01,no_detectable_effect,PASS
F09,F09-P05,Latency_ms,0,0,0,ms,0,0,1,1,0,0.01,no_detectable_effect,PASS
F09,F09-P05,Energy_mJ,0,0,0,mJ,0,0,1,1,0,0.01,no_detectable_effect,PASS
F09,F09-P05,Runtime_ms,59.2124,54.6826,-4.52979999999999,ms,-4.52979999999999,-4.52979999999999,0,0,0.0765008680614195,0.592124,beneficial,PASS
F09,F09-P05,PeakMemory_MB,3548.8671875,3548.8671875,0,MB,0,0,1,1,0,35.488671875,no_detectable_effect,PASS
F09,F09-P06,Success,1,1,0,probability,0,0,1,1,0,0.01,no_detectable_effect,PASS
F09,F09-P06,Latency_ms,0,0,0,ms,0,0,1,1,0,0.01,no_detectable_effect,PASS
F09,F09-P06,Energy_mJ,0,0,0,mJ,0,0,1,1,0,0.01,no_detectable_effect,PASS
F09,F09-P06,Runtime_ms,53.6148,53.32,-0.294799999999995,ms,-0.294799999999995,-0.294799999999995,0,0,0.00549848176249832,0.536148,no_detectable_effect,PASS
F09,F09-P06,PeakMemory_MB,3548.8671875,3548.8671875,0,MB,0,0,1,1,0,35.488671875,no_detectable_effect,PASS
F10,F10-P01,Success,1,1,0,probability,0,0,1,1,0,0.01,no_detectable_effect,PASS
F10,F10-P01,Latency_ms,0,20,20,ms,20,20,0,0,20,0.01,harmful,PASS
F10,F10-P01,Energy_mJ,0,0,0,mJ,0,0,1,1,0,0.01,no_detectable_effect,PASS
F10,F10-P01,Runtime_ms,52.8458,53.9185,1.0727,ms,1.0727,1.0727,0,0,0.0202986803113966,0.528458,harmful,PASS
F10,F10-P01,PeakMemory_MB,3548.8671875,3548.8671875,0,MB,0,0,1,1,0,35.488671875,no_detectable_effect,PASS
F10,F10-P02,Success,1,1,0,probability,0,0,1,1,0,0.01,no_detectable_effect,PASS
F10,F10-P02,Latency_ms,0,20,20,ms,20,20,0,0,20,0.01,harmful,PASS
F10,F10-P02,Energy_mJ,0,0,0,mJ,0,0,1,1,0,0.01,no_detectable_effect,PASS
F10,F10-P02,Runtime_ms,52.7215,52.3486,-0.372899999999994,ms,-0.372899999999994,-0.372899999999994,0,0,0.0070730157525866,0.527215,no_detectable_effect,PASS
F10,F10-P02,PeakMemory_MB,3548.8671875,3548.8671875,0,MB,0,0,1,1,0,35.488671875,no_detectable_effect,PASS
F10,F10-P03,Success,1,1,0,probability,0,0,1,1,0,0.01,no_detectable_effect,PASS
F10,F10-P03,Latency_ms,0,20,20,ms,20,20,0,0,20,0.01,harmful,PASS
F10,F10-P03,Energy_mJ,0,0,0,mJ,0,0,1,1,0,0.01,no_detectable_effect,PASS
F10,F10-P03,Runtime_ms,52.1774,52.3111,0.133699999999997,ms,0.133699999999997,0.133699999999997,0,0,0.00256241207879269,0.521774,no_detectable_effect,PASS
F10,F10-P03,PeakMemory_MB,3548.8671875,3548.8671875,0,MB,0,0,1,1,0,35.488671875,no_detectable_effect,PASS
F10,F10-P04,Success,1,1,0,probability,0,0,1,1,0,0.01,no_detectable_effect,PASS
F10,F10-P04,Latency_ms,0,20,20,ms,20,20,0,0,20,0.01,harmful,PASS
F10,F10-P04,Energy_mJ,0,0,0,mJ,0,0,1,1,0,0.01,no_detectable_effect,PASS
F10,F10-P04,Runtime_ms,52.5919,53.5397,0.947800000000008,ms,0.947800000000008,0.947800000000008,0,0,0.0180217866249367,0.525919,harmful,PASS
F10,F10-P04,PeakMemory_MB,3549.08203125,3549.08203125,0,MB,0,0,1,1,0,35.4908203125,no_detectable_effect,PASS
F10,F10-P05,Success,1,1,0,probability,0,0,1,1,0,0.01,no_detectable_effect,PASS
F10,F10-P05,Latency_ms,0,20,20,ms,20,20,0,0,20,0.01,harmful,PASS
F10,F10-P05,Energy_mJ,0,0,0,mJ,0,0,1,1,0,0.01,no_detectable_effect,PASS
F10,F10-P05,Runtime_ms,52.7419,53.0436,0.301700000000004,ms,0.301700000000004,0.301700000000004,0,0,0.005720309658924,0.527419,no_detectable_effect,PASS
F10,F10-P05,PeakMemory_MB,3549.08203125,3549.08203125,0,MB,0,0,1,1,0,35.4908203125,no_detectable_effect,PASS
F10,F10-P06,Success,1,1,0,probability,0,0,1,1,0,0.01,no_detectable_effect,PASS
F10,F10-P06,Latency_ms,0,20,20,ms,20,20,0,0,20,0.01,harmful,PASS
F10,F10-P06,Energy_mJ,0,0,0,mJ,0,0,1,1,0,0.01,no_detectable_effect,PASS
F10,F10-P06,Runtime_ms,52.3295,52.7159,0.386400000000002,ms,0.386400000000002,0.386400000000002,0,0,0.00738398035524899,0.523295,no_detectable_effect,PASS
F10,F10-P06,PeakMemory_MB,3549.08203125,3549.08203125,0,MB,0,0,1,1,0,35.4908203125,no_detectable_effect,PASS
F11,F11-P01,Success,1,1,0,probability,0,0,1,1,0,0.01,no_detectable_effect,PASS
F11,F11-P01,Latency_ms,3.60539377753538,3.60539377753538,0,ms,0,0,1,1,0,0.0360539377753538,no_detectable_effect,PASS
F11,F11-P01,Energy_mJ,0,0,0,mJ,0,0,1,1,0,0.01,no_detectable_effect,PASS
F11,F11-P01,Runtime_ms,62.3165,56.0813,-6.2352,ms,-6.2352,-6.2352,0,0,0.100056967255863,0.623165,beneficial,PASS
F11,F11-P01,PeakMemory_MB,3549.08203125,3549.08203125,0,MB,0,0,1,1,0,35.4908203125,no_detectable_effect,PASS
F11,F11-P02,Success,1,1,0,probability,0,0,1,1,0,0.01,no_detectable_effect,PASS
F11,F11-P02,Latency_ms,10.3459576769318,10.3459576769318,0,ms,0,0,1,1,0,0.103459576769318,no_detectable_effect,PASS
F11,F11-P02,Energy_mJ,0,0,0,mJ,0,0,1,1,0,0.01,no_detectable_effect,PASS
F11,F11-P02,Runtime_ms,55.7996,56.3457,0.546100000000003,ms,0.546100000000003,0.546100000000003,0,0,0.00978680850758792,0.557996,no_detectable_effect,PASS
F11,F11-P02,PeakMemory_MB,3549.08203125,3549.08203125,0,MB,0,0,1,1,0,35.4908203125,no_detectable_effect,PASS
F11,F11-P03,Success,1,1,0,probability,0,0,1,1,0,0.01,no_detectable_effect,PASS
F11,F11-P03,Latency_ms,2.26976943787299,2.26976943787299,0,ms,0,0,1,1,0,0.0226976943787299,no_detectable_effect,PASS
F11,F11-P03,Energy_mJ,0,0,0,mJ,0,0,1,1,0,0.01,no_detectable_effect,PASS
F11,F11-P03,Runtime_ms,57.1064,61.5433,4.4369,ms,4.4369,4.4369,0,0,0.0776953196139137,0.571064,harmful,PASS
F11,F11-P03,PeakMemory_MB,3549.08203125,3549.08203125,0,MB,0,0,1,1,0,35.4908203125,no_detectable_effect,PASS
F11,F11-P04,Success,1,1,0,probability,0,0,1,1,0,0.01,no_detectable_effect,PASS
F11,F11-P04,Latency_ms,9.99388640937668,9.99388640937668,0,ms,0,0,1,1,0,0.0999388640937668,no_detectable_effect,PASS
F11,F11-P04,Energy_mJ,0,0,0,mJ,0,0,1,1,0,0.01,no_detectable_effect,PASS
F11,F11-P04,Runtime_ms,57.1899,57.2162,0.0262999999999991,ms,0.0262999999999991,0.0262999999999991,0,0,0.000459871410860993,0.571899,no_detectable_effect,PASS
F11,F11-P04,PeakMemory_MB,3549.08203125,3549.08203125,0,MB,0,0,1,1,0,35.4908203125,no_detectable_effect,PASS
F11,F11-P05,Success,1,1,0,probability,0,0,1,1,0,0.01,no_detectable_effect,PASS
F11,F11-P05,Latency_ms,13.003072109435,13.003072109435,0,ms,0,0,1,1,0,0.13003072109435,no_detectable_effect,PASS
F11,F11-P05,Energy_mJ,0,0,0,mJ,0,0,1,1,0,0.01,no_detectable_effect,PASS
F11,F11-P05,Runtime_ms,55.8835,55.6474,-0.236100000000008,ms,-0.236100000000008,-0.236100000000008,0,0,0.00422486064759737,0.558835,no_detectable_effect,PASS
F11,F11-P05,PeakMemory_MB,3549.08203125,3549.08203125,0,MB,0,0,1,1,0,35.4908203125,no_detectable_effect,PASS
F11,F11-P06,Success,1,1,0,probability,0,0,1,1,0,0.01,no_detectable_effect,PASS
F11,F11-P06,Latency_ms,17.3581350834687,17.3581350834687,0,ms,0,0,1,1,0,0.173581350834687,no_detectable_effect,PASS
F11,F11-P06,Energy_mJ,0,0,0,mJ,0,0,1,1,0,0.01,no_detectable_effect,PASS
F11,F11-P06,Runtime_ms,55.7307,55.6562,-0.0744999999999933,ms,-0.0744999999999933,-0.0744999999999933,0,0,0.00133678564956107,0.557307,no_detectable_effect,PASS
F11,F11-P06,PeakMemory_MB,3549.08203125,3549.08203125,0,MB,0,0,1,1,0,35.4908203125,no_detectable_effect,PASS
F12,F12-P01,Success,1,1,0,probability,0,0,1,1,0,0.01,no_detectable_effect,PASS
F12,F12-P01,Latency_ms,3.60539377753538,3.60539377753538,0,ms,0,0,1,1,0,0.0360539377753538,no_detectable_effect,PASS
F12,F12-P01,Energy_mJ,0,0,0,mJ,0,0,1,1,0,0.01,no_detectable_effect,PASS
F12,F12-P01,Runtime_ms,56.1784,55.9025,-0.2759,ms,-0.2759,-0.2759,0,0,0.0049111402247127,0.561784,no_detectable_effect,PASS
F12,F12-P01,PeakMemory_MB,3549.08203125,3549.08203125,0,MB,0,0,1,1,0,35.4908203125,no_detectable_effect,PASS
F12,F12-P02,Success,1,1,0,probability,0,0,1,1,0,0.01,no_detectable_effect,PASS
F12,F12-P02,Latency_ms,10.3459576769318,10.3459576769318,0,ms,0,0,1,1,0,0.103459576769318,no_detectable_effect,PASS
F12,F12-P02,Energy_mJ,0,0,0,mJ,0,0,1,1,0,0.01,no_detectable_effect,PASS
F12,F12-P02,Runtime_ms,56.3579,56.4708,0.112900000000003,ms,0.112900000000003,0.112900000000003,0,0,0.00200326839715467,0.563579,no_detectable_effect,PASS
F12,F12-P02,PeakMemory_MB,3549.08203125,3549.08203125,0,MB,0,0,1,1,0,35.4908203125,no_detectable_effect,PASS
F12,F12-P03,Success,1,1,0,probability,0,0,1,1,0,0.01,no_detectable_effect,PASS
F12,F12-P03,Latency_ms,2.26976943787299,2.26976943787299,0,ms,0,0,1,1,0,0.0226976943787299,no_detectable_effect,PASS
F12,F12-P03,Energy_mJ,0,0,0,mJ,0,0,1,1,0,0.01,no_detectable_effect,PASS
F12,F12-P03,Runtime_ms,54.9859,58.3706,3.38470000000001,ms,3.38470000000001,3.38470000000001,0,0,0.0615557806637703,0.549859,harmful,PASS
F12,F12-P03,PeakMemory_MB,3549.08203125,3549.08203125,0,MB,0,0,1,1,0,35.4908203125,no_detectable_effect,PASS
F12,F12-P04,Success,1,1,0,probability,0,0,1,1,0,0.01,no_detectable_effect,PASS
F12,F12-P04,Latency_ms,9.99388640937668,9.99388640937668,0,ms,0,0,1,1,0,0.0999388640937668,no_detectable_effect,PASS
F12,F12-P04,Energy_mJ,0,0,0,mJ,0,0,1,1,0,0.01,no_detectable_effect,PASS
F12,F12-P04,Runtime_ms,56.3354,56.5313,0.195900000000002,ms,0.195900000000002,0.195900000000002,0,0,0.00347738722011385,0.563354,no_detectable_effect,PASS
F12,F12-P04,PeakMemory_MB,3549.08203125,3549.08203125,0,MB,0,0,1,1,0,35.4908203125,no_detectable_effect,PASS
F12,F12-P05,Success,1,1,0,probability,0,0,1,1,0,0.01,no_detectable_effect,PASS
F12,F12-P05,Latency_ms,13.003072109435,13.003072109435,0,ms,0,0,1,1,0,0.13003072109435,no_detectable_effect,PASS
F12,F12-P05,Energy_mJ,0,0,0,mJ,0,0,1,1,0,0.01,no_detectable_effect,PASS
F12,F12-P05,Runtime_ms,56.0642,56.7995,0.735300000000002,ms,0.735300000000002,0.735300000000002,0,0,0.0131153213637223,0.560642,harmful,PASS
F12,F12-P05,PeakMemory_MB,3549.08203125,3549.08203125,0,MB,0,0,1,1,0,35.4908203125,no_detectable_effect,PASS
F12,F12-P06,Success,1,1,0,probability,0,0,1,1,0,0.01,no_detectable_effect,PASS
F12,F12-P06,Latency_ms,17.3581350834687,17.3581350834687,0,ms,0,0,1,1,0,0.173581350834687,no_detectable_effect,PASS
F12,F12-P06,Energy_mJ,0,0,0,mJ,0,0,1,1,0,0.01,no_detectable_effect,PASS
F12,F12-P06,Runtime_ms,55.7741,55.561,-0.213099999999997,ms,-0.213099999999997,-0.213099999999997,0,0,0.00382076985554222,0.557741,no_detectable_effect,PASS
F12,F12-P06,PeakMemory_MB,3549.08203125,3549.08203125,0,MB,0,0,1,1,0,35.4908203125,no_detectable_effect,PASS
F13,F13-P01,Success,1,1,0,probability,0,0,1,1,0,0.01,no_detectable_effect,PASS
F13,F13-P01,Latency_ms,3.60539377753538,3.60539377753538,0,ms,0,0,1,1,0,0.0360539377753538,no_detectable_effect,PASS
F13,F13-P01,Energy_mJ,0,0,0,mJ,0,0,1,1,0,0.01,no_detectable_effect,PASS
F13,F13-P01,Runtime_ms,57.4049,78.6978,21.2929,ms,21.2929,21.2929,0,0,0.3709247816824,0.574049,harmful,PASS
F13,F13-P01,PeakMemory_MB,3549.08203125,3549.37109375,0.2890625,MB,0.2890625,0.2890625,0,0,8.14471171572755e-05,35.4908203125,no_detectable_effect,PASS
F13,F13-P02,Success,1,1,0,probability,0,0,1,1,0,0.01,no_detectable_effect,PASS
F13,F13-P02,Latency_ms,10.3459576769318,10.3459576769318,0,ms,0,0,1,1,0,0.103459576769318,no_detectable_effect,PASS
F13,F13-P02,Energy_mJ,0,0,0,mJ,0,0,1,1,0,0.01,no_detectable_effect,PASS
F13,F13-P02,Runtime_ms,59.1315,60.6889,1.5574,ms,1.5574,1.5574,0,0,0.0263379078832771,0.591315,harmful,PASS
F13,F13-P02,PeakMemory_MB,3549.37109375,3549.37109375,0,MB,0,0,1,1,0,35.4937109375,no_detectable_effect,PASS
F13,F13-P03,Success,1,1,0,probability,0,0,1,1,0,0.01,no_detectable_effect,PASS
F13,F13-P03,Latency_ms,2.26976943787299,2.26976943787299,0,ms,0,0,1,1,0,0.0226976943787299,no_detectable_effect,PASS
F13,F13-P03,Energy_mJ,0,0,0,mJ,0,0,1,1,0,0.01,no_detectable_effect,PASS
F13,F13-P03,Runtime_ms,57.5243,58.3295,0.805199999999992,ms,0.805199999999992,0.805199999999992,0,0,0.0139975627691253,0.575243,harmful,PASS
F13,F13-P03,PeakMemory_MB,3549.37109375,3549.37109375,0,MB,0,0,1,1,0,35.4937109375,no_detectable_effect,PASS
F13,F13-P04,Success,1,1,0,probability,0,0,1,1,0,0.01,no_detectable_effect,PASS
F13,F13-P04,Latency_ms,9.99388640937668,9.99388640937668,0,ms,0,0,1,1,0,0.0999388640937668,no_detectable_effect,PASS
F13,F13-P04,Energy_mJ,0,0,0,mJ,0,0,1,1,0,0.01,no_detectable_effect,PASS
F13,F13-P04,Runtime_ms,59.0297,58.0381,-0.991599999999998,ms,-0.991599999999998,-0.991599999999998,0,0,0.0167983235557694,0.590297,beneficial,PASS
F13,F13-P04,PeakMemory_MB,3549.76171875,3549.76171875,0,MB,0,0,1,1,0,35.4976171875,no_detectable_effect,PASS
F13,F13-P05,Success,1,1,0,probability,0,0,1,1,0,0.01,no_detectable_effect,PASS
F13,F13-P05,Latency_ms,13.003072109435,13.003072109435,0,ms,0,0,1,1,0,0.13003072109435,no_detectable_effect,PASS
F13,F13-P05,Energy_mJ,0,0,0,mJ,0,0,1,1,0,0.01,no_detectable_effect,PASS
F13,F13-P05,Runtime_ms,55.9972,77.0265,21.0293,ms,21.0293,21.0293,0,0,0.375541991385284,0.559972,harmful,PASS
F13,F13-P05,PeakMemory_MB,3549.76171875,3551.66796875,1.90625,MB,1.90625,1.90625,0,0,0.000537007875748702,35.4976171875,no_detectable_effect,PASS
F13,F13-P06,Success,1,1,0,probability,0,0,1,1,0,0.01,no_detectable_effect,PASS
F13,F13-P06,Latency_ms,17.3581350834687,17.3581350834687,0,ms,0,0,1,1,0,0.173581350834687,no_detectable_effect,PASS
F13,F13-P06,Energy_mJ,0,0,0,mJ,0,0,1,1,0,0.01,no_detectable_effect,PASS
F13,F13-P06,Runtime_ms,72.8553,73.383,0.52770000000001,ms,0.52770000000001,0.52770000000001,0,0,0.00724312438491105,0.728553,no_detectable_effect,PASS
F13,F13-P06,PeakMemory_MB,3551.66796875,3551.66796875,0,MB,0,0,1,1,0,35.5166796875,no_detectable_effect,PASS
F14,F14-P01,Success,1,1,0,probability,0,0,1,1,0,0.01,no_detectable_effect,PASS
F14,F14-P01,Latency_ms,3.60539377753538,3.60539377753538,0,ms,0,0,1,1,0,0.0360539377753538,no_detectable_effect,PASS
F14,F14-P01,Energy_mJ,0,0,0,mJ,0,0,1,1,0,0.01,no_detectable_effect,PASS
F14,F14-P01,Runtime_ms,69.2392,62.6276,-6.61159999999999,ms,-6.61159999999999,-6.61159999999999,0,0,0.0954892604189533,0.692392,beneficial,PASS
F14,F14-P01,PeakMemory_MB,3551.66796875,3551.66796875,0,MB,0,0,1,1,0,35.5166796875,no_detectable_effect,PASS
F14,F14-P02,Success,1,1,0,probability,0,0,1,1,0,0.01,no_detectable_effect,PASS
F14,F14-P02,Latency_ms,10.3459576769318,10.3459576769318,0,ms,0,0,1,1,0,0.103459576769318,no_detectable_effect,PASS
F14,F14-P02,Energy_mJ,0,0,0,mJ,0,0,1,1,0,0.01,no_detectable_effect,PASS
F14,F14-P02,Runtime_ms,60.603,58.0254,-2.5776,ms,-2.5776,-2.5776,0,0,0.0425325478936686,0.60603,beneficial,PASS
F14,F14-P02,PeakMemory_MB,3551.66796875,3551.66796875,0,MB,0,0,1,1,0,35.5166796875,no_detectable_effect,PASS
F14,F14-P03,Success,1,1,0,probability,0,0,1,1,0,0.01,no_detectable_effect,PASS
F14,F14-P03,Latency_ms,2.26976943787299,2.26976943787299,0,ms,0,0,1,1,0,0.0226976943787299,no_detectable_effect,PASS
F14,F14-P03,Energy_mJ,0,0,0,mJ,0,0,1,1,0,0.01,no_detectable_effect,PASS
F14,F14-P03,Runtime_ms,57.6337,57.7856,0.151899999999998,ms,0.151899999999998,0.151899999999998,0,0,0.00263561076245318,0.576337,no_detectable_effect,PASS
F14,F14-P03,PeakMemory_MB,3551.66796875,3551.66796875,0,MB,0,0,1,1,0,35.5166796875,no_detectable_effect,PASS
F14,F14-P04,Success,1,1,0,probability,0,0,1,1,0,0.01,no_detectable_effect,PASS
F14,F14-P04,Latency_ms,9.99388640937668,9.99388640937668,0,ms,0,0,1,1,0,0.0999388640937668,no_detectable_effect,PASS
F14,F14-P04,Energy_mJ,0,0,0,mJ,0,0,1,1,0,0.01,no_detectable_effect,PASS
F14,F14-P04,Runtime_ms,58.4983,61.9204,3.4221,ms,3.4221,3.4221,0,0,0.0584991358723245,0.584983,harmful,PASS
F14,F14-P04,PeakMemory_MB,3551.66796875,3551.66796875,0,MB,0,0,1,1,0,35.5166796875,no_detectable_effect,PASS
F14,F14-P05,Success,1,1,0,probability,0,0,1,1,0,0.01,no_detectable_effect,PASS
F14,F14-P05,Latency_ms,13.003072109435,13.003072109435,0,ms,0,0,1,1,0,0.13003072109435,no_detectable_effect,PASS
F14,F14-P05,Energy_mJ,0,0,0,mJ,0,0,1,1,0,0.01,no_detectable_effect,PASS
F14,F14-P05,Runtime_ms,60.1553,57.5756,-2.57970000000001,ms,-2.57970000000001,-2.57970000000001,0,0,0.0428840019083939,0.601553,beneficial,PASS
F14,F14-P05,PeakMemory_MB,3551.66796875,3551.66796875,0,MB,0,0,1,1,0,35.5166796875,no_detectable_effect,PASS
F14,F14-P06,Success,1,1,0,probability,0,0,1,1,0,0.01,no_detectable_effect,PASS
F14,F14-P06,Latency_ms,17.3581350834687,17.3581350834687,0,ms,0,0,1,1,0,0.173581350834687,no_detectable_effect,PASS
F14,F14-P06,Energy_mJ,0,0,0,mJ,0,0,1,1,0,0.01,no_detectable_effect,PASS
F14,F14-P06,Runtime_ms,57.7054,57.6778,-0.0275999999999925,ms,-0.0275999999999925,-0.0275999999999925,0,0,0.00047829145972461,0.577054,no_detectable_effect,PASS
F14,F14-P06,PeakMemory_MB,3551.66796875,3551.66796875,0,MB,0,0,1,1,0,35.5166796875,no_detectable_effect,PASS
F15,F15-P01,Success,1,1,0,probability,0,0,1,1,0,0.01,no_detectable_effect,PASS
F15,F15-P01,Latency_ms,149,149,0,ms,0,0,1,1,0,1.49,no_detectable_effect,PASS
F15,F15-P01,Energy_mJ,0,0,0,mJ,0,0,1,1,0,0.01,no_detectable_effect,PASS
F15,F15-P01,Runtime_ms,203.0086,107.1567,-95.8519,ms,-95.8519,-95.8519,0,0,0.47215684458688,2.030086,beneficial,PASS
F15,F15-P01,PeakMemory_MB,3552.66796875,3552.66796875,0,MB,0,0,1,1,0,35.5266796875,no_detectable_effect,PASS
F15,F15-P02,Success,1,1,0,probability,0,0,1,1,0,0.01,no_detectable_effect,PASS
F15,F15-P02,Latency_ms,157,157,0,ms,0,0,1,1,0,1.57,no_detectable_effect,PASS
F15,F15-P02,Energy_mJ,0,0,0,mJ,0,0,1,1,0,0.01,no_detectable_effect,PASS
F15,F15-P02,Runtime_ms,95.2215,86.3791,-8.84240000000001,ms,-8.84240000000001,-8.84240000000001,0,0,0.092861381095656,0.952215,beneficial,PASS
F15,F15-P02,PeakMemory_MB,3553.66796875,3555.99609375,2.328125,MB,2.328125,2.328125,0,0,0.00065513295571587,35.5366796875,no_detectable_effect,PASS
F15,F15-P03,Success,1,1,0,probability,0,0,1,1,0,0.01,no_detectable_effect,PASS
F15,F15-P03,Latency_ms,153,153,0,ms,0,0,1,1,0,1.53,no_detectable_effect,PASS
F15,F15-P03,Energy_mJ,0,0,0,mJ,0,0,1,1,0,0.01,no_detectable_effect,PASS
F15,F15-P03,Runtime_ms,121.2008,61.8939,-59.3069,ms,-59.3069,-59.3069,0,0,0.489327628200474,1.212008,beneficial,PASS
F15,F15-P03,PeakMemory_MB,3556.99609375,3556.99609375,0,MB,0,0,1,1,0,35.5699609375,no_detectable_effect,PASS
F15,F15-P04,Success,1,1,0,probability,0,0,1,1,0,0.01,no_detectable_effect,PASS
F15,F15-P04,Latency_ms,151,151,0,ms,0,0,1,1,0,1.51,no_detectable_effect,PASS
