ExperimentID,FamilyID,PairID,Variant,Stage,Trials,Errors,Probability,CILower,CIUpper,ConfidenceLevel,StopReason,Incomplete,Status
F14-P06-T,F14,F14-P06,treatment,PBCH_MIB,1,0,1,0.206549314377237,1,0.95,factor=SSBSubcarrierOffset;factor_value=15;paired_trial_complete,0,PASS
F15-P01-B,F15,F15-P01,baseline,TYPE0_SIB1,1,0,1,0.206549314377237,1,0.95,factor=CORESET0Index;factor_value=0;paired_trial_complete,0,PASS
F15-P01-T,F15,F15-P01,treatment,TYPE0_SIB1,1,0,1,0.206549314377237,1,0.95,factor=CORESET0Index;factor_value=1;paired_trial_complete,0,PASS
F15-P02-B,F15,F15-P02,baseline,TYPE0_SIB1,1,0,1,0.206549314377237,1,0.95,factor=CORESET0Index;factor_value=0;paired_trial_complete,0,PASS
F15-P02-T,F15,F15-P02,treatment,TYPE0_SIB1,1,0,1,0.206549314377237,1,0.95,factor=CORESET0Index;factor_value=2;paired_trial_complete,0,PASS
F15-P03-B,F15,F15-P03,baseline,TYPE0_SIB1,1,0,1,0.206549314377237,1,0.95,factor=CORESET0Index;factor_value=0;paired_trial_complete,0,PASS
F15-P03-T,F15,F15-P03,treatment,TYPE0_SIB1,1,0,1,0.206549314377237,1,0.95,factor=CORESET0Index;factor_value=4;paired_trial_complete,0,PASS
F15-P04-B,F15,F15-P04,baseline,TYPE0_SIB1,1,0,1,0.206549314377237,1,0.95,factor=CORESET0Index;factor_value=0;paired_trial_complete,0,PASS
F15-P04-T,F15,F15-P04,treatment,TYPE0_SIB1,1,0,1,0.206549314377237,1,0.95,factor=CORESET0Index;factor_value=8;paired_trial_complete,0,PASS
F15-P05-B,F15,F15-P05,baseline,TYPE0_SIB1,1,0,1,0.206549314377237,1,0.95,factor=CORESET0Index;factor_value=0;paired_trial_complete,0,PASS
F15-P05-T,F15,F15-P05,treatment,TYPE0_SIB1,1,1,0,0,0.793450685622763,0.95,factor=CORESET0Index;factor_value=12;paired_trial_complete,0,PASS
F15-P06-B,F15,F15-P06,baseline,TYPE0_SIB1,1,0,1,0.206549314377237,1,0.95,factor=CORESET0Index;factor_value=0;paired_trial_complete,0,PASS
F15-P06-T,F15,F15-P06,treatment,TYPE0_SIB1,1,0,1,0.206549314377237,1,0.95,factor=CORESET0Index;factor_value=1;paired_trial_complete,0,PASS
F16-P01-B,F16,F16-P01,baseline,TYPE0_SIB1,1,0,1,0.206549314377237,1,0.95,factor=SearchSpace0Index;factor_value=0;paired_trial_complete,0,PASS
F16-P01-T,F16,F16-P01,treatment,TYPE0_SIB1,1,0,1,0.206549314377237,1,0.95,factor=SearchSpace0Index;factor_value=1;paired_trial_complete,0,PASS
F16-P02-B,F16,F16-P02,baseline,TYPE0_SIB1,1,0,1,0.206549314377237,1,0.95,factor=SearchSpace0Index;factor_value=0;paired_trial_complete,0,PASS
F16-P02-T,F16,F16-P02,treatment,TYPE0_SIB1,1,0,1,0.206549314377237,1,0.95,factor=SearchSpace0Index;factor_value=2;paired_trial_complete,0,PASS
F16-P03-B,F16,F16-P03,baseline,TYPE0_SIB1,1,0,1,0.206549314377237,1,0.95,factor=SearchSpace0Index;factor_value=0;paired_trial_complete,0,PASS
F16-P03-T,F16,F16-P03,treatment,TYPE0_SIB1,1,0,1,0.206549314377237,1,0.95,factor=SearchSpace0Index;factor_value=4;paired_trial_complete,0,PASS
F16-P04-B,F16,F16-P04,baseline,TYPE0_SIB1,1,0,1,0.206549314377237,1,0.95,factor=SearchSpace0Index;factor_value=0;paired_trial_complete,0,PASS
F16-P04-T,F16,F16-P04,treatment,TYPE0_SIB1,1,0,1,0.206549314377237,1,0.95,factor=SearchSpace0Index;factor_value=8;paired_trial_complete,0,PASS
F16-P05-B,F16,F16-P05,baseline,TYPE0_SIB1,1,0,1,0.206549314377237,1,0.95,factor=SearchSpace0Index;factor_value=0;paired_trial_complete,0,PASS
F16-P05-T,F16,F16-P05,treatment,TYPE0_SIB1,1,0,1,0.206549314377237,1,0.95,factor=SearchSpace0Index;factor_value=12;paired_trial_complete,0,PASS
F16-P06-B,F16,F16-P06,baseline,TYPE0_SIB1,1,0,1,0.206549314377237,1,0.95,factor=SearchSpace0Index;factor_value=0;paired_trial_complete,0,PASS
F16-P06-T,F16,F16-P06,treatment,TYPE0_SIB1,1,0,1,0.206549314377237,1,0.95,factor=SearchSpace0Index;factor_value=1;paired_trial_complete,0,PASS
F17-P01-B,F17,F17-P01,baseline,TYPE0_SIB1,1,0,1,0.206549314377237,1,0.95,factor=AggregationLevel;factor_value=4;paired_trial_complete,0,PASS
F17-P01-T,F17,F17-P01,treatment,TYPE0_SIB1,1,0,1,0.206549314377237,1,0.95,factor=AggregationLevel;factor_value=1;paired_trial_complete,0,PASS
F17-P02-B,F17,F17-P02,baseline,TYPE0_SIB1,1,0,1,0.206549314377237,1,0.95,factor=AggregationLevel;factor_value=4;paired_trial_complete,0,PASS
F17-P02-T,F17,F17-P02,treatment,TYPE0_SIB1,1,0,1,0.206549314377237,1,0.95,factor=AggregationLevel;factor_value=2;paired_trial_complete,0,PASS
F17-P03-B,F17,F17-P03,baseline,TYPE0_SIB1,1,0,1,0.206549314377237,1,0.95,factor=AggregationLevel;factor_value=4;paired_trial_complete,0,PASS
F17-P03-T,F17,F17-P03,treatment,TYPE0_SIB1,1,0,1,0.206549314377237,1,0.95,factor=AggregationLevel;factor_value=8;paired_trial_complete,0,PASS
F17-P04-B,F17,F17-P04,baseline,TYPE0_SIB1,1,0,1,0.206549314377237,1,0.95,factor=AggregationLevel;factor_value=4;paired_trial_complete,0,PASS
F17-P04-T,F17,F17-P04,treatment,TYPE0_SIB1,1,0,1,0.206549314377237,1,0.95,factor=AggregationLevel;factor_value=16;paired_trial_complete,0,PASS
F17-P05-B,F17,F17-P05,baseline,TYPE0_SIB1,1,0,1,0.206549314377237,1,0.95,factor=AggregationLevel;factor_value=4;paired_trial_complete,0,PASS
F17-P05-T,F17,F17-P05,treatment,TYPE0_SIB1,1,0,1,0.206549314377237,1,0.95,factor=AggregationLevel;factor_value=1;paired_trial_complete,0,PASS
F17-P06-B,F17,F17-P06,baseline,TYPE0_SIB1,1,0,1,0.206549314377237,1,0.95,factor=AggregationLevel;factor_value=4;paired_trial_complete,0,PASS
F17-P06-T,F17,F17-P06,treatment,TYPE0_SIB1,1,0,1,0.206549314377237,1,0.95,factor=AggregationLevel;factor_value=2;paired_trial_complete,0,PASS
F18-P01-B,F18,F18-P01,baseline,TYPE0_SIB1,1,0,1,0.206549314377237,1,0.95,factor=SIB1MCS;factor_value=0;paired_trial_complete,0,PASS
F18-P01-T,F18,F18-P01,treatment,TYPE0_SIB1,1,0,1,0.206549314377237,1,0.95,factor=SIB1MCS;factor_value=2;paired_trial_complete,0,PASS
F18-P02-B,F18,F18-P02,baseline,TYPE0_SIB1,1,0,1,0.206549314377237,1,0.95,factor=SIB1MCS;factor_value=0;paired_trial_complete,0,PASS
F18-P02-T,F18,F18-P02,treatment,TYPE0_SIB1,1,0,1,0.206549314377237,1,0.95,factor=SIB1MCS;factor_value=4;paired_trial_complete,0,PASS
F18-P03-B,F18,F18-P03,baseline,TYPE0_SIB1,1,0,1,0.206549314377237,1,0.95,factor=SIB1MCS;factor_value=0;paired_trial_complete,0,PASS
F18-P03-T,F18,F18-P03,treatment,TYPE0_SIB1,1,0,1,0.206549314377237,1,0.95,factor=SIB1MCS;factor_value=6;paired_trial_complete,0,PASS
F18-P04-B,F18,F18-P04,baseline,TYPE0_SIB1,1,0,1,0.206549314377237,1,0.95,factor=SIB1MCS;factor_value=0;paired_trial_complete,0,PASS
F18-P04-T,F18,F18-P04,treatment,TYPE0_SIB1,1,0,1,0.206549314377237,1,0.95,factor=SIB1MCS;factor_value=9;paired_trial_complete,0,PASS
F18-P05-B,F18,F18-P05,baseline,TYPE0_SIB1,1,0,1,0.206549314377237,1,0.95,factor=SIB1MCS;factor_value=0;paired_trial_complete,0,PASS
F18-P05-T,F18,F18-P05,treatment,TYPE0_SIB1,1,0,1,0.206549314377237,1,0.95,factor=SIB1MCS;factor_value=2;paired_trial_complete,0,PASS
F18-P06-B,F18,F18-P06,baseline,TYPE0_SIB1,1,0,1,0.206549314377237,1,0.95,factor=SIB1MCS;factor_value=0;paired_trial_complete,0,PASS
F18-P06-T,F18,F18-P06,treatment,TYPE0_SIB1,1,0,1,0.206549314377237,1,0.95,factor=SIB1MCS;factor_value=4;paired_trial_complete,0,PASS
F19-P01-B,F19,F19-P01,baseline,TYPE0_SIB1,1,0,1,0.206549314377237,1,0.95,factor=SIB1PayloadBits;factor_value=256;paired_trial_complete,0,PASS
F19-P01-T,F19,F19-P01,treatment,TYPE0_SIB1,1,0,1,0.206549314377237,1,0.95,factor=SIB1PayloadBits;factor_value=512;paired_trial_complete,0,PASS
F19-P02-B,F19,F19-P02,baseline,TYPE0_SIB1,1,0,1,0.206549314377237,1,0.95,factor=SIB1PayloadBits;factor_value=256;paired_trial_complete,0,PASS
F19-P02-T,F19,F19-P02,treatment,TYPE0_SIB1,1,0,1,0.206549314377237,1,0.95,factor=SIB1PayloadBits;factor_value=1024;paired_trial_complete,0,PASS
F19-P03-B,F19,F19-P03,baseline,TYPE0_SIB1,1,0,1,0.206549314377237,1,0.95,factor=SIB1PayloadBits;factor_value=256;paired_trial_complete,0,PASS
F19-P03-T,F19,F19-P03,treatment,TYPE0_SIB1,1,0,1,0.206549314377237,1,0.95,factor=SIB1PayloadBits;factor_value=2048;paired_trial_complete,0,PASS
F19-P04-B,F19,F19-P04,baseline,TYPE0_SIB1,1,0,1,0.206549314377237,1,0.95,factor=SIB1PayloadBits;factor_value=256;paired_trial_complete,0,PASS
F19-P04-T,F19,F19-P04,treatment,TYPE0_SIB1,1,0,1,0.206549314377237,1,0.95,factor=SIB1PayloadBits;factor_value=4096;paired_trial_complete,0,PASS
F19-P05-B,F19,F19-P05,baseline,TYPE0_SIB1,1,0,1,0.206549314377237,1,0.95,factor=SIB1PayloadBits;factor_value=256;paired_trial_complete,0,PASS
F19-P05-T,F19,F19-P05,treatment,TYPE0_SIB1,1,0,1,0.206549314377237,1,0.95,factor=SIB1PayloadBits;factor_value=512;paired_trial_complete,0,PASS
F19-P06-B,F19,F19-P06,baseline,TYPE0_SIB1,1,0,1,0.206549314377237,1,0.95,factor=SIB1PayloadBits;factor_value=256;paired_trial_complete,0,PASS
F19-P06-T,F19,F19-P06,treatment,TYPE0_SIB1,1,0,1,0.206549314377237,1,0.95,factor=SIB1PayloadBits;factor_value=1024;paired_trial_complete,0,PASS
F20-P01-B,F20,F20-P01,baseline,TYPE0_SIB1,1,0,1,0.206549314377237,1,0.95,factor=SIB1OptionalIECount;factor_value=0;paired_trial_complete,0,PASS
F20-P01-T,F20,F20-P01,treatment,TYPE0_SIB1,1,1,0,0,0.793450685622763,0.95,factor=SIB1OptionalIECount;factor_value=2;paired_trial_complete,0,PASS
F20-P02-B,F20,F20-P02,baseline,TYPE0_SIB1,1,0,1,0.206549314377237,1,0.95,factor=SIB1OptionalIECount;factor_value=0;paired_trial_complete,0,PASS
F20-P02-T,F20,F20-P02,treatment,TYPE0_SIB1,1,1,0,0,0.793450685622763,0.95,factor=SIB1OptionalIECount;factor_value=4;paired_trial_complete,0,PASS
F20-P03-B,F20,F20-P03,baseline,TYPE0_SIB1,1,0,1,0.206549314377237,1,0.95,factor=SIB1OptionalIECount;factor_value=0;paired_trial_complete,0,PASS
F20-P03-T,F20,F20-P03,treatment,TYPE0_SIB1,1,1,0,0,0.793450685622763,0.95,factor=SIB1OptionalIECount;factor_value=8;paired_trial_complete,0,PASS
F20-P04-B,F20,F20-P04,baseline,TYPE0_SIB1,1,0,1,0.206549314377237,1,0.95,factor=SIB1OptionalIECount;factor_value=0;paired_trial_complete,0,PASS
F20-P04-T,F20,F20-P04,treatment,TYPE0_SIB1,1,1,0,0,0.793450685622763,0.95,factor=SIB1OptionalIECount;factor_value=12;paired_trial_complete,0,PASS
F20-P05-B,F20,F20-P05,baseline,TYPE0_SIB1,1,0,1,0.206549314377237,1,0.95,factor=SIB1OptionalIECount;factor_value=0;paired_trial_complete,0,PASS
F20-P05-T,F20,F20-P05,treatment,TYPE0_SIB1,1,1,0,0,0.793450685622763,0.95,factor=SIB1OptionalIECount;factor_value=2;paired_trial_complete,0,PASS
F20-P06-B,F20,F20-P06,baseline,TYPE0_SIB1,1,0,1,0.206549314377237,1,0.95,factor=SIB1OptionalIECount;factor_value=0;paired_trial_complete,0,PASS
F20-P06-T,F20,F20-P06,treatment,TYPE0_SIB1,1,1,0,0,0.793450685622763,0.95,factor=SIB1OptionalIECount;factor_value=4;paired_trial_complete,0,PASS
F21-P01-B,F21,F21-P01,baseline,TYPE0_SIB1,1,0,1,0.206549314377237,1,0.95,factor=SIB1Periodicity_ms;factor_value=160;paired_trial_complete,0,PASS
F21-P01-T,F21,F21-P01,treatment,TYPE0_SIB1,1,0,1,0.206549314377237,1,0.95,factor=SIB1Periodicity_ms;factor_value=20;paired_trial_complete,0,PASS
F21-P02-B,F21,F21-P02,baseline,TYPE0_SIB1,1,0,1,0.206549314377237,1,0.95,factor=SIB1Periodicity_ms;factor_value=160;paired_trial_complete,0,PASS
F21-P02-T,F21,F21-P02,treatment,TYPE0_SIB1,1,0,1,0.206549314377237,1,0.95,factor=SIB1Periodicity_ms;factor_value=40;paired_trial_complete,0,PASS
F21-P03-B,F21,F21-P03,baseline,TYPE0_SIB1,1,0,1,0.206549314377237,1,0.95,factor=SIB1Periodicity_ms;factor_value=160;paired_trial_complete,0,PASS
F21-P03-T,F21,F21-P03,treatment,TYPE0_SIB1,1,0,1,0.206549314377237,1,0.95,factor=SIB1Periodicity_ms;factor_value=80;paired_trial_complete,0,PASS
F21-P04-B,F21,F21-P04,baseline,TYPE0_SIB1,1,0,1,0.206549314377237,1,0.95,factor=SIB1Periodicity_ms;factor_value=160;paired_trial_complete,0,PASS
F21-P04-T,F21,F21-P04,treatment,TYPE0_SIB1,1,0,1,0.206549314377237,1,0.95,factor=SIB1Periodicity_ms;factor_value=20;paired_trial_complete,0,PASS
F21-P05-B,F21,F21-P05,baseline,TYPE0_SIB1,1,0,1,0.206549314377237,1,0.95,factor=SIB1Periodicity_ms;factor_value=160;paired_trial_complete,0,PASS
F21-P05-T,F21,F21-P05,treatment,TYPE0_SIB1,1,0,1,0.206549314377237,1,0.95,factor=SIB1Periodicity_ms;factor_value=40;paired_trial_complete,0,PASS
F21-P06-B,F21,F21-P06,baseline,TYPE0_SIB1,1,0,1,0.206549314377237,1,0.95,factor=SIB1Periodicity_ms;factor_value=160;paired_trial_complete,0,PASS
F21-P06-T,F21,F21-P06,treatment,TYPE0_SIB1,1,0,1,0.206549314377237,1,0.95,factor=SIB1Periodicity_ms;factor_value=80;paired_trial_complete,0,PASS
F22-P01-B,F22,F22-P01,baseline,PRACH,1,0,1,0.206549314377237,1,0.95,factor=PreambleFormat;factor_value=0;paired_trial_complete,0,PASS
F22-P01-T,F22,F22-P01,treatment,PRACH,1,1,0,0,0.793450685622763,0.95,factor=PreambleFormat;factor_value=A1;paired_trial_complete,0,PASS
F22-P02-B,F22,F22-P02,baseline,PRACH,1,0,1,0.206549314377237,1,0.95,factor=PreambleFormat;factor_value=0;paired_trial_complete,0,PASS
F22-P02-T,F22,F22-P02,treatment,PRACH,1,1,0,0,0.793450685622763,0.95,factor=PreambleFormat;factor_value=A1;paired_trial_complete,0,PASS
F22-P03-B,F22,F22-P03,baseline,PRACH,1,0,1,0.206549314377237,1,0.95,factor=PreambleFormat;factor_value=0;paired_trial_complete,0,PASS
F22-P03-T,F22,F22-P03,treatment,PRACH,1,1,0,0,0.793450685622763,0.95,factor=PreambleFormat;factor_value=A1;paired_trial_complete,0,PASS
F22-P04-B,F22,F22-P04,baseline,PRACH,1,0,1,0.206549314377237,1,0.95,factor=PreambleFormat;factor_value=0;paired_trial_complete,0,PASS
F22-P04-T,F22,F22-P04,treatment,PRACH,1,1,0,0,0.793450685622763,0.95,factor=PreambleFormat;factor_value=A1;paired_trial_complete,0,PASS
F22-P05-B,F22,F22-P05,baseline,PRACH,1,0,1,0.206549314377237,1,0.95,factor=PreambleFormat;factor_value=0;paired_trial_complete,0,PASS
F22-P05-T,F22,F22-P05,treatment,PRACH,1,1,0,0,0.793450685622763,0.95,factor=PreambleFormat;factor_value=A1;paired_trial_complete,0,PASS
F22-P06-B,F22,F22-P06,baseline,PRACH,1,0,1,0.206549314377237,1,0.95,factor=PreambleFormat;factor_value=0;paired_trial_complete,0,PASS
F22-P06-T,F22,F22-P06,treatment,PRACH,1,1,0,0,0.793450685622763,0.95,factor=PreambleFormat;factor_value=A1;paired_trial_complete,0,PASS
F23-P01-B,F23,F23-P01,baseline,PRACH,1,1,0,0,0.793450685622763,0.95,factor=PreambleFormat;factor_value=A1;paired_trial_complete,0,PASS
F23-P01-T,F23,F23-P01,treatment,PRACH,1,0,1,0.206549314377237,1,0.95,factor=PreambleFormat;factor_value=0;paired_trial_complete,0,PASS
F23-P02-B,F23,F23-P02,baseline,PRACH,1,1,0,0,0.793450685622763,0.95,factor=PreambleFormat;factor_value=A1;paired_trial_complete,0,PASS
F23-P02-T,F23,F23-P02,treatment,PRACH,1,0,1,0.206549314377237,1,0.95,factor=PreambleFormat;factor_value=1;paired_trial_complete,0,PASS
F23-P03-B,F23,F23-P03,baseline,PRACH,1,1,0,0,0.793450685622763,0.95,factor=PreambleFormat;factor_value=A1;paired_trial_complete,0,PASS
F23-P03-T,F23,F23-P03,treatment,PRACH,1,0,1,0.206549314377237,1,0.95,factor=PreambleFormat;factor_value=2;paired_trial_complete,0,PASS
F23-P04-B,F23,F23-P04,baseline,PRACH,1,1,0,0,0.793450685622763,0.95,factor=PreambleFormat;factor_value=A1;paired_trial_complete,0,PASS
F23-P04-T,F23,F23-P04,treatment,PRACH,1,1,0,0,0.793450685622763,0.95,factor=PreambleFormat;factor_value=3;paired_trial_complete,0,PASS
F23-P05-B,F23,F23-P05,baseline,PRACH,1,1,0,0,0.793450685622763,0.95,factor=PreambleFormat;factor_value=A1;paired_trial_complete,0,PASS
F23-P05-T,F23,F23-P05,treatment,PRACH,1,1,0,0,0.793450685622763,0.95,factor=PreambleFormat;factor_value=A2;paired_trial_complete,0,PASS
F23-P06-B,F23,F23-P06,baseline,PRACH,1,1,0,0,0.793450685622763,0.95,factor=PreambleFormat;factor_value=A1;paired_trial_complete,0,PASS
F23-P06-T,F23,F23-P06,treatment,PRACH,1,1,0,0,0.793450685622763,0.95,factor=PreambleFormat;factor_value=A3;paired_trial_complete,0,PASS
F24-P01-B,F24,F24-P01,baseline,PRACH,1,0,1,0.206549314377237,1,0.95,factor=PRACHSCS_kHz;factor_value=1.25;paired_trial_complete,0,PASS
F24-P01-T,F24,F24-P01,treatment,PRACH,1,1,0,0,0.793450685622763,0.95,factor=PRACHSCS_kHz;factor_value=5;paired_trial_complete,0,PASS
F24-P02-B,F24,F24-P02,baseline,PRACH,1,0,1,0.206549314377237,1,0.95,factor=PRACHSCS_kHz;factor_value=1.25;paired_trial_complete,0,PASS
F24-P02-T,F24,F24-P02,treatment,PRACH,1,0,1,0.206549314377237,1,0.95,factor=PRACHSCS_kHz;factor_value=15;paired_trial_complete,0,PASS
F24-P03-B,F24,F24-P03,baseline,PRACH,1,0,1,0.206549314377237,1,0.95,factor=PRACHSCS_kHz;factor_value=1.25;paired_trial_complete,0,PASS
F24-P03-T,F24,F24-P03,treatment,PRACH,1,1,0,0,0.793450685622763,0.95,factor=PRACHSCS_kHz;factor_value=30;paired_trial_complete,0,PASS
F24-P04-B,F24,F24-P04,baseline,PRACH,1,0,1,0.206549314377237,1,0.95,factor=PRACHSCS_kHz;factor_value=1.25;paired_trial_complete,0,PASS
F24-P04-T,F24,F24-P04,treatment,PRACH,1,1,0,0,0.793450685622763,0.95,factor=PRACHSCS_kHz;factor_value=60;paired_trial_complete,0,PASS
F24-P05-B,F24,F24-P05,baseline,PRACH,1,0,1,0.206549314377237,1,0.95,factor=PRACHSCS_kHz;factor_value=1.25;paired_trial_complete,0,PASS
F24-P05-T,F24,F24-P05,treatment,PRACH,1,1,0,0,0.793450685622763,0.95,factor=PRACHSCS_kHz;factor_value=5;paired_trial_complete,0,PASS
F24-P06-B,F24,F24-P06,baseline,PRACH,1,0,1,0.206549314377237,1,0.95,factor=PRACHSCS_kHz;factor_value=1.25;paired_trial_complete,0,PASS
F24-P06-T,F24,F24-P06,treatment,PRACH,1,0,1,0.206549314377237,1,0.95,factor=PRACHSCS_kHz;factor_value=15;paired_trial_complete,0,PASS
F25-P01-B,F25,F25-P01,baseline,PRACH,1,1,0,0,0.793450685622763,0.95,factor=RestrictedSet;factor_value=UnrestrictedSet;paired_trial_complete,0,PASS
F25-P01-T,F25,F25-P01,treatment,PRACH,1,0,1,0.206549314377237,1,0.95,factor=RestrictedSet;factor_value=RestrictedSetTypeA;paired_trial_complete,0,PASS
F25-P02-B,F25,F25-P02,baseline,PRACH,1,1,0,0,0.793450685622763,0.95,factor=RestrictedSet;factor_value=UnrestrictedSet;paired_trial_complete,0,PASS
F25-P02-T,F25,F25-P02,treatment,PRACH,1,0,1,0.206549314377237,1,0.95,factor=RestrictedSet;factor_value=RestrictedSetTypeA;paired_trial_complete,0,PASS
F25-P03-B,F25,F25-P03,baseline,PRACH,1,1,0,0,0.793450685622763,0.95,factor=RestrictedSet;factor_value=UnrestrictedSet;paired_trial_complete,0,PASS
F25-P03-T,F25,F25-P03,treatment,PRACH,1,0,1,0.206549314377237,1,0.95,factor=RestrictedSet;factor_value=RestrictedSetTypeA;paired_trial_complete,0,PASS
F25-P04-B,F25,F25-P04,baseline,PRACH,1,1,0,0,0.793450685622763,0.95,factor=RestrictedSet;factor_value=UnrestrictedSet;paired_trial_complete,0,PASS
F25-P04-T,F25,F25-P04,treatment,PRACH,1,0,1,0.206549314377237,1,0.95,factor=RestrictedSet;factor_value=RestrictedSetTypeA;paired_trial_complete,0,PASS
F25-P05-B,F25,F25-P05,baseline,PRACH,1,1,0,0,0.793450685622763,0.95,factor=RestrictedSet;factor_value=UnrestrictedSet;paired_trial_complete,0,PASS
F25-P05-T,F25,F25-P05,treatment,PRACH,1,0,1,0.206549314377237,1,0.95,factor=RestrictedSet;factor_value=RestrictedSetTypeA;paired_trial_complete,0,PASS
F25-P06-B,F25,F25-P06,baseline,PRACH,1,1,0,0,0.793450685622763,0.95,factor=RestrictedSet;factor_value=UnrestrictedSet;paired_trial_complete,0,PASS
F25-P06-T,F25,F25-P06,treatment,PRACH,1,0,1,0.206549314377237,1,0.95,factor=RestrictedSet;factor_value=RestrictedSetTypeA;paired_trial_complete,0,PASS
F26-P01-B,F26,F26-P01,baseline,PRACH,1,1,0,0,0.793450685622763,0.95,factor=RestrictedSet;factor_value=UnrestrictedSet;paired_trial_complete,0,PASS
F26-P01-T,F26,F26-P01,treatment,PRACH,1,0,1,0.206549314377237,1,0.95,factor=RestrictedSet;factor_value=RestrictedSetTypeB;paired_trial_complete,0,PASS
F26-P02-B,F26,F26-P02,baseline,PRACH,1,1,0,0,0.793450685622763,0.95,factor=RestrictedSet;factor_value=UnrestrictedSet;paired_trial_complete,0,PASS
F26-P02-T,F26,F26-P02,treatment,PRACH,1,0,1,0.206549314377237,1,0.95,factor=RestrictedSet;factor_value=RestrictedSetTypeB;paired_trial_complete,0,PASS
F26-P03-B,F26,F26-P03,baseline,PRACH,1,1,0,0,0.793450685622763,0.95,factor=RestrictedSet;factor_value=UnrestrictedSet;paired_trial_complete,0,PASS
F26-P03-T,F26,F26-P03,treatment,PRACH,1,0,1,0.206549314377237,1,0.95,factor=RestrictedSet;factor_value=RestrictedSetTypeB;paired_trial_complete,0,PASS
F26-P04-B,F26,F26-P04,baseline,PRACH,1,1,0,0,0.793450685622763,0.95,factor=RestrictedSet;factor_value=UnrestrictedSet;paired_trial_complete,0,PASS
F26-P04-T,F26,F26-P04,treatment,PRACH,1,0,1,0.206549314377237,1,0.95,factor=RestrictedSet;factor_value=RestrictedSetTypeB;paired_trial_complete,0,PASS
F26-P05-B,F26,F26-P05,baseline,PRACH,1,1,0,0,0.793450685622763,0.95,factor=RestrictedSet;factor_value=UnrestrictedSet;paired_trial_complete,0,PASS
F26-P05-T,F26,F26-P05,treatment,PRACH,1,0,1,0.206549314377237,1,0.95,factor=RestrictedSet;factor_value=RestrictedSetTypeB;paired_trial_complete,0,PASS
F26-P06-B,F26,F26-P06,baseline,PRACH,1,1,0,0,0.793450685622763,0.95,factor=RestrictedSet;factor_value=UnrestrictedSet;paired_trial_complete,0,PASS
F26-P06-T,F26,F26-P06,treatment,PRACH,1,0,1,0.206549314377237,1,0.95,factor=RestrictedSet;factor_value=RestrictedSetTypeB;paired_trial_complete,0,PASS
F27-P01-B,F27,F27-P01,baseline,PRACH,1,1,0,0,0.793450685622763,0.95,factor=ZeroCorrelationZoneConfig;factor_value=0;paired_trial_complete,0,PASS
F27-P01-T,F27,F27-P01,treatment,PRACH,1,1,0,0,0.793450685622763,0.95,factor=ZeroCorrelationZoneConfig;factor_value=1;paired_trial_complete,0,PASS
F27-P02-B,F27,F27-P02,baseline,PRACH,1,1,0,0,0.793450685622763,0.95,factor=ZeroCorrelationZoneConfig;factor_value=0;paired_trial_complete,0,PASS
F27-P02-T,F27,F27-P02,treatment,PRACH,1,1,0,0,0.793450685622763,0.95,factor=ZeroCorrelationZoneConfig;factor_value=5;paired_trial_complete,0,PASS
F27-P03-B,F27,F27-P03,baseline,PRACH,1,1,0,0,0.793450685622763,0.95,factor=ZeroCorrelationZoneConfig;factor_value=0;paired_trial_complete,0,PASS
F27-P03-T,F27,F27-P03,treatment,PRACH,1,1,0,0,0.793450685622763,0.95,factor=ZeroCorrelationZoneConfig;factor_value=10;paired_trial_complete,0,PASS
F27-P04-B,F27,F27-P04,baseline,PRACH,1,1,0,0,0.793450685622763,0.95,factor=ZeroCorrelationZoneConfig;factor_value=0;paired_trial_complete,0,PASS
F27-P04-T,F27,F27-P04,treatment,PRACH,1,1,0,0,0.793450685622763,0.95,factor=ZeroCorrelationZoneConfig;factor_value=15;paired_trial_complete,0,PASS
F27-P05-B,F27,F27-P05,baseline,PRACH,1,1,0,0,0.793450685622763,0.95,factor=ZeroCorrelationZoneConfig;factor_value=0;paired_trial_complete,0,PASS
F27-P05-T,F27,F27-P05,treatment,PRACH,1,1,0,0,0.793450685622763,0.95,factor=ZeroCorrelationZoneConfig;factor_value=1;paired_trial_complete,0,PASS
F27-P06-B,F27,F27-P06,baseline,PRACH,1,1,0,0,0.793450685622763,0.95,factor=ZeroCorrelationZoneConfig;factor_value=0;paired_trial_complete,0,PASS
F27-P06-T,F27,F27-P06,treatment,PRACH,1,1,0,0,0.793450685622763,0.95,factor=ZeroCorrelationZoneConfig;factor_value=5;paired_trial_complete,0,PASS
F28-P01-B,F28,F28-P01,baseline,PRACH,1,1,0,0,0.793450685622763,0.95,factor=RootReuseFactor;factor_value=1;paired_trial_complete,0,PASS
F28-P01-T,F28,F28-P01,treatment,PRACH,1,1,0,0,0.793450685622763,0.95,factor=RootReuseFactor;factor_value=2;paired_trial_complete,0,PASS
F28-P02-B,F28,F28-P02,baseline,PRACH,1,1,0,0,0.793450685622763,0.95,factor=RootReuseFactor;factor_value=1;paired_trial_complete,0,PASS
F28-P02-T,F28,F28-P02,treatment,PRACH,1,1,0,0,0.793450685622763,0.95,factor=RootReuseFactor;factor_value=4;paired_trial_complete,0,PASS
F28-P03-B,F28,F28-P03,baseline,PRACH,1,1,0,0,0.793450685622763,0.95,factor=RootReuseFactor;factor_value=1;paired_trial_complete,0,PASS
