relative_path,bytes,sha256,parse_ok,row_count,column_count,duplicate_header_count,row_width_mismatch_count,blank_cell_count,blank_fraction,nan_token_count,inf_token_count,duplicate_row_count,failure_token_count,proxy_token_count,synthetic_token_count,fallback_token_count,placeholder_token_count,schema_only,observation_count,observations,issue_count,issues
air_interface/csv/csi_feedback_reports.csv,8743,47f0a59e4166ed912793086386b594ed6e2499d6252909df13490bd5a72c4787,True,8,71,0,0,65,0.11443661971830986,35,0,0,0,0,0,0,0,False,0,,0,
air_interface/csv/csi_rs_trials.csv,8788,375fd3aca4ebd7960a38ba5f08660291fe309fb343028c4364d1d727cfa0d98a,True,2,143,0,0,2,0.006993006993006993,2,0,0,0,0,0,0,0,False,0,,0,
air_interface/csv/distance_vs_sinr.csv,1242,35dfe7080687169b6332f4bc35140ba6cec0b8efd8f8985f733c440a2d3bdc27,True,8,16,0,0,8,0.0625,8,0,0,0,0,0,0,0,False,0,,0,
air_interface/csv/dl_constellation_samples.csv,1995139,cdd5e49093452179a23ec251b571dd64bfcbe585fbce1c0357438544bf46dcb8,True,2314,63,0,0,0,0.0,0,0,0,0,0,0,0,0,False,0,,0,
air_interface/csv/dl_measured_sinr_bler_curve.csv,1381,a832da037e62498e8edcce15ab219f612eb3eace6ae26b287034bc6bfb6810c0,True,8,19,0,0,8,0.05263157894736842,8,0,0,0,0,0,0,0,False,0,,0,
air_interface/csv/dl_measured_sinr_throughput_curve.csv,1209,45a33318e432d81b9108e59a5e0ef6f68761ae3ebe4505395c456855a5baff01,True,8,18,0,0,8,0.05555555555555555,8,0,0,0,0,0,0,0,False,0,,0,
air_interface/csv/dl_pdsch_receiver_evidence_audit.csv,1790,643821cbfd42fc13c083de94ce039f15f1c7ebeec27d63dc852c68101b86a9a7,True,6,47,0,0,0,0.0,0,0,0,0,0,0,0,0,False,0,,0,
air_interface/csv/dl_pdsch_trials.csv,321828,835fea4f1bffae0d5c002f545b5fce4eb791468bf2f0ceb7748436352c627f50,True,6,997,0,0,1325,0.22149782681377467,47,0,0,0,24,0,0,0,False,0,,0,
air_interface/csv/fer_summary.csv,1861,85470286265e35ee57b691c0803c1bf1e556d5376e73b794e155c99961365662,True,4,14,0,0,6,0.10714285714285714,6,0,0,0,0,0,0,0,False,0,,0,
air_interface/csv/harq_combining_gain.csv,398,d3fdbf1f2a68ccdce44a5dac53473db4a9dc362525028a8f5bef9665ec2d029c,True,1,16,0,0,0,0.0,0,0,0,0,0,0,0,0,False,0,,0,
air_interface/csv/link_anchor_kpis.csv,1713,af0221d82aba047ce5197e5ee5f93c72ffaf1baf65b36c01be7c4a40a4a14c6c,True,6,23,0,0,57,0.41304347826086957,45,0,0,0,0,0,0,0,False,0,,0,
air_interface/csv/link_kpis.csv,1644,5d4a2d58699cb972bc68d526d7b28c2a9d91e4ce6dce81aed77cbaa04cc08e2f,True,6,17,0,0,30,0.29411764705882354,28,0,0,0,0,0,0,0,False,0,,0,
air_interface/csv/live_measured_sinr_summary.csv,1390,4b90558d607c7be2b8b50268750e16be91278f0c9b2a7934a2cdbd814a30012c,True,4,24,0,0,2,0.020833333333333332,2,0,0,0,0,0,0,0,False,0,,0,
air_interface/csv/lls_kpi_summary.csv,1246,c7e6c7cbe543120bc7d073c7f6f4e89166748db1aeed5e13f846885c8ec717ec,True,4,24,0,0,6,0.0625,2,0,0,0,0,0,0,0,False,0,,0,
air_interface/csv/lls_measured_sinr_summary.csv,1390,4b90558d607c7be2b8b50268750e16be91278f0c9b2a7934a2cdbd814a30012c,True,4,24,0,0,2,0.020833333333333332,2,0,0,0,0,0,0,0,False,0,,0,
air_interface/csv/measured_sinr_distribution.csv,1540,41dc6f2bf771bbf9574ee09ccc37114bac8190e12b9ba6ae6ac1516ba653525d,True,12,12,0,0,18,0.125,18,0,0,0,0,0,0,0,False,0,,0,
air_interface/csv/metric_unit_catalog.csv,429600,8692ac2c72149a91a7f0f0f11666d736eeb71e27294cfd37922f798a29b939f3,True,4888,4,0,0,0,0.0,0,0,0,9,108,0,12,8,False,0,,0,
air_interface/csv/multiuser_user_summary.csv,862,26db1b116651ead28b10575b44b90b115ef59e8c28108426660dfd7d2bdd8b2f,True,2,29,0,0,0,0.0,0,0,0,0,0,0,0,0,False,0,,0,
air_interface/csv/papr_ccdf.csv,715,d96b5989cd588d2b1abcb5603645e5477bcc91f6559f6c8e9e167356ae46ec09,True,32,3,0,0,0,0.0,0,0,0,0,0,0,0,0,False,0,,0,
air_interface/csv/pbch_trials.csv,26839,9aeec728f029e84512600a71a640ba14112fd6cf6d2706d7cc48f46bf41e79a7,True,4,379,0,0,124,0.08179419525065963,0,0,0,0,8,0,0,0,False,0,,0,
air_interface/csv/pdcch_trials.csv,52999,894ee4b27d676596bd950f718b0b0cbafbe4b4b488307d10257f511749f80c54,True,8,441,0,0,258,0.07312925170068027,18,0,0,0,16,0,0,0,False,0,,0,
air_interface/csv/prach_trials.csv,15127,be3f6a8f56879d928d6d6aa14eaa2d2aeb5cee2edf486c8c299e3e6b684bf15a,True,1,460,0,0,26,0.05652173913043478,0,0,0,0,2,0,0,0,False,0,,0,
air_interface/csv/pucch_trials.csv,10149,92816fb9f455d318b1afc4c2c2af3ea849447b32445841a2dfc53b0749f8f732,True,2,188,0,0,2,0.005319148936170213,0,0,0,0,4,0,0,0,False,0,,0,
