run_id,chart_name,direction,ue_index,frame,slot,cell_id,source_table_logical_path,source_row_index,x_value,x_source_field,x_source,metric_value,metric_source_field,metric_reference_source,mcs,layers,format,crc_pass,noise_operating_mode,value_status,x_value_status,x_value_reason,x_value_role,x_measurement_domain,x_is_limited,x_raw_equalizer_db
candidate_preview,PUSCH BLER vs measured SINR,UL,1,1,10.0,,air_interface/csv/ul_pusch_trials.csv,1,45.0,PostEqSINR_dB,post_equalization_sinr_from_pusch_codebook_effective_channel,0,transport_block_error,,4,1,,1,standalone_awgn_snr_argument,available,OK_dynamic_range_limited,raw_post_eq_sinr_60.0822_dB_limited_to_max_trusted_45_dB,measured_post_equalization_scheduling_input,,True,60.0822250935111
