run_id,chart_name,direction,ue_index,frame,sfn,slot,cell_id,tb_id,grant_id,mcs,layers,crc_pass,sinr_db,sinr_source_field,sinr_measurement_source,sinr_value_status,sinr_measurement_domain,sinr_value_reason,sinr_value_role,sinr_is_limited,sinr_raw_equalizer_db,throughput_mbps,goodput_mbps,throughput_value_status,goodput_value_status,rate_semantics,measurement_scope,value_status,source_truth_status,source_table_logical_path,source_row_index
candidate_preview,throughput vs SINR,UL,1,1,0,10,1,,,4,1,1,45.0,PostEqSINR_dB,post_equalization_sinr_from_pusch_codebook_effective_channel,OK_dynamic_range_limited,,raw_post_eq_sinr_60.0822_dB_limited_to_max_trusted_45_dB,measured_post_equalization_scheduling_input,True,60.0822250935111,2.152,2.152,available,available,scheduled_TB_bitrate_and_runtime_goodput,individual_runtime_trial_not_sweep_curve,available,real_lls_evidence,air_interface/csv/ul_pusch_trials.csv,1
