Direction,UEIndex,RNTI,HarqID,NDI,RV,IsRetransmission,SourceSlot,DueSlot,Ack,DataReceiveSymbolStartSample,DataReceiveSymbolEndSampleExclusive,DataDecodeAvailableAtSample,DataReceiveSampleRateHz,DataReceiveTimingSource,DataReceiveTimingEvidenceJSON,CurrentDecodeOK,CombinedDecodeOK,ServingCell,BaseStationID,ComponentCarrier,ActiveULBWP,TBSBits,UCIBitCount,PRIValue,PRIProvenance,FirstCCE,NumCCE,RequestedFormat,ResolvedFormat,PUCCHResourceId,PUCCHPRBStart,PUCCHPRBCount,PUCCHSymbolStart,PUCCHNumSymbols,UCIType,ControlResourceSource,ControlResourceValidity,FormatAdaptationReason,PUCCHGrantId,DeliveryMechanism,PUSCHGrantContextId,MultiplexedBitIndex,Processed,RightCensored,CensorBoundarySlot,CensorReason,CensorScope,HARQProtocolDecisionEvidenceJSON
"DL",1,1,2,1,2,1,53,54,1,NaN,NaN,NaN,NaN,"","",0,0,1,1,0,0,1064,1,0,"received_connected_dci",0,4,0,0,"0",0,1,12,2,"harq_ack","typed_rrc_resource_set_and_decoded_pri",1,"none_strict_assignment","pucchgrant:fbdir=DL:due=54:src=53:ue=1:rnti=1:harq=2:cell=1:cc=0:ulbwp=0","pucch","",NaN,0,0,NaN,"","","{""ContractVersion"":""received_dl_retained_ack/v1"",""UEId"":1,""RNTI"":1,""HARQProcess"":2,""NDI"":1,""ControlAbsoluteSlot"":52,""DataAbsoluteSlot"":52,""ReceivedAssignmentDigest"":""564c4e6fb46cc22f1189061d2e0d64576da5acc77c565799ecd71138d5742871"",""PriorAcknowledgedAssignmentDigest"":""18b6ea83b0b0796be93e3d229e5552741d01ecbf7d3a64e328c3d9e6474ec1f3"",""PriorAcknowledgedDataAbsoluteSlot"":42,""InitialAssignmentDigest"":""48701791eaf140e22a66a8c111c6c8baef895c09491d4848053efa1e400be5a6"",""RetainedTBSBits"":1064,""ACK"":true,""DecodeAttempted"":false,""DeliverTransportBlock"":false,""FeedbackTransmissionQualified"":false,""Source"":""received_dci_and_ue_retained_decoded_tb"",""ControlAvailableAtSample"":407040,""DecisionAvailableAtSample"":407040,""SampleRateHz"":7.68E+6,""HARQFeedbackAbsoluteSlot"":53,""PUCCHResourceIndicator"":0}"
