RunID,OperatingPointID,DCIFormat,RNTIType,AggregationLevel,SearchSpaceType,Channel,SNRdB,Trials,CorrectDetections,Misses,FalseAlarms,DetectionProbability,DetectionCILower,DetectionCIUpper,FalseAlarmProbability,FalseAlarmCIUpper,Incomplete,StopReason,Status,ExecutionBackend,ApproximationMode,EvidenceClass
PDCCH_PHASE04_R18,OP001,0_0,C-RNTI,1,USS,AWGN,10,25,20,0,0,1,0.83887,1,0,0.43448,false,fixed_contract_trial_budget_met,PASS,strict_pdcch_waveform_tx_rx,none,waveform_truth
PDCCH_PHASE04_R18,OP002,0_1,C-RNTI,1,USS,TDL-C,14,25,20,0,0,1,0.83887,1,0,0.43448,false,fixed_contract_trial_budget_met,PASS,strict_pdcch_waveform_tx_rx,none,waveform_truth
PDCCH_PHASE04_R18,OP003,1_0,C-RNTI,1,USS,AWGN,10,25,20,0,0,1,0.83887,1,0,0.43448,false,fixed_contract_trial_budget_met,PASS,strict_pdcch_waveform_tx_rx,none,waveform_truth
PDCCH_PHASE04_R18,OP004,1_1,C-RNTI,1,USS,TDL-C,14,25,20,0,0,1,0.83887,1,0,0.43448,false,fixed_contract_trial_budget_met,PASS,strict_pdcch_waveform_tx_rx,none,waveform_truth
PDCCH_PHASE04_R18,OP005,0_0,C-RNTI,2,USS,AWGN,8,25,20,0,0,1,0.83887,1,0,0.43448,false,fixed_contract_trial_budget_met,PASS,strict_pdcch_waveform_tx_rx,none,waveform_truth
PDCCH_PHASE04_R18,OP006,0_1,C-RNTI,2,USS,TDL-C,12,25,20,0,0,1,0.83887,1,0,0.43448,false,fixed_contract_trial_budget_met,PASS,strict_pdcch_waveform_tx_rx,none,waveform_truth
PDCCH_PHASE04_R18,OP007,1_0,C-RNTI,2,USS,AWGN,8,25,20,0,0,1,0.83887,1,0,0.43448,false,fixed_contract_trial_budget_met,PASS,strict_pdcch_waveform_tx_rx,none,waveform_truth
PDCCH_PHASE04_R18,OP008,1_1,C-RNTI,2,USS,TDL-C,12,25,20,0,0,1,0.83887,1,0,0.43448,false,fixed_contract_trial_budget_met,PASS,strict_pdcch_waveform_tx_rx,none,waveform_truth
PDCCH_PHASE04_R18,OP009,0_0,C-RNTI,4,USS,AWGN,6,25,20,0,0,1,0.83887,1,0,0.43448,false,fixed_contract_trial_budget_met,PASS,strict_pdcch_waveform_tx_rx,none,waveform_truth
PDCCH_PHASE04_R18,OP010,0_1,C-RNTI,4,USS,TDL-C,10,25,20,0,0,1,0.83887,1,0,0.43448,false,fixed_contract_trial_budget_met,PASS,strict_pdcch_waveform_tx_rx,none,waveform_truth
PDCCH_PHASE04_R18,OP011,1_0,C-RNTI,4,USS,AWGN,6,25,20,0,0,1,0.83887,1,0,0.43448,false,fixed_contract_trial_budget_met,PASS,strict_pdcch_waveform_tx_rx,none,waveform_truth
PDCCH_PHASE04_R18,OP012,1_1,C-RNTI,4,USS,TDL-C,10,25,20,0,0,1,0.83887,1,0,0.43448,false,fixed_contract_trial_budget_met,PASS,strict_pdcch_waveform_tx_rx,none,waveform_truth
PDCCH_PHASE04_R18,OP013,0_0,C-RNTI,8,USS,AWGN,4,25,20,0,0,1,0.83887,1,0,0.43448,false,fixed_contract_trial_budget_met,PASS,strict_pdcch_waveform_tx_rx,none,waveform_truth
PDCCH_PHASE04_R18,OP014,0_1,C-RNTI,8,USS,TDL-C,8,25,20,0,0,1,0.83887,1,0,0.43448,false,fixed_contract_trial_budget_met,PASS,strict_pdcch_waveform_tx_rx,none,waveform_truth
PDCCH_PHASE04_R18,OP015,1_0,C-RNTI,8,USS,AWGN,4,25,20,0,0,1,0.83887,1,0,0.43448,false,fixed_contract_trial_budget_met,PASS,strict_pdcch_waveform_tx_rx,none,waveform_truth
PDCCH_PHASE04_R18,OP016,1_1,C-RNTI,8,USS,TDL-C,8,25,20,0,0,1,0.83887,1,0,0.43448,false,fixed_contract_trial_budget_met,PASS,strict_pdcch_waveform_tx_rx,none,waveform_truth
PDCCH_PHASE04_R18,OP017,0_0,C-RNTI,16,USS,AWGN,2,25,20,0,0,1,0.83887,1,0,0.43448,false,fixed_contract_trial_budget_met,PASS,strict_pdcch_waveform_tx_rx,none,waveform_truth
PDCCH_PHASE04_R18,OP018,0_1,C-RNTI,16,USS,TDL-C,6,25,20,0,0,1,0.83887,1,0,0.43448,false,fixed_contract_trial_budget_met,PASS,strict_pdcch_waveform_tx_rx,none,waveform_truth
PDCCH_PHASE04_R18,OP019,1_0,C-RNTI,16,USS,AWGN,2,25,20,0,0,1,0.83887,1,0,0.43448,false,fixed_contract_trial_budget_met,PASS,strict_pdcch_waveform_tx_rx,none,waveform_truth
PDCCH_PHASE04_R18,OP020,1_1,C-RNTI,16,USS,TDL-C,6,25,20,0,0,1,0.83887,1,0,0.43448,false,fixed_contract_trial_budget_met,PASS,strict_pdcch_waveform_tx_rx,none,waveform_truth
