RunID,CaseID,SearchSpaceID,SearchSpaceType,CORESETID,AbsoluteSlot,MonitoringOccasion,MonitoringSymbols,ConfiguredFormats,ConfiguredRNTITypes,CandidateCount,Status
PDCCH_PHASE04_R18,MON01,1,CSS,1,0,true,0|1,0_0|0_1|1_0|1_1,C-RNTI,23,PASS
PDCCH_PHASE04_R18,MON01,1,CSS,1,1,true,0|1,0_0|0_1|1_0|1_1,C-RNTI,23,PASS
PDCCH_PHASE04_R18,MON01,1,CSS,1,2,true,0|1,0_0|0_1|1_0|1_1,C-RNTI,23,PASS
PDCCH_PHASE04_R18,MON01,1,CSS,1,3,true,0|1,0_0|0_1|1_0|1_1,C-RNTI,23,PASS
PDCCH_PHASE04_R18,MON01,1,CSS,1,4,true,0|1,0_0|0_1|1_0|1_1,C-RNTI,23,PASS
PDCCH_PHASE04_R18,MON01,1,CSS,1,5,true,0|1,0_0|0_1|1_0|1_1,C-RNTI,23,PASS
PDCCH_PHASE04_R18,MON01,1,CSS,1,6,true,0|1,0_0|0_1|1_0|1_1,C-RNTI,23,PASS
PDCCH_PHASE04_R18,MON01,1,CSS,1,7,true,0|1,0_0|0_1|1_0|1_1,C-RNTI,23,PASS
PDCCH_PHASE04_R18,MON01,1,CSS,1,8,true,0|1,0_0|0_1|1_0|1_1,C-RNTI,23,PASS
PDCCH_PHASE04_R18,MON01,1,CSS,1,9,true,0|1,0_0|0_1|1_0|1_1,C-RNTI,23,PASS
PDCCH_PHASE04_R18,MON01,1,CSS,1,10,true,0|1,0_0|0_1|1_0|1_1,C-RNTI,23,PASS
PDCCH_PHASE04_R18,MON01,1,CSS,1,11,true,0|1,0_0|0_1|1_0|1_1,C-RNTI,23,PASS
PDCCH_PHASE04_R18,MON01,1,CSS,1,12,true,0|1,0_0|0_1|1_0|1_1,C-RNTI,23,PASS
PDCCH_PHASE04_R18,MON01,1,CSS,1,13,true,0|1,0_0|0_1|1_0|1_1,C-RNTI,23,PASS
PDCCH_PHASE04_R18,MON01,1,CSS,1,14,true,0|1,0_0|0_1|1_0|1_1,C-RNTI,23,PASS
PDCCH_PHASE04_R18,MON01,1,CSS,1,15,true,0|1,0_0|0_1|1_0|1_1,C-RNTI,23,PASS
PDCCH_PHASE04_R18,MON01,1,CSS,1,16,true,0|1,0_0|0_1|1_0|1_1,C-RNTI,23,PASS
PDCCH_PHASE04_R18,MON01,1,CSS,1,17,true,0|1,0_0|0_1|1_0|1_1,C-RNTI,23,PASS
PDCCH_PHASE04_R18,MON01,1,CSS,1,18,true,0|1,0_0|0_1|1_0|1_1,C-RNTI,23,PASS
PDCCH_PHASE04_R18,MON01,1,CSS,1,19,true,0|1,0_0|0_1|1_0|1_1,C-RNTI,23,PASS
PDCCH_PHASE04_R18,MON01,1,CSS,1,20,true,0|1,0_0|0_1|1_0|1_1,C-RNTI,23,PASS
PDCCH_PHASE04_R18,MON01,1,CSS,1,21,true,0|1,0_0|0_1|1_0|1_1,C-RNTI,23,PASS
PDCCH_PHASE04_R18,MON01,1,CSS,1,22,true,0|1,0_0|0_1|1_0|1_1,C-RNTI,23,PASS
PDCCH_PHASE04_R18,MON01,1,CSS,1,23,true,0|1,0_0|0_1|1_0|1_1,C-RNTI,23,PASS
PDCCH_PHASE04_R18,MON01,1,CSS,1,24,true,0|1,0_0|0_1|1_0|1_1,C-RNTI,23,PASS
PDCCH_PHASE04_R18,MON01,1,CSS,1,25,true,0|1,0_0|0_1|1_0|1_1,C-RNTI,23,PASS
PDCCH_PHASE04_R18,MON01,1,CSS,1,26,true,0|1,0_0|0_1|1_0|1_1,C-RNTI,23,PASS
PDCCH_PHASE04_R18,MON01,1,CSS,1,27,true,0|1,0_0|0_1|1_0|1_1,C-RNTI,23,PASS
PDCCH_PHASE04_R18,MON01,1,CSS,1,28,true,0|1,0_0|0_1|1_0|1_1,C-RNTI,23,PASS
PDCCH_PHASE04_R18,MON01,1,CSS,1,29,true,0|1,0_0|0_1|1_0|1_1,C-RNTI,23,PASS
PDCCH_PHASE04_R18,MON01,1,CSS,1,30,true,0|1,0_0|0_1|1_0|1_1,C-RNTI,23,PASS
PDCCH_PHASE04_R18,MON01,1,CSS,1,31,true,0|1,0_0|0_1|1_0|1_1,C-RNTI,23,PASS
PDCCH_PHASE04_R18,MON01,1,CSS,1,32,true,0|1,0_0|0_1|1_0|1_1,C-RNTI,23,PASS
PDCCH_PHASE04_R18,MON01,1,CSS,1,33,true,0|1,0_0|0_1|1_0|1_1,C-RNTI,23,PASS
PDCCH_PHASE04_R18,MON01,1,CSS,1,34,true,0|1,0_0|0_1|1_0|1_1,C-RNTI,23,PASS
PDCCH_PHASE04_R18,MON01,1,CSS,1,35,true,0|1,0_0|0_1|1_0|1_1,C-RNTI,23,PASS
PDCCH_PHASE04_R18,MON01,1,CSS,1,36,true,0|1,0_0|0_1|1_0|1_1,C-RNTI,23,PASS
PDCCH_PHASE04_R18,MON01,1,CSS,1,37,true,0|1,0_0|0_1|1_0|1_1,C-RNTI,23,PASS
PDCCH_PHASE04_R18,MON01,1,CSS,1,38,true,0|1,0_0|0_1|1_0|1_1,C-RNTI,23,PASS
PDCCH_PHASE04_R18,MON01,1,CSS,1,39,true,0|1,0_0|0_1|1_0|1_1,C-RNTI,23,PASS
PDCCH_PHASE04_R18,MON01,1,CSS,1,40,true,0|1,0_0|0_1|1_0|1_1,C-RNTI,23,PASS
PDCCH_PHASE04_R18,MON01,1,CSS,1,41,true,0|1,0_0|0_1|1_0|1_1,C-RNTI,23,PASS
PDCCH_PHASE04_R18,MON01,1,CSS,1,42,true,0|1,0_0|0_1|1_0|1_1,C-RNTI,23,PASS
PDCCH_PHASE04_R18,MON01,1,CSS,1,43,true,0|1,0_0|0_1|1_0|1_1,C-RNTI,23,PASS
PDCCH_PHASE04_R18,MON01,1,CSS,1,44,true,0|1,0_0|0_1|1_0|1_1,C-RNTI,23,PASS
PDCCH_PHASE04_R18,MON01,1,CSS,1,45,true,0|1,0_0|0_1|1_0|1_1,C-RNTI,23,PASS
PDCCH_PHASE04_R18,MON01,1,CSS,1,46,true,0|1,0_0|0_1|1_0|1_1,C-RNTI,23,PASS
PDCCH_PHASE04_R18,MON01,1,CSS,1,47,true,0|1,0_0|0_1|1_0|1_1,C-RNTI,23,PASS
PDCCH_PHASE04_R18,MON01,1,CSS,1,48,true,0|1,0_0|0_1|1_0|1_1,C-RNTI,23,PASS
PDCCH_PHASE04_R18,MON01,1,CSS,1,49,true,0|1,0_0|0_1|1_0|1_1,C-RNTI,23,PASS
PDCCH_PHASE04_R18,MON01,1,CSS,1,50,true,0|1,0_0|0_1|1_0|1_1,C-RNTI,23,PASS
PDCCH_PHASE04_R18,MON01,1,CSS,1,51,true,0|1,0_0|0_1|1_0|1_1,C-RNTI,23,PASS
PDCCH_PHASE04_R18,MON01,1,CSS,1,52,true,0|1,0_0|0_1|1_0|1_1,C-RNTI,23,PASS
PDCCH_PHASE04_R18,MON01,1,CSS,1,53,true,0|1,0_0|0_1|1_0|1_1,C-RNTI,23,PASS
PDCCH_PHASE04_R18,MON01,1,CSS,1,54,true,0|1,0_0|0_1|1_0|1_1,C-RNTI,23,PASS
PDCCH_PHASE04_R18,MON01,1,CSS,1,55,true,0|1,0_0|0_1|1_0|1_1,C-RNTI,23,PASS
PDCCH_PHASE04_R18,MON01,1,CSS,1,56,true,0|1,0_0|0_1|1_0|1_1,C-RNTI,23,PASS
PDCCH_PHASE04_R18,MON01,1,CSS,1,57,true,0|1,0_0|0_1|1_0|1_1,C-RNTI,23,PASS
PDCCH_PHASE04_R18,MON01,1,CSS,1,58,true,0|1,0_0|0_1|1_0|1_1,C-RNTI,23,PASS
PDCCH_PHASE04_R18,MON01,1,CSS,1,59,true,0|1,0_0|0_1|1_0|1_1,C-RNTI,23,PASS
PDCCH_PHASE04_R18,MON01,1,CSS,1,60,true,0|1,0_0|0_1|1_0|1_1,C-RNTI,23,PASS
PDCCH_PHASE04_R18,MON01,1,CSS,1,61,true,0|1,0_0|0_1|1_0|1_1,C-RNTI,23,PASS
PDCCH_PHASE04_R18,MON01,1,CSS,1,62,true,0|1,0_0|0_1|1_0|1_1,C-RNTI,23,PASS
PDCCH_PHASE04_R18,MON01,1,CSS,1,63,true,0|1,0_0|0_1|1_0|1_1,C-RNTI,23,PASS
PDCCH_PHASE04_R18,MON01,1,CSS,1,64,true,0|1,0_0|0_1|1_0|1_1,C-RNTI,23,PASS
PDCCH_PHASE04_R18,MON01,1,CSS,1,65,true,0|1,0_0|0_1|1_0|1_1,C-RNTI,23,PASS
PDCCH_PHASE04_R18,MON01,1,CSS,1,66,true,0|1,0_0|0_1|1_0|1_1,C-RNTI,23,PASS
PDCCH_PHASE04_R18,MON01,1,CSS,1,67,true,0|1,0_0|0_1|1_0|1_1,C-RNTI,23,PASS
PDCCH_PHASE04_R18,MON01,1,CSS,1,68,true,0|1,0_0|0_1|1_0|1_1,C-RNTI,23,PASS
PDCCH_PHASE04_R18,MON01,1,CSS,1,69,true,0|1,0_0|0_1|1_0|1_1,C-RNTI,23,PASS
PDCCH_PHASE04_R18,MON01,1,CSS,1,70,true,0|1,0_0|0_1|1_0|1_1,C-RNTI,23,PASS
PDCCH_PHASE04_R18,MON01,1,CSS,1,71,true,0|1,0_0|0_1|1_0|1_1,C-RNTI,23,PASS
PDCCH_PHASE04_R18,MON01,1,CSS,1,72,true,0|1,0_0|0_1|1_0|1_1,C-RNTI,23,PASS
PDCCH_PHASE04_R18,MON01,1,CSS,1,73,true,0|1,0_0|0_1|1_0|1_1,C-RNTI,23,PASS
PDCCH_PHASE04_R18,MON01,1,CSS,1,74,true,0|1,0_0|0_1|1_0|1_1,C-RNTI,23,PASS
PDCCH_PHASE04_R18,MON01,1,CSS,1,75,true,0|1,0_0|0_1|1_0|1_1,C-RNTI,23,PASS
PDCCH_PHASE04_R18,MON01,1,CSS,1,76,true,0|1,0_0|0_1|1_0|1_1,C-RNTI,23,PASS
PDCCH_PHASE04_R18,MON01,1,CSS,1,77,true,0|1,0_0|0_1|1_0|1_1,C-RNTI,23,PASS
PDCCH_PHASE04_R18,MON01,1,CSS,1,78,true,0|1,0_0|0_1|1_0|1_1,C-RNTI,23,PASS
PDCCH_PHASE04_R18,MON01,1,CSS,1,79,true,0|1,0_0|0_1|1_0|1_1,C-RNTI,23,PASS
PDCCH_PHASE04_R18,MON01,1,CSS,1,80,true,0|1,0_0|0_1|1_0|1_1,C-RNTI,23,PASS
PDCCH_PHASE04_R18,MON01,1,CSS,1,81,true,0|1,0_0|0_1|1_0|1_1,C-RNTI,23,PASS
PDCCH_PHASE04_R18,MON01,1,CSS,1,82,true,0|1,0_0|0_1|1_0|1_1,C-RNTI,23,PASS
PDCCH_PHASE04_R18,MON01,1,CSS,1,83,true,0|1,0_0|0_1|1_0|1_1,C-RNTI,23,PASS
PDCCH_PHASE04_R18,MON01,1,CSS,1,84,true,0|1,0_0|0_1|1_0|1_1,C-RNTI,23,PASS
