RunID,CaseID,Seed,Trial,Profile,SignalPresent,DCIFormatTx,RNTITypeTx,AggregationLevelTx,SearchSpaceIDTx,CORESETIDTx,FirstCCETx,Detected,DecodedFormat,DecodedRNTIType,DecodedFirstCCE,CRCCheckPassed,CorrectDetection,FalseAlarm,MissedDetection,KnownLocationUsed,OracleTimingUsed,MeasuredSINRdB,CFOEstimateHz,TimingEstimateSamples,Status,ExecutionBackend,ApproximationMode,EvidenceClass,ChannelRealizationID,NoiseRealizationID,PayloadID,RuntimeMs,MemoryMB
PDCCH_PHASE04_R18,BLIND0031,23,2,connected_blind_strict,true,1_0,C-RNTI,4,1,1,16,true,1_0,C-RNTI,16,true,true,false,false,false,false,6,0,0,PASS,strict_pdcch_waveform_tx_rx,none,waveform_truth,42672539becb39fd9c16f5f17e6ca7a8f895f9741d31df6d2dda11d7a0972bf5,12be1d3b85f03daf0f2b0db1a2336f9125c88727724f7a8f5fac4cd796384681,a885095bfc6f1f1ea2eaffd51265813b191479f5c956771d352d7ca819abfd38,156.6357,1.9277
PDCCH_PHASE04_R18,BLIND0032,23,2,connected_blind_strict,true,1_1,C-RNTI,4,1,1,16,true,1_1,C-RNTI,16,true,true,false,false,false,false,10,0,0,PASS,strict_pdcch_waveform_tx_rx,none,waveform_truth,a3b3c0b0679ae61706ee9bcc15c8ad03667f5118e6d2fa21e766050a901902f0,4dfdca3e09c737cc283bad10de10b6c41ae278bd3bb4e2deb32f0a9822c7edba,1814bd545429d2fefac050addd855d634b253d5d79bbb64f2ec96e83b1ee3df7,187.2007,1.9386
PDCCH_PHASE04_R18,BLIND0033,23,2,connected_blind_strict,true,0_0,C-RNTI,8,1,1,8,true,0_0,C-RNTI,8,true,true,false,false,false,false,4,0,0,PASS,strict_pdcch_waveform_tx_rx,none,waveform_truth,42672539becb39fd9c16f5f17e6ca7a8f895f9741d31df6d2dda11d7a0972bf5,7398e176317f4652c760426a7252d6b5052f17abfaf3e852ea2bdde4a0d180c6,e5ece0ab34b5772410ca878a843d2253462cbb5d61a78f6b4613768da4351e38,129.9636,1.9229
PDCCH_PHASE04_R18,BLIND0034,23,2,connected_blind_strict,true,0_1,C-RNTI,8,1,1,8,true,0_1,C-RNTI,8,true,true,false,false,false,false,8,0,0,PASS,strict_pdcch_waveform_tx_rx,none,waveform_truth,48a2821f77d861d996acf19b7ca5c2fe5efe6ae43cd125ab0950460d8454a70b,2bea69953e1670be476d0f042e6a5de7852f7c6076acc8042e65ff1d82e6ec09,5ee4e29eeff7e0da0c2d57b19518385f53cc5240ba8af8f1838d1e42ab10fdf7,142.8473,1.9317
PDCCH_PHASE04_R18,BLIND0035,23,2,connected_blind_strict,true,1_0,C-RNTI,8,1,1,8,true,1_0,C-RNTI,8,true,true,false,false,false,false,4,0,0,PASS,strict_pdcch_waveform_tx_rx,none,waveform_truth,42672539becb39fd9c16f5f17e6ca7a8f895f9741d31df6d2dda11d7a0972bf5,7f55658325939a30c03ce14226f97f01ef80ebc56786f304bd23a81a3d46b123,fabbcb706039677592760d7258c5c500110ece52f52c2a7584bbc5ecf2511221,144.5302,1.9269
PDCCH_PHASE04_R18,BLIND0036,23,2,connected_blind_strict,true,1_1,C-RNTI,8,1,1,8,true,1_1,C-RNTI,8,true,true,false,false,false,false,8,0,0,PASS,strict_pdcch_waveform_tx_rx,none,waveform_truth,332d630d8bfdfc19361febf773ec6c105c0b9ed62c3087c6ee64f0d0343eeb6a,8010b4ba4556c9f19c6a8d9436991bf7f5b3758a3d8923ab7e7e5bffb2841322,81df1a0d190eb24ff128a7d088210f7f7928a68dd16363be0af4f4a7fd285ecf,179.5992,1.9378
PDCCH_PHASE04_R18,BLIND0037,23,2,connected_blind_strict,true,0_0,C-RNTI,16,1,1,0,true,0_0,C-RNTI,0,true,true,false,false,false,false,2,0,0,PASS,strict_pdcch_waveform_tx_rx,none,waveform_truth,42672539becb39fd9c16f5f17e6ca7a8f895f9741d31df6d2dda11d7a0972bf5,e6aa6699a6bb067c3149cfb04bbde53d27370cbd4081828fa53212aa6c3b9409,535e9a7e9f68d094c87158e522671bcf3508720c697759e547bd82309e4029d7,112.8257,1.9225
PDCCH_PHASE04_R18,BLIND0038,23,2,connected_blind_strict,true,0_1,C-RNTI,16,1,1,0,true,0_1,C-RNTI,0,true,true,false,false,false,false,6,0,0,PASS,strict_pdcch_waveform_tx_rx,none,waveform_truth,f48dba9a55c94b2a530a98ae68c9b9a2b7c69350775c2f68ce128caa72d5c6b1,2cd4f80978669e41d9a83cdd3b909ef3e573934c50df46d95e36ae81d7190270,cfd0207bfe0e44398f199e489ecf819b59a3ecad3e8a8d18bedf0c1307e78432,119.9094,1.9313
PDCCH_PHASE04_R18,BLIND0039,23,2,connected_blind_strict,true,1_0,C-RNTI,16,1,1,0,true,1_0,C-RNTI,0,true,true,false,false,false,false,2,0,0,PASS,strict_pdcch_waveform_tx_rx,none,waveform_truth,42672539becb39fd9c16f5f17e6ca7a8f895f9741d31df6d2dda11d7a0972bf5,d0f7ac5269214d826aefb0cb023c73626a2e8197ab148952cab7f253972d6952,c2cbd486b78bf2625b66487ffd3296e4f674ba7e55547b6ecf5f8ee3a9165e9e,95.1631,1.9266
PDCCH_PHASE04_R18,BLIND0040,23,2,connected_blind_strict,true,1_1,C-RNTI,16,1,1,0,true,1_1,C-RNTI,0,true,true,false,false,false,false,6,0,0,PASS,strict_pdcch_waveform_tx_rx,none,waveform_truth,1cbce112da8e661a45152e98cbdf48f000872bf864d57029cfeea2918268e886,8c87e5bb3d2d0b742b39c1ae9dac10ffc54f536be6cf5c3ee89de0044c50414d,dac38ff1463e10c72d8d8a9fa43ef5ca5aef9e8c779d2c10351e8a59d73f9a86,101.1877,1.9374
PDCCH_PHASE04_R18,BLIND0041,47,3,connected_blind_strict,true,0_0,C-RNTI,1,1,1,4,true,0_0,C-RNTI,4,true,true,false,false,false,false,10,0,0,PASS,strict_pdcch_waveform_tx_rx,none,waveform_truth,42672539becb39fd9c16f5f17e6ca7a8f895f9741d31df6d2dda11d7a0972bf5,faddc5f1ccb2b21d9ce32094b401aec3aaf77bc9aff42eeb2a6797a0fbcb3760,296b7c3bcf3074429b308e231f7f7fac85974e137a9695b9c9b8806ffb1e0b42,281.7268,1.9252
PDCCH_PHASE04_R18,BLIND0042,47,3,connected_blind_strict,true,0_1,C-RNTI,1,1,1,4,true,0_1,C-RNTI,4,true,true,false,false,false,false,14,0,0,PASS,strict_pdcch_waveform_tx_rx,none,waveform_truth,e0a9b3cfd8d1480896f7aae6d02e4e8fc26015b7c190744915a6e9f2c2a2983e,cfc13188f94275a47ecc10e08f920af29b749da10dfb3f09f3fc444944279253,2a6a0261374d59b5416b990f62d699d91597a77a80ec0a42a8343f82a207fcb4,285.9314,1.934
PDCCH_PHASE04_R18,BLIND0043,47,3,connected_blind_strict,true,1_0,C-RNTI,1,1,1,4,true,1_0,C-RNTI,4,true,true,false,false,false,false,10,0,0,PASS,strict_pdcch_waveform_tx_rx,none,waveform_truth,42672539becb39fd9c16f5f17e6ca7a8f895f9741d31df6d2dda11d7a0972bf5,2876c89aefe5ea18367cc125ed6376526654923607a2991021914c6f36626872,99d48b4154e1bf55617f4b6deefe23922bceb09504412ca63a394d58347624cf,262.5133,1.9293
PDCCH_PHASE04_R18,BLIND0044,47,3,connected_blind_strict,true,1_1,C-RNTI,1,1,1,4,true,1_1,C-RNTI,4,true,true,false,false,false,false,14,0,0,PASS,strict_pdcch_waveform_tx_rx,none,waveform_truth,acea393823523b072bfaa4a6b152c539cfbf7293ed6827d2a89c05892840f609,eac96af8ab05c4864a7bcc78d084edc90613b635128e9bdff4baef4bad6b18b2,8b5cf9757a27f37aab7a05f018781a0169fe4795711e1754e363e8f22be78f59,256.3129,1.9402
PDCCH_PHASE04_R18,BLIND0045,47,3,connected_blind_strict,true,0_0,C-RNTI,2,1,1,8,true,0_0,C-RNTI,8,true,true,false,false,false,false,8,0,0,PASS,strict_pdcch_waveform_tx_rx,none,waveform_truth,42672539becb39fd9c16f5f17e6ca7a8f895f9741d31df6d2dda11d7a0972bf5,dd90513b23b492f96a1cc7d756c643da7e132da6c5f88db7ff0510542ecac9b8,4712a8a14491c229239305e41f35533b15db569aad8d6217d6438398e6dbe43f,265.4009,1.9252
PDCCH_PHASE04_R18,BLIND0046,47,3,connected_blind_strict,true,0_1,C-RNTI,2,1,1,8,true,0_1,C-RNTI,8,true,true,false,false,false,false,12,0,0,PASS,strict_pdcch_waveform_tx_rx,none,waveform_truth,e4df0cc9b2187f8ec04f37227d2c19d691a4f86212e7e7f761034ce18ecd2e2f,598494b4ee8263f8992d8d05022086499d6f8e98c11377ac488addd9cc2a3a1c,6e672cdc1c1d1d9d2aa1b2426b9af6e6be7addff2ed79d635996f91c4864062e,252.6425,1.934
