RunID,CaseID,Slot,Symbol,PRB,Subcarrier,REGIndex,CCEIndex,Owner,DMRSPort,CollisionCount,Status
PDCCH_PHASE04_R18,OWN01,0,2,3,3,11,1,PDCCH_DATA,,0,PASS
PDCCH_PHASE04_R18,OWN01,0,2,3,4,11,1,PDCCH_DATA,,0,PASS
PDCCH_PHASE04_R18,OWN01,0,2,3,5,11,1,PDCCH_DMRS,0,0,PASS
PDCCH_PHASE04_R18,OWN01,0,2,3,6,11,1,PDCCH_DATA,,0,PASS
PDCCH_PHASE04_R18,OWN01,0,2,3,7,11,1,PDCCH_DATA,,0,PASS
PDCCH_PHASE04_R18,OWN01,0,2,3,8,11,1,PDCCH_DATA,,0,PASS
PDCCH_PHASE04_R18,OWN01,0,2,3,9,11,1,PDCCH_DMRS,0,0,PASS
PDCCH_PHASE04_R18,OWN01,0,2,3,10,11,1,PDCCH_DATA,,0,PASS
PDCCH_PHASE04_R18,OWN01,0,2,3,11,11,1,PDCCH_DATA,,0,PASS
PDCCH_PHASE04_R18,OWN01,0,0,4,0,12,2,PDCCH_DATA,,0,PASS
PDCCH_PHASE04_R18,OWN01,0,0,4,1,12,2,PDCCH_DMRS,0,0,PASS
PDCCH_PHASE04_R18,OWN01,0,0,4,2,12,2,PDCCH_DATA,,0,PASS
PDCCH_PHASE04_R18,OWN01,0,0,4,3,12,2,PDCCH_DATA,,0,PASS
PDCCH_PHASE04_R18,OWN01,0,0,4,4,12,2,PDCCH_DATA,,0,PASS
PDCCH_PHASE04_R18,OWN01,0,0,4,5,12,2,PDCCH_DMRS,0,0,PASS
PDCCH_PHASE04_R18,OWN01,0,0,4,6,12,2,PDCCH_DATA,,0,PASS
PDCCH_PHASE04_R18,OWN01,0,0,4,7,12,2,PDCCH_DATA,,0,PASS
PDCCH_PHASE04_R18,OWN01,0,0,4,8,12,2,PDCCH_DATA,,0,PASS
PDCCH_PHASE04_R18,OWN01,0,0,4,9,12,2,PDCCH_DMRS,0,0,PASS
PDCCH_PHASE04_R18,OWN01,0,0,4,10,12,2,PDCCH_DATA,,0,PASS
PDCCH_PHASE04_R18,OWN01,0,0,4,11,12,2,PDCCH_DATA,,0,PASS
PDCCH_PHASE04_R18,OWN01,0,1,4,0,13,2,PDCCH_DATA,,0,PASS
PDCCH_PHASE04_R18,OWN01,0,1,4,1,13,2,PDCCH_DMRS,0,0,PASS
PDCCH_PHASE04_R18,OWN01,0,1,4,2,13,2,PDCCH_DATA,,0,PASS
PDCCH_PHASE04_R18,OWN01,0,1,4,3,13,2,PDCCH_DATA,,0,PASS
PDCCH_PHASE04_R18,OWN01,0,1,4,4,13,2,PDCCH_DATA,,0,PASS
PDCCH_PHASE04_R18,OWN01,0,1,4,5,13,2,PDCCH_DMRS,0,0,PASS
PDCCH_PHASE04_R18,OWN01,0,1,4,6,13,2,PDCCH_DATA,,0,PASS
PDCCH_PHASE04_R18,OWN01,0,1,4,7,13,2,PDCCH_DATA,,0,PASS
PDCCH_PHASE04_R18,OWN01,0,1,4,8,13,2,PDCCH_DATA,,0,PASS
PDCCH_PHASE04_R18,OWN01,0,1,4,9,13,2,PDCCH_DMRS,0,0,PASS
PDCCH_PHASE04_R18,OWN01,0,1,4,10,13,2,PDCCH_DATA,,0,PASS
PDCCH_PHASE04_R18,OWN01,0,1,4,11,13,2,PDCCH_DATA,,0,PASS
PDCCH_PHASE04_R18,OWN01,0,2,4,0,14,2,PDCCH_DATA,,0,PASS
PDCCH_PHASE04_R18,OWN01,0,2,4,1,14,2,PDCCH_DMRS,0,0,PASS
PDCCH_PHASE04_R18,OWN01,0,2,4,2,14,2,PDCCH_DATA,,0,PASS
PDCCH_PHASE04_R18,OWN01,0,2,4,3,14,2,PDCCH_DATA,,0,PASS
PDCCH_PHASE04_R18,OWN01,0,2,4,4,14,2,PDCCH_DATA,,0,PASS
PDCCH_PHASE04_R18,OWN01,0,2,4,5,14,2,PDCCH_DMRS,0,0,PASS
PDCCH_PHASE04_R18,OWN01,0,2,4,6,14,2,PDCCH_DATA,,0,PASS
PDCCH_PHASE04_R18,OWN01,0,2,4,7,14,2,PDCCH_DATA,,0,PASS
PDCCH_PHASE04_R18,OWN01,0,2,4,8,14,2,PDCCH_DATA,,0,PASS
PDCCH_PHASE04_R18,OWN01,0,2,4,9,14,2,PDCCH_DMRS,0,0,PASS
PDCCH_PHASE04_R18,OWN01,0,2,4,10,14,2,PDCCH_DATA,,0,PASS
PDCCH_PHASE04_R18,OWN01,0,2,4,11,14,2,PDCCH_DATA,,0,PASS
PDCCH_PHASE04_R18,OWN01,0,0,5,0,15,2,PDCCH_DATA,,0,PASS
PDCCH_PHASE04_R18,OWN01,0,0,5,1,15,2,PDCCH_DMRS,0,0,PASS
PDCCH_PHASE04_R18,OWN01,0,0,5,2,15,2,PDCCH_DATA,,0,PASS
PDCCH_PHASE04_R18,OWN01,0,0,5,3,15,2,PDCCH_DATA,,0,PASS
PDCCH_PHASE04_R18,OWN01,0,0,5,4,15,2,PDCCH_DATA,,0,PASS
PDCCH_PHASE04_R18,OWN01,0,0,5,5,15,2,PDCCH_DMRS,0,0,PASS
PDCCH_PHASE04_R18,OWN01,0,0,5,6,15,2,PDCCH_DATA,,0,PASS
PDCCH_PHASE04_R18,OWN01,0,0,5,7,15,2,PDCCH_DATA,,0,PASS
PDCCH_PHASE04_R18,OWN01,0,0,5,8,15,2,PDCCH_DATA,,0,PASS
PDCCH_PHASE04_R18,OWN01,0,0,5,9,15,2,PDCCH_DMRS,0,0,PASS
PDCCH_PHASE04_R18,OWN01,0,0,5,10,15,2,PDCCH_DATA,,0,PASS
PDCCH_PHASE04_R18,OWN01,0,0,5,11,15,2,PDCCH_DATA,,0,PASS
PDCCH_PHASE04_R18,OWN01,0,1,5,0,16,2,PDCCH_DATA,,0,PASS
PDCCH_PHASE04_R18,OWN01,0,1,5,1,16,2,PDCCH_DMRS,0,0,PASS
PDCCH_PHASE04_R18,OWN01,0,1,5,2,16,2,PDCCH_DATA,,0,PASS
PDCCH_PHASE04_R18,OWN01,0,1,5,3,16,2,PDCCH_DATA,,0,PASS
PDCCH_PHASE04_R18,OWN01,0,1,5,4,16,2,PDCCH_DATA,,0,PASS
PDCCH_PHASE04_R18,OWN01,0,1,5,5,16,2,PDCCH_DMRS,0,0,PASS
PDCCH_PHASE04_R18,OWN01,0,1,5,6,16,2,PDCCH_DATA,,0,PASS
PDCCH_PHASE04_R18,OWN01,0,1,5,7,16,2,PDCCH_DATA,,0,PASS
PDCCH_PHASE04_R18,OWN01,0,1,5,8,16,2,PDCCH_DATA,,0,PASS
PDCCH_PHASE04_R18,OWN01,0,1,5,9,16,2,PDCCH_DMRS,0,0,PASS
PDCCH_PHASE04_R18,OWN01,0,1,5,10,16,2,PDCCH_DATA,,0,PASS
PDCCH_PHASE04_R18,OWN01,0,1,5,11,16,2,PDCCH_DATA,,0,PASS
PDCCH_PHASE04_R18,OWN01,0,2,5,0,17,2,PDCCH_DATA,,0,PASS
PDCCH_PHASE04_R18,OWN01,0,2,5,1,17,2,PDCCH_DMRS,0,0,PASS
PDCCH_PHASE04_R18,OWN01,0,2,5,2,17,2,PDCCH_DATA,,0,PASS
PDCCH_PHASE04_R18,OWN01,0,2,5,3,17,2,PDCCH_DATA,,0,PASS
PDCCH_PHASE04_R18,OWN01,0,2,5,4,17,2,PDCCH_DATA,,0,PASS
PDCCH_PHASE04_R18,OWN01,0,2,5,5,17,2,PDCCH_DMRS,0,0,PASS
PDCCH_PHASE04_R18,OWN01,0,2,5,6,17,2,PDCCH_DATA,,0,PASS
PDCCH_PHASE04_R18,OWN01,0,2,5,7,17,2,PDCCH_DATA,,0,PASS
PDCCH_PHASE04_R18,OWN01,0,2,5,8,17,2,PDCCH_DATA,,0,PASS
PDCCH_PHASE04_R18,OWN01,0,2,5,9,17,2,PDCCH_DMRS,0,0,PASS
PDCCH_PHASE04_R18,OWN01,0,2,5,10,17,2,PDCCH_DATA,,0,PASS
PDCCH_PHASE04_R18,OWN01,0,2,5,11,17,2,PDCCH_DATA,,0,PASS
PDCCH_PHASE04_R18,OWN01,0,0,6,0,18,3,PDCCH_DATA,,0,PASS
PDCCH_PHASE04_R18,OWN01,0,0,6,1,18,3,PDCCH_DMRS,0,0,PASS
PDCCH_PHASE04_R18,OWN01,0,0,6,2,18,3,PDCCH_DATA,,0,PASS
PDCCH_PHASE04_R18,OWN01,0,0,6,3,18,3,PDCCH_DATA,,0,PASS
PDCCH_PHASE04_R18,OWN01,0,0,6,4,18,3,PDCCH_DATA,,0,PASS
PDCCH_PHASE04_R18,OWN01,0,0,6,5,18,3,PDCCH_DMRS,0,0,PASS
PDCCH_PHASE04_R18,OWN01,0,0,6,6,18,3,PDCCH_DATA,,0,PASS
PDCCH_PHASE04_R18,OWN01,0,0,6,7,18,3,PDCCH_DATA,,0,PASS
PDCCH_PHASE04_R18,OWN01,0,0,6,8,18,3,PDCCH_DATA,,0,PASS
PDCCH_PHASE04_R18,OWN01,0,0,6,9,18,3,PDCCH_DMRS,0,0,PASS
PDCCH_PHASE04_R18,OWN01,0,0,6,10,18,3,PDCCH_DATA,,0,PASS
PDCCH_PHASE04_R18,OWN01,0,0,6,11,18,3,PDCCH_DATA,,0,PASS
PDCCH_PHASE04_R18,OWN01,0,1,6,0,19,3,PDCCH_DATA,,0,PASS
PDCCH_PHASE04_R18,OWN01,0,1,6,1,19,3,PDCCH_DMRS,0,0,PASS
PDCCH_PHASE04_R18,OWN01,0,1,6,2,19,3,PDCCH_DATA,,0,PASS
PDCCH_PHASE04_R18,OWN01,0,1,6,3,19,3,PDCCH_DATA,,0,PASS
PDCCH_PHASE04_R18,OWN01,0,1,6,4,19,3,PDCCH_DATA,,0,PASS
PDCCH_PHASE04_R18,OWN01,0,1,6,5,19,3,PDCCH_DMRS,0,0,PASS
PDCCH_PHASE04_R18,OWN01,0,1,6,6,19,3,PDCCH_DATA,,0,PASS
PDCCH_PHASE04_R18,OWN01,0,1,6,7,19,3,PDCCH_DATA,,0,PASS
PDCCH_PHASE04_R18,OWN01,0,1,6,8,19,3,PDCCH_DATA,,0,PASS
PDCCH_PHASE04_R18,OWN01,0,1,6,9,19,3,PDCCH_DMRS,0,0,PASS
PDCCH_PHASE04_R18,OWN01,0,1,6,10,19,3,PDCCH_DATA,,0,PASS
PDCCH_PHASE04_R18,OWN01,0,1,6,11,19,3,PDCCH_DATA,,0,PASS
PDCCH_PHASE04_R18,OWN01,0,2,6,0,20,3,PDCCH_DATA,,0,PASS
PDCCH_PHASE04_R18,OWN01,0,2,6,1,20,3,PDCCH_DMRS,0,0,PASS
PDCCH_PHASE04_R18,OWN01,0,2,6,2,20,3,PDCCH_DATA,,0,PASS
PDCCH_PHASE04_R18,OWN01,0,2,6,3,20,3,PDCCH_DATA,,0,PASS
PDCCH_PHASE04_R18,OWN01,0,2,6,4,20,3,PDCCH_DATA,,0,PASS
PDCCH_PHASE04_R18,OWN01,0,2,6,5,20,3,PDCCH_DMRS,0,0,PASS
PDCCH_PHASE04_R18,OWN01,0,2,6,6,20,3,PDCCH_DATA,,0,PASS
PDCCH_PHASE04_R18,OWN01,0,2,6,7,20,3,PDCCH_DATA,,0,PASS
PDCCH_PHASE04_R18,OWN01,0,2,6,8,20,3,PDCCH_DATA,,0,PASS
PDCCH_PHASE04_R18,OWN01,0,2,6,9,20,3,PDCCH_DMRS,0,0,PASS
PDCCH_PHASE04_R18,OWN01,0,2,6,10,20,3,PDCCH_DATA,,0,PASS
PDCCH_PHASE04_R18,OWN01,0,2,6,11,20,3,PDCCH_DATA,,0,PASS
PDCCH_PHASE04_R18,OWN01,0,0,7,0,21,3,PDCCH_DATA,,0,PASS
PDCCH_PHASE04_R18,OWN01,0,0,7,1,21,3,PDCCH_DMRS,0,0,PASS
PDCCH_PHASE04_R18,OWN01,0,0,7,2,21,3,PDCCH_DATA,,0,PASS
PDCCH_PHASE04_R18,OWN01,0,0,7,3,21,3,PDCCH_DATA,,0,PASS
PDCCH_PHASE04_R18,OWN01,0,0,7,4,21,3,PDCCH_DATA,,0,PASS
PDCCH_PHASE04_R18,OWN01,0,0,7,5,21,3,PDCCH_DMRS,0,0,PASS
PDCCH_PHASE04_R18,OWN01,0,0,7,6,21,3,PDCCH_DATA,,0,PASS
PDCCH_PHASE04_R18,OWN01,0,0,7,7,21,3,PDCCH_DATA,,0,PASS
PDCCH_PHASE04_R18,OWN01,0,0,7,8,21,3,PDCCH_DATA,,0,PASS
PDCCH_PHASE04_R18,OWN01,0,0,7,9,21,3,PDCCH_DMRS,0,0,PASS
PDCCH_PHASE04_R18,OWN01,0,0,7,10,21,3,PDCCH_DATA,,0,PASS
PDCCH_PHASE04_R18,OWN01,0,0,7,11,21,3,PDCCH_DATA,,0,PASS
PDCCH_PHASE04_R18,OWN01,0,1,7,0,22,3,PDCCH_DATA,,0,PASS
PDCCH_PHASE04_R18,OWN01,0,1,7,1,22,3,PDCCH_DMRS,0,0,PASS
PDCCH_PHASE04_R18,OWN01,0,1,7,2,22,3,PDCCH_DATA,,0,PASS
PDCCH_PHASE04_R18,OWN01,0,1,7,3,22,3,PDCCH_DATA,,0,PASS
PDCCH_PHASE04_R18,OWN01,0,1,7,4,22,3,PDCCH_DATA,,0,PASS
PDCCH_PHASE04_R18,OWN01,0,1,7,5,22,3,PDCCH_DMRS,0,0,PASS
PDCCH_PHASE04_R18,OWN01,0,1,7,6,22,3,PDCCH_DATA,,0,PASS
PDCCH_PHASE04_R18,OWN01,0,1,7,7,22,3,PDCCH_DATA,,0,PASS
PDCCH_PHASE04_R18,OWN01,0,1,7,8,22,3,PDCCH_DATA,,0,PASS
PDCCH_PHASE04_R18,OWN01,0,1,7,9,22,3,PDCCH_DMRS,0,0,PASS
PDCCH_PHASE04_R18,OWN01,0,1,7,10,22,3,PDCCH_DATA,,0,PASS
PDCCH_PHASE04_R18,OWN01,0,1,7,11,22,3,PDCCH_DATA,,0,PASS
PDCCH_PHASE04_R18,OWN01,0,2,7,0,23,3,PDCCH_DATA,,0,PASS
PDCCH_PHASE04_R18,OWN01,0,2,7,1,23,3,PDCCH_DMRS,0,0,PASS
PDCCH_PHASE04_R18,OWN01,0,2,7,2,23,3,PDCCH_DATA,,0,PASS
PDCCH_PHASE04_R18,OWN01,0,2,7,3,23,3,PDCCH_DATA,,0,PASS
