RunID,CaseID,Slot,Symbol,PRB,Subcarrier,REGIndex,CCEIndex,Owner,DMRSPort,CollisionCount,Status
PDCCH_PHASE04_R18,OWN01,0,0,0,0,0,0,PDCCH_DATA,,0,PASS
PDCCH_PHASE04_R18,OWN01,0,0,0,1,0,0,PDCCH_DMRS,0,0,PASS
PDCCH_PHASE04_R18,OWN01,0,0,0,2,0,0,PDCCH_DATA,,0,PASS
PDCCH_PHASE04_R18,OWN01,0,0,0,3,0,0,PDCCH_DATA,,0,PASS
PDCCH_PHASE04_R18,OWN01,0,0,0,4,0,0,PDCCH_DATA,,0,PASS
PDCCH_PHASE04_R18,OWN01,0,0,0,5,0,0,PDCCH_DMRS,0,0,PASS
PDCCH_PHASE04_R18,OWN01,0,0,0,6,0,0,PDCCH_DATA,,0,PASS
PDCCH_PHASE04_R18,OWN01,0,0,0,7,0,0,PDCCH_DATA,,0,PASS
PDCCH_PHASE04_R18,OWN01,0,0,0,8,0,0,PDCCH_DATA,,0,PASS
PDCCH_PHASE04_R18,OWN01,0,0,0,9,0,0,PDCCH_DMRS,0,0,PASS
PDCCH_PHASE04_R18,OWN01,0,0,0,10,0,0,PDCCH_DATA,,0,PASS
PDCCH_PHASE04_R18,OWN01,0,0,0,11,0,0,PDCCH_DATA,,0,PASS
PDCCH_PHASE04_R18,OWN01,0,1,0,0,1,0,PDCCH_DATA,,0,PASS
PDCCH_PHASE04_R18,OWN01,0,1,0,1,1,0,PDCCH_DMRS,0,0,PASS
PDCCH_PHASE04_R18,OWN01,0,1,0,2,1,0,PDCCH_DATA,,0,PASS
PDCCH_PHASE04_R18,OWN01,0,1,0,3,1,0,PDCCH_DATA,,0,PASS
PDCCH_PHASE04_R18,OWN01,0,1,0,4,1,0,PDCCH_DATA,,0,PASS
PDCCH_PHASE04_R18,OWN01,0,1,0,5,1,0,PDCCH_DMRS,0,0,PASS
PDCCH_PHASE04_R18,OWN01,0,1,0,6,1,0,PDCCH_DATA,,0,PASS
PDCCH_PHASE04_R18,OWN01,0,1,0,7,1,0,PDCCH_DATA,,0,PASS
PDCCH_PHASE04_R18,OWN01,0,1,0,8,1,0,PDCCH_DATA,,0,PASS
PDCCH_PHASE04_R18,OWN01,0,1,0,9,1,0,PDCCH_DMRS,0,0,PASS
PDCCH_PHASE04_R18,OWN01,0,1,0,10,1,0,PDCCH_DATA,,0,PASS
PDCCH_PHASE04_R18,OWN01,0,1,0,11,1,0,PDCCH_DATA,,0,PASS
PDCCH_PHASE04_R18,OWN01,0,2,0,0,2,0,PDCCH_DATA,,0,PASS
PDCCH_PHASE04_R18,OWN01,0,2,0,1,2,0,PDCCH_DMRS,0,0,PASS
PDCCH_PHASE04_R18,OWN01,0,2,0,2,2,0,PDCCH_DATA,,0,PASS
PDCCH_PHASE04_R18,OWN01,0,2,0,3,2,0,PDCCH_DATA,,0,PASS
PDCCH_PHASE04_R18,OWN01,0,2,0,4,2,0,PDCCH_DATA,,0,PASS
PDCCH_PHASE04_R18,OWN01,0,2,0,5,2,0,PDCCH_DMRS,0,0,PASS
PDCCH_PHASE04_R18,OWN01,0,2,0,6,2,0,PDCCH_DATA,,0,PASS
PDCCH_PHASE04_R18,OWN01,0,2,0,7,2,0,PDCCH_DATA,,0,PASS
PDCCH_PHASE04_R18,OWN01,0,2,0,8,2,0,PDCCH_DATA,,0,PASS
PDCCH_PHASE04_R18,OWN01,0,2,0,9,2,0,PDCCH_DMRS,0,0,PASS
PDCCH_PHASE04_R18,OWN01,0,2,0,10,2,0,PDCCH_DATA,,0,PASS
PDCCH_PHASE04_R18,OWN01,0,2,0,11,2,0,PDCCH_DATA,,0,PASS
PDCCH_PHASE04_R18,OWN01,0,0,1,0,3,0,PDCCH_DATA,,0,PASS
PDCCH_PHASE04_R18,OWN01,0,0,1,1,3,0,PDCCH_DMRS,0,0,PASS
PDCCH_PHASE04_R18,OWN01,0,0,1,2,3,0,PDCCH_DATA,,0,PASS
PDCCH_PHASE04_R18,OWN01,0,0,1,3,3,0,PDCCH_DATA,,0,PASS
PDCCH_PHASE04_R18,OWN01,0,0,1,4,3,0,PDCCH_DATA,,0,PASS
PDCCH_PHASE04_R18,OWN01,0,0,1,5,3,0,PDCCH_DMRS,0,0,PASS
PDCCH_PHASE04_R18,OWN01,0,0,1,6,3,0,PDCCH_DATA,,0,PASS
PDCCH_PHASE04_R18,OWN01,0,0,1,7,3,0,PDCCH_DATA,,0,PASS
PDCCH_PHASE04_R18,OWN01,0,0,1,8,3,0,PDCCH_DATA,,0,PASS
PDCCH_PHASE04_R18,OWN01,0,0,1,9,3,0,PDCCH_DMRS,0,0,PASS
PDCCH_PHASE04_R18,OWN01,0,0,1,10,3,0,PDCCH_DATA,,0,PASS
PDCCH_PHASE04_R18,OWN01,0,0,1,11,3,0,PDCCH_DATA,,0,PASS
PDCCH_PHASE04_R18,OWN01,0,1,1,0,4,0,PDCCH_DATA,,0,PASS
PDCCH_PHASE04_R18,OWN01,0,1,1,1,4,0,PDCCH_DMRS,0,0,PASS
PDCCH_PHASE04_R18,OWN01,0,1,1,2,4,0,PDCCH_DATA,,0,PASS
PDCCH_PHASE04_R18,OWN01,0,1,1,3,4,0,PDCCH_DATA,,0,PASS
PDCCH_PHASE04_R18,OWN01,0,1,1,4,4,0,PDCCH_DATA,,0,PASS
PDCCH_PHASE04_R18,OWN01,0,1,1,5,4,0,PDCCH_DMRS,0,0,PASS
PDCCH_PHASE04_R18,OWN01,0,1,1,6,4,0,PDCCH_DATA,,0,PASS
PDCCH_PHASE04_R18,OWN01,0,1,1,7,4,0,PDCCH_DATA,,0,PASS
PDCCH_PHASE04_R18,OWN01,0,1,1,8,4,0,PDCCH_DATA,,0,PASS
PDCCH_PHASE04_R18,OWN01,0,1,1,9,4,0,PDCCH_DMRS,0,0,PASS
PDCCH_PHASE04_R18,OWN01,0,1,1,10,4,0,PDCCH_DATA,,0,PASS
PDCCH_PHASE04_R18,OWN01,0,1,1,11,4,0,PDCCH_DATA,,0,PASS
PDCCH_PHASE04_R18,OWN01,0,2,1,0,5,0,PDCCH_DATA,,0,PASS
PDCCH_PHASE04_R18,OWN01,0,2,1,1,5,0,PDCCH_DMRS,0,0,PASS
PDCCH_PHASE04_R18,OWN01,0,2,1,2,5,0,PDCCH_DATA,,0,PASS
PDCCH_PHASE04_R18,OWN01,0,2,1,3,5,0,PDCCH_DATA,,0,PASS
PDCCH_PHASE04_R18,OWN01,0,2,1,4,5,0,PDCCH_DATA,,0,PASS
PDCCH_PHASE04_R18,OWN01,0,2,1,5,5,0,PDCCH_DMRS,0,0,PASS
PDCCH_PHASE04_R18,OWN01,0,2,1,6,5,0,PDCCH_DATA,,0,PASS
PDCCH_PHASE04_R18,OWN01,0,2,1,7,5,0,PDCCH_DATA,,0,PASS
PDCCH_PHASE04_R18,OWN01,0,2,1,8,5,0,PDCCH_DATA,,0,PASS
PDCCH_PHASE04_R18,OWN01,0,2,1,9,5,0,PDCCH_DMRS,0,0,PASS
PDCCH_PHASE04_R18,OWN01,0,2,1,10,5,0,PDCCH_DATA,,0,PASS
PDCCH_PHASE04_R18,OWN01,0,2,1,11,5,0,PDCCH_DATA,,0,PASS
PDCCH_PHASE04_R18,OWN01,0,0,2,0,6,1,PDCCH_DATA,,0,PASS
PDCCH_PHASE04_R18,OWN01,0,0,2,1,6,1,PDCCH_DMRS,0,0,PASS
PDCCH_PHASE04_R18,OWN01,0,0,2,2,6,1,PDCCH_DATA,,0,PASS
PDCCH_PHASE04_R18,OWN01,0,0,2,3,6,1,PDCCH_DATA,,0,PASS
PDCCH_PHASE04_R18,OWN01,0,0,2,4,6,1,PDCCH_DATA,,0,PASS
PDCCH_PHASE04_R18,OWN01,0,0,2,5,6,1,PDCCH_DMRS,0,0,PASS
PDCCH_PHASE04_R18,OWN01,0,0,2,6,6,1,PDCCH_DATA,,0,PASS
PDCCH_PHASE04_R18,OWN01,0,0,2,7,6,1,PDCCH_DATA,,0,PASS
PDCCH_PHASE04_R18,OWN01,0,0,2,8,6,1,PDCCH_DATA,,0,PASS
PDCCH_PHASE04_R18,OWN01,0,0,2,9,6,1,PDCCH_DMRS,0,0,PASS
PDCCH_PHASE04_R18,OWN01,0,0,2,10,6,1,PDCCH_DATA,,0,PASS
PDCCH_PHASE04_R18,OWN01,0,0,2,11,6,1,PDCCH_DATA,,0,PASS
PDCCH_PHASE04_R18,OWN01,0,1,2,0,7,1,PDCCH_DATA,,0,PASS
PDCCH_PHASE04_R18,OWN01,0,1,2,1,7,1,PDCCH_DMRS,0,0,PASS
PDCCH_PHASE04_R18,OWN01,0,1,2,2,7,1,PDCCH_DATA,,0,PASS
PDCCH_PHASE04_R18,OWN01,0,1,2,3,7,1,PDCCH_DATA,,0,PASS
PDCCH_PHASE04_R18,OWN01,0,1,2,4,7,1,PDCCH_DATA,,0,PASS
PDCCH_PHASE04_R18,OWN01,0,1,2,5,7,1,PDCCH_DMRS,0,0,PASS
PDCCH_PHASE04_R18,OWN01,0,1,2,6,7,1,PDCCH_DATA,,0,PASS
PDCCH_PHASE04_R18,OWN01,0,1,2,7,7,1,PDCCH_DATA,,0,PASS
PDCCH_PHASE04_R18,OWN01,0,1,2,8,7,1,PDCCH_DATA,,0,PASS
PDCCH_PHASE04_R18,OWN01,0,1,2,9,7,1,PDCCH_DMRS,0,0,PASS
PDCCH_PHASE04_R18,OWN01,0,1,2,10,7,1,PDCCH_DATA,,0,PASS
PDCCH_PHASE04_R18,OWN01,0,1,2,11,7,1,PDCCH_DATA,,0,PASS
PDCCH_PHASE04_R18,OWN01,0,2,2,0,8,1,PDCCH_DATA,,0,PASS
PDCCH_PHASE04_R18,OWN01,0,2,2,1,8,1,PDCCH_DMRS,0,0,PASS
PDCCH_PHASE04_R18,OWN01,0,2,2,2,8,1,PDCCH_DATA,,0,PASS
PDCCH_PHASE04_R18,OWN01,0,2,2,3,8,1,PDCCH_DATA,,0,PASS
PDCCH_PHASE04_R18,OWN01,0,2,2,4,8,1,PDCCH_DATA,,0,PASS
PDCCH_PHASE04_R18,OWN01,0,2,2,5,8,1,PDCCH_DMRS,0,0,PASS
PDCCH_PHASE04_R18,OWN01,0,2,2,6,8,1,PDCCH_DATA,,0,PASS
PDCCH_PHASE04_R18,OWN01,0,2,2,7,8,1,PDCCH_DATA,,0,PASS
PDCCH_PHASE04_R18,OWN01,0,2,2,8,8,1,PDCCH_DATA,,0,PASS
PDCCH_PHASE04_R18,OWN01,0,2,2,9,8,1,PDCCH_DMRS,0,0,PASS
PDCCH_PHASE04_R18,OWN01,0,2,2,10,8,1,PDCCH_DATA,,0,PASS
PDCCH_PHASE04_R18,OWN01,0,2,2,11,8,1,PDCCH_DATA,,0,PASS
PDCCH_PHASE04_R18,OWN01,0,0,3,0,9,1,PDCCH_DATA,,0,PASS
PDCCH_PHASE04_R18,OWN01,0,0,3,1,9,1,PDCCH_DMRS,0,0,PASS
PDCCH_PHASE04_R18,OWN01,0,0,3,2,9,1,PDCCH_DATA,,0,PASS
PDCCH_PHASE04_R18,OWN01,0,0,3,3,9,1,PDCCH_DATA,,0,PASS
PDCCH_PHASE04_R18,OWN01,0,0,3,4,9,1,PDCCH_DATA,,0,PASS
PDCCH_PHASE04_R18,OWN01,0,0,3,5,9,1,PDCCH_DMRS,0,0,PASS
PDCCH_PHASE04_R18,OWN01,0,0,3,6,9,1,PDCCH_DATA,,0,PASS
PDCCH_PHASE04_R18,OWN01,0,0,3,7,9,1,PDCCH_DATA,,0,PASS
PDCCH_PHASE04_R18,OWN01,0,0,3,8,9,1,PDCCH_DATA,,0,PASS
PDCCH_PHASE04_R18,OWN01,0,0,3,9,9,1,PDCCH_DMRS,0,0,PASS
PDCCH_PHASE04_R18,OWN01,0,0,3,10,9,1,PDCCH_DATA,,0,PASS
PDCCH_PHASE04_R18,OWN01,0,0,3,11,9,1,PDCCH_DATA,,0,PASS
PDCCH_PHASE04_R18,OWN01,0,1,3,0,10,1,PDCCH_DATA,,0,PASS
PDCCH_PHASE04_R18,OWN01,0,1,3,1,10,1,PDCCH_DMRS,0,0,PASS
PDCCH_PHASE04_R18,OWN01,0,1,3,2,10,1,PDCCH_DATA,,0,PASS
PDCCH_PHASE04_R18,OWN01,0,1,3,3,10,1,PDCCH_DATA,,0,PASS
PDCCH_PHASE04_R18,OWN01,0,1,3,4,10,1,PDCCH_DATA,,0,PASS
PDCCH_PHASE04_R18,OWN01,0,1,3,5,10,1,PDCCH_DMRS,0,0,PASS
PDCCH_PHASE04_R18,OWN01,0,1,3,6,10,1,PDCCH_DATA,,0,PASS
PDCCH_PHASE04_R18,OWN01,0,1,3,7,10,1,PDCCH_DATA,,0,PASS
PDCCH_PHASE04_R18,OWN01,0,1,3,8,10,1,PDCCH_DATA,,0,PASS
PDCCH_PHASE04_R18,OWN01,0,1,3,9,10,1,PDCCH_DMRS,0,0,PASS
PDCCH_PHASE04_R18,OWN01,0,1,3,10,10,1,PDCCH_DATA,,0,PASS
PDCCH_PHASE04_R18,OWN01,0,1,3,11,10,1,PDCCH_DATA,,0,PASS
PDCCH_PHASE04_R18,OWN01,0,2,3,0,11,1,PDCCH_DATA,,0,PASS
PDCCH_PHASE04_R18,OWN01,0,2,3,1,11,1,PDCCH_DMRS,0,0,PASS
PDCCH_PHASE04_R18,OWN01,0,2,3,2,11,1,PDCCH_DATA,,0,PASS
