RunID,VectorFamily,VectorID,OracleClass,OracleImplementation,OracleVersion,OracleArtifactSHA256,DUTSHA256,MismatchCount,MaxAbsError,Tolerance,Status
PDCCH_PHASE04_R18,type0_css,TYPE0_0011,independent_release18_reference_vector,pure_python_and_transcribed_3gpp_reference,phase04_pack_v1,019502afd21de582f7107bd2a8fda88a90d28cbedf8a3752f8780e50b717f4df,434e974fe3d2df62321b573ceb131bf7fa3343ada0165141c3cf942be75df3ef,0,0,0,PASS
PDCCH_PHASE04_R18,grant_authority,GRANT_0012,independent_release18_reference_vector,pure_python_and_transcribed_3gpp_reference,phase04_pack_v1,219df6e14b2b636875c2945f7f7c16591c639ec6c97c87c6bdd31db275b5bbba,1d7422c153021a3e84c090d30deb47e531273f07b1c42cfd1217294eea0b6761,0,0,0,PASS
PDCCH_PHASE04_R18,dci_schema_size,DCI_0013,independent_release18_reference_vector,pure_python_and_transcribed_3gpp_reference,phase04_pack_v1,4863ea6a4cbca98c493736ca5b01f05a131607272be7391e7c6aefcae6a1f57f,1d032c5059a93c60a7b3944c7a71d7f5e18bb913f739a89436388fc17d206683,0,0,0,PASS
PDCCH_PHASE04_R18,dci_pack_parse,DCI_0014,independent_release18_reference_vector,pure_python_and_transcribed_3gpp_reference,phase04_pack_v1,76a3d940f455a2c652744c158b42dd3e5a2b67bd49e926b99167c5ba41385e31,fc104d49148fb2b7c66813553177a4776cf1fb3cdf30d189be1528df9bb4ac2c,0,0,0,PASS
PDCCH_PHASE04_R18,crc24c_rnti_mask,CRC24C_0015,independent_release18_reference_vector,pure_python_and_transcribed_3gpp_reference,phase04_pack_v1,6be1f1416ae654b1adb11feeb1b9d48561d0a78e842ad7cc4ae4863a475ec612,371341f7c7c4d3431bf55a6723902a50488b9100670d862378796e6fb8080400,0,0,0,PASS
PDCCH_PHASE04_R18,pdcch_scrambling,PDCCH_0016,independent_release18_reference_vector,pure_python_and_transcribed_3gpp_reference,phase04_pack_v1,9e6783ec1b02375a82afe735a11f24c01e24072f8f8afea8b0e9844cd386bf9d,a4825d9f38bfb21c5c2688ad84efc094ab445f17667fccb1590c4d60589b4812,0,0,0,PASS
PDCCH_PHASE04_R18,qpsk,QPSK_0017,independent_release18_reference_vector,pure_python_and_transcribed_3gpp_reference,phase04_pack_v1,848064aadf816eadfdc88d2d67b3771a6c5a55e18ef5e0f25011033eb50ee475,297f654b52cd344b2f443b7821364565be50185102a0dff392e7458daf4f7357,0,0,0,PASS
PDCCH_PHASE04_R18,polar_coding_rate_matching,POLAR_0018,independent_release18_reference_vector,pure_python_and_transcribed_3gpp_reference,phase04_pack_v1,6aa4cc59aaa65e1e092efda33328e8ef66da77d8afc2b17e0ceea46b6cc88fe1,0d42d40f8bd015ada8a38fca7cd8f2eb9898e3bc0862fa32aaf8b2dc05757b43,0,0,0,PASS
PDCCH_PHASE04_R18,coreset_reg_cce_mapping,CORESET_0019,independent_release18_reference_vector,pure_python_and_transcribed_3gpp_reference,phase04_pack_v1,07e26266cfe1fbd7f486aa6d8c08ef401c1f21463760799054ed7560051bd878,6c1e7942e82c3b14f362e6b95ccb001c61d76f35ccba51642eb5263ada82c015,0,0,0,PASS
PDCCH_PHASE04_R18,pdcch_dmrs,PDCCH_0020,independent_release18_reference_vector,pure_python_and_transcribed_3gpp_reference,phase04_pack_v1,f1a33af6bf4d99e0e8790f0315ace4570dd9d19d723ab6a9e831105177766dc3,426896f1c886f1973eb832da7585c9988bf3e52f63b36e5f5297a8e21c9f9523,0,0,0,PASS
PDCCH_PHASE04_R18,search_space_monitoring,SEARCH_0021,independent_release18_reference_vector,pure_python_and_transcribed_3gpp_reference,phase04_pack_v1,20d00ff4ea235b1db8a1ae23387c284e67abae244c179e31a8dbb655fefc9cb8,cc1f497d243f736dae2b96848fd30f3221e25f71bc372d46e5f4ddbddbfa893c,0,0,0,PASS
PDCCH_PHASE04_R18,candidate_enumeration,CANDIDATE_0022,independent_release18_reference_vector,pure_python_and_transcribed_3gpp_reference,phase04_pack_v1,369f44b68deb33880ea6d2b0f496593d2a65675022a2b18dd1e9ed9b62d216bf,2ce12851935db4daf91d8f61b188bce4239d7f58baa66ac3f242bc9048c75d48,0,0,0,PASS
PDCCH_PHASE04_R18,type0_css,TYPE0_0023,independent_release18_reference_vector,pure_python_and_transcribed_3gpp_reference,phase04_pack_v1,019502afd21de582f7107bd2a8fda88a90d28cbedf8a3752f8780e50b717f4df,6e4d9a4348c5a90b1dfc73326c29f8f3dd62fca2c09d8fd55dfb587ad93a2619,0,0,0,PASS
PDCCH_PHASE04_R18,grant_authority,GRANT_0024,independent_release18_reference_vector,pure_python_and_transcribed_3gpp_reference,phase04_pack_v1,219df6e14b2b636875c2945f7f7c16591c639ec6c97c87c6bdd31db275b5bbba,f95411b7fedee55cfed19945a152fa02c7d1af3fbde682c8bee75fd48752bfc5,0,0,0,PASS
PDCCH_PHASE04_R18,dci_schema_size,DCI_0025,independent_release18_reference_vector,pure_python_and_transcribed_3gpp_reference,phase04_pack_v1,4863ea6a4cbca98c493736ca5b01f05a131607272be7391e7c6aefcae6a1f57f,80d87f6be2424cc9d074487d517b14b7b4be978a534875f45235945f5fadc822,0,0,0,PASS
PDCCH_PHASE04_R18,dci_pack_parse,DCI_0026,independent_release18_reference_vector,pure_python_and_transcribed_3gpp_reference,phase04_pack_v1,76a3d940f455a2c652744c158b42dd3e5a2b67bd49e926b99167c5ba41385e31,9a948bdffbcb450e8b2f17fdc8696f4248a1b27177b89ca17d9c42d5e1bd0c0f,0,0,0,PASS
PDCCH_PHASE04_R18,crc24c_rnti_mask,CRC24C_0027,independent_release18_reference_vector,pure_python_and_transcribed_3gpp_reference,phase04_pack_v1,6be1f1416ae654b1adb11feeb1b9d48561d0a78e842ad7cc4ae4863a475ec612,8899706458b1c9ff0e426df297ee49ff3aa2b17c4e194414896cb65cf0d84fc3,0,0,0,PASS
PDCCH_PHASE04_R18,pdcch_scrambling,PDCCH_0028,independent_release18_reference_vector,pure_python_and_transcribed_3gpp_reference,phase04_pack_v1,9e6783ec1b02375a82afe735a11f24c01e24072f8f8afea8b0e9844cd386bf9d,d2f5bb1c7495b2d6b342d2fedd53b7b46aa1874e723adb26ffdbeade2853c59a,0,0,0,PASS
PDCCH_PHASE04_R18,qpsk,QPSK_0029,independent_release18_reference_vector,pure_python_and_transcribed_3gpp_reference,phase04_pack_v1,848064aadf816eadfdc88d2d67b3771a6c5a55e18ef5e0f25011033eb50ee475,608299ee6392518fdcb2d4f5e83ee86141f91acc0acded4cf45410f1183d3675,0,0,0,PASS
PDCCH_PHASE04_R18,polar_coding_rate_matching,POLAR_0030,independent_release18_reference_vector,pure_python_and_transcribed_3gpp_reference,phase04_pack_v1,6aa4cc59aaa65e1e092efda33328e8ef66da77d8afc2b17e0ceea46b6cc88fe1,ffe7b685827d513d9518a1cc71609bd11d73869a50ca7a532378ea6b7c24f5da,0,0,0,PASS
PDCCH_PHASE04_R18,coreset_reg_cce_mapping,CORESET_0031,independent_release18_reference_vector,pure_python_and_transcribed_3gpp_reference,phase04_pack_v1,07e26266cfe1fbd7f486aa6d8c08ef401c1f21463760799054ed7560051bd878,1dccd9345afb8520ad5b6495370f30a449198a70cf6707e4dd5e4cd6c0ac6d64,0,0,0,PASS
PDCCH_PHASE04_R18,pdcch_dmrs,PDCCH_0032,independent_release18_reference_vector,pure_python_and_transcribed_3gpp_reference,phase04_pack_v1,f1a33af6bf4d99e0e8790f0315ace4570dd9d19d723ab6a9e831105177766dc3,3aee91e8d940b7845b6524a5e5c557c96d643f7557b681f32409c796350a9bf9,0,0,0,PASS
PDCCH_PHASE04_R18,search_space_monitoring,SEARCH_0033,independent_release18_reference_vector,pure_python_and_transcribed_3gpp_reference,phase04_pack_v1,20d00ff4ea235b1db8a1ae23387c284e67abae244c179e31a8dbb655fefc9cb8,186941df361c4d5ac68540699b7a81b19e2f57910492befc48ae1eec67f68082,0,0,0,PASS
PDCCH_PHASE04_R18,candidate_enumeration,CANDIDATE_0034,independent_release18_reference_vector,pure_python_and_transcribed_3gpp_reference,phase04_pack_v1,369f44b68deb33880ea6d2b0f496593d2a65675022a2b18dd1e9ed9b62d216bf,cbe61f872bdec90fa083bfee2ca58549bd2b9bebc8c6009fadcaa819fa844762,0,0,0,PASS
PDCCH_PHASE04_R18,type0_css,TYPE0_0035,independent_release18_reference_vector,pure_python_and_transcribed_3gpp_reference,phase04_pack_v1,019502afd21de582f7107bd2a8fda88a90d28cbedf8a3752f8780e50b717f4df,b43361a112d1ff4d08c0b884bbcc556cfbfb2b2011f6591709cd081222268453,0,0,0,PASS
PDCCH_PHASE04_R18,grant_authority,GRANT_0036,independent_release18_reference_vector,pure_python_and_transcribed_3gpp_reference,phase04_pack_v1,219df6e14b2b636875c2945f7f7c16591c639ec6c97c87c6bdd31db275b5bbba,6a86bb88daa20941757747bbea796b0c23ea9d78c189e89e6d1737b02e5c991a,0,0,0,PASS
PDCCH_PHASE04_R18,dci_schema_size,DCI_0037,independent_release18_reference_vector,pure_python_and_transcribed_3gpp_reference,phase04_pack_v1,4863ea6a4cbca98c493736ca5b01f05a131607272be7391e7c6aefcae6a1f57f,e5c8dd2e9e8480ed7baec2068d9e3ce1ef2facbe96595632198294b47c4e559b,0,0,0,PASS
PDCCH_PHASE04_R18,dci_pack_parse,DCI_0038,independent_release18_reference_vector,pure_python_and_transcribed_3gpp_reference,phase04_pack_v1,76a3d940f455a2c652744c158b42dd3e5a2b67bd49e926b99167c5ba41385e31,a9d095b3f2234ebb8bdb2aa02268a334bd0eefdb47e99b98cf86aaac932bfa6d,0,0,0,PASS
PDCCH_PHASE04_R18,crc24c_rnti_mask,CRC24C_0039,independent_release18_reference_vector,pure_python_and_transcribed_3gpp_reference,phase04_pack_v1,6be1f1416ae654b1adb11feeb1b9d48561d0a78e842ad7cc4ae4863a475ec612,27a844750b89a2d896b363616067fda69e82585db26ca76e88b4d425bb79e93b,0,0,0,PASS
PDCCH_PHASE04_R18,pdcch_scrambling,PDCCH_0040,independent_release18_reference_vector,pure_python_and_transcribed_3gpp_reference,phase04_pack_v1,9e6783ec1b02375a82afe735a11f24c01e24072f8f8afea8b0e9844cd386bf9d,6804174a8f971caad0bf0934f5f864ab628167874196681faba24dad1f3b797e,0,0,0,PASS
PDCCH_PHASE04_R18,qpsk,QPSK_0041,independent_release18_reference_vector,pure_python_and_transcribed_3gpp_reference,phase04_pack_v1,848064aadf816eadfdc88d2d67b3771a6c5a55e18ef5e0f25011033eb50ee475,9b7a22856a3efe3c5ca11566afbc862402b668616d83fcc7ebfed72839627332,0,0,0,PASS
PDCCH_PHASE04_R18,polar_coding_rate_matching,POLAR_0042,independent_release18_reference_vector,pure_python_and_transcribed_3gpp_reference,phase04_pack_v1,6aa4cc59aaa65e1e092efda33328e8ef66da77d8afc2b17e0ceea46b6cc88fe1,86b8ad430b0aeb82cd2b97a5be5b8f1f31c3c64a0ebf7ebfa5f3bc228abcbbba,0,0,0,PASS
PDCCH_PHASE04_R18,coreset_reg_cce_mapping,CORESET_0043,independent_release18_reference_vector,pure_python_and_transcribed_3gpp_reference,phase04_pack_v1,07e26266cfe1fbd7f486aa6d8c08ef401c1f21463760799054ed7560051bd878,d76a426dc9a2f579b749edcdc2d895c9558478aac0165889aa168b6a8ea42b00,0,0,0,PASS
PDCCH_PHASE04_R18,pdcch_dmrs,PDCCH_0044,independent_release18_reference_vector,pure_python_and_transcribed_3gpp_reference,phase04_pack_v1,f1a33af6bf4d99e0e8790f0315ace4570dd9d19d723ab6a9e831105177766dc3,eff3e507184d7e1c6a395e4c163b1ddf0ae683dc2cb0b578bdecd7f9c4a72a1d,0,0,0,PASS
PDCCH_PHASE04_R18,search_space_monitoring,SEARCH_0045,independent_release18_reference_vector,pure_python_and_transcribed_3gpp_reference,phase04_pack_v1,20d00ff4ea235b1db8a1ae23387c284e67abae244c179e31a8dbb655fefc9cb8,55acdd8f411acb5011113f5f55af513bf20711fb4ab2e28034d3915566c4e689,0,0,0,PASS
PDCCH_PHASE04_R18,candidate_enumeration,CANDIDATE_0046,independent_release18_reference_vector,pure_python_and_transcribed_3gpp_reference,phase04_pack_v1,369f44b68deb33880ea6d2b0f496593d2a65675022a2b18dd1e9ed9b62d216bf,187deee9892049a20c2f2d6cfe62ab22cd27946174cd4822f02dd0ec924959c3,0,0,0,PASS
PDCCH_PHASE04_R18,type0_css,TYPE0_0047,independent_release18_reference_vector,pure_python_and_transcribed_3gpp_reference,phase04_pack_v1,019502afd21de582f7107bd2a8fda88a90d28cbedf8a3752f8780e50b717f4df,53377a1654380a0a0382e3433860b83020833f646bffbd2aecd5f66d9f5c710c,0,0,0,PASS
PDCCH_PHASE04_R18,grant_authority,GRANT_0048,independent_release18_reference_vector,pure_python_and_transcribed_3gpp_reference,phase04_pack_v1,219df6e14b2b636875c2945f7f7c16591c639ec6c97c87c6bdd31db275b5bbba,b88743e21de43e4802c63d2e9997061832402dcb3a9f4af99b8adb1a0396dcbe,0,0,0,PASS
PDCCH_PHASE04_R18,dci_schema_size,DCI_0049,independent_release18_reference_vector,pure_python_and_transcribed_3gpp_reference,phase04_pack_v1,4863ea6a4cbca98c493736ca5b01f05a131607272be7391e7c6aefcae6a1f57f,58e781750d32dc61ff2dea7146a2a5f4eeddeec3be4faabb45bc268be929ff7c,0,0,0,PASS
PDCCH_PHASE04_R18,dci_pack_parse,DCI_0050,independent_release18_reference_vector,pure_python_and_transcribed_3gpp_reference,phase04_pack_v1,76a3d940f455a2c652744c158b42dd3e5a2b67bd49e926b99167c5ba41385e31,33ebd617d884b8111c6db09d5c3d870567d191dfbc2e1bfac094368f4f479e2b,0,0,0,PASS
PDCCH_PHASE04_R18,crc24c_rnti_mask,CRC24C_0051,independent_release18_reference_vector,pure_python_and_transcribed_3gpp_reference,phase04_pack_v1,6be1f1416ae654b1adb11feeb1b9d48561d0a78e842ad7cc4ae4863a475ec612,7713b3241e9ecce233c8ead214d9e8c5c6756834b191acab7d8b0e666ba1b626,0,0,0,PASS
PDCCH_PHASE04_R18,pdcch_scrambling,PDCCH_0052,independent_release18_reference_vector,pure_python_and_transcribed_3gpp_reference,phase04_pack_v1,9e6783ec1b02375a82afe735a11f24c01e24072f8f8afea8b0e9844cd386bf9d,87184e89c9b78f6805c2d5a7d2c184e31d4a53218887c2321fcad58b4c8f4a66,0,0,0,PASS
PDCCH_PHASE04_R18,qpsk,QPSK_0053,independent_release18_reference_vector,pure_python_and_transcribed_3gpp_reference,phase04_pack_v1,848064aadf816eadfdc88d2d67b3771a6c5a55e18ef5e0f25011033eb50ee475,7a8ff67d0738567b6813eb37e244005d3825549ab1233704de21dc4b3ad36684,0,0,0,PASS
PDCCH_PHASE04_R18,polar_coding_rate_matching,POLAR_0054,independent_release18_reference_vector,pure_python_and_transcribed_3gpp_reference,phase04_pack_v1,6aa4cc59aaa65e1e092efda33328e8ef66da77d8afc2b17e0ceea46b6cc88fe1,d1275f06c9d5711a9c457f429f41483434d92d2cbbd36baf0ae3d3066cc4d3c4,0,0,0,PASS
PDCCH_PHASE04_R18,coreset_reg_cce_mapping,CORESET_0055,independent_release18_reference_vector,pure_python_and_transcribed_3gpp_reference,phase04_pack_v1,07e26266cfe1fbd7f486aa6d8c08ef401c1f21463760799054ed7560051bd878,6f871bbbf92999321b027b4ead740794c3fd2f64d68a21056ae012c9660a9960,0,0,0,PASS
PDCCH_PHASE04_R18,pdcch_dmrs,PDCCH_0056,independent_release18_reference_vector,pure_python_and_transcribed_3gpp_reference,phase04_pack_v1,f1a33af6bf4d99e0e8790f0315ace4570dd9d19d723ab6a9e831105177766dc3,310c0502e9095c728963ecc10ab866421d9a88bae8108d4141a93bac2a72f7f2,0,0,0,PASS
PDCCH_PHASE04_R18,search_space_monitoring,SEARCH_0057,independent_release18_reference_vector,pure_python_and_transcribed_3gpp_reference,phase04_pack_v1,20d00ff4ea235b1db8a1ae23387c284e67abae244c179e31a8dbb655fefc9cb8,da3c61ad2a55da37926feb0acc2ea00f985e999997fa1490f5db3eb54dc1f255,0,0,0,PASS
PDCCH_PHASE04_R18,candidate_enumeration,CANDIDATE_0058,independent_release18_reference_vector,pure_python_and_transcribed_3gpp_reference,phase04_pack_v1,369f44b68deb33880ea6d2b0f496593d2a65675022a2b18dd1e9ed9b62d216bf,23ef283e9cd7ec0111cfa4d72b4fe4f20643dd9ed83d960a2fdeb9ecbb061206,0,0,0,PASS
PDCCH_PHASE04_R18,type0_css,TYPE0_0059,independent_release18_reference_vector,pure_python_and_transcribed_3gpp_reference,phase04_pack_v1,019502afd21de582f7107bd2a8fda88a90d28cbedf8a3752f8780e50b717f4df,26c5356f053fc02d98e5972c846cb1ea4905cb1b9fb870713f659342fd462164,0,0,0,PASS
PDCCH_PHASE04_R18,grant_authority,GRANT_0060,independent_release18_reference_vector,pure_python_and_transcribed_3gpp_reference,phase04_pack_v1,219df6e14b2b636875c2945f7f7c16591c639ec6c97c87c6bdd31db275b5bbba,b81ed12c4f53634d56d29596026391f01132da9c7e079271505ba23f75862fed,0,0,0,PASS
PDCCH_PHASE04_R18,dci_schema_size,DCI_0061,independent_release18_reference_vector,pure_python_and_transcribed_3gpp_reference,phase04_pack_v1,4863ea6a4cbca98c493736ca5b01f05a131607272be7391e7c6aefcae6a1f57f,649415dde9f77c4527911887114df7fcad1a46aaf789ad1bd7d0ae8bd02f1c25,0,0,0,PASS
PDCCH_PHASE04_R18,dci_pack_parse,DCI_0062,independent_release18_reference_vector,pure_python_and_transcribed_3gpp_reference,phase04_pack_v1,76a3d940f455a2c652744c158b42dd3e5a2b67bd49e926b99167c5ba41385e31,9f2172f385e12309cbab6636e51df392089953782ae84738634e3654a0f7de4d,0,0,0,PASS
PDCCH_PHASE04_R18,crc24c_rnti_mask,CRC24C_0063,independent_release18_reference_vector,pure_python_and_transcribed_3gpp_reference,phase04_pack_v1,6be1f1416ae654b1adb11feeb1b9d48561d0a78e842ad7cc4ae4863a475ec612,1b7723ba9b1259b2a533fb10928a2f24582effe357b654964fc138775f3ae677,0,0,0,PASS
PDCCH_PHASE04_R18,pdcch_scrambling,PDCCH_0064,independent_release18_reference_vector,pure_python_and_transcribed_3gpp_reference,phase04_pack_v1,9e6783ec1b02375a82afe735a11f24c01e24072f8f8afea8b0e9844cd386bf9d,c2bbad38a54abc0889ed202d95afb56eed225b51bf0b215723954f3b0a9f5345,0,0,0,PASS
PDCCH_PHASE04_R18,qpsk,QPSK_0065,independent_release18_reference_vector,pure_python_and_transcribed_3gpp_reference,phase04_pack_v1,848064aadf816eadfdc88d2d67b3771a6c5a55e18ef5e0f25011033eb50ee475,172a9be1534c37b8d882a4c4530a552457c3cefa827070d1e6fe48a2a42d9d8f,0,0,0,PASS
PDCCH_PHASE04_R18,polar_coding_rate_matching,POLAR_0066,independent_release18_reference_vector,pure_python_and_transcribed_3gpp_reference,phase04_pack_v1,6aa4cc59aaa65e1e092efda33328e8ef66da77d8afc2b17e0ceea46b6cc88fe1,3380aab074305a8d58c46d677ded567071f3f461518ecc11e57338e2fc2a1784,0,0,0,PASS
PDCCH_PHASE04_R18,coreset_reg_cce_mapping,CORESET_0067,independent_release18_reference_vector,pure_python_and_transcribed_3gpp_reference,phase04_pack_v1,07e26266cfe1fbd7f486aa6d8c08ef401c1f21463760799054ed7560051bd878,1805e8d4469369e7e43ad440ed697de8a9f57c6d60a1891693cd714646e942e2,0,0,0,PASS
PDCCH_PHASE04_R18,pdcch_dmrs,PDCCH_0068,independent_release18_reference_vector,pure_python_and_transcribed_3gpp_reference,phase04_pack_v1,f1a33af6bf4d99e0e8790f0315ace4570dd9d19d723ab6a9e831105177766dc3,be5753c2836c212b3f53d975e5c08d0c0b62dc7e0ae1c9275f0462838f2c6fa9,0,0,0,PASS
PDCCH_PHASE04_R18,search_space_monitoring,SEARCH_0069,independent_release18_reference_vector,pure_python_and_transcribed_3gpp_reference,phase04_pack_v1,20d00ff4ea235b1db8a1ae23387c284e67abae244c179e31a8dbb655fefc9cb8,4d344b1ba8228106c92ffe0f80f3b9cedf45c2cc668c722a64499e376b9a2869,0,0,0,PASS
PDCCH_PHASE04_R18,candidate_enumeration,CANDIDATE_0070,independent_release18_reference_vector,pure_python_and_transcribed_3gpp_reference,phase04_pack_v1,369f44b68deb33880ea6d2b0f496593d2a65675022a2b18dd1e9ed9b62d216bf,4c3cba163dbb3681c0de41c7315e54f4a9ef999f3f5a0d2736011f58cd57ae51,0,0,0,PASS
PDCCH_PHASE04_R18,type0_css,TYPE0_0071,independent_release18_reference_vector,pure_python_and_transcribed_3gpp_reference,phase04_pack_v1,019502afd21de582f7107bd2a8fda88a90d28cbedf8a3752f8780e50b717f4df,0dfd067b4cf7a38459975340949ee60791585d6bc86cde6e4b291b3ab8f2c81d,0,0,0,PASS
PDCCH_PHASE04_R18,grant_authority,GRANT_0072,independent_release18_reference_vector,pure_python_and_transcribed_3gpp_reference,phase04_pack_v1,219df6e14b2b636875c2945f7f7c16591c639ec6c97c87c6bdd31db275b5bbba,41f7d019222f0b8a8522c5e86cec93753eced813203a15d5ace6ff82596d15a2,0,0,0,PASS
PDCCH_PHASE04_R18,dci_schema_size,DCI_0073,independent_release18_reference_vector,pure_python_and_transcribed_3gpp_reference,phase04_pack_v1,4863ea6a4cbca98c493736ca5b01f05a131607272be7391e7c6aefcae6a1f57f,5171a3c08903c444860d6e03cfc8a630d0216cd1f2015e94f9e907fbfd02ae4c,0,0,0,PASS
PDCCH_PHASE04_R18,dci_pack_parse,DCI_0074,independent_release18_reference_vector,pure_python_and_transcribed_3gpp_reference,phase04_pack_v1,76a3d940f455a2c652744c158b42dd3e5a2b67bd49e926b99167c5ba41385e31,28d5f3805af1a1c932b65c89cfae718371218dc970d777e07fd87f6808e8503e,0,0,0,PASS
PDCCH_PHASE04_R18,crc24c_rnti_mask,CRC24C_0075,independent_release18_reference_vector,pure_python_and_transcribed_3gpp_reference,phase04_pack_v1,6be1f1416ae654b1adb11feeb1b9d48561d0a78e842ad7cc4ae4863a475ec612,fac76de6908722172b3a7bf3acf7d49ea4d5fb5a18ec9b04263642dec08c35ad,0,0,0,PASS
PDCCH_PHASE04_R18,pdcch_scrambling,PDCCH_0076,independent_release18_reference_vector,pure_python_and_transcribed_3gpp_reference,phase04_pack_v1,9e6783ec1b02375a82afe735a11f24c01e24072f8f8afea8b0e9844cd386bf9d,6f0bdb9944433c5fa14064d75b5df7e0270e8572cc7f0d223c68c5efca8294a9,0,0,0,PASS
PDCCH_PHASE04_R18,qpsk,QPSK_0077,independent_release18_reference_vector,pure_python_and_transcribed_3gpp_reference,phase04_pack_v1,848064aadf816eadfdc88d2d67b3771a6c5a55e18ef5e0f25011033eb50ee475,1a73b4e8936d36d6cd0efb9c7eef04ea3d477b64bf0c3acd5f25b3943edb29ac,0,0,0,PASS
PDCCH_PHASE04_R18,polar_coding_rate_matching,POLAR_0078,independent_release18_reference_vector,pure_python_and_transcribed_3gpp_reference,phase04_pack_v1,6aa4cc59aaa65e1e092efda33328e8ef66da77d8afc2b17e0ceea46b6cc88fe1,d930a96e7212e1a62daffec17dbb39199dd5520f3e1b44126523d443d2a5257f,0,0,0,PASS
PDCCH_PHASE04_R18,coreset_reg_cce_mapping,CORESET_0079,independent_release18_reference_vector,pure_python_and_transcribed_3gpp_reference,phase04_pack_v1,07e26266cfe1fbd7f486aa6d8c08ef401c1f21463760799054ed7560051bd878,338f414a32c4ad80712c0d1aa21c26ba47e35d4e29537052bb666ab61b82e0a8,0,0,0,PASS
PDCCH_PHASE04_R18,pdcch_dmrs,PDCCH_0080,independent_release18_reference_vector,pure_python_and_transcribed_3gpp_reference,phase04_pack_v1,f1a33af6bf4d99e0e8790f0315ace4570dd9d19d723ab6a9e831105177766dc3,239ff1fc381150cee9ac40a9c7a68c254f0b36e042de6f30b26fdf4822df4405,0,0,0,PASS
