UEIndex,RNTI,Direction,SNR_dB,Frame,Slot,MCS,PRBs,Layers,ConfiguredLayers,ConfiguredTxAntennas,ConfiguredRxAntennas,PostEqSINR_dB,ReceiverHestSINR_dB,WidebandCQI,RankIndicator,PMI,ChannelGain_dB,ConditionNumber_dB,RankEstimate,NumRxAntennas,NumTxPorts,SelectedBeamIndex,BestBeamIndex,BeamHit,TopKBeamHit,BeamCandidateCount,SelectedBeamGain_dB,BestBeamGain_dB,BeamGainGap_dB,BeamSelectionStrategy,BeamIndexSet,ConfiguredBeamSelectionStrategy,AppliedBeamIndexSet,PrecoderSource,PrecodingMode,PrecodingApplicationStage,PrecodingActive,ExplicitBeamWeightsApplied,TransformPrecodingApplied,BeamformingApplied,AppliedPrecoderPMI,AppliedPrecoderPMIType,AppliedPrecoderCodebookMode,PrecodingNumPorts,PrecodingNumLayers,PrecodingMatrixRows,PrecodingMatrixCols,ExecutionModel,Status,BeamSweepEnabled,BeamCount
1,1,"DL",20,1,1,1,12,2,2,64,4,10.4661781105693,10.4661781105693,7,2,3,17.6459976596417,29.7798185061101,4,4,4,4,4,1,1,32,23.0810143847259,23.0810143847259,0,"runtime_best_beam_per_link","1|2","runtime_best_beam_per_link","1|3|2|4","codebook_dft+hybrid-rf-element-domain","explicit-wideband","nrPDSCHPrecode_before_RE_mapping",1,1,0,1,0,"type2","type2_mu_mimo",64,2,64,2,"slot_coupled_truth","PASS",1,32
2,2,"DL",20,1,1,1,12,2,2,64,4,15.9445900882332,15.9445900882332,9,2,3,17.4334865998011,31.950229081953,4,4,4,4,4,1,1,32,22.4316657180132,22.4316657180132,0,"runtime_best_beam_per_link","1|2","runtime_best_beam_per_link","1|3|2|4","codebook_dft+hybrid-rf-element-domain","explicit-wideband","nrPDSCHPrecode_before_RE_mapping",1,1,0,1,0,"type2","type2_mu_mimo",64,2,64,2,"slot_coupled_truth","PASS",1,32
1,1,"UL",20,1,5,1,12,2,2,4,4,21.0445170978462,7.4022862661068,5,2,NaN,18.6519424544411,3.95756055040976,2,64,2,1,3,0,0,96,32.9462221938419,33.6203206814783,0.674098487636414,"runtime_best_beam_per_link","1|2","runtime_best_beam_per_link","","ul_direct_mapping_no_explicit_beam_weights","direct_mapping_no_explicit_beam_weights","re_mapping_without_explicit_beam_weights",0,0,0,1,NaN,"runtime_precoder_no_pmi_index","runtime_precoder_mode",4,2,4,2,"slot_coupled_truth","PASS",1,32
2,2,"UL",20,1,5,1,12,2,2,4,4,23.1756294677151,10.0247020344934,6,2,NaN,19.5834195048105,3.49151910774526,2,64,2,1,2,0,0,96,34.4819491876836,34.4819491876836,0,"runtime_best_beam_per_link","1|2","runtime_best_beam_per_link","","ul_direct_mapping_no_explicit_beam_weights","direct_mapping_no_explicit_beam_weights","re_mapping_without_explicit_beam_weights",0,0,0,1,NaN,"runtime_precoder_no_pmi_index","runtime_precoder_mode",4,2,4,2,"slot_coupled_truth","PASS",1,32
