NodeType,NodeIndex,BaseStationID,UEIndex,ArrayType,ArrayClass,ElementClass,NumRows,NumCols,NumPolarizations,NumElements,SpacingH_lambda,SpacingV_lambda,Polarization,Azimuth_deg,Heading_deg,Tilt_deg,PositionX_m,PositionY_m,PositionZ_m,NumPorts,AntennaConfigSource,RuntimeObjectSource,HasPhasedArrayObject,SameFlowEvidenceSource
"BS",1,1,NaN,"ura","phased.URA","phased.IsotropicAntennaElement",4,4,2,64,0.5,0.5,"dual",0,NaN,10,0,0,24,4,"browser_yaml_antenna_and_array","CoupledTruthRuntime.initialize:AntennaArrayFactory.build",1,"CoupledTruthRuntime.initialize:AntennaArrayFactory.build"
"UE",1,NaN,1,"ula","phased.ULA","phased.IsotropicAntennaElement",1,2,2,4,0.5,0.5,"dual",NaN,141.024473725695,0,260.223210475535,-40.2745033169952,1.5,4,"browser_yaml_antenna_and_array","CoupledTruthRuntime.initialize:AntennaArrayFactory.build",1,"CoupledTruthRuntime.initialize:AntennaArrayFactory.build"
"UE",2,NaN,2,"ula","phased.ULA","phased.IsotropicAntennaElement",1,2,2,4,0.5,0.5,"dual",NaN,149.37361091822,0,298.237372692716,-310.902157261656,1.5,4,"browser_yaml_antenna_and_array","CoupledTruthRuntime.initialize:AntennaArrayFactory.build",1,"CoupledTruthRuntime.initialize:AntennaArrayFactory.build"
"UE",3,NaN,3,"ula","phased.ULA","phased.IsotropicAntennaElement",1,2,2,4,0.5,0.5,"dual",NaN,169.890449178737,0,362.058694953672,-138.515212005784,1.5,4,"browser_yaml_antenna_and_array","CoupledTruthRuntime.initialize:AntennaArrayFactory.build",1,"CoupledTruthRuntime.initialize:AntennaArrayFactory.build"
"UE",4,NaN,4,"ula","phased.ULA","phased.IsotropicAntennaElement",1,2,2,4,0.5,0.5,"dual",NaN,166.848756882309,0,281.593170255579,-55.1394507699808,1.5,4,"browser_yaml_antenna_and_array","CoupledTruthRuntime.initialize:AntennaArrayFactory.build",1,"CoupledTruthRuntime.initialize:AntennaArrayFactory.build"
