Direction,TraceSource,Slot,Frame,UEIndex,RNTI,ServingCell,ConfiguredSNR_dB,AppliedAWGNSNR_dB,PostEqSINR_dB,MeasuredTrialSINR_dB,MeasuredWidebandSINR_dB,EstimatedWidebandSINR_dB,LargeScaleWidebandSINR_dB,ReceiverHestSINR_dB,DecoderTruthProxySINR_dB,WidebandCQI,CQIValueSource,CQIValueStatus,CQIDerivedMCS,CQIDerivedModulation,CQIDerivedTargetCodeRate,MCSIndex,Modulation,TargetCodeRate,PMI,CRI,RankIndicator,ValueRole,ValueSource,ValueStatus
"DL","air_interface/csv/dl_pdsch_trials.csv",16,1,1,1,1,20,20,-1.98491582807434,-1.98491582807434,-1.98491582807434,-1.98491582807434,NaN,-1.98491582807434,NaN,15,"","",19,"64QAM",0.8525390625,19,"64QAM",0.8525390625,7,0,2,"measured_post_equalization_scheduling_input","canonical_post_equalization_sinr","FAIL"
"DL","air_interface/csv/dl_pdsch_trials.csv",16,1,2,2,1,20,20,-0.931491516601934,-0.931491516601934,-0.931491516601934,-0.931491516601934,NaN,-0.931491516601934,NaN,14,"","",19,"64QAM",0.8525390625,19,"64QAM",0.8525390625,0,0,2,"measured_post_equalization_scheduling_input","canonical_post_equalization_sinr","FAIL"
"DL","air_interface/csv/dl_pdsch_trials.csv",17,1,3,3,1,20,20,1.78334819647079,1.78334819647079,1.78334819647079,1.78334819647079,NaN,1.78334819647079,NaN,15,"","",19,"64QAM",0.8525390625,19,"64QAM",0.8525390625,0,0,2,"measured_post_equalization_scheduling_input","canonical_post_equalization_sinr","FAIL"
"DL","air_interface/csv/dl_pdsch_trials.csv",17,1,4,4,1,20,20,1.99747680577126,1.99747680577126,1.99747680577126,1.99747680577126,NaN,1.99747680577126,NaN,15,"","",19,"64QAM",0.8525390625,19,"64QAM",0.8525390625,0,0,2,"measured_post_equalization_scheduling_input","canonical_post_equalization_sinr","FAIL"
"DL","air_interface/csv/dl_pdsch_trials.csv",18,1,1,1,1,20,20,9.66593678748685,9.66593678748685,9.66593678748685,9.66593678748685,NaN,9.66593678748685,NaN,15,"","",19,"64QAM",0.8525390625,19,"64QAM",0.8525390625,0,0,2,"measured_post_equalization_scheduling_input","canonical_post_equalization_sinr","FAIL"
"DL","air_interface/csv/dl_pdsch_trials.csv",18,1,2,2,1,20,20,10.9514379074899,10.9514379074899,10.9514379074899,10.9514379074899,NaN,10.9514379074899,NaN,14,"","",19,"64QAM",0.8525390625,19,"64QAM",0.8525390625,0,0,2,"measured_post_equalization_scheduling_input","canonical_post_equalization_sinr","FAIL"
"UL","air_interface/csv/ul_pusch_trials.csv",20,1,1,1,1,20,20,4.89785429021686,4.89785429021686,4.89785429021686,4.89785429021686,NaN,9.52042828766027,NaN,15,"","",19,"64QAM",0.8525390625,19,"64QAM",0.8525390625,NaN,NaN,2,"measured_post_equalization_scheduling_input","post_equalization_sinr_from_dmrs_residual_bounded_equalizer_channel_estimate","FAIL"
"UL","air_interface/csv/ul_pusch_trials.csv",20,1,2,2,1,20,20,5.42594296123223,5.42594296123223,5.42594296123223,5.42594296123223,NaN,10.7647468885592,NaN,15,"","",19,"64QAM",0.8525390625,19,"64QAM",0.8525390625,NaN,NaN,2,"measured_post_equalization_scheduling_input","post_equalization_sinr_from_dmrs_residual_bounded_equalizer_channel_estimate","FAIL"
