PlotId,ImagePath,SourceCSV,GeneratorFunction,XVariable,YVariables,ImageExists,SourceExists,SourceRowCount,TruthStatus,LineageStatus
"bler_vs_measured_sinr","reports/image/bler_vs_measured_sinr.png","air_interface/csv/dl_measured_sinr_bler_curve.csv|air_interface/csv/ul_measured_sinr_bler_curve.csv","sixgr.analytics.generateMeasuredSINRPlots.localPlotBLER","PostEqSINR_dB_BinCenter","BLER|BLER_CI_Low|BLER_CI_High",1,1,15,"real_lls_measured_sinr_analytics","complete"
"ber_vs_measured_sinr","reports/image/ber_vs_measured_sinr.png","air_interface/csv/dl_measured_sinr_bler_curve.csv|air_interface/csv/ul_measured_sinr_bler_curve.csv","sixgr.analytics.generateMeasuredSINRPlots.localPlotBER","PostEqSINR_dB_BinCenter","BER",1,1,15,"real_lls_measured_sinr_analytics","complete"
"throughput_vs_measured_sinr","reports/image/throughput_vs_measured_sinr.png","air_interface/csv/dl_measured_sinr_throughput_curve.csv|air_interface/csv/ul_measured_sinr_throughput_curve.csv","sixgr.analytics.generateMeasuredSINRPlots.localPlotThroughput","PostEqSINR_dB_BinCenter","Goodput_Mbps_mean",1,1,15,"real_lls_measured_sinr_analytics","complete"
"measured_sinr_distribution","reports/image/measured_sinr_distribution.png","air_interface/csv/measured_sinr_distribution.csv","sixgr.analytics.generateMeasuredSINRPlots.localPlotDistribution","PostEqSINR_dB_BinCenter","Fraction",1,1,8,"real_lls_measured_sinr_analytics","complete"
"distance_vs_sinr","reports/image/distance_vs_sinr.png","air_interface/csv/distance_vs_sinr.csv","sixgr.analytics.generateMeasuredSINRPlots.localPlotDistanceScatter","PropagationDistance_m","PostEqSINR_dB|LargeScaleSINR_dB",1,1,8,"real_lls_measured_sinr_analytics","complete"
