SlotTraceID,CanonicalSlot,Frame,FrameLocal,ConfiguredSNR_dB,ConfiguredSNRSource,CurrentSNR_dB,CurrentSNRSource,CurrentSNRValueRole,CurrentSNRValueStatus,SNR_dB,SweepPointIndex,SweepPointCount,SlotDuplexLabel,SpecialSlotActive,DLSymbolStart,DLNumSymbols,GuardSymbolStart,GuardNumSymbols,ULSymbolStart,ULNumSymbols,DLSlot,ULSlot,DLStarted,ULStarted,DLScheduled,ULScheduled,DLActiveUsers,ULActiveUsers,DLGrantedUsers,ULGrantedUsers,DLGrantCount,ULGrantCount,DLSchedulerDecisionRows,ULSchedulerDecisionRows,DLNoGrantReason,DLExecutedGrantCount,ULExecutedGrantCount,DLTrialRows,ULTrialRows,DLSuccessCount,ULSuccessCount,DLQueueBits,ULQueueBits,DLTBSBits,ULTBSBits,HARQTimelineRows,MobilitySource,SchedulerSource,PHYSource,ReportSource,DLStatus,ULStatus,TraceStatus,ValueRole,ValueStatus,ValueSource,ValueDefinition,NAReason
"sweep=1;canonical_slot=11;snr_db=20",11,1,1,20,"configured_operating_point_metadata",20,"CoupledTruthRuntime.refreshRunState:configured_operating_point","configured_quality_until_feedback","configured_quality_pending_runtime_feedback",20,1,1,"DL",0,0,14,0,0,0,0,11,NaN,1,0,1,0,0,0,0,0,0,0,0,0,"no_active_eligible_users",0,0,0,0,0,0,1104000,0,0,0,0,"CoupledTruthRuntime.advanceFrame","CoupledTruthRuntime.scheduleDirection","runWaveformLinkBundle.executeGrantPHYJob","slot_trace.csv","idle_no_grant","","partial_direction_started","measured","OK","CoupledTruthRuntime.recordSlotTraceStart","canonical per-slot trace parent for DL grants, UL grants, HARQ, mobility, control gating, and waveform PHY trial rows",""
"sweep=1;canonical_slot=12;snr_db=20",12,1,1,20,"configured_operating_point_metadata",20,"CoupledTruthRuntime.refreshRunState:configured_operating_point","configured_quality_until_feedback","configured_quality_pending_runtime_feedback",20,1,1,"DL",0,0,14,0,0,0,0,12,NaN,1,0,1,0,0,0,0,0,0,0,0,0,"no_active_eligible_users",0,0,0,0,0,0,1248000,0,0,0,0,"CoupledTruthRuntime.advanceFrame","CoupledTruthRuntime.scheduleDirection","runWaveformLinkBundle.executeGrantPHYJob","slot_trace.csv","idle_no_grant","","partial_direction_started","measured","OK","CoupledTruthRuntime.recordSlotTraceStart","canonical per-slot trace parent for DL grants, UL grants, HARQ, mobility, control gating, and waveform PHY trial rows",""
"sweep=1;canonical_slot=13;snr_db=20",13,1,1,20,"configured_operating_point_metadata",20,"CoupledTruthRuntime.refreshRunState:configured_operating_point","configured_quality_until_feedback","configured_quality_pending_runtime_feedback",20,1,1,"DL",0,0,14,0,0,0,0,13,NaN,1,0,1,0,0,0,0,0,0,0,0,0,"no_active_eligible_users",0,0,0,0,0,0,1344000,0,0,0,0,"CoupledTruthRuntime.advanceFrame","CoupledTruthRuntime.scheduleDirection","runWaveformLinkBundle.executeGrantPHYJob","slot_trace.csv","idle_no_grant","","partial_direction_started","measured","OK","CoupledTruthRuntime.recordSlotTraceStart","canonical per-slot trace parent for DL grants, UL grants, HARQ, mobility, control gating, and waveform PHY trial rows",""
"sweep=1;canonical_slot=14;snr_db=20",14,1,1,20,"configured_operating_point_metadata",20,"CoupledTruthRuntime.refreshRunState:configured_operating_point","configured_quality_until_feedback","configured_quality_pending_runtime_feedback",20,1,1,"FLEXIBLE_OR_MIXED",1,0,12,0,0,13,1,14,14,1,1,1,1,0,4,0,0,0,0,0,0,"",0,0,0,0,0,0,0,1392000,0,0,0,"CoupledTruthRuntime.advanceFrame","CoupledTruthRuntime.scheduleDirection","runWaveformLinkBundle.executeGrantPHYJob","slot_trace.csv","idle_no_grant","idle_no_grant","dl_ul_scheduled","measured","OK","CoupledTruthRuntime.recordSlotTraceStart","canonical per-slot trace parent for DL grants, UL grants, HARQ, mobility, control gating, and waveform PHY trial rows",""
"sweep=1;canonical_slot=15;snr_db=20",15,1,1,20,"configured_operating_point_metadata",35.2011234169058,"CoupledTruthRuntime.refreshRunState:representative_feedback_sinr","representative_measured_feedback","OK",35.2011234169058,1,1,"UL",0,0,0,0,0,0,14,NaN,15,0,1,0,1,0,4,0,0,0,0,0,0,"",0,0,0,0,0,0,0,1488000,0,0,0,"CoupledTruthRuntime.advanceFrame","CoupledTruthRuntime.scheduleDirection","runWaveformLinkBundle.executeGrantPHYJob","slot_trace.csv","","idle_no_grant","partial_direction_started","measured","OK","CoupledTruthRuntime.recordSlotTraceStart","canonical per-slot trace parent for DL grants, UL grants, HARQ, mobility, control gating, and waveform PHY trial rows",""
"sweep=1;canonical_slot=16;snr_db=20",16,1,1,20,"configured_operating_point_metadata",35.2011234169058,"CoupledTruthRuntime.refreshRunState:representative_feedback_sinr","representative_measured_feedback","OK",35.2011234169058,1,1,"DL",0,0,14,0,0,0,0,16,NaN,1,0,1,0,4,0,2,0,2,0,4,0,"",2,0,2,0,0,0,1632000,0,368848,0,2,"CoupledTruthRuntime.advanceFrame","CoupledTruthRuntime.scheduleDirection","runWaveformLinkBundle.executeGrantPHYJob","slot_trace.csv","published","","partial_direction_started","measured","OK","CoupledTruthRuntime.recordSlotTraceStart","canonical per-slot trace parent for DL grants, UL grants, HARQ, mobility, control gating, and waveform PHY trial rows",""
"sweep=1;canonical_slot=17;snr_db=20",17,1,1,20,"configured_operating_point_metadata",35.2011234169058,"CoupledTruthRuntime.refreshRunState:representative_feedback_sinr","representative_measured_feedback","OK",35.2011234169058,1,1,"DL",0,0,14,0,0,0,0,17,NaN,1,0,1,0,4,0,2,0,2,0,4,0,"",2,0,2,0,0,0,1359152,0,368848,0,4,"CoupledTruthRuntime.advanceFrame","CoupledTruthRuntime.scheduleDirection","runWaveformLinkBundle.executeGrantPHYJob","slot_trace.csv","published","","partial_direction_started","measured","OK","CoupledTruthRuntime.recordSlotTraceStart","canonical per-slot trace parent for DL grants, UL grants, HARQ, mobility, control gating, and waveform PHY trial rows",""
"sweep=1;canonical_slot=18;snr_db=20",18,1,1,20,"configured_operating_point_metadata",35.2011234169058,"CoupledTruthRuntime.refreshRunState:representative_feedback_sinr","representative_measured_feedback","OK",35.2011234169058,1,1,"DL",0,0,14,0,0,0,0,18,NaN,1,0,1,0,4,0,2,0,2,0,4,0,"",2,0,2,0,0,0,1086304,0,368848,0,6,"CoupledTruthRuntime.advanceFrame","CoupledTruthRuntime.scheduleDirection","runWaveformLinkBundle.executeGrantPHYJob","slot_trace.csv","published","","partial_direction_started","measured","OK","CoupledTruthRuntime.recordSlotTraceStart","canonical per-slot trace parent for DL grants, UL grants, HARQ, mobility, control gating, and waveform PHY trial rows",""
"sweep=1;canonical_slot=19;snr_db=20",19,1,1,20,"configured_operating_point_metadata",35.2011234169058,"CoupledTruthRuntime.refreshRunState:representative_feedback_sinr","representative_measured_feedback","OK",35.2011234169058,1,1,"FLEXIBLE_OR_MIXED",1,0,12,0,0,13,1,19,19,1,1,1,1,0,4,0,0,0,0,0,0,"",0,0,0,0,0,0,0,1920000,0,0,6,"CoupledTruthRuntime.advanceFrame","CoupledTruthRuntime.scheduleDirection","runWaveformLinkBundle.executeGrantPHYJob","slot_trace.csv","idle_no_grant","idle_no_grant","dl_ul_scheduled","measured","OK","CoupledTruthRuntime.recordSlotTraceStart","canonical per-slot trace parent for DL grants, UL grants, HARQ, mobility, control gating, and waveform PHY trial rows",""
"sweep=1;canonical_slot=20;snr_db=20",20,1,1,20,"configured_operating_point_metadata",35.2011234169058,"CoupledTruthRuntime.refreshRunState:representative_feedback_sinr","representative_measured_feedback","OK",35.2011234169058,1,1,"UL",0,0,0,0,0,0,14,NaN,20,0,1,0,1,0,2,0,2,0,2,0,0,"",0,2,0,2,0,0,0,2016000,0,401616,8,"CoupledTruthRuntime.advanceFrame","CoupledTruthRuntime.scheduleDirection","runWaveformLinkBundle.executeGrantPHYJob","slot_trace.csv","","published","partial_direction_started","measured","OK","CoupledTruthRuntime.recordSlotTraceStart","canonical per-slot trace parent for DL grants, UL grants, HARQ, mobility, control gating, and waveform PHY trial rows",""
