ConfiguredDLLayers,ConfiguredULLayers,AchievedDL_RI_mean,AchievedDL_RI_max,DL_Rank2_Fraction,AchievedUL_RI_mean,AchievedUL_RI_max,UL_Rank2_Fraction,MimoKpiReconciliationOk,EvidenceSource
2,2,2,2,1,2,2,1,1,"trial_rank_layer_runtime_columns"
