FullTrajectoryExecuted,ConfiguredSlots,RequiredTraversalSlots,ConfiguredSpeed_kmh,ExpectedDistance_m,ActualDistance_m,DistanceMismatch_m,MobilityKpiReconciliationOk,EvidenceSource
0,NaN,NaN,NaN,NaN,NaN,NaN,0,"mobility_runtime_trajectory_resolution"
