BandwidthHz,ThermalNoiseDensity_dBmHz,ThermalNoisePower_dBm,UE_NoiseFigure_dB,BS_NoiseFigure_dB,UE_NoiseFloor_dBm,BS_NoiseFloor_dBm,NoiseOperatingMode,NoiseReconciliationOk,EvidenceSource
100000000,-174,-94,7,7,-87,-87,"receiver_noise_figure_thermal_noise",1,"resolved_config_noise_figure_thermal_noise"
