ConfiguredPhaseNoiseEnabled,AppliedPhaseNoiseEnabled,ConfiguredModel,PSD_floor_dBc_Hz,PhaseNoiseConfiguredAppliedOk,EvidenceSource
0,0,"none",-150,1,"configured_clean_identity_rf_stage"
