ServingCell,SourceSignal,ReceiverConsumerType,IntegrationStatus,IntegrationBlocker,TRSProcessed,TrackingState,TRSTrackingStateBefore,TRSTrackingStateAfter,TRSUpdateOutcome,LastUpdateFrame,LastUpdateSlot,TRSTrackingUpdateTime_s,MeasurementSFNSlot,ChannelTrackingFreshnessState,FrequencyTrackingState,TimingTrackingState,TimingEstimateAvailable,TimingEstimate_samples,CFOEstimateAvailable,EstimatedCFO_Hz,EstimatedOscillatorCFO_Hz,PhysicalDoppler_Hz,EstimatedDopplerHz,NMSE_dB,PhaseError_deg,QCLAccuracy,DetectionMetric,RuntimeEvidenceSource,SourceArtifact
1,"TRS","shared_receiver_tracking_state","integrated_shared_tracking_object","not_blocked_in_active_receiver_tracking_state_runtime",1,"valid","not_initialized","valid","updated_from_trs_runtime_observation",1,1,0,"frame=1,slot=1","fresh_trs_runtime_observation","doppler_and_cfo_estimates_updated_from_trs","timing_estimate_updated_from_trs",1,15,1,0.372928419808026,0.372928419808026,0,0,-73.6187199281944,-62.1926307246361,0.915315039930218,0.915315039930218,"trs_reference_waveform_estimator","air_interface/csv/trs_trials.csv"
