RunStateID,ExecutionModel,ConfiguredUsers,TotalTrafficFrames,CanonicalSlotsPerSweepPoint,CurrentCanonicalSlot,CurrentPhysicalSlot,CurrentFrame,CurrentSlotDuplexLabel,CurrentSlotDLAllowed,CurrentSlotULAllowed,CurrentSlotIsSpecial,CurrentSlotDLSymbolStart,CurrentSlotDLNumSymbols,CurrentSlotGuardSymbolStart,CurrentSlotGuardNumSymbols,CurrentSlotULSymbolStart,CurrentSlotULNumSymbols,NoiseOperatingMode,ConfiguredSNR_dB,CurrentSNR_dB,DLCompletedFrames,ULCompletedFrames,DLCompletedSlots,ULCompletedSlots,SlotTraceRows,DLGrantRows,ULGrantRows,HARQTimelineRows,ControlIntegrationMode,SchedulerSource,PHYSource,ReportSource,StateStatus,ValueRole,ValueStatus,ValueSource,ValueDefinition,NAReason
"coupled_truth_run_state","slot_coupled_truth",4,20,20,20,20,1,"UL",0,1,0,0,0,0,0,0,14,"standalone_awgn_snr_argument",20,35.2011234169058,1,1,18,20,20,6,2,8,"runtime_control_access_tracking_state_gated","CoupledTruthRuntime.scheduleDirection","runWaveformLinkBundle.executeGrantPHYJob","CoupledTruthRuntime.SlotTraceTable","active_slot_trace_first","representative_measured_feedback","OK","CoupledTruthRuntime.refreshRunState:representative_feedback_sinr","representative median UE-reported/measured wideband SINR for the active slot; ConfiguredSNR_dB preserves configured operating-point metadata separately",""
