ControlIntegrationMode,CurrentSchedulingDirection,PBCHGatingActive,PRACHGatingActive,PDCCHGatingActive,SRSGatingActive,TRSGatingActive,PBCHFailureCount,PRACHFailureCount,ControlDecodeFailureCount,PUCCHDecodeFailureCount,PUCCHCrashCount,TRSFailureCount,SRSInvalidEventCount,SchedulingOpportunitiesBlockedByGating,GrantsBlockedByGating,UsersAcquired,UsersAccessReady,UsersWithValidSRS,UsersWithValidTRS,UsersControlEligible,UsersDLSchedulingEligible,UsersULSchedulingEligible,UsersSchedulingEligible,UsersSchedulingBlockedBySRS,DLGrantsScheduledWithInvalidSRS,ULGrantsScheduledWithInvalidSRS
"runtime_control_access_tracking_state_gated","UL",1,1,1,1,1,0,0,0,0,0,0,0,36,0,4,4,4,4,4,4,4,4,0,0,0
