Direction,ObservedRows,ChannelArrayModel,ConfiguredTxAntennaPorts,ConfiguredRxAntennaPorts,ObservedNumTxPorts,ObservedNumRxAntennas,ObservedPrecodingNumPorts,ConfiguredTxPhysicalElements,ConfiguredRxPhysicalElements,ObservedTxWaveformColumns,ObservedRxWaveformBranches,ObservedPhysicalTxAntennas,ObservedPhysicalRxAntennas,PrecodingPortConsistencyRate,PhysicalTxConsistencyRate,PhysicalRxConsistencyRate,LogicalPhysicalDomainSeparated,LegacyPortConsistencyApplicable,PhysicalArrayConsistencyOk,ChannelObjectSource,ChannelObjectClass,ChannelArrayHandlingStatus,ChannelArrayHandlingBlocker,ChannelGeometryCouplingLevel,GeometryAdapterType,GeometryAdapterSource,GeometryAdapterLimitation,GeometryAdapterPortMapping,ChannelUsesCountOnlyAntennaModel,ChannelUsesSameRuntimeAntennaAssumptions,InterferenceChannelObjectSource,InterferenceChannelObjectClass,InterferenceChannelArrayHandlingStatus,InterferenceChannelArrayHandlingBlocker,InterferenceUsesSameRuntimeAntennaAssumptions,InterferencePathUsesSameArrayAssumptions,AntennaEvidenceSource,SameFlowEvidenceSource,Notes
"DL",6,"nrcdl_runtime_array_geometry_channel",4,4,4,4,64,64,4,64,NaN,64,4,1,1,1,1,0,1,"sixgr.channel.ChannelFactory.localCreateCDL","nrCDLChannel","runtime_array_shape_spacing_orientation_coupled","not_blocked_in_active_dl_pdsch_trials_runtime","runtime_array_shape_spacing_orientation","backend_native_nrCDLChannel_antenna_array","CoupledTruthRuntime.runtime_antenna_metadata_to_nrCDLChannel","no_additional_dl_pdsch_trials_limitation_recorded","runtime_array_shape_matches_channel_ports;runtime_array_shape_matches_channel_ports",0,1,"sixgr.channel.ChannelFactory.localCreateCDL","sixgr.channel.StaticReciprocalMIMOChannel","runtime_array_shape_spacing_orientation_coupled","",1,1,"active_runtime_user_context","CoupledTruthRuntime.applyUserContextImpl->runDLPDSCHThroughput","DL uses a runtime-resolved CDL array channel: the active nrCDLChannel consumes BS/UE runtime array shape, spacing, polarization count, and orientation metadata. Blocker: not_blocked_in_active_dl_pdsch_trials_runtime. Logical PHY ports and physical antenna elements are separate domains; physical consistency uses configured element counts and observed waveform columns/branches."
"UL",2,"nrcdl_runtime_array_geometry_channel",4,4,2,2,4,4,4,4,64,4,64,1,1,0,1,0,0,"sixgr.channel.ChannelFactory.localCreateCDL","nrCDLChannel","runtime_array_shape_spacing_orientation_coupled","not_blocked_in_active_ul_pusch_trials_runtime","runtime_array_shape_spacing_orientation","backend_native_nrCDLChannel_antenna_array","CoupledTruthRuntime.runtime_antenna_metadata_to_nrCDLChannel","no_additional_ul_pusch_trials_limitation_recorded","runtime_array_shape_matches_channel_ports;runtime_array_shape_matches_channel_ports",0,1,"sixgr.channel.ChannelFactory.localCreateCDL","sixgr.channel.StaticReciprocalMIMOChannel","runtime_array_shape_spacing_orientation_coupled","",1,1,"active_runtime_user_context","CoupledTruthRuntime.applyUserContextImpl->runULPUSCHThroughput","UL uses a runtime-resolved CDL array channel: the active nrCDLChannel consumes BS/UE runtime array shape, spacing, polarization count, and orientation metadata. Blocker: not_blocked_in_active_ul_pusch_trials_runtime. Logical PHY ports and physical antenna elements are separate domains; physical consistency uses configured element counts and observed waveform columns/branches."
