RunId,TrialId,CellId,UEId,Direction,Slot,LayerIndex,CodewordIndex,DMRSPort,PostEqSINRdB,EVMdB,ChannelEstimateNMSEdB,LLRMeanAbs,DecodeCrcPass,BER,BLERContribution,Status
"",1,1,1,"DL",16,1,1,0,-0.709147,1.70126193477149,-9.81668302850025,0.406510020192682,0,0.460992061770702,1,"pass"
"",1,1,1,"DL",16,2,1,1,-3.26068,1.70126193477149,-9.81668302850025,0.406510020192682,0,0.460992061770702,1,"pass"
"",2,1,2,"DL",16,1,1,0,2.16864,0.376880643522383,-14.2667560858958,0.249131901892798,0,0.404394222010151,1,"pass"
"",2,1,2,"DL",16,2,1,1,-4.03163,0.376880643522383,-14.2667560858958,0.249131901892798,0,0.404394222010151,1,"pass"
"",3,1,3,"DL",17,1,1,0,1.14009,1.67953668721188,-11.2169884193174,0.696034733153125,0,0.447582744111395,1,"pass"
"",3,1,3,"DL",17,2,1,1,2.4266,1.67953668721188,-11.2169884193174,0.696034733153125,0,0.447582744111395,1,"pass"
"",4,1,4,"DL",17,1,1,0,2.31092,-0.514268368097599,-12.5436029101234,0.463089505005586,0,0.391386153645946,1,"pass"
"",4,1,4,"DL",17,2,1,1,1.68403,-0.514268368097599,-12.5436029101234,0.463089505005586,0,0.391386153645946,1,"pass"
"",5,1,1,"DL",18,1,1,0,10.3289,-8.96100758866632,-9.81668302850025,1.3582174502099,0,0.178160109313321,1,"pass"
"",5,1,1,"DL",18,2,1,1,9.00295,-8.96100758866632,-9.81668302850025,1.3582174502099,0,0.178160109313321,1,"pass"
"",6,1,2,"DL",18,1,1,0,14.449,-9.2259628126952,-14.2667560858958,1.41256898962624,0,0.161806489394005,1,"pass"
"",6,1,2,"DL",18,2,1,1,7.45392,-9.2259628126952,-14.2667560858958,1.41256898962624,0,0.161806489394005,1,"pass"
"",1,1,1,"UL",20,1,1,0,4.08717,-5.14533173865622,2.21166372965755,0.364166531512081,0,0.246160511533405,1,"pass"
"",1,1,1,"UL",20,2,1,1,5.67424,-5.14533173865622,2.21166372965755,0.364166531512081,0,0.246160511533405,1,"pass"
"",2,1,2,"UL",20,1,1,0,8.83316,-4.91645573787417,-3.118979376329,0.327743629713525,0,0.221774032907055,1,"pass"
"",2,1,2,"UL",20,2,1,1,2.01873,-4.91645573787417,-3.118979376329,0.327743629713525,0,0.221774032907055,1,"pass"
