RunID,MACPDUId,Direction,TBSBytes,SubPDUCount,EncodedSHA256,DecodedSHA256,ByteMismatchCount,UnownedBytes,OverlappingBytes,PaddingBytes,Status
MAC_PHASE08_R18_20260727033902,955adda117d106dd164642e88c474ccf5c7690ce29b0299d9097b11ae3896b4f,DL,16,1,955adda117d106dd164642e88c474ccf5c7690ce29b0299d9097b11ae3896b4f,955adda117d106dd164642e88c474ccf5c7690ce29b0299d9097b11ae3896b4f,0,0,0,4,PASS
MAC_PHASE08_R18_20260727033902,28795d8e7d8fd5349062a392e3ed9fa2d469b497a990d80a01c9241dc8801945,DL,16,1,28795d8e7d8fd5349062a392e3ed9fa2d469b497a990d80a01c9241dc8801945,28795d8e7d8fd5349062a392e3ed9fa2d469b497a990d80a01c9241dc8801945,0,0,0,4,PASS
MAC_PHASE08_R18_20260727033902,02124d0321beda9d07c5e266ac9e04599695f8c6e08868584f0558f1db840ba4,DL,16,1,02124d0321beda9d07c5e266ac9e04599695f8c6e08868584f0558f1db840ba4,02124d0321beda9d07c5e266ac9e04599695f8c6e08868584f0558f1db840ba4,0,0,0,4,PASS
MAC_PHASE08_R18_20260727033902,0c16818673841df8c18ac5181249ae4068e5d40a24a1fc5a83adf47e582bdfdb,DL,16,1,0c16818673841df8c18ac5181249ae4068e5d40a24a1fc5a83adf47e582bdfdb,0c16818673841df8c18ac5181249ae4068e5d40a24a1fc5a83adf47e582bdfdb,0,0,0,4,PASS
MAC_PHASE08_R18_20260727033902,c0116ca3922d946e84a9809b796557f3148c62d9fd7822bae0fc1641e01da9fc,DL,16,1,c0116ca3922d946e84a9809b796557f3148c62d9fd7822bae0fc1641e01da9fc,c0116ca3922d946e84a9809b796557f3148c62d9fd7822bae0fc1641e01da9fc,0,0,0,4,PASS
MAC_PHASE08_R18_20260727033902,5b556376491e3da7622be878c7cbadcec635fe1aab7e0236fa3cfa1bb3de6059,DL,16,1,5b556376491e3da7622be878c7cbadcec635fe1aab7e0236fa3cfa1bb3de6059,5b556376491e3da7622be878c7cbadcec635fe1aab7e0236fa3cfa1bb3de6059,0,0,0,4,PASS
MAC_PHASE08_R18_20260727033902,059012fc435b08285b4458ad6b92fc38c81e07874553ccce3f6d90f2efe67b5f,DL,16,1,059012fc435b08285b4458ad6b92fc38c81e07874553ccce3f6d90f2efe67b5f,059012fc435b08285b4458ad6b92fc38c81e07874553ccce3f6d90f2efe67b5f,0,0,0,4,PASS
MAC_PHASE08_R18_20260727033902,6b38b819f11ac66714141572d5726c8f7de0644f9975f264e1589c2d8fa17e7b,DL,16,1,6b38b819f11ac66714141572d5726c8f7de0644f9975f264e1589c2d8fa17e7b,6b38b819f11ac66714141572d5726c8f7de0644f9975f264e1589c2d8fa17e7b,0,0,0,4,PASS
MAC_PHASE08_R18_20260727033902,69b72eb89138fbf124700d7e8a0ee6a662e0f8509cef107f1aab1fe1d45e4da9,DL,16,1,69b72eb89138fbf124700d7e8a0ee6a662e0f8509cef107f1aab1fe1d45e4da9,69b72eb89138fbf124700d7e8a0ee6a662e0f8509cef107f1aab1fe1d45e4da9,0,0,0,4,PASS
MAC_PHASE08_R18_20260727033902,9a2382822cef74e99f26478287cacbfedaa00eb82671227d9738d9817d93b718,DL,16,1,9a2382822cef74e99f26478287cacbfedaa00eb82671227d9738d9817d93b718,9a2382822cef74e99f26478287cacbfedaa00eb82671227d9738d9817d93b718,0,0,0,4,PASS
MAC_PHASE08_R18_20260727033902,62af99173573f681a29d8e71d43ad18a08b3fba2f12ac0511e35fb00f8100021,DL,16,1,62af99173573f681a29d8e71d43ad18a08b3fba2f12ac0511e35fb00f8100021,62af99173573f681a29d8e71d43ad18a08b3fba2f12ac0511e35fb00f8100021,0,0,0,4,PASS
MAC_PHASE08_R18_20260727033902,7998dbe8d9ca1919581075c1e5a8271b70e6cd70f523842cada1274e15161fb0,DL,16,1,7998dbe8d9ca1919581075c1e5a8271b70e6cd70f523842cada1274e15161fb0,7998dbe8d9ca1919581075c1e5a8271b70e6cd70f523842cada1274e15161fb0,0,0,0,4,PASS
MAC_PHASE08_R18_20260727033902,e7da4a8a7a50eb867d087bf280d2c29876c1afcb39cc2b97943b0ea7a339a665,DL,16,1,e7da4a8a7a50eb867d087bf280d2c29876c1afcb39cc2b97943b0ea7a339a665,e7da4a8a7a50eb867d087bf280d2c29876c1afcb39cc2b97943b0ea7a339a665,0,0,0,4,PASS
MAC_PHASE08_R18_20260727033902,2314e1a1307c776fb83bba94fc0d34274979cd531cca0ff53247a1df8b787b8a,DL,16,1,2314e1a1307c776fb83bba94fc0d34274979cd531cca0ff53247a1df8b787b8a,2314e1a1307c776fb83bba94fc0d34274979cd531cca0ff53247a1df8b787b8a,0,0,0,4,PASS
