RunID,GitCommit,MATLABVersion,ToolboxVersion,SpecProfile,SeedList,VectorManifestSHA256,Strict,Status
MAC_PHASE08_R18_20260727033902,5da5a5c643d09c880814592e6b35a09a68ed1831,26.1.0.3312084 (R2026a) Update 4,26.1,3GPP_R18_MAC_STRICT,11|23|47|89,8723713ef59771e4540ec4fd4348c98ff1bbd42933c9c30a06fa9a7e7b09bb43,true,PASS
