ProfileID,TupleID,ExpectedSupported,ActualSupported,PlanningRejected,StateChanged,Reason,Status
nr_rel18_dl_harq_strict,c4b9bf98c00d3426085dc2817547ef135b34b3e50cf06c91f562e6346c669170,true,true,false,false,supported_bounded_rel18_profile,PASS
nr_rel18_dl_harq_strict,918e10c7ea473fb1d256a5f8986d545bf6c1f9ef5437b4c92c6db88e4a5f2be1,true,true,false,false,supported_bounded_rel18_profile,PASS
nr_rel18_dl_harq_strict,84990c27e20fd62c6666808ec8aea4f90c3bf6247b144b36f9d1eb6ca32cde6d,true,true,false,false,supported_bounded_rel18_profile,PASS
nr_rel18_ul_harq_strict,d24f94cd5a09189f0cd172bc94ee0c1cffbef193286dee8e7d6f4e238aade4c1,true,true,false,false,supported_bounded_rel18_profile,PASS
nr_rel18_ul_harq_strict,6c0777948f4f35ec1520561f1aba0d947816d0470132192d1051348b7ca96a6f,true,true,false,false,supported_bounded_rel18_profile,PASS
nr_rel18_ul_harq_strict,c2a78b1365808d7249565cd8323568f7523727fd7bd31db8454ab3035c4daf4a,true,true,false,false,supported_bounded_rel18_profile,PASS
nr_rel18_qos_scheduler_strict,c50fcb2bfa0d44d57c0f898c1e6ec5a8343eb6525ff6ee126922bf77d458d916,true,true,false,false,supported_bounded_rel18_profile,PASS
nr_rel18_qos_scheduler_strict,485df30cd29014e19a583bda607c8040bd509483e2050e736728609566a4e16f,true,true,false,false,supported_bounded_rel18_profile,PASS
nr_rel18_qos_scheduler_strict,fd9b65aa82b1c20cfeb62854ac8de0684d0d69a41617c7658a92bbf8566858b4,true,true,false,false,supported_bounded_rel18_profile,PASS
nr_rel18_qos_scheduler_strict,b872a1a5f1c4ccbea614e49bdb85802bafeb60c79bf496a0cb79506f0842b977,true,true,false,false,supported_bounded_rel18_profile,PASS
nr_rel18_qos_scheduler_strict,d013fb58546dc85fa5ad341d06f42bb75c5eacf5e58cae3c8b013ff3ebc7ae4e,true,true,false,false,supported_bounded_rel18_profile,PASS
nr_rel18_qos_scheduler_strict,b8b5210d24d8bdc411168602b3917fef1252c24975a0095ebdc4580c34f44856,true,true,false,false,supported_bounded_rel18_profile,PASS
nr_rel18_qos_scheduler_strict,5bcf55a65c418588e82f82219fa6825677c1405ea2c724533211facf9a530904,true,true,false,false,supported_bounded_rel18_profile,PASS
nr_rel18_qos_scheduler_strict,a087ca52b2df89d4876f85ae4e4a63cd5a1bcee8187e86570313fbe733d5296c,true,true,false,false,supported_bounded_rel18_profile,PASS
nr_rel18_qos_scheduler_strict,35422236196b538c8274924b4793d1be0db515f8181fcc0e9c827016b932d799,true,true,false,false,supported_bounded_rel18_profile,PASS
nr_rel18_qos_scheduler_strict,15bf394c8be0079f1a8725973ef15334a84d2fa9dd8e411a4e29b1bf4163a603,true,true,false,false,supported_bounded_rel18_profile,PASS
nr_rel18_qos_scheduler_strict,99aa4e56d73dee0be828a9b5ce77a022cb5a6296b0c96abd7fca4067a1980455,true,true,false,false,supported_bounded_rel18_profile,PASS
nr_rel18_qos_scheduler_strict,1bb3e3127cae46b920c1a876746c4a970c674f0f7ff267787f3b04e932a406a4,true,true,false,false,supported_bounded_rel18_profile,PASS
nr_rel18_qos_scheduler_strict,d6fe63db97764fccc96af5ac24a06554059236fa8616fa3c1461344801fba203,true,true,false,false,supported_bounded_rel18_profile,PASS
nr_rel18_qos_scheduler_strict,4c249335827361ee9a1d560d437f9f26735d62b2995cf20bb9918d6bbbc45188,true,true,false,false,supported_bounded_rel18_profile,PASS
nr_rel18_qos_scheduler_strict,a2435416eb5cce9d84888bab0da6bc58683bb0e341800e5521b748d209728311,true,true,false,false,supported_bounded_rel18_profile,PASS
nr_rel18_qos_scheduler_strict,f498d303e388c0a3ee41dbc0b786b8154759e0dd56ca6b7b7ed6bd61ee40aa23,true,true,false,false,supported_bounded_rel18_profile,PASS
nr_rel18_bsr_phr_sr_strict,4289db3daaf01ebdaec436bdcdeb800ca9fc0a758cc6e1fcf9388669d2369023,true,true,false,false,supported_bounded_rel18_profile,PASS
nr_rel18_bsr_phr_sr_strict,fc4019ab81dc15ba5f0bf248b9a27fc63aff46ef390539de52fc176858ffef1a,true,true,false,false,supported_bounded_rel18_profile,PASS
nr_rel18_bsr_phr_sr_strict,bc3b6df7569adcf6f92ab1fb635728e9bac534a1598ff66b5caf698b487bcaf6,true,true,false,false,supported_bounded_rel18_profile,PASS
nr_rel18_bsr_phr_sr_strict,743b22ef5370f2cc3d1786a66fde3497e0bec5d5537cadc69a02900d553477eb,true,true,false,false,supported_bounded_rel18_profile,PASS
nr_rel18_bsr_phr_sr_strict,92a0e6a606baa185dacb067a8b68ea8e443cc396b6965be0a55357110f1f14ed,true,true,false,false,supported_bounded_rel18_profile,PASS
nr_rel18_bsr_phr_sr_strict,92f3caf65c560fa2b545fbdd3e686570a47f1690a96405f7ba864a71a844fd7a,true,true,false,false,supported_bounded_rel18_profile,PASS
nr_rel18_bsr_phr_sr_strict,e284bc1d9c4194fb3e43371cd19753c73373ac93851c29994cf1cd3e75d4133f,true,true,false,false,supported_bounded_rel18_profile,PASS
nr_rel18_bsr_phr_sr_strict,b2e8bd20d876fd19e7cf39b78c979dcfab734934f200b64ab0760a8196395345,true,true,false,false,supported_bounded_rel18_profile,PASS
nr_rel18_bsr_phr_sr_strict,345f503fbdc171982df8cddece5bbedd27f21653eb149e0a7a43887cd21c94af,true,true,false,false,supported_bounded_rel18_profile,PASS
nr_rel18_persistent_grant_strict,c0047dd73fedb53eea2dfb9209be7bd4a382fbd0fb3c9795b5854adfcc69e049,true,true,false,false,supported_bounded_rel18_profile,PASS
nr_rel18_persistent_grant_strict,bcd17137764ec9d2692f16e93e930be3f53c66507f5ea4f325cb106696e8786a,true,true,false,false,supported_bounded_rel18_profile,PASS
nr_rel18_persistent_grant_strict,9bbfa9be7effc375aa6353c4691893498e5ed9eefa74ebd666b4a759cde95f91,true,true,false,false,supported_bounded_rel18_profile,PASS
nr_rel18_ca_scheduler_strict,9940e58907def387a98cc34797a184025868c91a327a80a404539bd71b7eb5d2,true,true,false,false,supported_bounded_rel18_profile,PASS
nr_rel18_ca_scheduler_strict,a2d259c2233643afe66504a7e365670724b7cba98f2210c06d3b49560112eba0,true,true,false,false,supported_bounded_rel18_profile,PASS
nr_rel18_ca_scheduler_strict,ca427cf9480e1c86ca35980f1b7e46e67d98777d266a3ca3ec1fb3f64a557a7b,true,true,false,false,supported_bounded_rel18_profile,PASS
nr_rel18_ca_scheduler_strict,388f615ed4a0e1c6a33d2ae764d5f94746094709aaf92d1297e0259a59c7cc81,true,true,false,false,supported_bounded_rel18_profile,PASS
nr_rel18_timing_advance_strict,9454d2124e49aaaf893a6bc4d6d03937f6968b4a70852a0519c4bd492668b291,true,true,false,false,supported_bounded_rel18_profile,PASS
nr_rel18_timing_advance_strict,94e440f16423bd45b23f28ad70c24831dfe0a2c5022ebefd0884cfcc112227e6,true,true,false,false,supported_bounded_rel18_profile,PASS
nr_rel18_timing_advance_strict,a21171503c3dd3be80ad8f45e08e7bf4cb7f43358733ef24b9c2b8fed250fd2e,true,true,false,false,supported_bounded_rel18_profile,PASS
nr_rel18_timing_advance_strict,3c211fc509ff4fef86be52b123b27b69f0e852cc02812a83e1ca79b97de03ecb,true,true,false,false,supported_bounded_rel18_profile,PASS
unsupported_extension,fd3a495d0547749dbd9d7087c37dbc0ef477fc4b43d293b6b53bbcf6bab8dcc3,false,false,true,false,unsupported_extension,PASS
unsupported_extension,438a61f9cc3b19c1cc9aacfad43995964b136889634113450eabb18f14fd090a,false,false,true,false,unsupported_extension,PASS
unsupported_extension,739e78d382cd1d0554227bcf66300fb65a2370372dca5b2cd29c7532927bc01a,false,false,true,false,unsupported_extension,PASS
unsupported_extension,1b946e34a35a628cc367543a70b1a7335b9f8b90a68c2d807c2135e675b41063,false,false,true,false,unsupported_extension,PASS
unsupported_extension,7c705c3585dd657994a1ba8d78805994e0cc9ae72dd625774287900eeb284098,false,false,true,false,unsupported_extension,PASS
unsupported_extension,a6bf92b7e2a4dbe1829d11be72bf8b839fd8f4b5f72dcce38c95d20451caf184,false,false,true,false,unsupported_extension,PASS
