AnchorKPIsReady,BeamReady,BidirectionalInterleavingEnabled,CompletedFrames,ControlReady,CurrentDirection,CurrentSNR_dB,CurrentSlot,CurrentUEIndex,DLActiveUsers,DLCompletedFrames,DLGrantCount,DLGrantedUsers,DLQueueBits,DLSummaryUsersPublished,DLTrialRows,DLTrialsReady,DLUniqueUsersPublished,DLUserProgressFraction,FinalBundleReady,HARQReady,Notes,RFReady,Stage,SweepPointCount,SweepPointIndex,SweepReady,TotalFrames,TotalUsers,ULActiveUsers,ULCompletedFrames,ULGrantCount,ULGrantedUsers,ULQueueBits,ULSummaryUsersPublished,ULTrialRows,ULTrialsReady,ULUniqueUsersPublished,ULUserProgressFraction
1,1,1,1,1,"UL",12,10,39,50,1,50,50,24204816,50,150,1,50,1,1,1,"Final structured KPI bundle export completed.",1,"final_bundle_ready",1,1,1,1,50,50,1,48,48,23955448,48,96,1,48,0.96
