FamilyID,Runtime_s,PeakMemory_MB,SerialDigest,ParallelDigest,Status
F01,0.1646775,0.00768566131591797,62fd92453dc66bbd7af3f4f41e3e98d244e415b97191d3b9d5b38d612ff1ced3,62fd92453dc66bbd7af3f4f41e3e98d244e415b97191d3b9d5b38d612ff1ced3,PASS
F02,0.0060173,0.00768566131591797,2e76a537527c55c19b66c697951b40dca5e80e62baa88016b732076a512141f3,2e76a537527c55c19b66c697951b40dca5e80e62baa88016b732076a512141f3,PASS
F03,0.005691,0.00768566131591797,9024b10dc6c71ddcf25a2c959c1e66de41bc37f2170f82e7a6c637b197012bb9,9024b10dc6c71ddcf25a2c959c1e66de41bc37f2170f82e7a6c637b197012bb9,PASS
F04,0.0057656,0.00768566131591797,d8ca258b9242e3420fc77555c61a5537c5e7224489b159eb5b3445690f43ef66,d8ca258b9242e3420fc77555c61a5537c5e7224489b159eb5b3445690f43ef66,PASS
F05,0.0075476,0.00768566131591797,52cd724f50b300ee037faa747ce1adbff2e41df1ee4c650b18c7ad542f0253fc,52cd724f50b300ee037faa747ce1adbff2e41df1ee4c650b18c7ad542f0253fc,PASS
F06,0.0052024,0.00768566131591797,f3408564b6ff763c5bcd2c0dd35cff753f9b977463768379f44ba8db816c2e81,f3408564b6ff763c5bcd2c0dd35cff753f9b977463768379f44ba8db816c2e81,PASS
F07,0.0048343,0.00768566131591797,5281512830ed60ab1ad3de413bc31b7bbde085dd682278de46030aef9bd6ed93,5281512830ed60ab1ad3de413bc31b7bbde085dd682278de46030aef9bd6ed93,PASS
F08,0.0054437,0.00768566131591797,b7d2b573d766756e33ba975b0acf35a3a2c076e7a30eb93ba5110687a0e01a47,b7d2b573d766756e33ba975b0acf35a3a2c076e7a30eb93ba5110687a0e01a47,PASS
F09,0.0369956,0.00768566131591797,2b1efca3eb4393a60aa684e505d02f66cf981e1bdb2a2d39d970ca0744230bf3,2b1efca3eb4393a60aa684e505d02f66cf981e1bdb2a2d39d970ca0744230bf3,PASS
F10,0.0112633,0.00768566131591797,97473f0fc7ec89d8c7f4ac4ea46fd830a2a8550cce520fffe6151cb0ec766d26,97473f0fc7ec89d8c7f4ac4ea46fd830a2a8550cce520fffe6151cb0ec766d26,PASS
F11,0.1660839,0.00768566131591797,176b4f0c44e8f52f0ee51a8103f4b7a972ce84d6e3259587c1778e362d120d2c,176b4f0c44e8f52f0ee51a8103f4b7a972ce84d6e3259587c1778e362d120d2c,PASS
F12,0.0175734,0.00768566131591797,fc4d1cab8ec9821a45cf8ae8151ccce91ca4b14c35107eed2efb6018c8abc0fb,fc4d1cab8ec9821a45cf8ae8151ccce91ca4b14c35107eed2efb6018c8abc0fb,PASS
F13,0.0211599,0.00768566131591797,3363bd9bfbf95398b44ce300c05a07d5a1fe222a0c6646a3809322e0985fab44,3363bd9bfbf95398b44ce300c05a07d5a1fe222a0c6646a3809322e0985fab44,PASS
F14,0.3375526,0.00768566131591797,b3b8100a9a8035535e4e0380f5b76540569b8cdb6f876658834c6421de56bd10,b3b8100a9a8035535e4e0380f5b76540569b8cdb6f876658834c6421de56bd10,PASS
