FamilyID,Runtime_s,PeakMemory_MB,SerialDigest,ParallelDigest,Status
F15,0.0480742,0.00768566131591797,824eea776174e33adf349dc1377544044923827e3302ca534be26ce26ec6d84b,824eea776174e33adf349dc1377544044923827e3302ca534be26ce26ec6d84b,PASS
F16,0.0332353,0.00768566131591797,956148dd8077f4bdeb86e429db5c1dd14de042abef74a0627da3d439b71aabc0,956148dd8077f4bdeb86e429db5c1dd14de042abef74a0627da3d439b71aabc0,PASS
F17,0.0573656,0.00768566131591797,bd61df007f5a7a8ff3f01da8639f97064c15c932d1c1ec85b4aa2f7f54e670d0,bd61df007f5a7a8ff3f01da8639f97064c15c932d1c1ec85b4aa2f7f54e670d0,PASS
F18,0.0300807,0.00768566131591797,2e72f90d6d860990346f22966511cff6190138f7aed791b1e982ff49a2d251d0,2e72f90d6d860990346f22966511cff6190138f7aed791b1e982ff49a2d251d0,PASS
F19,0.0516651,0.00768566131591797,bb3df3a674efd3339984968c9548b79f241bd7caf98d856699c37d03469d78ba,bb3df3a674efd3339984968c9548b79f241bd7caf98d856699c37d03469d78ba,PASS
F20,0.0058646,0.00768566131591797,24d4ce5811a99bc2979752f9b5ca0ccca383723a50b7e1d33b88439a48c0c0f8,24d4ce5811a99bc2979752f9b5ca0ccca383723a50b7e1d33b88439a48c0c0f8,PASS
F21,0.0053293,0.00768566131591797,c25a43250d991b86220f83fe613a67885e022db6394372567f8b8ce1146826bc,c25a43250d991b86220f83fe613a67885e022db6394372567f8b8ce1146826bc,PASS
F22,0.0057403,0.00768566131591797,7f31b0ae26733a4a6f34294f0b0b556a466dcb4ace2007ceafc5b604d833b84d,7f31b0ae26733a4a6f34294f0b0b556a466dcb4ace2007ceafc5b604d833b84d,PASS
F23,0.0052445,0.00768566131591797,bb3845257ca5ec2380b8d8ddc3cf6df13b043128e74918c96d8c30710c531a79,bb3845257ca5ec2380b8d8ddc3cf6df13b043128e74918c96d8c30710c531a79,PASS
F24,0.0394941,0.00768566131591797,357acabdd889a93dca5cfd2a1f55de7168b1691906a8c7fae9b115c795cb3914,357acabdd889a93dca5cfd2a1f55de7168b1691906a8c7fae9b115c795cb3914,PASS
F25,2.4492916,0.00768566131591797,83a427663cf72d92e1ee0b125f2aec0c29fb86330bd78dfe0804ffe08be9da50,83a427663cf72d92e1ee0b125f2aec0c29fb86330bd78dfe0804ffe08be9da50,PASS
F26,0.0166143,0.00768566131591797,1b880c25674aafdb3d558a573df4183c2a4b9556e8f164b0af4d47593f0c86d0,1b880c25674aafdb3d558a573df4183c2a4b9556e8f164b0af4d47593f0c86d0,PASS
F27,0.0291469,0.00768566131591797,3f59af687159358b30f630a78fff1fe30a50d6f87850d53f13905c44304e9dca,3f59af687159358b30f630a78fff1fe30a50d6f87850d53f13905c44304e9dca,PASS
F28,0.0124795,0.00768566131591797,6bebfd688486ee22e23bfd67f078bc34d5bace7c605700e31f277a04b653af94,6bebfd688486ee22e23bfd67f078bc34d5bace7c605700e31f277a04b653af94,PASS
F29,0.0120587,0.00768566131591797,62c26212384d9d62667d76e1271b2d33d8b9371e8e566f587f4f859a7b93a496,62c26212384d9d62667d76e1271b2d33d8b9371e8e566f587f4f859a7b93a496,PASS
F30,0.0334481,0.00768566131591797,996851ad5a518d90938c0a9265b1bf3f809d452396d3a07c6944cc20adce4a84,996851ad5a518d90938c0a9265b1bf3f809d452396d3a07c6944cc20adce4a84,PASS
F31,0.0111723,0.00768566131591797,53aeb187a81ebf60e70257427ecb49667c2cdb5c9169b3f808ed4861e16058bd,53aeb187a81ebf60e70257427ecb49667c2cdb5c9169b3f808ed4861e16058bd,PASS
F32,0.0118875,0.00768566131591797,bae839558c5296cbe2534e94d30f1de89737543538bdabbe0c7514517f859ab0,bae839558c5296cbe2534e94d30f1de89737543538bdabbe0c7514517f859ab0,PASS
F33,0.0598986,0.00768566131591797,de1f8359e37d35b08a65345d5bbf2cea965fe97251bc3f2406175568b12af7f5,de1f8359e37d35b08a65345d5bbf2cea965fe97251bc3f2406175568b12af7f5,PASS
F34,0.0089373,0.00768566131591797,ea8de6e08074832234dbe725cca27afd1c922bd40c40909a7dbaa18a38fc2f9f,ea8de6e08074832234dbe725cca27afd1c922bd40c40909a7dbaa18a38fc2f9f,PASS
F35,0.0088811,0.00768566131591797,c67b0e817baaaa9eeaaad8064e4ae839a3854ee899297422b9265eed79a38dda,c67b0e817baaaa9eeaaad8064e4ae839a3854ee899297422b9265eed79a38dda,PASS
F36,0.0087775,0.00768566131591797,699b0f716d181aa568612e9afca32bae46b2a6a4a0bfccf4ae4c1fae0ad8a67b,699b0f716d181aa568612e9afca32bae46b2a6a4a0bfccf4ae4c1fae0ad8a67b,PASS
F37,0.0087795,0.00768566131591797,749a319ca8204b30d0093ba824442719a0a3f6d5d021a2519babe0b0a5c64fb2,749a319ca8204b30d0093ba824442719a0a3f6d5d021a2519babe0b0a5c64fb2,PASS
F38,0.0088769,0.00768566131591797,2f1aa7cf3e49a5b99b5882c4047be4892952bd628b35a4f0b7fa7ba6c840faa3,2f1aa7cf3e49a5b99b5882c4047be4892952bd628b35a4f0b7fa7ba6c840faa3,PASS
F39,0.0090964,0.00768566131591797,9c256e853079052a5d7045165fe7c553419dee3533db3d6ed7b0accccc192123,9c256e853079052a5d7045165fe7c553419dee3533db3d6ed7b0accccc192123,PASS
F40,0.0087784,0.00768566131591797,b05961aab2ccbf8c81d74fc27815daae026b8c0a10658ebc0d9a3470e633786a,b05961aab2ccbf8c81d74fc27815daae026b8c0a10658ebc0d9a3470e633786a,PASS
F41,0.0194855,0.00786876678466797,a0afc3e7ed2d5d112e93b2db7d969f461146ebf31f964b3731df1e8d7038b4a5,a0afc3e7ed2d5d112e93b2db7d969f461146ebf31f964b3731df1e8d7038b4a5,PASS
F42,0.0043093,0.00786876678466797,97e9580be1ab8150b87b236f9cdc69ff18b44e29cde8585991936e8ccc897fb0,97e9580be1ab8150b87b236f9cdc69ff18b44e29cde8585991936e8ccc897fb0,PASS
F43,0.0327423,0.00768566131591797,bbf1b8a5dee7aa4e883a3dec4e83144b5adf22172b429da546b9e366fd8d6714,bbf1b8a5dee7aa4e883a3dec4e83144b5adf22172b429da546b9e366fd8d6714,PASS
F44,0.0060531,0.00768566131591797,1037cc92cd3ea872fe112db27f79bec065c2c37fd39682843cae70b649d7e72b,1037cc92cd3ea872fe112db27f79bec065c2c37fd39682843cae70b649d7e72b,PASS
F45,0.0086184,0.00768566131591797,80d3f5ccc443578da6b449fd28ec938e08e3273211897d307c95a20320f73b9a,80d3f5ccc443578da6b449fd28ec938e08e3273211897d307c95a20320f73b9a,PASS
F46,0.0066212,0.00768566131591797,a813018c29071021e05180b72110395ab2e31066e22ec3d681692d41ec8bd503,a813018c29071021e05180b72110395ab2e31066e22ec3d681692d41ec8bd503,PASS
F47,0.0079604,0.00768566131591797,32f6e36b5fe660dec2a8f78d55459b3e6941ef02a5225a8f0973cf591e84ddf2,32f6e36b5fe660dec2a8f78d55459b3e6941ef02a5225a8f0973cf591e84ddf2,PASS
F48,0.0060797,0.00768566131591797,57f74c58b99cbc7033117ba1cb575ee9869c2c77fb3e474863eb54ed193db14c,57f74c58b99cbc7033117ba1cb575ee9869c2c77fb3e474863eb54ed193db14c,PASS
F49,0.1109021,0.00786876678466797,77c8cd7cdd920127adee0c2f986baad11d533382d5bb637274e02d83097e6f1d,77c8cd7cdd920127adee0c2f986baad11d533382d5bb637274e02d83097e6f1d,PASS
F50,0.0201535,0.00786876678466797,72b9887b2ef10a0882674d566ac93f211ce09972485ce2efba726ae552a13966,72b9887b2ef10a0882674d566ac93f211ce09972485ce2efba726ae552a13966,PASS
F51,0.0396154,0.00786876678466797,ee25517faca9c41c6de8371b064d6b00cb9372f87636a06f0fc31021290dddfa,ee25517faca9c41c6de8371b064d6b00cb9372f87636a06f0fc31021290dddfa,PASS
F52,0.0370868,0.00786876678466797,c1c818b6183ea236f3eb4c6d9ce578c9db62e68ee809646adcdf6be20e9708e7,c1c818b6183ea236f3eb4c6d9ce578c9db62e68ee809646adcdf6be20e9708e7,PASS
F53,0.0481205,0.00805187225341797,eedaf735319b4012792ba81a312ef3acd1ebba51f53367fde50c25af651b66cf,eedaf735319b4012792ba81a312ef3acd1ebba51f53367fde50c25af651b66cf,PASS
F54,0.005538,0.00805187225341797,11391cd57bc4dbb59ea3bfb27296a55641242d9553c7dd7f5844563d3939ee42,11391cd57bc4dbb59ea3bfb27296a55641242d9553c7dd7f5844563d3939ee42,PASS
F55,0.0052478,0.00805187225341797,54ea382fcfde84efdac9adc8d1043c099ad0c41697c5f0a12c1aa6ea59f3a002,54ea382fcfde84efdac9adc8d1043c099ad0c41697c5f0a12c1aa6ea59f3a002,PASS
F56,0.0051788,0.00805187225341797,399e1657cf0279ff2d98096c6f496616a9b35983b26b589ea1ee230dd1f69f1d,399e1657cf0279ff2d98096c6f496616a9b35983b26b589ea1ee230dd1f69f1d,PASS
F57,0.0065744,0.00805187225341797,c8d4afb78f59f7e4298e6009cffdbc05eef4ebb1e9fde3116357f08b389dad5b,c8d4afb78f59f7e4298e6009cffdbc05eef4ebb1e9fde3116357f08b389dad5b,PASS
F58,0.0053948,0.00805187225341797,2d0a6c43e16144bcaf941babe7da6187a99d01c2260e50f662f6e63618cff62b,2d0a6c43e16144bcaf941babe7da6187a99d01c2260e50f662f6e63618cff62b,PASS
F59,0.0056858,0.00805187225341797,08dbdc72d8ccdd4ed8e477230b8c7e521fd98adc87202711cd641ed3b863f1d4,08dbdc72d8ccdd4ed8e477230b8c7e521fd98adc87202711cd641ed3b863f1d4,PASS
F60,0.0067585,0.00805187225341797,0ffa1a79175ef385348db317f6321161ad6be49d71542c27ec7f84c625dc6f9b,0ffa1a79175ef385348db317f6321161ad6be49d71542c27ec7f84c625dc6f9b,PASS
F61,0.0057601,0.00805187225341797,b2b4ea23d90c77f9b015a87d632cfdf8f2125d22b02ee3231a73bdfac5f33b93,b2b4ea23d90c77f9b015a87d632cfdf8f2125d22b02ee3231a73bdfac5f33b93,PASS
F62,0.0302906,0.00768566131591797,484417962d3714e3e27a8a4442fa87cd73d7b907cf23caa685c270c8d953d097,484417962d3714e3e27a8a4442fa87cd73d7b907cf23caa685c270c8d953d097,PASS
F63,0.0202156,0.00768566131591797,31366bb0d642ad31250ea1f409623e3a44e10d6a26f2f3554e60d5326469bbb7,31366bb0d642ad31250ea1f409623e3a44e10d6a26f2f3554e60d5326469bbb7,PASS
F64,0.0219447,0.00768566131591797,ba82e89471a5657089de3960616433698277eb382d93a9568a64ed995853e696,ba82e89471a5657089de3960616433698277eb382d93a9568a64ed995853e696,PASS
