ImageFile,SourceCSV,SourceCSVSHA256,PNGSHA256,Width,Height,Title,XLabel,YLabel,AxesCount,SeriesCount,FinitePointCount,Status
rf_impact_cfo_magnitude.png,rf_impact_cfo_timing.csv,14841c04ea8520b1720ea6a35e910d548c5ae4a624dea3f19db82767dd0ea0d7,0c5591455ab061d19108d1e2c9e334c1586d0be9280768ab54e410c8bc4f14be,1044,782,CFO magnitude impact,CFO,Residual error,1,2,312,PASS
rf_impact_cfo_tracking.png,rf_impact_cfo_timing.csv,14841c04ea8520b1720ea6a35e910d548c5ae4a624dea3f19db82767dd0ea0d7,5a5ae900f3b9e3aac5773ed30d3dd30d9d8caacad68c2e0df52afbf3f9ed1450,1044,782,CFO tracking impact,Time,Residual CFO,1,2,312,PASS
rf_impact_timing_offset.png,rf_impact_cfo_timing.csv,14841c04ea8520b1720ea6a35e910d548c5ae4a624dea3f19db82767dd0ea0d7,114701acf998479513393f3a453af1c4a8978b714dba17451d409602f30b8615,1044,786,Timing-offset impact,Timing offset,BLER,1,2,312,PASS
rf_impact_sco_drift.png,rf_impact_cfo_timing.csv,14841c04ea8520b1720ea6a35e910d548c5ae4a624dea3f19db82767dd0ea0d7,3880a1f1d1655603a9f100d943b5867230719d01c7839d670f092a4d92b4266c,1044,786,Sample-clock offset impact,SCO ppm,Drift,1,2,312,PASS
rf_impact_phase_noise_mask.png,rf_impact_phase_noise_iq.csv,271be89c38c503f5fa8ca64667dc573431b7393ad725995c9825605c568561f4,43aea50ec60b15b06da9fefeadfb40907083718c73d47678e3ded95da60f6a35,1049,786,Phase-noise mask impact,Mask severity,EVM,1,2,264,PASS
rf_impact_phase_noise_cpe_ici.png,rf_impact_phase_noise_iq.csv,271be89c38c503f5fa8ca64667dc573431b7393ad725995c9825605c568561f4,63e7b0d995fde1ce65f1d2a92db74c6dd592a21815fc4cf19e3e143b84903474,1049,782,CPE and ICI impact,Phase noise,Error power,1,2,264,PASS
rf_impact_lo_correlation.png,rf_impact_phase_noise_iq.csv,271be89c38c503f5fa8ca64667dc573431b7393ad725995c9825605c568561f4,2ad6a51bdd7a87f6aab6581f571471d04658e0695f680da08a67c8d2fbaace71,1049,782,LO correlation impact,Correlation,Per-chain error,1,2,264,PASS
rf_impact_iq_imbalance.png,rf_impact_phase_noise_iq.csv,271be89c38c503f5fa8ca64667dc573431b7393ad725995c9825605c568561f4,2a5f967ff4eb9ebb926d3fa13f819162640d6347d1056f770a8798dc6d37ad06,1049,783,IQ imbalance impact,IQ mismatch,Image rejection,1,2,264,PASS
rf_impact_iq_compensation.png,rf_impact_phase_noise_iq.csv,271be89c38c503f5fa8ca64667dc573431b7393ad725995c9825605c568561f4,2fd22f6968aecbeeaf7196a9a1eb94d5bd6a02fb942e590f52b005ba9ecd3884,1049,782,IQ compensation impact,Iteration,EVM,1,2,264,PASS
rf_impact_pa_backoff.png,rf_impact_pa_dpd.csv,165cf85c61fa49e06b89cb79abbe4d6c47d65f493b882edcb868170b7cea5dfa,8b4805f7eaa777e12ebd354795bf70ef539461c0558b3a758a3d6d5760c94c8f,1041,782,PA backoff impact,Backoff,ACLR,1,2,200,PASS
rf_impact_pa_memory.png,rf_impact_pa_dpd.csv,165cf85c61fa49e06b89cb79abbe4d6c47d65f493b882edcb868170b7cea5dfa,3e6141056942732f71a8471b985fa1d39f8e148ec05c1a09b0728274bc5869d7,1041,786,PA memory impact,Memory depth,ACLR,1,2,200,PASS
rf_impact_cfr_papr.png,rf_impact_pa_dpd.csv,165cf85c61fa49e06b89cb79abbe4d6c47d65f493b882edcb868170b7cea5dfa,8e05ecfd9dc91b44bb6164860a6c1563642f31f3ad529f8ab7f71f259460b117,1041,786,CFR PAPR impact,CFR target,PAPR,1,2,200,PASS
rf_impact_dpd_order.png,rf_impact_pa_dpd.csv,165cf85c61fa49e06b89cb79abbe4d6c47d65f493b882edcb868170b7cea5dfa,3bc278d1d59ad33df3288312e5d962cb6cb5d252d12e7a833cbfdbd8bc30aee2,1041,782,DPD order impact,DPD order,ACLR,1,2,200,PASS
rf_impact_dpd_ageing.png,rf_impact_pa_dpd.csv,165cf85c61fa49e06b89cb79abbe4d6c47d65f493b882edcb868170b7cea5dfa,d591d083e08187640424ace5e3507eb9dfcca5f09eb8ae68c26485c46d2b0499,1041,786,DPD ageing impact,Age,EVM,1,2,200,PASS
rf_impact_dac_bits.png,rf_impact_data_converters.csv,cfcc06dffe7e624a04ac1a23a6d6bca47a79caa3551a72aebfed27ab5aeb42c8,1bfdcc37760accd6d6eef9eea8a8c89c388bb23075bb4bc7bece0185445240f2,1035,782,DAC bit-depth impact,DAC bits,EVM,1,2,200,PASS
rf_impact_adc_bits.png,rf_impact_data_converters.csv,cfcc06dffe7e624a04ac1a23a6d6bca47a79caa3551a72aebfed27ab5aeb42c8,e69f844595574d9a7e1f49a4253756d74ec92382af9e7c3bfe347e5ea9094942,1035,782,ADC bit-depth impact,ADC bits,BLER,1,2,200,PASS
rf_impact_adc_fullscale.png,rf_impact_data_converters.csv,cfcc06dffe7e624a04ac1a23a6d6bca47a79caa3551a72aebfed27ab5aeb42c8,ad327c493408ea2e116d75332d6f828d101bcafbbc73c2503c9896fde00a72a6,1035,782,ADC full-scale impact,Full scale,Clipping,1,2,200,PASS
rf_impact_agc_dynamics.png,rf_impact_data_converters.csv,cfcc06dffe7e624a04ac1a23a6d6bca47a79caa3551a72aebfed27ab5aeb42c8,3cbea0ff8da510a937491363c3a34716ddb3ac2c4396fb9a15a7877bc9c75d0c,1035,782,AGC dynamics impact,Time,Gain,1,2,200,PASS
rf_impact_aperture_jitter.png,rf_impact_data_converters.csv,cfcc06dffe7e624a04ac1a23a6d6bca47a79caa3551a72aebfed27ab5aeb42c8,f2ef30fdcb268129857b7f2c7f9bb256d670e008b884d8cb79fb749eaae7130a,1035,782,Aperture-jitter impact,Jitter,EVM,1,2,200,PASS
rf_impact_noise_figure.png,rf_impact_blocker_receiver.csv,0e3cddf4c9c8b7c456d0d45e666c85cd7ca64d295a8266a2eb6e7238646bd8a1,dc0252dec9a1f2e17a747a59ab55e4ee625be106689444b72e13193271b70102,1031,788,Noise-figure impact,Noise figure,BLER,1,2,200,PASS
rf_impact_blocker_power.png,rf_impact_blocker_receiver.csv,0e3cddf4c9c8b7c456d0d45e666c85cd7ca64d295a8266a2eb6e7238646bd8a1,9e741e5e4fafe890cf49d5abfcfacac92bb7816aad5fc2224ef8839d73b40558,1031,788,Blocker-power impact,Blocker power,Desensitization,1,2,200,PASS
rf_impact_blocker_offset.png,rf_impact_blocker_receiver.csv,0e3cddf4c9c8b7c456d0d45e666c85cd7ca64d295a8266a2eb6e7238646bd8a1,2d718abf633ccbb0110ab70a5a05477305d03ddcab39a2cbd68e1b98a4ce5bd1,1031,788,Blocker-offset impact,Frequency offset,BLER,1,2,200,PASS
