FamilyID,CaseID,PhaseNoiseRMS_rad,CPE_rad,ICIPower_dB,IRR_dB,EVM_pct,Status
F15,F15-P05-B,0.000845596245069749,0.000422798122534875,-0.0845596245069749,61.4567390842375,0.0845596245069749,PASS
F15,F15-P05-T,0.00238041705226652,0.00119020852613326,-0.238041705226652,52.466938946008,0.238041705226652,PASS
F15,F15-P06-B,0.001113657395698,0.000556828697849,-0.1113657395698,59.0649678895736,0.1113657395698,PASS
F15,F15-P06-T,0.00313931755978055,0.00156965877989028,-0.313931755978055,50.0632950145451,0.313931755978055,PASS
F16,F16-P01-B,0.000982793319014255,0.000491396659507127,-0.0982793319014254,60.1507560899341,0.0982793319014254,PASS
F16,F16-P01-T,0.00310758162316616,0.00155379081158308,-0.310758162316616,50.1515491087538,0.310758162316616,PASS
F16,F16-P02-B,0.000827606915148692,0.000413803457574346,-0.0827606915148692,61.6435177840417,0.0827606915148692,PASS
F16,F16-P02-T,0.00261674754076592,0.00130837377038296,-0.261674754076592,51.644763506248,0.261674754076592,PASS
F16,F16-P03-B,0.000910409878523308,0.000455204939261654,-0.0910409878523308,60.8152607710696,0.0910409878523308,PASS
F16,F16-P03-T,0.00287579274821447,0.00143789637410724,-0.287579274821447,50.8248483153665,0.287579274821447,PASS
F16,F16-P04-B,0.00118938779344329,0.000594693896721645,-0.118938779344329,58.4935304586118,0.118938779344329,PASS
F16,F16-P04-T,0.00376032562958036,0.00188016281479018,-0.376032562958036,48.4954909046034,0.376032562958036,PASS
F16,F16-P05-B,0.000845596245069749,0.000422798122534875,-0.0845596245069749,61.4567390842375,0.0845596245069749,PASS
F16,F16-P05-T,0.0026746638307163,0.00133733191535815,-0.26746638307163,51.4546159038039,0.26746638307163,PASS
F16,F16-P06-B,0.001113657395698,0.000556828697849,-0.1113657395698,59.0649678895736,0.1113657395698,PASS
F16,F16-P06-T,0.0035219203327814,0.0017609601663907,-0.35219203327814,49.0644094433813,0.35219203327814,PASS
F17,F17-P01-B,0.000982793319014255,0.000491396659507127,-0.0982793319014254,60.1507560899341,0.0982793319014254,PASS
F17,F17-P01-T,0.00348092645547097,0.00174046322773548,-0.348092645547097,49.1661030466414,0.348092645547097,PASS
F17,F17-P02-B,0.000827606915148692,0.000413803457574346,-0.0827606915148692,61.6435177840417,0.0827606915148692,PASS
F17,F17-P02-T,0.00294460393644645,0.00147230196822322,-0.294460393644645,50.619462233383,0.294460393644645,PASS
F17,F17-P03-B,0.000910409878523308,0.000455204939261654,-0.0910409878523308,60.8152607710696,0.0910409878523308,PASS
F17,F17-P03-T,0.0032404692545065,0.00162023462725325,-0.32404692545065,49.7878418953354,0.32404692545065,PASS
F17,F17-P04-B,0.00118938779344329,0.000594693896721645,-0.118938779344329,58.4935304586118,0.118938779344329,PASS
F17,F17-P04-T,0.00425049048895119,0.00212524524447559,-0.425049048895119,47.4312190255639,0.425049048895119,PASS
F17,F17-P05-B,0.000845596245069749,0.000422798122534875,-0.0845596245069749,61.4567390842375,0.0845596245069749,PASS
F17,F17-P05-T,0.00299509815053689,0.00149754907526845,-0.299509815053689,50.4717788208315,0.299509815053689,PASS
F17,F17-P06-B,0.001113657395698,0.000556828697849,-0.1113657395698,59.0649678895736,0.1113657395698,PASS
F17,F17-P06-T,0.00396016193228101,0.0019800809661405,-0.3960161932281,48.0457411054381,0.3960161932281,PASS
F18,F18-P01-B,0.000982793319014255,0.000491396659507127,-0.0982793319014254,60.1507560899341,0.0982793319014254,PASS
F18,F18-P01-T,0.00391103809858537,0.00195551904929269,-0.391103809858537,48.1541590687109,0.391103809858537,PASS
F18,F18-P02-B,0.000827606915148692,0.000413803457574346,-0.0827606915148692,61.6435177840417,0.0827606915148692,PASS
F18,F18-P02-T,0.00329309133655861,0.0016465456682793,-0.329309133655861,49.6479244722283,0.329309133655861,PASS
F18,F18-P03-B,0.000910409878523308,0.000455204939261654,-0.0910409878523308,60.8152607710696,0.0910409878523308,PASS
F18,F18-P03-T,0.00360788528607777,0.00180394264303888,-0.360788528607777,48.8549455889846,0.360788528607777,PASS
F18,F18-P04-B,0.00118938779344329,0.000594693896721645,-0.118938779344329,58.4935304586118,0.118938779344329,PASS
F18,F18-P04-T,0.00473209774765414,0.00236604887382707,-0.473209774765414,46.4989258606439,0.473209774765414,PASS
F18,F18-P05-B,0.000845596245069749,0.000422798122534875,-0.0845596245069749,61.4567390842375,0.0845596245069749,PASS
F18,F18-P05-T,0.00336971395198553,0.00168485697599277,-0.336971395198553,49.4481392784003,0.336971395198553,PASS
F18,F18-P06-B,0.001113657395698,0.000556828697849,-0.1113657395698,59.0649678895736,0.1113657395698,PASS
F18,F18-P06-T,0.004435293469107,0.0022176467345535,-0.4435293469107,47.0615527802431,0.4435293469107,PASS
F19,F19-P01-B,0,0,-1e-06,220,0,PASS
F19,F19-P01-T,0.0238745891171493,0.0119372945585746,-2.38745891171493,32.4412818781851,2.38745891171493,PASS
F19,F19-P02-B,0,0,-1e-06,220,0,PASS
F19,F19-P02-T,0.0252610461580314,0.0126305230790157,-2.52610461580314,31.9509733517404,2.52610461580314,PASS
F19,F19-P03-B,0,0,-1e-06,220,0,PASS
F19,F19-P03-T,0.0245850775378346,0.0122925387689173,-2.45850775378346,32.1865683533738,2.45850775378346,PASS
F19,F19-P04-B,0,0,-1e-06,220,0,PASS
F19,F19-P04-T,0.0251859088989022,0.0125929544494511,-2.51859088989022,31.9768474375943,2.51859088989022,PASS
F19,F19-P05-B,0,0,-1e-06,220,0,PASS
F19,F19-P05-T,0.0242122578088556,0.0121061289044278,-2.42122578088556,32.3192942085159,2.42122578088556,PASS
F19,F19-P06-B,0,0,-1e-06,220,0,PASS
F19,F19-P06-T,0.0250289873498817,0.0125144936749409,-2.50289873498817,32.0311344239403,2.50289873498817,PASS
F20,F20-P01-B,0,0,-1e-06,220,0,PASS
F20,F20-P01-T,0.037007936226696,0.018503968113348,-3.7007936226696,28.6341026592695,3.7007936226696,PASS
F20,F20-P02-B,0,0,-1e-06,220,0,PASS
F20,F20-P02-T,0.0400069941428289,0.0200034970714145,-4.00069941428289,27.9572815473874,4.00069941428289,PASS
F20,F20-P03-B,0,0,-1e-06,220,0,PASS
F20,F20-P03-T,0.0385946138791065,0.0192973069395532,-3.85946138791065,28.2694659924705,3.85946138791065,PASS
F20,F20-P04-B,0,0,-1e-06,220,0,PASS
F20,F20-P04-T,0.0401015428665517,0.0200507714332758,-4.01015428665517,27.9367783602948,4.01015428665517,PASS
F20,F20-P05-B,0,0,-1e-06,220,0,PASS
F20,F20-P05-T,0.0388000699579556,0.0194000349789778,-3.88000699579556,28.2233498271227,3.88000699579556,PASS
F20,F20-P06-B,0,0,-1e-06,220,0,PASS
F20,F20-P06-T,0.0393629163871842,0.0196814581935921,-3.93629163871842,28.0982546459013,3.93629163871842,PASS
F21,F21-P01-B,0,0,-1e-06,220,0,PASS
F21,F21-P01-T,0.0509025829504758,0.0254512914752379,-5.09025829504758,25.8652035938631,5.09025829504758,PASS
F21,F21-P02-B,0,0,-1e-06,220,0,PASS
F21,F21-P02-T,0.0554296352779531,0.0277148176389766,-5.54296352779531,25.1251595803404,5.54296352779531,PASS
F21,F21-P03-B,0,0,-1e-06,220,0,PASS
F21,F21-P03-T,0.0533193321938209,0.0266596660969105,-5.33193321938209,25.4623059722434,5.33193321938209,PASS
F21,F21-P04-B,0,0,-1e-06,220,0,PASS
F21,F21-P04-T,0.0557144477725408,0.0278572238862704,-5.57144477725408,25.0806433948154,5.57144477725408,PASS
F21,F21-P05-B,0,0,-1e-06,220,0,PASS
F21,F21-P05-T,0.0541395935034255,0.0270697967517128,-5.41395935034255,25.329700187373,5.41395935034255,PASS
F21,F21-P06-B,0,0,-1e-06,220,0,PASS
F21,F21-P06-T,0.0544006039081866,0.0272003019540933,-5.44006039081866,25.2879255823095,5.44006039081866,PASS
F22,F22-P01-B,0,0,-1e-06,220,0,PASS
F22,F22-P01-T,0.0651769229417442,0.0325884614708721,-6.51769229417442,23.7181229360139,6.51769229417442,PASS
F22,F22-P02-B,0,0,-1e-06,220,0,PASS
F22,F22-P02-T,0.0712030949974437,0.0356015474987219,-7.12030949974437,22.9500225679657,7.12030949974437,PASS
F22,F22-P03-B,0,0,-1e-06,220,0,PASS
F22,F22-P03-T,0.0684077267588276,0.0342038633794138,-6.84077267588276,23.2978968254808,6.84077267588276,PASS
F22,F22-P04-B,0,0,-1e-06,220,0,PASS
F22,F22-P04-T,0.0716905907647261,0.035845295382363,-7.16905907647261,22.8907568161031,7.16905907647261,PASS
F22,F22-P05-B,0,0,-1e-06,220,0,PASS
F22,F22-P05-T,0.0698697073824991,0.0349348536912495,-6.98697073824991,23.1142215117364,6.98697073824991,PASS
F22,F22-P06-B,0,0,-1e-06,220,0,PASS
F22,F22-P06-T,0.0697976351583259,0.0348988175791629,-6.97976351583259,23.1231858326623,6.97976351583259,PASS
F23,F23-P01-B,0,0,-1e-06,220,0,PASS
F23,F23-P01-T,0.07971429445216,0.03985714722608,-7.971429445216,21.9692758694306,7.971429445216,PASS
F23,F23-P02-B,0,0,-1e-06,220,0,PASS
F23,F23-P02-T,0.0872305580430266,0.0436152790215133,-8.72305580430266,21.1866269837674,8.72305580430266,PASS
F23,F23-P03-B,0,0,-1e-06,220,0,PASS
F23,F23-P03-T,0.0837542418345839,0.041877120917292,-8.37542418345839,21.5398637673264,8.37542418345839,PASS
F23,F23-P04-B,0,0,-1e-06,220,0,PASS
F23,F23-P04-T,0.087931747893093,0.0439658739465465,-8.7931747893093,21.1170858784096,8.7931747893093,PASS
F23,F23-P05-B,0,0,-1e-06,220,0,PASS
F23,F23-P05-T,0.0858860748134422,0.0429430374067211,-8.58860748134422,21.3215449007729,8.58860748134422,PASS
F23,F23-P06-B,0,0,-1e-06,220,0,PASS
F23,F23-P06-T,0.0854506485845138,0.0427253242922569,-8.54506485845138,21.36569273128,8.54506485845138,PASS
F24,F24-P01-B,0,0,-1e-06,220,0,PASS
F24,F24-P01-T,4.08546073421433e-16,2.04273036710717e-16,-1e-06,220,4.08546073421433e-14,PASS
F24,F24-P02-B,0,0,-1e-06,220,0,PASS
F24,F24-P02-T,2.35791587069877e-16,1.17895793534939e-16,-1e-06,220,2.35791587069877e-14,PASS
F24,F24-P03-B,0,0,-1e-06,220,0,PASS
F24,F24-P03-T,4.16215077657083e-16,2.08107538828541e-16,-1e-06,220,4.16215077657083e-14,PASS
F24,F24-P04-B,0,0,-1e-06,220,0,PASS
F24,F24-P04-T,4.00278946667032e-16,2.00139473333516e-16,-1e-06,220,4.00278946667032e-14,PASS
F24,F24-P05-B,0,0,-1e-06,220,0,PASS
F24,F24-P05-T,1.47120883599683e-16,7.35604417998413e-17,-1e-06,220,1.47120883599683e-14,PASS
F24,F24-P06-B,0,0,-1e-06,220,0,PASS
F24,F24-P06-T,2.51300700582404e-16,1.25650350291202e-16,-1e-06,220,2.51300700582404e-14,PASS
