FamilyID,CaseID,PhaseNoiseRMS_rad,CPE_rad,ICIPower_dB,IRR_dB,EVM_pct,Status
F14,F14-P01-B,0.000982793319014255,0.000491396659507127,-0.0982793319014254,60.1507560899341,0.0982793319014254,PASS
F14,F14-P01-T,0.00246839074297107,0.00123419537148553,-0.246839074297107,52.1517218191615,0.246839074297107,PASS
F14,F14-P02-B,0.000827606915148692,0.000413803457574346,-0.0827606915148692,61.6435177840417,0.0827606915148692,PASS
F14,F14-P02-T,0.00207849661040257,0.00103924830520128,-0.207849661040257,53.6450135880306,0.207849661040257,PASS
F14,F14-P03-B,0.000910409878523308,0.000455204939261654,-0.0910409878523308,60.8152607710696,0.0910409878523308,PASS
F14,F14-P03-T,0.00228377446632454,0.00114188723316227,-0.228377446632453,52.8269357394082,0.228377446632453,PASS
F14,F14-P04-B,0.00118938779344329,0.000594693896721645,-0.118938779344329,58.4935304586118,0.118938779344329,PASS
F14,F14-P04-T,0.00298681075455231,0.00149340537727615,-0.298681075455231,50.4958458717028,0.298681075455231,PASS
F14,F14-P05-B,0.000845596245069749,0.000422798122534875,-0.0845596245069749,61.4567390842375,0.0845596245069749,PASS
F14,F14-P05-T,0.00212467399356746,0.00106233699678373,-0.212467399356746,53.4541539584501,0.212467399356746,PASS
F14,F14-P06-B,0.001113657395698,0.000556828697849,-0.1113657395698,59.0649678895736,0.1113657395698,PASS
F14,F14-P06-T,0.00279761119772551,0.00139880559886275,-0.279761119772551,51.0642528477433,0.279761119772551,PASS
F15,F15-P01-B,0.000982793319014255,0.000491396659507127,-0.0982793319014254,60.1507560899341,0.0982793319014254,PASS
F15,F15-P01-T,0.00277030830616645,0.00138515415308323,-0.277030830616645,51.1494379167907,0.277030830616645,PASS
F15,F15-P02-B,0.000827606915148692,0.000413803457574346,-0.0827606915148692,61.6435177840417,0.0827606915148692,PASS
F15,F15-P02-T,0.00233482312833188,0.00116741156416594,-0.233482312833188,52.6349202659735,0.233482312833188,PASS
F15,F15-P03-B,0.000910409878523308,0.000455204939261654,-0.0910409878523308,60.8152607710696,0.0910409878523308,PASS
F15,F15-P03-T,0.00257783679454715,0.00128891839727357,-0.257783679454715,51.774891634697,0.257783679454715,PASS
F15,F15-P04-B,0.00118938779344329,0.000594693896721645,-0.118938779344329,58.4935304586118,0.118938779344329,PASS
F15,F15-P04-T,0.00335960347556886,0.00167980173778443,-0.335960347556886,49.4742395625282,0.335960347556886,PASS
