FamilyID,MainEffect,InteractionEffect,CILower,CIUpper,Status
F01,3.33444579182625,0.333444579182625,3.31709741675403,3.35179416689848,PASS
F02,4.2436188728583,0.42436188728583,4.22154284896575,4.26569489675086,PASS
F03,5.15263260901525,0.515263260901525,5.12583161950583,5.17943359852466,PASS
F04,6.06145287380948,0.606145287380948,6.0299301762524,6.09297557136656,PASS
F05,6.97004555169524,0.697004555169524,6.9338049776732,7.00628612571727,PASS
F06,7.87837653999829,0.787837653999829,7.83742249469312,7.91933058530345,PASS
F07,8.78641175084512,0.878641175084512,8.74074921256117,8.83207428912907,PASS
F08,9.69411711309146,0.969411711309146,9.64375163271678,9.74448259346613,PASS
F09,9.45489307647243,0.945489307647243,9.38055164345323,9.52923450949162,PASS
F10,16.5093177759872,1.65093177759872,16.3842816843529,16.6343538676214,PASS
F11,8.92085159354868e-05,8.92085159354868e-06,-0.047132614924766,0.047311031956637,PASS
F12,0.00131451137343674,0.000131451137343674,-0.0445036987231663,0.0471327214700397,PASS
F13,0.00248851063424146,0.000248851063424146,-0.0420042701808928,0.0469812914493757,PASS
F14,0.147838436977436,0.0147838436977436,0.130068485249409,0.165608388705463,PASS
F15,0.178214246162735,0.0178214246162735,0.156748608839855,0.199679883485616,PASS
F16,0.211459669305455,0.0211459669305455,0.186047965681565,0.236871372929346,PASS
F17,0.250038311188262,0.0250038311188262,0.219395014535442,0.280681607841082,PASS
F18,0.291327805717852,0.0291327805717852,0.2562358654297,0.326419746006005,PASS
F19,2.46913111451091,0.246913111451092,2.42399427881241,2.51426795020942,PASS
F20,3.89790122433871,0.389790122433871,3.806465684933,3.98933676374442,PASS
F21,5.39843659344005,0.539843659344005,5.25883820151319,5.5380349853669,PASS
F22,6.93576130005944,0.693576130005944,6.74747923090523,7.12404336921365,PASS
F23,8.49945942701366,0.849945942701366,8.26196341431998,8.73695543970734,PASS
F24,3.09875544832919e-14,3.09875544832919e-15,2.18907544716697e-14,4.0084354494914e-14,PASS
F25,-45.3118371793541,-4.53118371793541,-45.3410180738204,-45.2826562848877,PASS
F26,-46.9471066577711,-4.69471066577711,-46.9773979567704,-46.9168153587719,PASS
F27,-24.3382445209291,-2.43382445209291,-25.3503392088192,-23.326149833039,PASS
F28,-50.3323932061418,-5.03323932061418,-50.3650212891176,-50.299765123166,PASS
F29,-52.0841220397481,-5.20841220397481,-52.1179852764999,-52.0502588029963,PASS
F30,-15.4035971897781,-1.54035971897781,-16.4383731631838,-14.3688212163724,PASS
F31,-55.7100528880493,-5.57100528880493,-55.7465539852101,-55.6735517908886,PASS
F32,-57.5859415599551,-5.75859415599551,-57.6238677206236,-57.5480153992867,PASS
F33,1.01279924840775,0.101279924840775,0.555399380059069,1.47019911675642,PASS
F34,1.02855562401229,0.102855562401229,0.579511018367931,1.47760022965665,PASS
F35,1.08432426457041,0.108432426457041,0.660166019475103,1.50848250966572,PASS
F36,1.26507887754844,0.126507887754844,0.898126481975055,1.63203127312183,PASS
F37,1.77262809841526,0.177262809841526,1.48235587588116,2.06290032094936,PASS
F38,3.08236393875316,0.308236393875316,2.89119535220166,3.27353252530466,PASS
F39,6.07162834258477,0.607162834258477,5.80617089522396,6.33708578994558,PASS
F40,12.6665900107308,1.26665900107308,12.1218135925954,13.2113664288662,PASS
F41,1.88688602014553,0.188688602014553,1.88688602014553,1.88688602014553,PASS
F42,2.8463999992566,0.284639999925661,2.8463999992566,2.84639999925661,PASS
F43,17682.7941003892,1768.27941003892,17682.7941003892,17682.7941003892,PASS
F44,17682.7941003892,1768.27941003892,17682.7941003892,17682.7941003892,PASS
F45,17682.7941003892,1768.27941003892,17682.7941003892,17682.7941003892,PASS
F46,17682.7941003892,1768.27941003892,17682.7941003892,17682.7941003892,PASS
F47,17682.7941003892,1768.27941003892,17682.7941003892,17682.7941003892,PASS
F48,17682.7941003892,1768.27941003892,17682.7941003892,17682.7941003892,PASS
F49,0.5,0.05,0.5,0.5,PASS
F50,-0.0183193988992786,-0.00183193988992786,-0.0417832524275921,0.00514445462903491,PASS
F51,0.7,0.07,0.7,0.7,PASS
F52,0.8,0.08,0.8,0.8,PASS
F53,20.9794000867204,2.09794000867204,20.9794000867204,20.9794000867204,PASS
F54,20.9794000867204,2.09794000867204,20.9794000867204,20.9794000867204,PASS
F55,20.9794000867204,2.09794000867204,20.9794000867204,20.9794000867204,PASS
F56,20.9794000867204,2.09794000867204,20.9794000867204,20.9794000867204,PASS
F57,20.9794000867204,2.09794000867204,20.9794000867204,20.9794000867204,PASS
F58,20.9794000867204,2.09794000867204,20.9794000867204,20.9794000867204,PASS
F59,20.9794000867204,2.09794000867204,20.9794000867204,20.9794000867204,PASS
F60,20.9794000867204,2.09794000867204,20.9794000867204,20.9794000867204,PASS
F61,20.9794000867204,2.09794000867204,20.9794000867204,20.9794000867204,PASS
F62,-27.5719282500907,-2.75719282500907,-27.6795868008613,-27.46426969932,PASS
F63,-27.5719282500907,-2.75719282500907,-27.6795868008613,-27.46426969932,PASS
F64,-27.5719282500907,-2.75719282500907,-27.6795868008613,-27.46426969932,PASS
