ExperimentID,FamilyID,PairID,Role,Seed,TrialID,Metric,Value,Status
F55-P01-B,F55,F55-P01,baseline,11,1,AppliedPower_dBm,-2.98970004336019,PASS
F55-P01-T,F55,F55-P01,treatment,11,1,AppliedPower_dBm,17.9897000433602,PASS
F55-P02-B,F55,F55-P02,baseline,23,2,AppliedPower_dBm,-2.98970004336019,PASS
F55-P02-T,F55,F55-P02,treatment,23,2,AppliedPower_dBm,17.9897000433602,PASS
F55-P03-B,F55,F55-P03,baseline,47,3,AppliedPower_dBm,-2.98970004336019,PASS
F55-P03-T,F55,F55-P03,treatment,47,3,AppliedPower_dBm,17.9897000433602,PASS
F55-P04-B,F55,F55-P04,baseline,89,4,AppliedPower_dBm,-2.98970004336019,PASS
F55-P04-T,F55,F55-P04,treatment,89,4,AppliedPower_dBm,17.9897000433602,PASS
F55-P05-B,F55,F55-P05,baseline,131,5,AppliedPower_dBm,-2.98970004336019,PASS
F55-P05-T,F55,F55-P05,treatment,131,5,AppliedPower_dBm,17.9897000433602,PASS
F55-P06-B,F55,F55-P06,baseline,197,6,AppliedPower_dBm,-2.98970004336019,PASS
F55-P06-T,F55,F55-P06,treatment,197,6,AppliedPower_dBm,17.9897000433602,PASS
F56-P01-B,F56,F56-P01,baseline,11,1,AppliedPower_dBm,0.0205999132796251,PASS
F56-P01-T,F56,F56-P01,treatment,11,1,AppliedPower_dBm,21,PASS
F56-P02-B,F56,F56-P02,baseline,23,2,AppliedPower_dBm,0.0205999132796251,PASS
F56-P02-T,F56,F56-P02,treatment,23,2,AppliedPower_dBm,21,PASS
F56-P03-B,F56,F56-P03,baseline,47,3,AppliedPower_dBm,0.0205999132796251,PASS
F56-P03-T,F56,F56-P03,treatment,47,3,AppliedPower_dBm,21,PASS
F56-P04-B,F56,F56-P04,baseline,89,4,AppliedPower_dBm,0.0205999132796251,PASS
F56-P04-T,F56,F56-P04,treatment,89,4,AppliedPower_dBm,21,PASS
F56-P05-B,F56,F56-P05,baseline,131,5,AppliedPower_dBm,0.0205999132796251,PASS
F56-P05-T,F56,F56-P05,treatment,131,5,AppliedPower_dBm,21,PASS
F56-P06-B,F56,F56-P06,baseline,197,6,AppliedPower_dBm,0.0205999132796251,PASS
F56-P06-T,F56,F56-P06,treatment,197,6,AppliedPower_dBm,21,PASS
F57-P01-B,F57,F57-P01,baseline,11,1,AppliedPower_dBm,-6,PASS
F57-P01-T,F57,F57-P01,treatment,11,1,AppliedPower_dBm,14.9794000867204,PASS
F57-P02-B,F57,F57-P02,baseline,23,2,AppliedPower_dBm,-6,PASS
F57-P02-T,F57,F57-P02,treatment,23,2,AppliedPower_dBm,14.9794000867204,PASS
F57-P03-B,F57,F57-P03,baseline,47,3,AppliedPower_dBm,-6,PASS
F57-P03-T,F57,F57-P03,treatment,47,3,AppliedPower_dBm,14.9794000867204,PASS
F57-P04-B,F57,F57-P04,baseline,89,4,AppliedPower_dBm,-6,PASS
F57-P04-T,F57,F57-P04,treatment,89,4,AppliedPower_dBm,14.9794000867204,PASS
F57-P05-B,F57,F57-P05,baseline,131,5,AppliedPower_dBm,-6,PASS
F57-P05-T,F57,F57-P05,treatment,131,5,AppliedPower_dBm,14.9794000867204,PASS
F57-P06-B,F57,F57-P06,baseline,197,6,AppliedPower_dBm,-6,PASS
F57-P06-T,F57,F57-P06,treatment,197,6,AppliedPower_dBm,14.9794000867204,PASS
F58-P01-B,F58,F58-P01,baseline,11,1,AppliedPower_dBm,-2.98970004336019,PASS
F58-P01-T,F58,F58-P01,treatment,11,1,AppliedPower_dBm,17.9897000433602,PASS
F58-P02-B,F58,F58-P02,baseline,23,2,AppliedPower_dBm,-2.98970004336019,PASS
F58-P02-T,F58,F58-P02,treatment,23,2,AppliedPower_dBm,17.9897000433602,PASS
F58-P03-B,F58,F58-P03,baseline,47,3,AppliedPower_dBm,-2.98970004336019,PASS
F58-P03-T,F58,F58-P03,treatment,47,3,AppliedPower_dBm,17.9897000433602,PASS
F58-P04-B,F58,F58-P04,baseline,89,4,AppliedPower_dBm,-2.98970004336019,PASS
F58-P04-T,F58,F58-P04,treatment,89,4,AppliedPower_dBm,17.9897000433602,PASS
F58-P05-B,F58,F58-P05,baseline,131,5,AppliedPower_dBm,-2.98970004336019,PASS
F58-P05-T,F58,F58-P05,treatment,131,5,AppliedPower_dBm,17.9897000433602,PASS
F58-P06-B,F58,F58-P06,baseline,197,6,AppliedPower_dBm,-2.98970004336019,PASS
F58-P06-T,F58,F58-P06,treatment,197,6,AppliedPower_dBm,17.9897000433602,PASS
F59-P01-B,F59,F59-P01,baseline,11,1,AppliedPower_dBm,0.0205999132796251,PASS
F59-P01-T,F59,F59-P01,treatment,11,1,AppliedPower_dBm,21,PASS
F59-P02-B,F59,F59-P02,baseline,23,2,AppliedPower_dBm,0.0205999132796251,PASS
F59-P02-T,F59,F59-P02,treatment,23,2,AppliedPower_dBm,21,PASS
F59-P03-B,F59,F59-P03,baseline,47,3,AppliedPower_dBm,0.0205999132796251,PASS
F59-P03-T,F59,F59-P03,treatment,47,3,AppliedPower_dBm,21,PASS
F59-P04-B,F59,F59-P04,baseline,89,4,AppliedPower_dBm,0.0205999132796251,PASS
F59-P04-T,F59,F59-P04,treatment,89,4,AppliedPower_dBm,21,PASS
F59-P05-B,F59,F59-P05,baseline,131,5,AppliedPower_dBm,0.0205999132796251,PASS
F59-P05-T,F59,F59-P05,treatment,131,5,AppliedPower_dBm,21,PASS
F59-P06-B,F59,F59-P06,baseline,197,6,AppliedPower_dBm,0.0205999132796251,PASS
F59-P06-T,F59,F59-P06,treatment,197,6,AppliedPower_dBm,21,PASS
F60-P01-B,F60,F60-P01,baseline,11,1,AppliedPower_dBm,-6,PASS
F60-P01-T,F60,F60-P01,treatment,11,1,AppliedPower_dBm,14.9794000867204,PASS
F60-P02-B,F60,F60-P02,baseline,23,2,AppliedPower_dBm,-6,PASS
F60-P02-T,F60,F60-P02,treatment,23,2,AppliedPower_dBm,14.9794000867204,PASS
F60-P03-B,F60,F60-P03,baseline,47,3,AppliedPower_dBm,-6,PASS
F60-P03-T,F60,F60-P03,treatment,47,3,AppliedPower_dBm,14.9794000867204,PASS
F60-P04-B,F60,F60-P04,baseline,89,4,AppliedPower_dBm,-6,PASS
F60-P04-T,F60,F60-P04,treatment,89,4,AppliedPower_dBm,14.9794000867204,PASS
F60-P05-B,F60,F60-P05,baseline,131,5,AppliedPower_dBm,-6,PASS
F60-P05-T,F60,F60-P05,treatment,131,5,AppliedPower_dBm,14.9794000867204,PASS
F60-P06-B,F60,F60-P06,baseline,197,6,AppliedPower_dBm,-6,PASS
F60-P06-T,F60,F60-P06,treatment,197,6,AppliedPower_dBm,14.9794000867204,PASS
F61-P01-B,F61,F61-P01,baseline,11,1,AppliedPower_dBm,-2.98970004336019,PASS
F61-P01-T,F61,F61-P01,treatment,11,1,AppliedPower_dBm,17.9897000433602,PASS
F61-P02-B,F61,F61-P02,baseline,23,2,AppliedPower_dBm,-2.98970004336019,PASS
F61-P02-T,F61,F61-P02,treatment,23,2,AppliedPower_dBm,17.9897000433602,PASS
F61-P03-B,F61,F61-P03,baseline,47,3,AppliedPower_dBm,-2.98970004336019,PASS
F61-P03-T,F61,F61-P03,treatment,47,3,AppliedPower_dBm,17.9897000433602,PASS
F61-P04-B,F61,F61-P04,baseline,89,4,AppliedPower_dBm,-2.98970004336019,PASS
F61-P04-T,F61,F61-P04,treatment,89,4,AppliedPower_dBm,17.9897000433602,PASS
F61-P05-B,F61,F61-P05,baseline,131,5,AppliedPower_dBm,-2.98970004336019,PASS
F61-P05-T,F61,F61-P05,treatment,131,5,AppliedPower_dBm,17.9897000433602,PASS
F61-P06-B,F61,F61-P06,baseline,197,6,AppliedPower_dBm,-2.98970004336019,PASS
F61-P06-T,F61,F61-P06,treatment,197,6,AppliedPower_dBm,17.9897000433602,PASS
F62-P01-B,F62,F62-P01,baseline,11,1,EVM_pct,75.082828328453,PASS
F62-P01-T,F62,F62-P01,treatment,11,1,EVM_pct,47.4432330964326,PASS
F62-P02-B,F62,F62-P02,baseline,23,2,EVM_pct,75.0916811508837,PASS
F62-P02-T,F62,F62-P02,treatment,23,2,EVM_pct,47.5021064903397,PASS
F62-P03-B,F62,F62-P03,baseline,47,3,EVM_pct,75.0911211142716,PASS
F62-P03-T,F62,F62-P03,treatment,47,3,EVM_pct,47.5007072989001,PASS
F62-P04-B,F62,F62-P04,baseline,89,4,EVM_pct,75.0585461037108,PASS
F62-P04-T,F62,F62-P04,treatment,89,4,EVM_pct,47.5005034319496,PASS
F62-P05-B,F62,F62-P05,baseline,131,5,EVM_pct,75.0907077350842,PASS
F62-P05-T,F62,F62-P05,treatment,131,5,EVM_pct,47.7650423827564,PASS
F62-P06-B,F62,F62-P06,baseline,197,6,EVM_pct,75.0468773978534,PASS
F62-P06-T,F62,F62-P06,treatment,197,6,EVM_pct,47.3185996293343,PASS
F63-P01-B,F63,F63-P01,baseline,11,1,EVM_pct,75.082828328453,PASS
F63-P01-T,F63,F63-P01,treatment,11,1,EVM_pct,47.4432330964326,PASS
F63-P02-B,F63,F63-P02,baseline,23,2,EVM_pct,75.0916811508837,PASS
F63-P02-T,F63,F63-P02,treatment,23,2,EVM_pct,47.5021064903397,PASS
F63-P03-B,F63,F63-P03,baseline,47,3,EVM_pct,75.0911211142716,PASS
F63-P03-T,F63,F63-P03,treatment,47,3,EVM_pct,47.5007072989001,PASS
F63-P04-B,F63,F63-P04,baseline,89,4,EVM_pct,75.0585461037108,PASS
F63-P04-T,F63,F63-P04,treatment,89,4,EVM_pct,47.5005034319496,PASS
F63-P05-B,F63,F63-P05,baseline,131,5,EVM_pct,75.0907077350842,PASS
F63-P05-T,F63,F63-P05,treatment,131,5,EVM_pct,47.7650423827564,PASS
F63-P06-B,F63,F63-P06,baseline,197,6,EVM_pct,75.0468773978534,PASS
F63-P06-T,F63,F63-P06,treatment,197,6,EVM_pct,47.3185996293343,PASS
F64-P01-B,F64,F64-P01,baseline,11,1,EVM_pct,75.082828328453,PASS
F64-P01-T,F64,F64-P01,treatment,11,1,EVM_pct,47.4432330964326,PASS
F64-P02-B,F64,F64-P02,baseline,23,2,EVM_pct,75.0916811508837,PASS
F64-P02-T,F64,F64-P02,treatment,23,2,EVM_pct,47.5021064903397,PASS
F64-P03-B,F64,F64-P03,baseline,47,3,EVM_pct,75.0911211142716,PASS
F64-P03-T,F64,F64-P03,treatment,47,3,EVM_pct,47.5007072989001,PASS
F64-P04-B,F64,F64-P04,baseline,89,4,EVM_pct,75.0585461037108,PASS
F64-P04-T,F64,F64-P04,treatment,89,4,EVM_pct,47.5005034319496,PASS
F64-P05-B,F64,F64-P05,baseline,131,5,EVM_pct,75.0907077350842,PASS
F64-P05-T,F64,F64-P05,treatment,131,5,EVM_pct,47.7650423827564,PASS
F64-P06-B,F64,F64-P06,baseline,197,6,EVM_pct,75.0468773978534,PASS
F64-P06-T,F64,F64-P06,treatment,197,6,EVM_pct,47.3185996293343,PASS
