ExperimentID,FamilyID,PairID,Role,Seed,TrialID,Metric,Value,Status
F28-P02-T,F28,F28-P02,treatment,23,2,EVM_pct,24.7917319655313,PASS
F28-P03-B,F28,F28-P03,baseline,47,3,EVM_pct,75.0915677871003,PASS
F28-P03-T,F28,F28-P03,treatment,47,3,EVM_pct,24.7886070594148,PASS
F28-P04-B,F28,F28-P04,baseline,89,4,EVM_pct,75.0588615832901,PASS
F28-P04-T,F28,F28-P04,treatment,89,4,EVM_pct,24.6879171196822,PASS
F28-P05-B,F28,F28-P05,baseline,131,5,EVM_pct,75.0913504653468,PASS
F28-P05-T,F28,F28-P05,treatment,131,5,EVM_pct,24.7874696543807,PASS
F28-P06-B,F28,F28-P06,baseline,197,6,EVM_pct,75.0468700515475,PASS
F28-P06-T,F28,F28-P06,treatment,197,6,EVM_pct,24.6513618093077,PASS
F29-P01-B,F29,F29-P01,baseline,11,1,EVM_pct,75.0832799877676,PASS
F29-P01-T,F29,F29-P01,treatment,11,1,EVM_pct,23.0111535723343,PASS
F29-P02-B,F29,F29-P02,baseline,23,2,EVM_pct,75.092035850837,PASS
F29-P02-T,F29,F29-P02,treatment,23,2,EVM_pct,23.041367580281,PASS
F29-P03-B,F29,F29-P03,baseline,47,3,EVM_pct,75.0915677871003,PASS
F29-P03-T,F29,F29-P03,treatment,47,3,EVM_pct,23.0379712881885,PASS
F29-P04-B,F29,F29-P04,baseline,89,4,EVM_pct,75.0588615832901,PASS
F29-P04-T,F29,F29-P04,treatment,89,4,EVM_pct,22.9347173110129,PASS
F29-P05-B,F29,F29-P05,baseline,131,5,EVM_pct,75.0913504653468,PASS
F29-P05-T,F29,F29-P05,treatment,131,5,EVM_pct,23.0367515626207,PASS
F29-P06-B,F29,F29-P06,baseline,197,6,EVM_pct,75.0468700515475,PASS
F29-P06-T,F29,F29-P06,treatment,197,6,EVM_pct,22.8972721729629,PASS
F30-P01-B,F30,F30-P01,baseline,11,1,EVM_pct,56.2739445609842,PASS
F30-P01-T,F30,F30-P01,treatment,11,1,EVM_pct,40.1740829509397,PASS
F30-P02-B,F30,F30-P02,baseline,23,2,EVM_pct,56.2267964894963,PASS
F30-P02-T,F30,F30-P02,treatment,23,2,EVM_pct,40.5200989161861,PASS
F30-P03-B,F30,F30-P03,baseline,47,3,EVM_pct,56.3895244148204,PASS
F30-P03-T,F30,F30-P03,treatment,47,3,EVM_pct,39.8651405358668,PASS
F30-P04-B,F30,F30-P04,baseline,89,4,EVM_pct,55.7551126700638,PASS
F30-P04-T,F30,F30-P04,treatment,89,4,EVM_pct,41.6120886091449,PASS
F30-P05-B,F30,F30-P05,baseline,131,5,EVM_pct,56.3863768073142,PASS
F30-P05-T,F30,F30-P05,treatment,131,5,EVM_pct,39.9008070621255,PASS
F30-P06-B,F30,F30-P06,baseline,197,6,EVM_pct,55.5699228168242,PASS
F30-P06-T,F30,F30-P06,treatment,197,6,EVM_pct,42.1078765465712,PASS
F31-P01-B,F31,F31-P01,baseline,11,1,EVM_pct,75.0832799877676,PASS
F31-P01-T,F31,F31-P01,treatment,11,1,EVM_pct,19.3859404314131,PASS
F31-P02-B,F31,F31-P02,baseline,23,2,EVM_pct,75.092035850837,PASS
F31-P02-T,F31,F31-P02,treatment,23,2,EVM_pct,19.4184640306971,PASS
F31-P03-B,F31,F31-P03,baseline,47,3,EVM_pct,75.0915677871003,PASS
F31-P03-T,F31,F31-P03,treatment,47,3,EVM_pct,19.4143581400085,PASS
F31-P04-B,F31,F31-P04,baseline,89,4,EVM_pct,75.0588615832901,PASS
F31-P04-T,F31,F31-P04,treatment,89,4,EVM_pct,19.3056369959122,PASS
F31-P05-B,F31,F31-P05,baseline,131,5,EVM_pct,75.0913504653468,PASS
F31-P05-T,F31,F31-P05,treatment,131,5,EVM_pct,19.4129264521317,PASS
F31-P06-B,F31,F31-P06,baseline,197,6,EVM_pct,75.0468700515475,PASS
F31-P06-T,F31,F31-P06,treatment,197,6,EVM_pct,19.2663223474307,PASS
F32-P01-B,F32,F32-P01,baseline,11,1,EVM_pct,75.0832799877676,PASS
F32-P01-T,F32,F32-P01,treatment,11,1,EVM_pct,17.5103968642131,PASS
F32-P02-B,F32,F32-P02,baseline,23,2,EVM_pct,75.092035850837,PASS
F32-P02-T,F32,F32-P02,treatment,23,2,EVM_pct,17.5442928402931,PASS
F32-P03-B,F32,F32-P03,baseline,47,3,EVM_pct,75.0915677871003,PASS
F32-P03-T,F32,F32-P03,treatment,47,3,EVM_pct,17.5397092542756,PASS
F32-P04-B,F32,F32-P04,baseline,89,4,EVM_pct,75.0588615832901,PASS
F32-P04-T,F32,F32-P04,treatment,89,4,EVM_pct,17.4280413530864,PASS
F32-P05-B,F32,F32-P05,baseline,131,5,EVM_pct,75.0913504653468,PASS
F32-P05-T,F32,F32-P05,treatment,131,5,EVM_pct,17.5381368176092,PASS
F32-P06-B,F32,F32-P06,baseline,197,6,EVM_pct,75.0468700515475,PASS
F32-P06-T,F32,F32-P06,treatment,197,6,EVM_pct,17.387739236681,PASS
F33-P01-B,F33,F33-P01,baseline,11,1,EVM_pct,0.0211240327093502,PASS
F33-P01-T,F33,F33-P01,treatment,11,1,EVM_pct,0.274266274392003,PASS
F33-P02-B,F33,F33-P02,baseline,23,2,EVM_pct,0.0215170010822141,PASS
F33-P02-T,F33,F33-P02,treatment,23,2,EVM_pct,0.585394544875956,PASS
F33-P03-B,F33,F33-P03,baseline,47,3,EVM_pct,0.0205654556444933,PASS
F33-P03-T,F33,F33-P03,treatment,47,3,EVM_pct,0.838381139964064,PASS
F33-P04-B,F33,F33-P04,baseline,89,4,EVM_pct,0.0234118545504709,PASS
F33-P04-T,F33,F33-P04,treatment,89,4,EVM_pct,1.33164929253251,PASS
F33-P05-B,F33,F33-P05,baseline,131,5,EVM_pct,0.0210523626039008,PASS
F33-P05-T,F33,F33-P05,treatment,131,5,EVM_pct,1.82873245429951,PASS
F33-P06-B,F33,F33-P06,baseline,197,6,EVM_pct,0.0237734383698595,PASS
F33-P06-T,F33,F33-P06,treatment,197,6,EVM_pct,1.34981592934273,PASS
F34-P01-B,F34,F34-P01,baseline,11,1,EVM_pct,0.0211240327093502,PASS
F34-P01-T,F34,F34-P01,treatment,11,1,EVM_pct,0.313064795559123,PASS
F34-P02-B,F34,F34-P02,baseline,23,2,EVM_pct,0.0215170010822141,PASS
F34-P02-T,F34,F34-P02,treatment,23,2,EVM_pct,0.604323167644805,PASS
F34-P03-B,F34,F34-P03,baseline,47,3,EVM_pct,0.0205654556444933,PASS
F34-P03-T,F34,F34-P03,treatment,47,3,EVM_pct,0.850466650937696,PASS
F34-P04-B,F34,F34-P04,baseline,89,4,EVM_pct,0.0234118545504709,PASS
F34-P04-T,F34,F34-P04,treatment,89,4,EVM_pct,1.3411068593756,PASS
F34-P05-B,F34,F34-P05,baseline,131,5,EVM_pct,0.0210523626039008,PASS
F34-P05-T,F34,F34-P05,treatment,131,5,EVM_pct,1.83456969177135,PASS
F34-P06-B,F34,F34-P06,baseline,197,6,EVM_pct,0.0237734383698595,PASS
F34-P06-T,F34,F34-P06,treatment,197,6,EVM_pct,1.35924672374546,PASS
F35-P01-B,F35,F35-P01,baseline,11,1,EVM_pct,0.0211240327093502,PASS
F35-P01-T,F35,F35-P01,treatment,11,1,EVM_pct,0.42989199622631,PASS
F35-P02-B,F35,F35-P02,baseline,23,2,EVM_pct,0.0215170010822141,PASS
F35-P02-T,F35,F35-P02,treatment,23,2,EVM_pct,0.676533425103818,PASS
F35-P03-B,F35,F35-P03,baseline,47,3,EVM_pct,0.0205654556444933,PASS
F35-P03-T,F35,F35-P03,treatment,47,3,EVM_pct,0.898466312673759,PASS
F35-P04-B,F35,F35-P04,baseline,89,4,EVM_pct,0.0234118545504709,PASS
F35-P04-T,F35,F35-P04,treatment,89,4,EVM_pct,1.37915170947232,PASS
F35-P05-B,F35,F35-P05,baseline,131,5,EVM_pct,0.0210523626039008,PASS
F35-P05-T,F35,F35-P05,treatment,131,5,EVM_pct,1.85703374662323,PASS
F35-P06-B,F35,F35-P06,baseline,197,6,EVM_pct,0.0237734383698595,PASS
F35-P06-T,F35,F35-P06,treatment,197,6,EVM_pct,1.39631254228333,PASS
F36-P01-B,F36,F36-P01,baseline,11,1,EVM_pct,0.0211240327093502,PASS
F36-P01-T,F36,F36-P01,treatment,11,1,EVM_pct,0.729149639064233,PASS
F36-P02-B,F36,F36-P02,baseline,23,2,EVM_pct,0.0215170010822141,PASS
F36-P02-T,F36,F36-P02,treatment,23,2,EVM_pct,0.905243542945231,PASS
F36-P03-B,F36,F36-P03,baseline,47,3,EVM_pct,0.0205654556444933,PASS
F36-P03-T,F36,F36-P03,treatment,47,3,EVM_pct,1.07765613080127,PASS
F36-P04-B,F36,F36-P04,baseline,89,4,EVM_pct,0.0234118545504709,PASS
F36-P04-T,F36,F36-P04,treatment,89,4,EVM_pct,1.52846889644558,PASS
F36-P05-B,F36,F36-P05,baseline,131,5,EVM_pct,0.0210523626039008,PASS
F36-P05-T,F36,F36-P05,treatment,131,5,EVM_pct,1.94452693597892,PASS
F36-P06-B,F36,F36-P06,baseline,197,6,EVM_pct,0.0237734383698595,PASS
F36-P06-T,F36,F36-P06,treatment,197,6,EVM_pct,1.53687226501571,PASS
F37-P01-B,F37,F37-P01,baseline,11,1,EVM_pct,0.0211240327093502,PASS
F37-P01-T,F37,F37-P01,treatment,11,1,EVM_pct,1.37985731162449,PASS
F37-P02-B,F37,F37-P02,baseline,23,2,EVM_pct,0.0215170010822141,PASS
F37-P02-T,F37,F37-P02,treatment,23,2,EVM_pct,1.47499974598907,PASS
F37-P03-B,F37,F37-P03,baseline,47,3,EVM_pct,0.0205654556444933,PASS
F37-P03-T,F37,F37-P03,treatment,47,3,EVM_pct,1.58978041231529,PASS
F37-P04-B,F37,F37-P04,baseline,89,4,EVM_pct,0.0234118545504709,PASS
F37-P04-T,F37,F37-P04,treatment,89,4,EVM_pct,2.01797956802104,PASS
F37-P05-B,F37,F37-P05,baseline,131,5,EVM_pct,0.0210523626039008,PASS
F37-P05-T,F37,F37-P05,treatment,131,5,EVM_pct,2.29049673494496,PASS
F37-P06-B,F37,F37-P06,baseline,197,6,EVM_pct,0.0237734383698595,PASS
F37-P06-T,F37,F37-P06,treatment,197,6,EVM_pct,2.01409896255699,PASS
F38-P01-B,F38,F38-P01,baseline,11,1,EVM_pct,0.0211240327093502,PASS
F38-P01-T,F38,F38-P01,treatment,11,1,EVM_pct,2.84780149020967,PASS
F38-P02-B,F38,F38-P02,baseline,23,2,EVM_pct,0.0215170010822141,PASS
F38-P02-T,F38,F38-P02,treatment,23,2,EVM_pct,2.87667995541484,PASS
F38-P03-B,F38,F38-P03,baseline,47,3,EVM_pct,0.0205654556444933,PASS
F38-P03-T,F38,F38-P03,treatment,47,3,EVM_pct,2.94002451089862,PASS
F38-P04-B,F38,F38-P04,baseline,89,4,EVM_pct,0.0234118545504709,PASS
F38-P04-T,F38,F38-P04,treatment,89,4,EVM_pct,3.3096346691894,PASS
F38-P05-B,F38,F38-P05,baseline,131,5,EVM_pct,0.0210523626039008,PASS
F38-P05-T,F38,F38-P05,treatment,131,5,EVM_pct,3.28792874184708,PASS
F38-P06-B,F38,F38-P06,baseline,197,6,EVM_pct,0.0237734383698595,PASS
F38-P06-T,F38,F38-P06,treatment,197,6,EVM_pct,3.36355840991967,PASS
F39-P01-B,F39,F39-P01,baseline,11,1,EVM_pct,0.0211240327093502,PASS
F39-P01-T,F39,F39-P01,treatment,11,1,EVM_pct,5.78263255627651,PASS
F39-P02-B,F39,F39-P02,baseline,23,2,EVM_pct,0.0215170010822141,PASS
F39-P02-T,F39,F39-P02,treatment,23,2,EVM_pct,5.99803652879873,PASS
F39-P03-B,F39,F39-P03,baseline,47,3,EVM_pct,0.0205654556444933,PASS
F39-P03-T,F39,F39-P03,treatment,47,3,EVM_pct,5.7249963593367,PASS
F39-P04-B,F39,F39-P04,baseline,89,4,EVM_pct,0.0234118545504709,PASS
F39-P04-T,F39,F39-P04,treatment,89,4,EVM_pct,6.43593544175148,PASS
F39-P05-B,F39,F39-P05,baseline,131,5,EVM_pct,0.0210523626039008,PASS
F39-P05-T,F39,F39-P05,treatment,131,5,EVM_pct,6.08378353372705,PASS
F39-P06-B,F39,F39-P06,baseline,197,6,EVM_pct,0.0237734383698595,PASS
F39-P06-T,F39,F39-P06,treatment,197,6,EVM_pct,6.53582978057846,PASS
F40-P01-B,F40,F40-P01,baseline,11,1,EVM_pct,0.0211240327093502,PASS
F40-P01-T,F40,F40-P01,treatment,11,1,EVM_pct,12.2413812882683,PASS
F40-P02-B,F40,F40-P02,baseline,23,2,EVM_pct,0.0215170010822141,PASS
F40-P02-T,F40,F40-P02,treatment,23,2,EVM_pct,12.797942914944,PASS
F40-P03-B,F40,F40-P03,baseline,47,3,EVM_pct,0.0205654556444933,PASS
F40-P03-T,F40,F40-P03,treatment,47,3,EVM_pct,12.1453623021372,PASS
F40-P04-B,F40,F40-P04,baseline,89,4,EVM_pct,0.0234118545504709,PASS
F40-P04-T,F40,F40-P04,treatment,89,4,EVM_pct,13.386290727117,PASS
F40-P05-B,F40,F40-P05,baseline,131,5,EVM_pct,0.0210523626039008,PASS
F40-P05-T,F40,F40-P05,treatment,131,5,EVM_pct,11.9688507915316,PASS
F40-P06-B,F40,F40-P06,baseline,197,6,EVM_pct,0.0237734383698595,PASS
F40-P06-T,F40,F40-P06,treatment,197,6,EVM_pct,13.5911561853473,PASS
F41-P01-B,F41,F41-P01,baseline,11,1,NoiseFigure_dB,1.31360441023421,PASS
F41-P01-T,F41,F41-P01,treatment,11,1,NoiseFigure_dB,3.20049043037974,PASS
F41-P02-B,F41,F41-P02,baseline,23,2,NoiseFigure_dB,1.31360441023421,PASS
F41-P02-T,F41,F41-P02,treatment,23,2,NoiseFigure_dB,3.20049043037974,PASS
F41-P03-B,F41,F41-P03,baseline,47,3,NoiseFigure_dB,1.31360441023421,PASS
F41-P03-T,F41,F41-P03,treatment,47,3,NoiseFigure_dB,3.20049043037974,PASS
F41-P04-B,F41,F41-P04,baseline,89,4,NoiseFigure_dB,1.31360441023421,PASS
F41-P04-T,F41,F41-P04,treatment,89,4,NoiseFigure_dB,3.20049043037974,PASS
F41-P05-B,F41,F41-P05,baseline,131,5,NoiseFigure_dB,1.31360441023421,PASS
F41-P05-T,F41,F41-P05,treatment,131,5,NoiseFigure_dB,3.20049043037974,PASS
F41-P06-B,F41,F41-P06,baseline,197,6,NoiseFigure_dB,1.31360441023421,PASS
F41-P06-T,F41,F41-P06,treatment,197,6,NoiseFigure_dB,3.20049043037974,PASS
F42-P01-B,F42,F42-P01,baseline,11,1,NoiseFigure_dB,1.31360441023421,PASS
F42-P01-T,F42,F42-P01,treatment,11,1,NoiseFigure_dB,4.16000440949082,PASS
F42-P02-B,F42,F42-P02,baseline,23,2,NoiseFigure_dB,1.31360441023421,PASS
F42-P02-T,F42,F42-P02,treatment,23,2,NoiseFigure_dB,4.16000440949082,PASS
F42-P03-B,F42,F42-P03,baseline,47,3,NoiseFigure_dB,1.31360441023421,PASS
F42-P03-T,F42,F42-P03,treatment,47,3,NoiseFigure_dB,4.16000440949082,PASS
F42-P04-B,F42,F42-P04,baseline,89,4,NoiseFigure_dB,1.31360441023421,PASS
F42-P04-T,F42,F42-P04,treatment,89,4,NoiseFigure_dB,4.16000440949082,PASS
F42-P05-B,F42,F42-P05,baseline,131,5,NoiseFigure_dB,1.31360441023421,PASS
F42-P05-T,F42,F42-P05,treatment,131,5,NoiseFigure_dB,4.16000440949082,PASS
F42-P06-B,F42,F42-P06,baseline,197,6,NoiseFigure_dB,1.31360441023421,PASS
F42-P06-T,F42,F42-P06,treatment,197,6,NoiseFigure_dB,4.16000440949082,PASS
F43-P01-B,F43,F43-P01,baseline,11,1,EVM_pct,100,PASS
F43-P01-T,F43,F43-P01,treatment,11,1,EVM_pct,17782.7941003892,PASS
F43-P02-B,F43,F43-P02,baseline,23,2,EVM_pct,100,PASS
F43-P02-T,F43,F43-P02,treatment,23,2,EVM_pct,17782.7941003892,PASS
F43-P03-B,F43,F43-P03,baseline,47,3,EVM_pct,100,PASS
F43-P03-T,F43,F43-P03,treatment,47,3,EVM_pct,17782.7941003892,PASS
F43-P04-B,F43,F43-P04,baseline,89,4,EVM_pct,100,PASS
F43-P04-T,F43,F43-P04,treatment,89,4,EVM_pct,17782.7941003892,PASS
F43-P05-B,F43,F43-P05,baseline,131,5,EVM_pct,100,PASS
F43-P05-T,F43,F43-P05,treatment,131,5,EVM_pct,17782.7941003892,PASS
F43-P06-B,F43,F43-P06,baseline,197,6,EVM_pct,100,PASS
F43-P06-T,F43,F43-P06,treatment,197,6,EVM_pct,17782.7941003892,PASS
F44-P01-B,F44,F44-P01,baseline,11,1,EVM_pct,100,PASS
F44-P01-T,F44,F44-P01,treatment,11,1,EVM_pct,17782.7941003892,PASS
F44-P02-B,F44,F44-P02,baseline,23,2,EVM_pct,100,PASS
F44-P02-T,F44,F44-P02,treatment,23,2,EVM_pct,17782.7941003892,PASS
F44-P03-B,F44,F44-P03,baseline,47,3,EVM_pct,100,PASS
F44-P03-T,F44,F44-P03,treatment,47,3,EVM_pct,17782.7941003892,PASS
F44-P04-B,F44,F44-P04,baseline,89,4,EVM_pct,100,PASS
F44-P04-T,F44,F44-P04,treatment,89,4,EVM_pct,17782.7941003892,PASS
F44-P05-B,F44,F44-P05,baseline,131,5,EVM_pct,100,PASS
F44-P05-T,F44,F44-P05,treatment,131,5,EVM_pct,17782.7941003892,PASS
F44-P06-B,F44,F44-P06,baseline,197,6,EVM_pct,100,PASS
F44-P06-T,F44,F44-P06,treatment,197,6,EVM_pct,17782.7941003892,PASS
F45-P01-B,F45,F45-P01,baseline,11,1,EVM_pct,100,PASS
F45-P01-T,F45,F45-P01,treatment,11,1,EVM_pct,17782.7941003892,PASS
F45-P02-B,F45,F45-P02,baseline,23,2,EVM_pct,100,PASS
F45-P02-T,F45,F45-P02,treatment,23,2,EVM_pct,17782.7941003892,PASS
F45-P03-B,F45,F45-P03,baseline,47,3,EVM_pct,100,PASS
F45-P03-T,F45,F45-P03,treatment,47,3,EVM_pct,17782.7941003892,PASS
F45-P04-B,F45,F45-P04,baseline,89,4,EVM_pct,100,PASS
F45-P04-T,F45,F45-P04,treatment,89,4,EVM_pct,17782.7941003892,PASS
F45-P05-B,F45,F45-P05,baseline,131,5,EVM_pct,100,PASS
F45-P05-T,F45,F45-P05,treatment,131,5,EVM_pct,17782.7941003892,PASS
F45-P06-B,F45,F45-P06,baseline,197,6,EVM_pct,100,PASS
F45-P06-T,F45,F45-P06,treatment,197,6,EVM_pct,17782.7941003892,PASS
F46-P01-B,F46,F46-P01,baseline,11,1,EVM_pct,100,PASS
F46-P01-T,F46,F46-P01,treatment,11,1,EVM_pct,17782.7941003892,PASS
F46-P02-B,F46,F46-P02,baseline,23,2,EVM_pct,100,PASS
F46-P02-T,F46,F46-P02,treatment,23,2,EVM_pct,17782.7941003892,PASS
F46-P03-B,F46,F46-P03,baseline,47,3,EVM_pct,100,PASS
F46-P03-T,F46,F46-P03,treatment,47,3,EVM_pct,17782.7941003892,PASS
F46-P04-B,F46,F46-P04,baseline,89,4,EVM_pct,100,PASS
F46-P04-T,F46,F46-P04,treatment,89,4,EVM_pct,17782.7941003892,PASS
F46-P05-B,F46,F46-P05,baseline,131,5,EVM_pct,100,PASS
F46-P05-T,F46,F46-P05,treatment,131,5,EVM_pct,17782.7941003892,PASS
F46-P06-B,F46,F46-P06,baseline,197,6,EVM_pct,100,PASS
F46-P06-T,F46,F46-P06,treatment,197,6,EVM_pct,17782.7941003892,PASS
F47-P01-B,F47,F47-P01,baseline,11,1,EVM_pct,100,PASS
F47-P01-T,F47,F47-P01,treatment,11,1,EVM_pct,17782.7941003892,PASS
F47-P02-B,F47,F47-P02,baseline,23,2,EVM_pct,100,PASS
F47-P02-T,F47,F47-P02,treatment,23,2,EVM_pct,17782.7941003892,PASS
F47-P03-B,F47,F47-P03,baseline,47,3,EVM_pct,100,PASS
F47-P03-T,F47,F47-P03,treatment,47,3,EVM_pct,17782.7941003892,PASS
F47-P04-B,F47,F47-P04,baseline,89,4,EVM_pct,100,PASS
F47-P04-T,F47,F47-P04,treatment,89,4,EVM_pct,17782.7941003892,PASS
F47-P05-B,F47,F47-P05,baseline,131,5,EVM_pct,100,PASS
F47-P05-T,F47,F47-P05,treatment,131,5,EVM_pct,17782.7941003892,PASS
F47-P06-B,F47,F47-P06,baseline,197,6,EVM_pct,100,PASS
F47-P06-T,F47,F47-P06,treatment,197,6,EVM_pct,17782.7941003892,PASS
F48-P01-B,F48,F48-P01,baseline,11,1,EVM_pct,100,PASS
F48-P01-T,F48,F48-P01,treatment,11,1,EVM_pct,17782.7941003892,PASS
F48-P02-B,F48,F48-P02,baseline,23,2,EVM_pct,100,PASS
F48-P02-T,F48,F48-P02,treatment,23,2,EVM_pct,17782.7941003892,PASS
F48-P03-B,F48,F48-P03,baseline,47,3,EVM_pct,100,PASS
F48-P03-T,F48,F48-P03,treatment,47,3,EVM_pct,17782.7941003892,PASS
F48-P04-B,F48,F48-P04,baseline,89,4,EVM_pct,100,PASS
F48-P04-T,F48,F48-P04,treatment,89,4,EVM_pct,17782.7941003892,PASS
F48-P05-B,F48,F48-P05,baseline,131,5,EVM_pct,100,PASS
F48-P05-T,F48,F48-P05,treatment,131,5,EVM_pct,17782.7941003892,PASS
F48-P06-B,F48,F48-P06,baseline,197,6,EVM_pct,100,PASS
F48-P06-T,F48,F48-P06,treatment,197,6,EVM_pct,17782.7941003892,PASS
F49-P01-B,F49,F49-P01,baseline,11,1,WaveformQuality,0,PASS
F49-P01-T,F49,F49-P01,treatment,11,1,WaveformQuality,0.5,PASS
F49-P02-B,F49,F49-P02,baseline,23,2,WaveformQuality,0,PASS
F49-P02-T,F49,F49-P02,treatment,23,2,WaveformQuality,0.5,PASS
F49-P03-B,F49,F49-P03,baseline,47,3,WaveformQuality,0,PASS
F49-P03-T,F49,F49-P03,treatment,47,3,WaveformQuality,0.5,PASS
F49-P04-B,F49,F49-P04,baseline,89,4,WaveformQuality,0,PASS
F49-P04-T,F49,F49-P04,treatment,89,4,WaveformQuality,0.5,PASS
F49-P05-B,F49,F49-P05,baseline,131,5,WaveformQuality,0,PASS
F49-P05-T,F49,F49-P05,treatment,131,5,WaveformQuality,0.5,PASS
F49-P06-B,F49,F49-P06,baseline,197,6,WaveformQuality,0,PASS
F49-P06-T,F49,F49-P06,treatment,197,6,WaveformQuality,0.5,PASS
F50-P01-B,F50,F50-P01,baseline,11,1,WaveformQuality,23.221419464392,PASS
F50-P01-T,F50,F50-P01,treatment,11,1,WaveformQuality,23.209050320423,PASS
F50-P02-B,F50,F50-P02,baseline,23,2,WaveformQuality,25.6691053073257,PASS
F50-P02-T,F50,F50-P02,treatment,23,2,WaveformQuality,25.6536559416732,PASS
F50-P03-B,F50,F50-P03,baseline,47,3,WaveformQuality,23.6330533640282,PASS
F50-P03-T,F50,F50-P03,treatment,47,3,WaveformQuality,23.563346637514,PASS
F50-P04-B,F50,F50-P04,baseline,89,4,WaveformQuality,28.8060910540094,PASS
F50-P04-T,F50,F50-P04,treatment,89,4,WaveformQuality,28.7875099471762,PASS
F50-P05-B,F50,F50-P05,baseline,131,5,WaveformQuality,25.7978473085884,PASS
F50-P05-T,F50,F50-P05,treatment,131,5,WaveformQuality,25.8196243340807,PASS
F50-P06-B,F50,F50-P06,baseline,197,6,WaveformQuality,26.9649478556823,PASS
F50-P06-T,F50,F50-P06,treatment,197,6,WaveformQuality,26.9493607797633,PASS
F51-P01-B,F51,F51-P01,baseline,11,1,WaveformQuality,0,PASS
F51-P01-T,F51,F51-P01,treatment,11,1,WaveformQuality,0.7,PASS
F51-P02-B,F51,F51-P02,baseline,23,2,WaveformQuality,0,PASS
F51-P02-T,F51,F51-P02,treatment,23,2,WaveformQuality,0.7,PASS
F51-P03-B,F51,F51-P03,baseline,47,3,WaveformQuality,0,PASS
F51-P03-T,F51,F51-P03,treatment,47,3,WaveformQuality,0.7,PASS
F51-P04-B,F51,F51-P04,baseline,89,4,WaveformQuality,0,PASS
F51-P04-T,F51,F51-P04,treatment,89,4,WaveformQuality,0.7,PASS
F51-P05-B,F51,F51-P05,baseline,131,5,WaveformQuality,0,PASS
F51-P05-T,F51,F51-P05,treatment,131,5,WaveformQuality,0.7,PASS
F51-P06-B,F51,F51-P06,baseline,197,6,WaveformQuality,0,PASS
F51-P06-T,F51,F51-P06,treatment,197,6,WaveformQuality,0.7,PASS
F52-P01-B,F52,F52-P01,baseline,11,1,WaveformQuality,0,PASS
F52-P01-T,F52,F52-P01,treatment,11,1,WaveformQuality,0.8,PASS
F52-P02-B,F52,F52-P02,baseline,23,2,WaveformQuality,0,PASS
F52-P02-T,F52,F52-P02,treatment,23,2,WaveformQuality,0.8,PASS
F52-P03-B,F52,F52-P03,baseline,47,3,WaveformQuality,0,PASS
F52-P03-T,F52,F52-P03,treatment,47,3,WaveformQuality,0.8,PASS
F52-P04-B,F52,F52-P04,baseline,89,4,WaveformQuality,0,PASS
F52-P04-T,F52,F52-P04,treatment,89,4,WaveformQuality,0.8,PASS
F52-P05-B,F52,F52-P05,baseline,131,5,WaveformQuality,0,PASS
F52-P05-T,F52,F52-P05,treatment,131,5,WaveformQuality,0.8,PASS
F52-P06-B,F52,F52-P06,baseline,197,6,WaveformQuality,0,PASS
F52-P06-T,F52,F52-P06,treatment,197,6,WaveformQuality,0.8,PASS
F53-P01-B,F53,F53-P01,baseline,11,1,AppliedPower_dBm,0.0205999132796251,PASS
F53-P01-T,F53,F53-P01,treatment,11,1,AppliedPower_dBm,21,PASS
F53-P02-B,F53,F53-P02,baseline,23,2,AppliedPower_dBm,0.0205999132796251,PASS
F53-P02-T,F53,F53-P02,treatment,23,2,AppliedPower_dBm,21,PASS
F53-P03-B,F53,F53-P03,baseline,47,3,AppliedPower_dBm,0.0205999132796251,PASS
F53-P03-T,F53,F53-P03,treatment,47,3,AppliedPower_dBm,21,PASS
F53-P04-B,F53,F53-P04,baseline,89,4,AppliedPower_dBm,0.0205999132796251,PASS
F53-P04-T,F53,F53-P04,treatment,89,4,AppliedPower_dBm,21,PASS
F53-P05-B,F53,F53-P05,baseline,131,5,AppliedPower_dBm,0.0205999132796251,PASS
F53-P05-T,F53,F53-P05,treatment,131,5,AppliedPower_dBm,21,PASS
F53-P06-B,F53,F53-P06,baseline,197,6,AppliedPower_dBm,0.0205999132796251,PASS
F53-P06-T,F53,F53-P06,treatment,197,6,AppliedPower_dBm,21,PASS
F54-P01-B,F54,F54-P01,baseline,11,1,AppliedPower_dBm,-6,PASS
F54-P01-T,F54,F54-P01,treatment,11,1,AppliedPower_dBm,14.9794000867204,PASS
F54-P02-B,F54,F54-P02,baseline,23,2,AppliedPower_dBm,-6,PASS
F54-P02-T,F54,F54-P02,treatment,23,2,AppliedPower_dBm,14.9794000867204,PASS
F54-P03-B,F54,F54-P03,baseline,47,3,AppliedPower_dBm,-6,PASS
F54-P03-T,F54,F54-P03,treatment,47,3,AppliedPower_dBm,14.9794000867204,PASS
F54-P04-B,F54,F54-P04,baseline,89,4,AppliedPower_dBm,-6,PASS
F54-P04-T,F54,F54-P04,treatment,89,4,AppliedPower_dBm,14.9794000867204,PASS
F54-P05-B,F54,F54-P05,baseline,131,5,AppliedPower_dBm,-6,PASS
F54-P05-T,F54,F54-P05,treatment,131,5,AppliedPower_dBm,14.9794000867204,PASS
F54-P06-B,F54,F54-P06,baseline,197,6,AppliedPower_dBm,-6,PASS
F54-P06-T,F54,F54-P06,treatment,197,6,AppliedPower_dBm,14.9794000867204,PASS
