ScenarioId,SimulationMode,Link,CarrierFrequencyHz,BandwidthMHz,SubcarrierSpacingKHz,CarrierPRBs,StartPRB,AllocatedPRBs,SymbolAllocation,ChannelModel,DelaySpreadSeconds,VelocityKmph,TxAntennas,RxAntennas,Layers,Waveform,Modulation,TBSBits,TargetCodeRate,MCSIndex,DMRSConfigurationJSON,PTRSEnabled,ChannelEstimation,Equalizer,LDPCMaxIterations,HARQEnabled,SNRPointsDb,MinTransportBlocks,MinBlockErrors,MaxTransportBlocks,MasterSeed,StatisticalClass,SNRConvention,BLERDecisionSource
pdsch_awgn_qpsk_reference_smoke,LLS,PDSCH,4000000000,20,30,51,0,24,[0 14],AWGN,0,0,1,1,1,CP-OFDM,QPSK,2280,0.3,0,"{""typeAPosition"":2,""configurationType"":1,""additionalPositions"":0,""length"":1,""numCDMGroupsWithoutData"":1,""portSet"":0}",0,practical,MMSE,50,0,[-10 0 20],3,2,6,20260809,diagnostic_only,configured_EsN0_per_occupied_QAM_RE,actual_decoded_TB_CRC
