CategoryCode,CategoryKey,CategoryName,MetricKey,MetricName,Entity,Statistic,Availability,CountsTowardCoverage,ValueNumeric,ValueText,Unit,SourceArtifact,Notes
F,pdcch_control_outputs,PDCCH/control outputs,miss_detection_probability,miss-detection probability,PDCCH,rate,observed,1,0,0,fraction,air_interface/csv/pdcch_trials.csv,
F,pdcch_control_outputs,PDCCH/control outputs,miss_detection_probability,miss-detection probability,PDCCH,count,observed,1,0,0,count,air_interface/csv/pdcch_trials.csv,
F,pdcch_control_outputs,PDCCH/control outputs,miss_detection_probability,miss-detection probability,PRACH,rate,observed,1,0,0,fraction,air_interface/csv/prach_trials.csv,
F,pdcch_control_outputs,PDCCH/control outputs,miss_detection_probability,miss-detection probability,PRACH,count,observed,1,0,0,count,air_interface/csv/prach_trials.csv,
F,pdcch_control_outputs,PDCCH/control outputs,miss_detection_probability,miss-detection probability,PBCH,rate,observed,1,0,0,fraction,air_interface/csv/pbch_trials.csv,
F,pdcch_control_outputs,PDCCH/control outputs,miss_detection_probability,miss-detection probability,PBCH,count,observed,1,0,0,count,air_interface/csv/pbch_trials.csv,
F,pdcch_control_outputs,PDCCH/control outputs,false_alarm_probability,false-alarm probability,PDCCH,rate,observed,1,0,0,fraction,air_interface/csv/pdcch_trials.csv,Measured from a noise-only PDCCH decode attempt for each runtime trial.
F,pdcch_control_outputs,PDCCH/control outputs,false_alarm_probability,false-alarm probability,PDCCH,count,observed,1,0,0,count,air_interface/csv/pdcch_trials.csv,Measured from a noise-only PDCCH decode attempt for each runtime trial.
F,pdcch_control_outputs,PDCCH/control outputs,false_alarm_probability,false-alarm probability,PDCCH,sample_count,observed,1,246,246,count,air_interface/csv/pdcch_trials.csv,Measured from a noise-only PDCCH decode attempt for each runtime trial.
F,pdcch_control_outputs,PDCCH/control outputs,blocking_probability,blocking probability,PDCCH,rate,observed,1,0,0,fraction,air_interface/csv/pdcch_trials.csv,Measured from actual aggregation-level demand versus configured CORESET CCE capacity.
F,pdcch_control_outputs,PDCCH/control outputs,blocking_probability,blocking probability,PDCCH,count,observed,1,0,0,count,air_interface/csv/pdcch_trials.csv,Measured from actual aggregation-level demand versus configured CORESET CCE capacity.
F,pdcch_control_outputs,PDCCH/control outputs,blocking_probability,blocking probability,PDCCH,sample_count,observed,1,246,246,count,air_interface/csv/pdcch_trials.csv,Measured from actual aggregation-level demand versus configured CORESET CCE capacity.
F,pdcch_control_outputs,PDCCH/control outputs,blind_decode_count,blind-decode count,PDCCH,mean,observed,1,1,1,count,air_interface/csv/pdcch_trials.csv,
F,pdcch_control_outputs,PDCCH/control outputs,blind_decode_count,blind-decode count,PDCCH,p95,observed,1,1,1,count,air_interface/csv/pdcch_trials.csv,
F,pdcch_control_outputs,PDCCH/control outputs,blind_decode_count,blind-decode count,PDCCH,max,observed,1,1,1,count,air_interface/csv/pdcch_trials.csv,
F,pdcch_control_outputs,PDCCH/control outputs,non_overlapped_cce_usage,non-overlapped CCE usage,PDCCH,mean,observed,1,0.0416666666666667,0.0416666666666667,fraction,air_interface/csv/pdcch_trials.csv,
F,pdcch_control_outputs,PDCCH/control outputs,non_overlapped_cce_usage,non-overlapped CCE usage,PDCCH,p95,observed,1,0.0416666666666667,0.0416666666666667,fraction,air_interface/csv/pdcch_trials.csv,
F,pdcch_control_outputs,PDCCH/control outputs,non_overlapped_cce_usage,non-overlapped CCE usage,PDCCH,max,observed,1,0.0416666666666667,0.0416666666666667,fraction,air_interface/csv/pdcch_trials.csv,
F,pdcch_control_outputs,PDCCH/control outputs,aggregation_level_distribution,AL distribution,PDCCH,mean,observed,1,1,1,CCE,air_interface/csv/pdcch_trials.csv,
F,pdcch_control_outputs,PDCCH/control outputs,aggregation_level_distribution,AL distribution,PDCCH,p50,observed,1,1,1,CCE,air_interface/csv/pdcch_trials.csv,
F,pdcch_control_outputs,PDCCH/control outputs,aggregation_level_distribution,AL distribution,PDCCH,max,observed,1,1,1,CCE,air_interface/csv/pdcch_trials.csv,
F,pdcch_control_outputs,PDCCH/control outputs,aggregation_level_distribution,AL distribution,PDCCH,count_at_x1,observed,1,246,246,count,air_interface/csv/pdcch_trials.csv,
F,pdcch_control_outputs,PDCCH/control outputs,dci_size_distribution,DCI size distribution,PDCCH,mean,observed,1,41,41,bits,air_interface/csv/pdcch_trials.csv,
