CategoryCode,CategoryKey,CategoryName,MetricKey,MetricName,Entity,Statistic,Availability,CountsTowardCoverage,ValueNumeric,ValueText,Unit,SourceArtifact,Notes
F,pdcch_control_outputs,PDCCH/control outputs,dci_size_distribution,DCI size distribution,PDCCH,p50,observed,1,41,41,bits,air_interface/csv/pdcch_trials.csv,
F,pdcch_control_outputs,PDCCH/control outputs,dci_size_distribution,DCI size distribution,PDCCH,max,observed,1,41,41,bits,air_interface/csv/pdcch_trials.csv,
F,pdcch_control_outputs,PDCCH/control outputs,dci_size_distribution,DCI size distribution,PDCCH,count_at_x41,observed,1,246,246,count,air_interface/csv/pdcch_trials.csv,
F,pdcch_control_outputs,PDCCH/control outputs,control_capacity_under_load,control capacity under load,PDCCH,mean,observed,1,0.37962962962963,0.37962962962963,fraction,air_interface/csv/pdcch_trials.csv,
F,pdcch_control_outputs,PDCCH/control outputs,control_capacity_under_load,control capacity under load,PDCCH,p95,observed,1,0.37962962962963,0.37962962962963,fraction,air_interface/csv/pdcch_trials.csv,
F,pdcch_control_outputs,PDCCH/control outputs,control_capacity_under_load,control capacity under load,PDCCH,max,observed,1,0.37962962962963,0.37962962962963,fraction,air_interface/csv/pdcch_trials.csv,
F,pdcch_control_outputs,PDCCH/control outputs,coreset_utilization,CORESET utilization,PDCCH,mean,observed,1,0.0416666666666667,0.0416666666666667,fraction,air_interface/csv/pdcch_trials.csv,
F,pdcch_control_outputs,PDCCH/control outputs,coreset_utilization,CORESET utilization,PDCCH,p95,observed,1,0.0416666666666667,0.0416666666666667,fraction,air_interface/csv/pdcch_trials.csv,
F,pdcch_control_outputs,PDCCH/control outputs,coreset_utilization,CORESET utilization,PDCCH,max,observed,1,0.0416666666666667,0.0416666666666667,fraction,air_interface/csv/pdcch_trials.csv,
F,pdcch_control_outputs,PDCCH/control outputs,control_latency,control radio latency,PDCCH_radio_tti,mean,observed,1,0.5,0.5,ms,air_interface/csv/pdcch_trials.csv,Control latency is exported as radio-time control opportunity duration when available. Wall-clock PDCCH decode runtime is exported separately as compute latency.
F,pdcch_control_outputs,PDCCH/control outputs,control_latency,control radio latency,PDCCH_radio_tti,p95,observed,1,0.5,0.5,ms,air_interface/csv/pdcch_trials.csv,Control latency is exported as radio-time control opportunity duration when available. Wall-clock PDCCH decode runtime is exported separately as compute latency.
F,pdcch_control_outputs,PDCCH/control outputs,control_latency,control radio latency,PDCCH_radio_tti,max,observed,1,0.5,0.5,ms,air_interface/csv/pdcch_trials.csv,Control latency is exported as radio-time control opportunity duration when available. Wall-clock PDCCH decode runtime is exported separately as compute latency.
F,pdcch_control_outputs,PDCCH/control outputs,detection_feedback_effectiveness,detection-feedback effectiveness,PDCCH,effectiveness_fraction,observed,1,1,1,fraction,air_interface/csv/pdcch_trials.csv,Measured as successful PDCCH decode rate while detection feedback is enabled.
F,pdcch_control_outputs,PDCCH/control outputs,detection_feedback_effectiveness,detection-feedback effectiveness,PDCCH,sample_count,observed,1,246,246,count,air_interface/csv/pdcch_trials.csv,Measured over executed PDCCH trials while detection feedback is enabled.
F,pdcch_control_outputs,PDCCH/control outputs,pdcch_repetition_gain,PDCCH repetition gain,PDCCH,gain_dB,observed,1,0,0,dB,meta/scenario_config_resolved.yaml,Config-derived repetition combining gain proxy from the enabled repetition count.
F,pdcch_control_outputs,PDCCH/control outputs,pdcch_monitoring_energy,PDCCH monitoring energy,UE,total,observed,1,0.1845,not_applicable,J,rf/csv/probe_rf_energy.csv,UE receive energy while monitoring PDCCH.
F,pdcch_control_outputs,PDCCH/control outputs,invalid_detection_power_cost,invalid detection power cost,PDCCH,mean_cost,observed,1,0,0,J,air_interface/csv/pdcch_trials.csv,Measured from the product of false-alarm probability and UE PDCCH monitoring energy.
F,pdcch_control_outputs,PDCCH/control outputs,invalid_detection_power_cost,invalid detection power cost,PDCCH,false_alarm_rate,observed,1,0,0,fraction,air_interface/csv/pdcch_trials.csv,Measured from noise-only PDCCH decode attempts.
F,pdcch_control_outputs,PDCCH/control outputs,puncturing_exclusion_sensitivity,puncturing/exclusion sensitivity,PDCCH,penalty_fraction,disabled,0,0,0,fraction,meta/scenario_config_resolved.yaml,No puncturing or exclusion constraints are enabled in this scenario.
F,pdcch_control_outputs,PDCCH/control outputs,mrss_impact_on_control,MRSS impact on control,PDCCH,impact_fraction,disabled,0,0,0,fraction,meta/scenario_config_resolved.yaml,"MRSS constraints are disabled by scenario configuration, so control impact is zero by construction."
