TraceSource,Direction,Frame,Slot,SNR_dB,InjectedCFO_Hz,EstimatedCFO_PreCorrection_Hz,ResidualCFO_PostCorrection_Hz,EstimatedCFO_Hz,TrueCFO_Hz,CFOError_Hz,InjectedTimingOffset_samples,EstimatedTimingOffset_PreCorrection_samples,ResidualTimingError_PostCorrection_samples,TrueTimingOffset_samples,TimingError_samples,InjectedDoppler_Hz,EstimatedDopplerHz,DopplerError_Hz,PhaseTrackingError_deg,ComputeLatency_ms,AirInterfaceObservation_ms,AcquisitionTime_ms,TrackingFailureProbability,SourceArtifact,Status
UL,UL,9,9,12,40,not_recorded_by_active_cfo_to_tracking_traces_runtime,not_recorded_by_active_cfo_to_tracking_traces_runtime,not_recorded_by_active_cfo_to_tracking_traces_runtime,40,not_recorded_by_active_cfo_to_tracking_traces_runtime,0,0,0,0,0,11.1188031732717,0,-11.1188031732717,0,4.3953,not_recorded_by_active_cfo_to_tracking_traces_runtime,not_recorded_by_active_cfo_to_tracking_traces_runtime,not_recorded_by_active_cfo_to_tracking_traces_runtime,air_interface/csv/ul_pusch_trials.csv,PASS
UL,UL,9,9,12,40,not_recorded_by_active_cfo_to_tracking_traces_runtime,not_recorded_by_active_cfo_to_tracking_traces_runtime,not_recorded_by_active_cfo_to_tracking_traces_runtime,40,not_recorded_by_active_cfo_to_tracking_traces_runtime,0,0,0,0,0,11.1188031732717,0,-11.1188031732717,0,6.5964,not_recorded_by_active_cfo_to_tracking_traces_runtime,not_recorded_by_active_cfo_to_tracking_traces_runtime,not_recorded_by_active_cfo_to_tracking_traces_runtime,air_interface/csv/ul_pusch_trials.csv,PASS
UL,UL,9,9,12,40,not_recorded_by_active_cfo_to_tracking_traces_runtime,not_recorded_by_active_cfo_to_tracking_traces_runtime,not_recorded_by_active_cfo_to_tracking_traces_runtime,40,not_recorded_by_active_cfo_to_tracking_traces_runtime,0,0,0,0,0,11.1188031732717,0,-11.1188031732717,0,6.4524,not_recorded_by_active_cfo_to_tracking_traces_runtime,not_recorded_by_active_cfo_to_tracking_traces_runtime,not_recorded_by_active_cfo_to_tracking_traces_runtime,air_interface/csv/ul_pusch_trials.csv,PASS
UL,UL,9,9,12,40,not_recorded_by_active_cfo_to_tracking_traces_runtime,not_recorded_by_active_cfo_to_tracking_traces_runtime,not_recorded_by_active_cfo_to_tracking_traces_runtime,40,not_recorded_by_active_cfo_to_tracking_traces_runtime,0,0,0,0,0,11.1188031732717,0,-11.1188031732717,0,3.2683,not_recorded_by_active_cfo_to_tracking_traces_runtime,not_recorded_by_active_cfo_to_tracking_traces_runtime,not_recorded_by_active_cfo_to_tracking_traces_runtime,air_interface/csv/ul_pusch_trials.csv,PASS
UL,UL,9,9,12,40,not_recorded_by_active_cfo_to_tracking_traces_runtime,not_recorded_by_active_cfo_to_tracking_traces_runtime,not_recorded_by_active_cfo_to_tracking_traces_runtime,40,not_recorded_by_active_cfo_to_tracking_traces_runtime,0,0,0,0,0,11.1188031732717,0,-11.1188031732717,0,6.0674,not_recorded_by_active_cfo_to_tracking_traces_runtime,not_recorded_by_active_cfo_to_tracking_traces_runtime,not_recorded_by_active_cfo_to_tracking_traces_runtime,air_interface/csv/ul_pusch_trials.csv,PASS
UL,UL,9,9,12,40,not_recorded_by_active_cfo_to_tracking_traces_runtime,not_recorded_by_active_cfo_to_tracking_traces_runtime,not_recorded_by_active_cfo_to_tracking_traces_runtime,40,not_recorded_by_active_cfo_to_tracking_traces_runtime,0,0,0,0,0,11.1188031732717,0,-11.1188031732717,0,3.3747,not_recorded_by_active_cfo_to_tracking_traces_runtime,not_recorded_by_active_cfo_to_tracking_traces_runtime,not_recorded_by_active_cfo_to_tracking_traces_runtime,air_interface/csv/ul_pusch_trials.csv,PASS
UL,UL,9,9,12,40,not_recorded_by_active_cfo_to_tracking_traces_runtime,not_recorded_by_active_cfo_to_tracking_traces_runtime,not_recorded_by_active_cfo_to_tracking_traces_runtime,40,not_recorded_by_active_cfo_to_tracking_traces_runtime,0,0,0,0,0,11.1188031732717,-14.5834425505274,-25.7022457237992,3.24354207696627e-14,3.4246,not_recorded_by_active_cfo_to_tracking_traces_runtime,not_recorded_by_active_cfo_to_tracking_traces_runtime,not_recorded_by_active_cfo_to_tracking_traces_runtime,air_interface/csv/ul_pusch_trials.csv,PASS
UL,UL,9,9,12,40,not_recorded_by_active_cfo_to_tracking_traces_runtime,not_recorded_by_active_cfo_to_tracking_traces_runtime,not_recorded_by_active_cfo_to_tracking_traces_runtime,40,not_recorded_by_active_cfo_to_tracking_traces_runtime,0,0,0,0,0,11.1188031732717,0,-11.1188031732717,0,3.7756,not_recorded_by_active_cfo_to_tracking_traces_runtime,not_recorded_by_active_cfo_to_tracking_traces_runtime,not_recorded_by_active_cfo_to_tracking_traces_runtime,air_interface/csv/ul_pusch_trials.csv,PASS
UL,UL,9,9,12,40,not_recorded_by_active_cfo_to_tracking_traces_runtime,not_recorded_by_active_cfo_to_tracking_traces_runtime,not_recorded_by_active_cfo_to_tracking_traces_runtime,40,not_recorded_by_active_cfo_to_tracking_traces_runtime,0,0,0,0,0,11.1188031732717,0,-11.1188031732717,0,3.29,not_recorded_by_active_cfo_to_tracking_traces_runtime,not_recorded_by_active_cfo_to_tracking_traces_runtime,not_recorded_by_active_cfo_to_tracking_traces_runtime,air_interface/csv/ul_pusch_trials.csv,PASS
UL,UL,9,9,12,40,not_recorded_by_active_cfo_to_tracking_traces_runtime,not_recorded_by_active_cfo_to_tracking_traces_runtime,not_recorded_by_active_cfo_to_tracking_traces_runtime,40,not_recorded_by_active_cfo_to_tracking_traces_runtime,0,0,0,0,0,11.1188031732717,0,-11.1188031732717,0,3.4321,not_recorded_by_active_cfo_to_tracking_traces_runtime,not_recorded_by_active_cfo_to_tracking_traces_runtime,not_recorded_by_active_cfo_to_tracking_traces_runtime,air_interface/csv/ul_pusch_trials.csv,PASS
UL,UL,9,9,12,40,not_recorded_by_active_cfo_to_tracking_traces_runtime,not_recorded_by_active_cfo_to_tracking_traces_runtime,not_recorded_by_active_cfo_to_tracking_traces_runtime,40,not_recorded_by_active_cfo_to_tracking_traces_runtime,0,0,0,0,0,11.1188031732717,0,-11.1188031732717,0,3.3201,not_recorded_by_active_cfo_to_tracking_traces_runtime,not_recorded_by_active_cfo_to_tracking_traces_runtime,not_recorded_by_active_cfo_to_tracking_traces_runtime,air_interface/csv/ul_pusch_trials.csv,PASS
UL,UL,9,9,12,40,not_recorded_by_active_cfo_to_tracking_traces_runtime,not_recorded_by_active_cfo_to_tracking_traces_runtime,not_recorded_by_active_cfo_to_tracking_traces_runtime,40,not_recorded_by_active_cfo_to_tracking_traces_runtime,0,0,0,0,0,11.1188031732717,0,-11.1188031732717,0,3.3679,not_recorded_by_active_cfo_to_tracking_traces_runtime,not_recorded_by_active_cfo_to_tracking_traces_runtime,not_recorded_by_active_cfo_to_tracking_traces_runtime,air_interface/csv/ul_pusch_trials.csv,PASS
UL,UL,9,9,12,40,not_recorded_by_active_cfo_to_tracking_traces_runtime,not_recorded_by_active_cfo_to_tracking_traces_runtime,not_recorded_by_active_cfo_to_tracking_traces_runtime,40,not_recorded_by_active_cfo_to_tracking_traces_runtime,0,0,0,0,0,11.1188031732717,0,-11.1188031732717,0,4.5579,not_recorded_by_active_cfo_to_tracking_traces_runtime,not_recorded_by_active_cfo_to_tracking_traces_runtime,not_recorded_by_active_cfo_to_tracking_traces_runtime,air_interface/csv/ul_pusch_trials.csv,PASS
UL,UL,9,9,12,40,not_recorded_by_active_cfo_to_tracking_traces_runtime,not_recorded_by_active_cfo_to_tracking_traces_runtime,not_recorded_by_active_cfo_to_tracking_traces_runtime,40,not_recorded_by_active_cfo_to_tracking_traces_runtime,0,0,0,0,0,11.1188031732717,0,-11.1188031732717,0,3.4361,not_recorded_by_active_cfo_to_tracking_traces_runtime,not_recorded_by_active_cfo_to_tracking_traces_runtime,not_recorded_by_active_cfo_to_tracking_traces_runtime,air_interface/csv/ul_pusch_trials.csv,PASS
UL,UL,9,9,12,40,not_recorded_by_active_cfo_to_tracking_traces_runtime,not_recorded_by_active_cfo_to_tracking_traces_runtime,not_recorded_by_active_cfo_to_tracking_traces_runtime,40,not_recorded_by_active_cfo_to_tracking_traces_runtime,0,0,0,0,0,11.1188031732717,NaN,NaN,6.48708415393254e-14,13.2485,not_recorded_by_active_cfo_to_tracking_traces_runtime,not_recorded_by_active_cfo_to_tracking_traces_runtime,not_recorded_by_active_cfo_to_tracking_traces_runtime,air_interface/csv/ul_pusch_trials.csv,FAIL
UL,UL,9,9,12,40,not_recorded_by_active_cfo_to_tracking_traces_runtime,not_recorded_by_active_cfo_to_tracking_traces_runtime,not_recorded_by_active_cfo_to_tracking_traces_runtime,40,not_recorded_by_active_cfo_to_tracking_traces_runtime,0,0,0,0,0,11.1188031732717,0,-11.1188031732717,0,3.1582,not_recorded_by_active_cfo_to_tracking_traces_runtime,not_recorded_by_active_cfo_to_tracking_traces_runtime,not_recorded_by_active_cfo_to_tracking_traces_runtime,air_interface/csv/ul_pusch_trials.csv,PASS
UL,UL,9,9,12,40,not_recorded_by_active_cfo_to_tracking_traces_runtime,not_recorded_by_active_cfo_to_tracking_traces_runtime,not_recorded_by_active_cfo_to_tracking_traces_runtime,40,not_recorded_by_active_cfo_to_tracking_traces_runtime,0,0,0,0,0,11.1188031732717,0,-11.1188031732717,0,7.4089,not_recorded_by_active_cfo_to_tracking_traces_runtime,not_recorded_by_active_cfo_to_tracking_traces_runtime,not_recorded_by_active_cfo_to_tracking_traces_runtime,air_interface/csv/ul_pusch_trials.csv,PASS
UL,UL,9,9,12,40,not_recorded_by_active_cfo_to_tracking_traces_runtime,not_recorded_by_active_cfo_to_tracking_traces_runtime,not_recorded_by_active_cfo_to_tracking_traces_runtime,40,not_recorded_by_active_cfo_to_tracking_traces_runtime,0,0,0,0,0,11.1188031732717,0,-11.1188031732717,0,12.3699,not_recorded_by_active_cfo_to_tracking_traces_runtime,not_recorded_by_active_cfo_to_tracking_traces_runtime,not_recorded_by_active_cfo_to_tracking_traces_runtime,air_interface/csv/ul_pusch_trials.csv,FAIL
UL,UL,9,9,12,40,not_recorded_by_active_cfo_to_tracking_traces_runtime,not_recorded_by_active_cfo_to_tracking_traces_runtime,not_recorded_by_active_cfo_to_tracking_traces_runtime,40,not_recorded_by_active_cfo_to_tracking_traces_runtime,0,0,0,0,0,11.1188031732717,0,-11.1188031732717,0,12.9902,not_recorded_by_active_cfo_to_tracking_traces_runtime,not_recorded_by_active_cfo_to_tracking_traces_runtime,not_recorded_by_active_cfo_to_tracking_traces_runtime,air_interface/csv/ul_pusch_trials.csv,FAIL
UL,UL,9,9,12,40,not_recorded_by_active_cfo_to_tracking_traces_runtime,not_recorded_by_active_cfo_to_tracking_traces_runtime,not_recorded_by_active_cfo_to_tracking_traces_runtime,40,not_recorded_by_active_cfo_to_tracking_traces_runtime,0,0,0,0,0,11.1188031732717,0,-11.1188031732717,0,3.461,not_recorded_by_active_cfo_to_tracking_traces_runtime,not_recorded_by_active_cfo_to_tracking_traces_runtime,not_recorded_by_active_cfo_to_tracking_traces_runtime,air_interface/csv/ul_pusch_trials.csv,PASS
UL,UL,9,9,12,40,not_recorded_by_active_cfo_to_tracking_traces_runtime,not_recorded_by_active_cfo_to_tracking_traces_runtime,not_recorded_by_active_cfo_to_tracking_traces_runtime,40,not_recorded_by_active_cfo_to_tracking_traces_runtime,0,0,0,0,0,11.1188031732717,0,-11.1188031732717,0,3.1412,not_recorded_by_active_cfo_to_tracking_traces_runtime,not_recorded_by_active_cfo_to_tracking_traces_runtime,not_recorded_by_active_cfo_to_tracking_traces_runtime,air_interface/csv/ul_pusch_trials.csv,PASS
UL,UL,9,9,12,40,not_recorded_by_active_cfo_to_tracking_traces_runtime,not_recorded_by_active_cfo_to_tracking_traces_runtime,not_recorded_by_active_cfo_to_tracking_traces_runtime,40,not_recorded_by_active_cfo_to_tracking_traces_runtime,0,0,0,0,0,11.1188031732717,0,-11.1188031732717,0,13.5726,not_recorded_by_active_cfo_to_tracking_traces_runtime,not_recorded_by_active_cfo_to_tracking_traces_runtime,not_recorded_by_active_cfo_to_tracking_traces_runtime,air_interface/csv/ul_pusch_trials.csv,FAIL
UL,UL,9,9,12,40,not_recorded_by_active_cfo_to_tracking_traces_runtime,not_recorded_by_active_cfo_to_tracking_traces_runtime,not_recorded_by_active_cfo_to_tracking_traces_runtime,40,not_recorded_by_active_cfo_to_tracking_traces_runtime,0,0,0,0,0,11.1188031732717,0,-11.1188031732717,0,13.0384,not_recorded_by_active_cfo_to_tracking_traces_runtime,not_recorded_by_active_cfo_to_tracking_traces_runtime,not_recorded_by_active_cfo_to_tracking_traces_runtime,air_interface/csv/ul_pusch_trials.csv,FAIL
UL,UL,9,9,12,40,not_recorded_by_active_cfo_to_tracking_traces_runtime,not_recorded_by_active_cfo_to_tracking_traces_runtime,not_recorded_by_active_cfo_to_tracking_traces_runtime,40,not_recorded_by_active_cfo_to_tracking_traces_runtime,0,0,0,0,0,11.1188031732717,NaN,NaN,1.27222187258541e-14,19.2914,not_recorded_by_active_cfo_to_tracking_traces_runtime,not_recorded_by_active_cfo_to_tracking_traces_runtime,not_recorded_by_active_cfo_to_tracking_traces_runtime,air_interface/csv/ul_pusch_trials.csv,FAIL
UL,UL,9,9,12,40,not_recorded_by_active_cfo_to_tracking_traces_runtime,not_recorded_by_active_cfo_to_tracking_traces_runtime,not_recorded_by_active_cfo_to_tracking_traces_runtime,40,not_recorded_by_active_cfo_to_tracking_traces_runtime,0,0,0,0,0,11.1188031732717,0,-11.1188031732717,0,12.5207,not_recorded_by_active_cfo_to_tracking_traces_runtime,not_recorded_by_active_cfo_to_tracking_traces_runtime,not_recorded_by_active_cfo_to_tracking_traces_runtime,air_interface/csv/ul_pusch_trials.csv,FAIL
UL,UL,9,9,12,40,not_recorded_by_active_cfo_to_tracking_traces_runtime,not_recorded_by_active_cfo_to_tracking_traces_runtime,not_recorded_by_active_cfo_to_tracking_traces_runtime,40,not_recorded_by_active_cfo_to_tracking_traces_runtime,0,0,0,0,0,11.1188031732717,0,-11.1188031732717,0,3.2808,not_recorded_by_active_cfo_to_tracking_traces_runtime,not_recorded_by_active_cfo_to_tracking_traces_runtime,not_recorded_by_active_cfo_to_tracking_traces_runtime,air_interface/csv/ul_pusch_trials.csv,PASS
UL,UL,9,9,12,40,not_recorded_by_active_cfo_to_tracking_traces_runtime,not_recorded_by_active_cfo_to_tracking_traces_runtime,not_recorded_by_active_cfo_to_tracking_traces_runtime,40,not_recorded_by_active_cfo_to_tracking_traces_runtime,0,1,-1,0,-1,11.1188031732717,0,-11.1188031732717,0,12.1512,not_recorded_by_active_cfo_to_tracking_traces_runtime,not_recorded_by_active_cfo_to_tracking_traces_runtime,not_recorded_by_active_cfo_to_tracking_traces_runtime,air_interface/csv/ul_pusch_trials.csv,FAIL
UL,UL,9,9,12,40,not_recorded_by_active_cfo_to_tracking_traces_runtime,not_recorded_by_active_cfo_to_tracking_traces_runtime,not_recorded_by_active_cfo_to_tracking_traces_runtime,40,not_recorded_by_active_cfo_to_tracking_traces_runtime,0,0,0,0,0,11.1188031732717,0,-11.1188031732717,0,12.1244,not_recorded_by_active_cfo_to_tracking_traces_runtime,not_recorded_by_active_cfo_to_tracking_traces_runtime,not_recorded_by_active_cfo_to_tracking_traces_runtime,air_interface/csv/ul_pusch_trials.csv,FAIL
UL,UL,9,9,12,40,not_recorded_by_active_cfo_to_tracking_traces_runtime,not_recorded_by_active_cfo_to_tracking_traces_runtime,not_recorded_by_active_cfo_to_tracking_traces_runtime,40,not_recorded_by_active_cfo_to_tracking_traces_runtime,0,0,0,0,0,11.1188031732717,0,-11.1188031732717,0,3.3379,not_recorded_by_active_cfo_to_tracking_traces_runtime,not_recorded_by_active_cfo_to_tracking_traces_runtime,not_recorded_by_active_cfo_to_tracking_traces_runtime,air_interface/csv/ul_pusch_trials.csv,PASS
UL,UL,9,9,12,40,not_recorded_by_active_cfo_to_tracking_traces_runtime,not_recorded_by_active_cfo_to_tracking_traces_runtime,not_recorded_by_active_cfo_to_tracking_traces_runtime,40,not_recorded_by_active_cfo_to_tracking_traces_runtime,0,0,0,0,0,11.1188031732717,0,-11.1188031732717,0,3.0939,not_recorded_by_active_cfo_to_tracking_traces_runtime,not_recorded_by_active_cfo_to_tracking_traces_runtime,not_recorded_by_active_cfo_to_tracking_traces_runtime,air_interface/csv/ul_pusch_trials.csv,PASS
UL,UL,9,9,12,40,not_recorded_by_active_cfo_to_tracking_traces_runtime,not_recorded_by_active_cfo_to_tracking_traces_runtime,not_recorded_by_active_cfo_to_tracking_traces_runtime,40,not_recorded_by_active_cfo_to_tracking_traces_runtime,0,0,0,0,0,11.1188031732717,0,-11.1188031732717,0,5.5808,not_recorded_by_active_cfo_to_tracking_traces_runtime,not_recorded_by_active_cfo_to_tracking_traces_runtime,not_recorded_by_active_cfo_to_tracking_traces_runtime,air_interface/csv/ul_pusch_trials.csv,PASS
UL,UL,9,9,12,40,not_recorded_by_active_cfo_to_tracking_traces_runtime,not_recorded_by_active_cfo_to_tracking_traces_runtime,not_recorded_by_active_cfo_to_tracking_traces_runtime,40,not_recorded_by_active_cfo_to_tracking_traces_runtime,0,0,0,0,0,11.1188031732717,0,-11.1188031732717,0,3.1555,not_recorded_by_active_cfo_to_tracking_traces_runtime,not_recorded_by_active_cfo_to_tracking_traces_runtime,not_recorded_by_active_cfo_to_tracking_traces_runtime,air_interface/csv/ul_pusch_trials.csv,PASS
UL,UL,9,9,12,40,not_recorded_by_active_cfo_to_tracking_traces_runtime,not_recorded_by_active_cfo_to_tracking_traces_runtime,not_recorded_by_active_cfo_to_tracking_traces_runtime,40,not_recorded_by_active_cfo_to_tracking_traces_runtime,0,0,0,0,0,11.1188031732717,0,-11.1188031732717,0,3.0646,not_recorded_by_active_cfo_to_tracking_traces_runtime,not_recorded_by_active_cfo_to_tracking_traces_runtime,not_recorded_by_active_cfo_to_tracking_traces_runtime,air_interface/csv/ul_pusch_trials.csv,PASS
UL,UL,9,9,12,40,not_recorded_by_active_cfo_to_tracking_traces_runtime,not_recorded_by_active_cfo_to_tracking_traces_runtime,not_recorded_by_active_cfo_to_tracking_traces_runtime,40,not_recorded_by_active_cfo_to_tracking_traces_runtime,0,0,0,0,0,11.1188031732717,59.7883507139949,48.6695475407232,0,18.085,not_recorded_by_active_cfo_to_tracking_traces_runtime,not_recorded_by_active_cfo_to_tracking_traces_runtime,not_recorded_by_active_cfo_to_tracking_traces_runtime,air_interface/csv/ul_pusch_trials.csv,FAIL
UL,UL,9,9,12,40,not_recorded_by_active_cfo_to_tracking_traces_runtime,not_recorded_by_active_cfo_to_tracking_traces_runtime,not_recorded_by_active_cfo_to_tracking_traces_runtime,40,not_recorded_by_active_cfo_to_tracking_traces_runtime,0,1,-1,0,-1,11.1188031732717,0,-11.1188031732717,0,12.0716,not_recorded_by_active_cfo_to_tracking_traces_runtime,not_recorded_by_active_cfo_to_tracking_traces_runtime,not_recorded_by_active_cfo_to_tracking_traces_runtime,air_interface/csv/ul_pusch_trials.csv,FAIL
UL,UL,9,9,12,40,not_recorded_by_active_cfo_to_tracking_traces_runtime,not_recorded_by_active_cfo_to_tracking_traces_runtime,not_recorded_by_active_cfo_to_tracking_traces_runtime,40,not_recorded_by_active_cfo_to_tracking_traces_runtime,0,0,0,0,0,11.1188031732717,0,-11.1188031732717,0,11.6473,not_recorded_by_active_cfo_to_tracking_traces_runtime,not_recorded_by_active_cfo_to_tracking_traces_runtime,not_recorded_by_active_cfo_to_tracking_traces_runtime,air_interface/csv/ul_pusch_trials.csv,FAIL
UL,UL,9,9,12,40,not_recorded_by_active_cfo_to_tracking_traces_runtime,not_recorded_by_active_cfo_to_tracking_traces_runtime,not_recorded_by_active_cfo_to_tracking_traces_runtime,40,not_recorded_by_active_cfo_to_tracking_traces_runtime,0,0,0,0,0,11.1188031732717,0,-11.1188031732717,0,12.0387,not_recorded_by_active_cfo_to_tracking_traces_runtime,not_recorded_by_active_cfo_to_tracking_traces_runtime,not_recorded_by_active_cfo_to_tracking_traces_runtime,air_interface/csv/ul_pusch_trials.csv,FAIL
UL,UL,9,9,12,40,not_recorded_by_active_cfo_to_tracking_traces_runtime,not_recorded_by_active_cfo_to_tracking_traces_runtime,not_recorded_by_active_cfo_to_tracking_traces_runtime,40,not_recorded_by_active_cfo_to_tracking_traces_runtime,0,0,0,0,0,11.1188031732717,0,-11.1188031732717,0,11.6498,not_recorded_by_active_cfo_to_tracking_traces_runtime,not_recorded_by_active_cfo_to_tracking_traces_runtime,not_recorded_by_active_cfo_to_tracking_traces_runtime,air_interface/csv/ul_pusch_trials.csv,FAIL
UL,UL,9,9,12,40,not_recorded_by_active_cfo_to_tracking_traces_runtime,not_recorded_by_active_cfo_to_tracking_traces_runtime,not_recorded_by_active_cfo_to_tracking_traces_runtime,40,not_recorded_by_active_cfo_to_tracking_traces_runtime,0,0,0,0,0,11.1188031732717,0,-11.1188031732717,0,2.8938,not_recorded_by_active_cfo_to_tracking_traces_runtime,not_recorded_by_active_cfo_to_tracking_traces_runtime,not_recorded_by_active_cfo_to_tracking_traces_runtime,air_interface/csv/ul_pusch_trials.csv,PASS
UL,UL,9,9,12,40,not_recorded_by_active_cfo_to_tracking_traces_runtime,not_recorded_by_active_cfo_to_tracking_traces_runtime,not_recorded_by_active_cfo_to_tracking_traces_runtime,40,not_recorded_by_active_cfo_to_tracking_traces_runtime,0,0,0,0,0,11.1188031732717,0,-11.1188031732717,0,7.7959,not_recorded_by_active_cfo_to_tracking_traces_runtime,not_recorded_by_active_cfo_to_tracking_traces_runtime,not_recorded_by_active_cfo_to_tracking_traces_runtime,air_interface/csv/ul_pusch_trials.csv,PASS
UL,UL,9,9,12,40,not_recorded_by_active_cfo_to_tracking_traces_runtime,not_recorded_by_active_cfo_to_tracking_traces_runtime,not_recorded_by_active_cfo_to_tracking_traces_runtime,40,not_recorded_by_active_cfo_to_tracking_traces_runtime,0,0,0,0,0,11.1188031732717,0,-11.1188031732717,0,2.9479,not_recorded_by_active_cfo_to_tracking_traces_runtime,not_recorded_by_active_cfo_to_tracking_traces_runtime,not_recorded_by_active_cfo_to_tracking_traces_runtime,air_interface/csv/ul_pusch_trials.csv,PASS
UL,UL,9,9,12,40,not_recorded_by_active_cfo_to_tracking_traces_runtime,not_recorded_by_active_cfo_to_tracking_traces_runtime,not_recorded_by_active_cfo_to_tracking_traces_runtime,40,not_recorded_by_active_cfo_to_tracking_traces_runtime,0,0,0,0,0,11.1188031732717,0,-11.1188031732717,0,3.1613,not_recorded_by_active_cfo_to_tracking_traces_runtime,not_recorded_by_active_cfo_to_tracking_traces_runtime,not_recorded_by_active_cfo_to_tracking_traces_runtime,air_interface/csv/ul_pusch_trials.csv,PASS
UL,UL,9,9,12,40,not_recorded_by_active_cfo_to_tracking_traces_runtime,not_recorded_by_active_cfo_to_tracking_traces_runtime,not_recorded_by_active_cfo_to_tracking_traces_runtime,40,not_recorded_by_active_cfo_to_tracking_traces_runtime,0,0,0,0,0,11.1188031732717,0,-11.1188031732717,0,3.1502,not_recorded_by_active_cfo_to_tracking_traces_runtime,not_recorded_by_active_cfo_to_tracking_traces_runtime,not_recorded_by_active_cfo_to_tracking_traces_runtime,air_interface/csv/ul_pusch_trials.csv,PASS
UL,UL,9,9,12,40,not_recorded_by_active_cfo_to_tracking_traces_runtime,not_recorded_by_active_cfo_to_tracking_traces_runtime,not_recorded_by_active_cfo_to_tracking_traces_runtime,40,not_recorded_by_active_cfo_to_tracking_traces_runtime,0,0,0,0,0,11.1188031732717,0,-11.1188031732717,0,4.6389,not_recorded_by_active_cfo_to_tracking_traces_runtime,not_recorded_by_active_cfo_to_tracking_traces_runtime,not_recorded_by_active_cfo_to_tracking_traces_runtime,air_interface/csv/ul_pusch_trials.csv,PASS
UL,UL,9,9,12,40,not_recorded_by_active_cfo_to_tracking_traces_runtime,not_recorded_by_active_cfo_to_tracking_traces_runtime,not_recorded_by_active_cfo_to_tracking_traces_runtime,40,not_recorded_by_active_cfo_to_tracking_traces_runtime,0,0,0,0,0,11.1188031732717,0,-11.1188031732717,0,3.0842,not_recorded_by_active_cfo_to_tracking_traces_runtime,not_recorded_by_active_cfo_to_tracking_traces_runtime,not_recorded_by_active_cfo_to_tracking_traces_runtime,air_interface/csv/ul_pusch_trials.csv,PASS
UL,UL,10,10,12,40,not_recorded_by_active_cfo_to_tracking_traces_runtime,not_recorded_by_active_cfo_to_tracking_traces_runtime,not_recorded_by_active_cfo_to_tracking_traces_runtime,40,not_recorded_by_active_cfo_to_tracking_traces_runtime,0,0,0,0,0,11.1188031732717,NaN,NaN,0,55.1941,not_recorded_by_active_cfo_to_tracking_traces_runtime,not_recorded_by_active_cfo_to_tracking_traces_runtime,not_recorded_by_active_cfo_to_tracking_traces_runtime,air_interface/csv/ul_pusch_trials.csv,FAIL
UL,UL,10,10,12,40,not_recorded_by_active_cfo_to_tracking_traces_runtime,not_recorded_by_active_cfo_to_tracking_traces_runtime,not_recorded_by_active_cfo_to_tracking_traces_runtime,40,not_recorded_by_active_cfo_to_tracking_traces_runtime,0,0,0,0,0,11.1188031732717,0,-11.1188031732717,0,13.3818,not_recorded_by_active_cfo_to_tracking_traces_runtime,not_recorded_by_active_cfo_to_tracking_traces_runtime,not_recorded_by_active_cfo_to_tracking_traces_runtime,air_interface/csv/ul_pusch_trials.csv,PASS
UL,UL,10,10,12,40,not_recorded_by_active_cfo_to_tracking_traces_runtime,not_recorded_by_active_cfo_to_tracking_traces_runtime,not_recorded_by_active_cfo_to_tracking_traces_runtime,40,not_recorded_by_active_cfo_to_tracking_traces_runtime,0,0,0,0,0,11.1188031732717,0,-11.1188031732717,0,51.0342,not_recorded_by_active_cfo_to_tracking_traces_runtime,not_recorded_by_active_cfo_to_tracking_traces_runtime,not_recorded_by_active_cfo_to_tracking_traces_runtime,air_interface/csv/ul_pusch_trials.csv,FAIL
UL,UL,10,10,12,40,not_recorded_by_active_cfo_to_tracking_traces_runtime,not_recorded_by_active_cfo_to_tracking_traces_runtime,not_recorded_by_active_cfo_to_tracking_traces_runtime,40,not_recorded_by_active_cfo_to_tracking_traces_runtime,0,0,0,0,0,11.1188031732717,0,-11.1188031732717,0,13.1125,not_recorded_by_active_cfo_to_tracking_traces_runtime,not_recorded_by_active_cfo_to_tracking_traces_runtime,not_recorded_by_active_cfo_to_tracking_traces_runtime,air_interface/csv/ul_pusch_trials.csv,PASS
UL,UL,10,10,12,40,not_recorded_by_active_cfo_to_tracking_traces_runtime,not_recorded_by_active_cfo_to_tracking_traces_runtime,not_recorded_by_active_cfo_to_tracking_traces_runtime,40,not_recorded_by_active_cfo_to_tracking_traces_runtime,0,0,0,0,0,11.1188031732717,0,-11.1188031732717,0,25.2476,not_recorded_by_active_cfo_to_tracking_traces_runtime,not_recorded_by_active_cfo_to_tracking_traces_runtime,not_recorded_by_active_cfo_to_tracking_traces_runtime,air_interface/csv/ul_pusch_trials.csv,PASS
UL,UL,10,10,12,40,not_recorded_by_active_cfo_to_tracking_traces_runtime,not_recorded_by_active_cfo_to_tracking_traces_runtime,not_recorded_by_active_cfo_to_tracking_traces_runtime,40,not_recorded_by_active_cfo_to_tracking_traces_runtime,0,0,0,0,0,11.1188031732717,0,-11.1188031732717,0,50.0231,not_recorded_by_active_cfo_to_tracking_traces_runtime,not_recorded_by_active_cfo_to_tracking_traces_runtime,not_recorded_by_active_cfo_to_tracking_traces_runtime,air_interface/csv/ul_pusch_trials.csv,FAIL
