ScenarioID,ConfigHash,RunTag,RunnerProfile,Direction,FieldName,ObservedValue,SourceArtifact,ValueSource,ValueRole,ValueStatus,ValueDefinition,FinalizedFlag,PlaceholderFlag,FallbackFlag,NAReason,ConsistencyStatus
lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot,a1a414876cde1a5883e2a2ab610e6603ef434ebb5b0a934bfcb8df1260a73d7c,webgui_rel20_4ghz_100mhz_5gnb_50ue_10slot_20260417_170900,waveform_bundle,DL,Numerology_mu,1,reports/csv/runtime_operating_mode.csv,scs_to_nr_numerology_derivation,derived,OK,NR numerology mu derived from resolved subcarrier spacing.,1,0,0,none,observed
lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot,a1a414876cde1a5883e2a2ab610e6603ef434ebb5b0a934bfcb8df1260a73d7c,webgui_rel20_4ghz_100mhz_5gnb_50ue_10slot_20260417_170900,waveform_bundle,DL,SlotDuration_ms,0.5,reports/csv/runtime_operating_mode.csv,nr_mu_to_slot_duration_derivation,derived,OK,Slot duration derived from resolved NR numerology.,1,0,0,none,observed
lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot,a1a414876cde1a5883e2a2ab610e6603ef434ebb5b0a934bfcb8df1260a73d7c,webgui_rel20_4ghz_100mhz_5gnb_50ue_10slot_20260417_170900,waveform_bundle,DL,SlotsPerFrame,20,reports/csv/runtime_operating_mode.csv,nr_mu_to_slots_per_frame_derivation,derived,OK,Slots-per-frame count derived from resolved NR numerology.,1,0,0,none,observed
lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot,a1a414876cde1a5883e2a2ab610e6603ef434ebb5b0a934bfcb8df1260a73d7c,webgui_rel20_4ghz_100mhz_5gnb_50ue_10slot_20260417_170900,waveform_bundle,DL,ConfiguredGridNumRBs,273,reports/csv/runtime_operating_mode.csv,resolved_frequency_n_size_grid,configured,OK,Configured NRB grid size from resolved config.,1,0,0,none,observed
lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot,a1a414876cde1a5883e2a2ab610e6603ef434ebb5b0a934bfcb8df1260a73d7c,webgui_rel20_4ghz_100mhz_5gnb_50ue_10slot_20260417_170900,waveform_bundle,DL,ActiveGridNumRBs,273,reports/csv/runtime_operating_mode.csv,runtime_numerology_active_grid_selection,resolved,OK,Active runtime NRB grid size after numerology resolution.,1,0,0,none,observed
lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot,a1a414876cde1a5883e2a2ab610e6603ef434ebb5b0a934bfcb8df1260a73d7c,webgui_rel20_4ghz_100mhz_5gnb_50ue_10slot_20260417_170900,waveform_bundle,DL,CQITable,table1,reports/csv/runtime_operating_mode.csv,resolved_cqi_table_config,resolved,OK,Resolved CQI table consumed by the active CSI and AMC path.,1,0,0,none,observed
lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot,a1a414876cde1a5883e2a2ab610e6603ef434ebb5b0a934bfcb8df1260a73d7c,webgui_rel20_4ghz_100mhz_5gnb_50ue_10slot_20260417_170900,waveform_bundle,DL,MCSTable,qam64_table1,reports/csv/runtime_operating_mode.csv,resolved_mcs_table_config,resolved,OK,Resolved MCS table consumed by the active AMC path.,1,0,0,none,observed
lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot,a1a414876cde1a5883e2a2ab610e6603ef434ebb5b0a934bfcb8df1260a73d7c,webgui_rel20_4ghz_100mhz_5gnb_50ue_10slot_20260417_170900,waveform_bundle,DL,CQISource,csi_feedback,reports/csv/runtime_operating_mode.csv,resolved_link_adaptation_cqi_source,resolved,OK,Resolved CQI source policy token used by link adaptation.,1,0,0,none,observed
lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot,a1a414876cde1a5883e2a2ab610e6603ef434ebb5b0a934bfcb8df1260a73d7c,webgui_rel20_4ghz_100mhz_5gnb_50ue_10slot_20260417_170900,waveform_bundle,DL,ConfiguredLinkAdaptationMode,amc,reports/csv/runtime_operating_mode.csv,resolved_link_adaptation_config,configured,OK,"Configured link-adaptation mode, separate from scheduler-applied operating-point reality.",1,0,0,none,observed
lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot,a1a414876cde1a5883e2a2ab610e6603ef434ebb5b0a934bfcb8df1260a73d7c,webgui_rel20_4ghz_100mhz_5gnb_50ue_10slot_20260417_170900,waveform_bundle,DL,ConfiguredMCSSelectionPolicy,cqi_driven,reports/csv/runtime_operating_mode.csv,resolved_link_adaptation_policy_classification,configured,OK,Configured MCS-selection policy class derived from the resolved link-adaptation configuration.,1,0,0,none,observed
lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot,a1a414876cde1a5883e2a2ab610e6603ef434ebb5b0a934bfcb8df1260a73d7c,webgui_rel20_4ghz_100mhz_5gnb_50ue_10slot_20260417_170900,waveform_bundle,DL,RequestedOperatingPointSource,cqi_link_adaptation,reports/csv/runtime_operating_mode.csv,configured_operating_point_request,resolved,OK,Configured operating-point source requested by the active runtime policy before grant replay or runtime overrides.,1,0,0,none,observed
lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot,a1a414876cde1a5883e2a2ab610e6603ef434ebb5b0a934bfcb8df1260a73d7c,webgui_rel20_4ghz_100mhz_5gnb_50ue_10slot_20260417_170900,waveform_bundle,DL,AppliedOperatingPointSource,scheduler_grant,reports/csv/runtime_operating_mode.csv,runtime_operating_point_authority,applied,OK,Actual runtime source that applied the transmitted operating point.,1,0,0,none,observed
lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot,a1a414876cde1a5883e2a2ab610e6603ef434ebb5b0a934bfcb8df1260a73d7c,webgui_rel20_4ghz_100mhz_5gnb_50ue_10slot_20260417_170900,waveform_bundle,DL,ActualMCSSelectionMode,scheduler_grant,reports/csv/runtime_operating_mode.csv,raw_trial_runtime_evidence,applied,OK,Actual runtime operating-point authority summarized from raw trials.,1,0,0,none,observed
lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot,a1a414876cde1a5883e2a2ab610e6603ef434ebb5b0a934bfcb8df1260a73d7c,webgui_rel20_4ghz_100mhz_5gnb_50ue_10slot_20260417_170900,waveform_bundle,DL,SchedulerGrantMCSSelectionMode,fixed_mcs,reports/csv/runtime_operating_mode.csv,scheduler_grant,applied,OK,Scheduler grant MCS-selection mode exported separately from configured policy.,1,0,0,none,observed
