run_id,chart_name,cell_id,slot,rb_index,occupancy_value,source_table_logical_path
1,PUSCH map,2,10,152,1.0,reports/csv/ul_resource_grid_heatmap.csv
1,PUSCH map,2,10,153,1.0,reports/csv/ul_resource_grid_heatmap.csv
1,PUSCH map,2,10,154,1.0,reports/csv/ul_resource_grid_heatmap.csv
1,PUSCH map,2,10,155,1.0,reports/csv/ul_resource_grid_heatmap.csv
1,PUSCH map,2,10,156,1.0,reports/csv/ul_resource_grid_heatmap.csv
1,PUSCH map,2,10,157,1.0,reports/csv/ul_resource_grid_heatmap.csv
1,PUSCH map,2,10,158,1.0,reports/csv/ul_resource_grid_heatmap.csv
1,PUSCH map,2,10,159,1.0,reports/csv/ul_resource_grid_heatmap.csv
1,PUSCH map,2,10,16,1.0,reports/csv/ul_resource_grid_heatmap.csv
1,PUSCH map,2,10,160,1.0,reports/csv/ul_resource_grid_heatmap.csv
1,PUSCH map,2,10,161,1.0,reports/csv/ul_resource_grid_heatmap.csv
1,PUSCH map,2,10,162,1.0,reports/csv/ul_resource_grid_heatmap.csv
1,PUSCH map,2,10,163,1.0,reports/csv/ul_resource_grid_heatmap.csv
1,PUSCH map,2,10,164,1.0,reports/csv/ul_resource_grid_heatmap.csv
1,PUSCH map,2,10,165,1.0,reports/csv/ul_resource_grid_heatmap.csv
1,PUSCH map,2,10,166,1.0,reports/csv/ul_resource_grid_heatmap.csv
1,PUSCH map,2,10,167,1.0,reports/csv/ul_resource_grid_heatmap.csv
1,PUSCH map,2,10,168,1.0,reports/csv/ul_resource_grid_heatmap.csv
1,PUSCH map,2,10,169,1.0,reports/csv/ul_resource_grid_heatmap.csv
1,PUSCH map,2,10,17,1.0,reports/csv/ul_resource_grid_heatmap.csv
1,PUSCH map,2,10,170,1.0,reports/csv/ul_resource_grid_heatmap.csv
1,PUSCH map,2,10,171,1.0,reports/csv/ul_resource_grid_heatmap.csv
1,PUSCH map,2,10,172,1.0,reports/csv/ul_resource_grid_heatmap.csv
1,PUSCH map,2,10,173,1.0,reports/csv/ul_resource_grid_heatmap.csv
1,PUSCH map,2,10,174,1.0,reports/csv/ul_resource_grid_heatmap.csv
1,PUSCH map,2,10,175,1.0,reports/csv/ul_resource_grid_heatmap.csv
1,PUSCH map,2,10,176,1.0,reports/csv/ul_resource_grid_heatmap.csv
1,PUSCH map,2,10,177,1.0,reports/csv/ul_resource_grid_heatmap.csv
1,PUSCH map,2,10,178,1.0,reports/csv/ul_resource_grid_heatmap.csv
1,PUSCH map,2,10,179,1.0,reports/csv/ul_resource_grid_heatmap.csv
1,PUSCH map,2,10,18,1.0,reports/csv/ul_resource_grid_heatmap.csv
1,PUSCH map,2,10,180,1.0,reports/csv/ul_resource_grid_heatmap.csv
1,PUSCH map,2,10,181,1.0,reports/csv/ul_resource_grid_heatmap.csv
1,PUSCH map,2,10,182,1.0,reports/csv/ul_resource_grid_heatmap.csv
1,PUSCH map,2,10,183,1.0,reports/csv/ul_resource_grid_heatmap.csv
1,PUSCH map,2,10,184,1.0,reports/csv/ul_resource_grid_heatmap.csv
1,PUSCH map,2,10,185,1.0,reports/csv/ul_resource_grid_heatmap.csv
1,PUSCH map,2,10,186,1.0,reports/csv/ul_resource_grid_heatmap.csv
1,PUSCH map,2,10,187,1.0,reports/csv/ul_resource_grid_heatmap.csv
1,PUSCH map,2,10,188,1.0,reports/csv/ul_resource_grid_heatmap.csv
1,PUSCH map,2,10,189,1.0,reports/csv/ul_resource_grid_heatmap.csv
1,PUSCH map,2,10,19,1.0,reports/csv/ul_resource_grid_heatmap.csv
1,PUSCH map,2,10,190,1.0,reports/csv/ul_resource_grid_heatmap.csv
1,PUSCH map,2,10,191,1.0,reports/csv/ul_resource_grid_heatmap.csv
1,PUSCH map,2,10,192,1.0,reports/csv/ul_resource_grid_heatmap.csv
1,PUSCH map,2,10,193,1.0,reports/csv/ul_resource_grid_heatmap.csv
1,PUSCH map,2,10,194,1.0,reports/csv/ul_resource_grid_heatmap.csv
1,PUSCH map,2,10,195,1.0,reports/csv/ul_resource_grid_heatmap.csv
1,PUSCH map,2,10,196,1.0,reports/csv/ul_resource_grid_heatmap.csv
1,PUSCH map,2,10,197,1.0,reports/csv/ul_resource_grid_heatmap.csv
1,PUSCH map,2,10,198,1.0,reports/csv/ul_resource_grid_heatmap.csv
1,PUSCH map,2,10,199,1.0,reports/csv/ul_resource_grid_heatmap.csv
1,PUSCH map,2,10,2,1.0,reports/csv/ul_resource_grid_heatmap.csv
1,PUSCH map,2,10,20,1.0,reports/csv/ul_resource_grid_heatmap.csv
1,PUSCH map,2,10,200,1.0,reports/csv/ul_resource_grid_heatmap.csv
1,PUSCH map,2,10,201,1.0,reports/csv/ul_resource_grid_heatmap.csv
1,PUSCH map,2,10,202,1.0,reports/csv/ul_resource_grid_heatmap.csv
1,PUSCH map,2,10,203,1.0,reports/csv/ul_resource_grid_heatmap.csv
1,PUSCH map,2,10,204,1.0,reports/csv/ul_resource_grid_heatmap.csv
1,PUSCH map,2,10,205,1.0,reports/csv/ul_resource_grid_heatmap.csv
1,PUSCH map,2,10,206,1.0,reports/csv/ul_resource_grid_heatmap.csv
1,PUSCH map,2,10,207,1.0,reports/csv/ul_resource_grid_heatmap.csv
1,PUSCH map,2,10,208,1.0,reports/csv/ul_resource_grid_heatmap.csv
1,PUSCH map,2,10,209,1.0,reports/csv/ul_resource_grid_heatmap.csv
1,PUSCH map,2,10,21,1.0,reports/csv/ul_resource_grid_heatmap.csv
1,PUSCH map,2,10,210,1.0,reports/csv/ul_resource_grid_heatmap.csv
1,PUSCH map,2,10,211,1.0,reports/csv/ul_resource_grid_heatmap.csv
1,PUSCH map,2,10,212,1.0,reports/csv/ul_resource_grid_heatmap.csv
1,PUSCH map,2,10,213,1.0,reports/csv/ul_resource_grid_heatmap.csv
1,PUSCH map,2,10,214,1.0,reports/csv/ul_resource_grid_heatmap.csv
1,PUSCH map,2,10,215,1.0,reports/csv/ul_resource_grid_heatmap.csv
1,PUSCH map,2,10,216,1.0,reports/csv/ul_resource_grid_heatmap.csv
1,PUSCH map,2,10,217,1.0,reports/csv/ul_resource_grid_heatmap.csv
1,PUSCH map,2,10,218,1.0,reports/csv/ul_resource_grid_heatmap.csv
1,PUSCH map,2,10,219,1.0,reports/csv/ul_resource_grid_heatmap.csv
1,PUSCH map,2,10,22,1.0,reports/csv/ul_resource_grid_heatmap.csv
1,PUSCH map,2,10,220,1.0,reports/csv/ul_resource_grid_heatmap.csv
1,PUSCH map,2,10,221,1.0,reports/csv/ul_resource_grid_heatmap.csv
1,PUSCH map,2,10,222,1.0,reports/csv/ul_resource_grid_heatmap.csv
1,PUSCH map,2,10,223,1.0,reports/csv/ul_resource_grid_heatmap.csv
1,PUSCH map,2,10,224,1.0,reports/csv/ul_resource_grid_heatmap.csv
1,PUSCH map,2,10,225,1.0,reports/csv/ul_resource_grid_heatmap.csv
1,PUSCH map,2,10,226,1.0,reports/csv/ul_resource_grid_heatmap.csv
1,PUSCH map,2,10,227,1.0,reports/csv/ul_resource_grid_heatmap.csv
1,PUSCH map,2,10,228,1.0,reports/csv/ul_resource_grid_heatmap.csv
1,PUSCH map,2,10,229,1.0,reports/csv/ul_resource_grid_heatmap.csv
1,PUSCH map,2,10,23,1.0,reports/csv/ul_resource_grid_heatmap.csv
1,PUSCH map,2,10,230,1.0,reports/csv/ul_resource_grid_heatmap.csv
1,PUSCH map,2,10,231,1.0,reports/csv/ul_resource_grid_heatmap.csv
1,PUSCH map,2,10,232,1.0,reports/csv/ul_resource_grid_heatmap.csv
1,PUSCH map,2,10,233,1.0,reports/csv/ul_resource_grid_heatmap.csv
1,PUSCH map,2,10,234,1.0,reports/csv/ul_resource_grid_heatmap.csv
1,PUSCH map,2,10,235,1.0,reports/csv/ul_resource_grid_heatmap.csv
1,PUSCH map,2,10,236,1.0,reports/csv/ul_resource_grid_heatmap.csv
1,PUSCH map,2,10,237,1.0,reports/csv/ul_resource_grid_heatmap.csv
1,PUSCH map,2,10,238,1.0,reports/csv/ul_resource_grid_heatmap.csv
1,PUSCH map,2,10,239,1.0,reports/csv/ul_resource_grid_heatmap.csv
1,PUSCH map,2,10,24,1.0,reports/csv/ul_resource_grid_heatmap.csv
1,PUSCH map,2,10,240,1.0,reports/csv/ul_resource_grid_heatmap.csv
1,PUSCH map,2,10,241,1.0,reports/csv/ul_resource_grid_heatmap.csv
1,PUSCH map,2,10,242,1.0,reports/csv/ul_resource_grid_heatmap.csv
1,PUSCH map,2,10,243,1.0,reports/csv/ul_resource_grid_heatmap.csv
1,PUSCH map,2,10,244,1.0,reports/csv/ul_resource_grid_heatmap.csv
1,PUSCH map,2,10,245,1.0,reports/csv/ul_resource_grid_heatmap.csv
1,PUSCH map,2,10,246,1.0,reports/csv/ul_resource_grid_heatmap.csv
1,PUSCH map,2,10,247,1.0,reports/csv/ul_resource_grid_heatmap.csv
1,PUSCH map,2,10,248,1.0,reports/csv/ul_resource_grid_heatmap.csv
1,PUSCH map,2,10,249,1.0,reports/csv/ul_resource_grid_heatmap.csv
1,PUSCH map,2,10,25,1.0,reports/csv/ul_resource_grid_heatmap.csv
1,PUSCH map,2,10,250,1.0,reports/csv/ul_resource_grid_heatmap.csv
1,PUSCH map,2,10,251,1.0,reports/csv/ul_resource_grid_heatmap.csv
1,PUSCH map,2,10,252,1.0,reports/csv/ul_resource_grid_heatmap.csv
1,PUSCH map,2,10,253,1.0,reports/csv/ul_resource_grid_heatmap.csv
1,PUSCH map,2,10,254,1.0,reports/csv/ul_resource_grid_heatmap.csv
1,PUSCH map,2,10,255,1.0,reports/csv/ul_resource_grid_heatmap.csv
1,PUSCH map,2,10,256,1.0,reports/csv/ul_resource_grid_heatmap.csv
1,PUSCH map,2,10,257,1.0,reports/csv/ul_resource_grid_heatmap.csv
1,PUSCH map,2,10,258,1.0,reports/csv/ul_resource_grid_heatmap.csv
1,PUSCH map,2,10,259,1.0,reports/csv/ul_resource_grid_heatmap.csv
1,PUSCH map,2,10,26,1.0,reports/csv/ul_resource_grid_heatmap.csv
1,PUSCH map,2,10,260,1.0,reports/csv/ul_resource_grid_heatmap.csv
1,PUSCH map,2,10,261,1.0,reports/csv/ul_resource_grid_heatmap.csv
1,PUSCH map,2,10,262,1.0,reports/csv/ul_resource_grid_heatmap.csv
1,PUSCH map,2,10,263,1.0,reports/csv/ul_resource_grid_heatmap.csv
1,PUSCH map,2,10,264,1.0,reports/csv/ul_resource_grid_heatmap.csv
1,PUSCH map,2,10,265,1.0,reports/csv/ul_resource_grid_heatmap.csv
1,PUSCH map,2,10,266,1.0,reports/csv/ul_resource_grid_heatmap.csv
1,PUSCH map,2,10,267,1.0,reports/csv/ul_resource_grid_heatmap.csv
1,PUSCH map,2,10,268,1.0,reports/csv/ul_resource_grid_heatmap.csv
1,PUSCH map,2,10,269,1.0,reports/csv/ul_resource_grid_heatmap.csv
1,PUSCH map,2,10,27,1.0,reports/csv/ul_resource_grid_heatmap.csv
1,PUSCH map,2,10,270,1.0,reports/csv/ul_resource_grid_heatmap.csv
1,PUSCH map,2,10,271,1.0,reports/csv/ul_resource_grid_heatmap.csv
1,PUSCH map,2,10,28,1.0,reports/csv/ul_resource_grid_heatmap.csv
1,PUSCH map,2,10,29,1.0,reports/csv/ul_resource_grid_heatmap.csv
1,PUSCH map,2,10,3,1.0,reports/csv/ul_resource_grid_heatmap.csv
1,PUSCH map,2,10,30,1.0,reports/csv/ul_resource_grid_heatmap.csv
1,PUSCH map,2,10,31,1.0,reports/csv/ul_resource_grid_heatmap.csv
1,PUSCH map,2,10,32,1.0,reports/csv/ul_resource_grid_heatmap.csv
1,PUSCH map,2,10,33,1.0,reports/csv/ul_resource_grid_heatmap.csv
1,PUSCH map,2,10,34,1.0,reports/csv/ul_resource_grid_heatmap.csv
1,PUSCH map,2,10,35,1.0,reports/csv/ul_resource_grid_heatmap.csv
1,PUSCH map,2,10,36,1.0,reports/csv/ul_resource_grid_heatmap.csv
1,PUSCH map,2,10,37,1.0,reports/csv/ul_resource_grid_heatmap.csv
1,PUSCH map,2,10,38,1.0,reports/csv/ul_resource_grid_heatmap.csv
1,PUSCH map,2,10,39,1.0,reports/csv/ul_resource_grid_heatmap.csv
1,PUSCH map,2,10,4,1.0,reports/csv/ul_resource_grid_heatmap.csv
1,PUSCH map,2,10,40,1.0,reports/csv/ul_resource_grid_heatmap.csv
1,PUSCH map,2,10,41,1.0,reports/csv/ul_resource_grid_heatmap.csv
1,PUSCH map,2,10,42,1.0,reports/csv/ul_resource_grid_heatmap.csv
1,PUSCH map,2,10,43,1.0,reports/csv/ul_resource_grid_heatmap.csv
1,PUSCH map,2,10,44,1.0,reports/csv/ul_resource_grid_heatmap.csv
1,PUSCH map,2,10,45,1.0,reports/csv/ul_resource_grid_heatmap.csv
1,PUSCH map,2,10,46,1.0,reports/csv/ul_resource_grid_heatmap.csv
1,PUSCH map,2,10,47,1.0,reports/csv/ul_resource_grid_heatmap.csv
1,PUSCH map,2,10,48,1.0,reports/csv/ul_resource_grid_heatmap.csv
1,PUSCH map,2,10,49,1.0,reports/csv/ul_resource_grid_heatmap.csv
1,PUSCH map,2,10,5,1.0,reports/csv/ul_resource_grid_heatmap.csv
1,PUSCH map,2,10,50,1.0,reports/csv/ul_resource_grid_heatmap.csv
1,PUSCH map,2,10,51,1.0,reports/csv/ul_resource_grid_heatmap.csv
1,PUSCH map,2,10,52,1.0,reports/csv/ul_resource_grid_heatmap.csv
1,PUSCH map,2,10,53,1.0,reports/csv/ul_resource_grid_heatmap.csv
1,PUSCH map,2,10,54,1.0,reports/csv/ul_resource_grid_heatmap.csv
1,PUSCH map,2,10,55,1.0,reports/csv/ul_resource_grid_heatmap.csv
1,PUSCH map,2,10,56,1.0,reports/csv/ul_resource_grid_heatmap.csv
1,PUSCH map,2,10,57,1.0,reports/csv/ul_resource_grid_heatmap.csv
1,PUSCH map,2,10,58,1.0,reports/csv/ul_resource_grid_heatmap.csv
1,PUSCH map,2,10,59,1.0,reports/csv/ul_resource_grid_heatmap.csv
1,PUSCH map,2,10,6,1.0,reports/csv/ul_resource_grid_heatmap.csv
1,PUSCH map,2,10,60,1.0,reports/csv/ul_resource_grid_heatmap.csv
1,PUSCH map,2,10,61,1.0,reports/csv/ul_resource_grid_heatmap.csv
1,PUSCH map,2,10,62,1.0,reports/csv/ul_resource_grid_heatmap.csv
1,PUSCH map,2,10,63,1.0,reports/csv/ul_resource_grid_heatmap.csv
1,PUSCH map,2,10,64,1.0,reports/csv/ul_resource_grid_heatmap.csv
1,PUSCH map,2,10,65,1.0,reports/csv/ul_resource_grid_heatmap.csv
1,PUSCH map,2,10,66,1.0,reports/csv/ul_resource_grid_heatmap.csv
1,PUSCH map,2,10,67,1.0,reports/csv/ul_resource_grid_heatmap.csv
1,PUSCH map,2,10,68,1.0,reports/csv/ul_resource_grid_heatmap.csv
1,PUSCH map,2,10,69,1.0,reports/csv/ul_resource_grid_heatmap.csv
1,PUSCH map,2,10,7,1.0,reports/csv/ul_resource_grid_heatmap.csv
1,PUSCH map,2,10,70,1.0,reports/csv/ul_resource_grid_heatmap.csv
1,PUSCH map,2,10,71,1.0,reports/csv/ul_resource_grid_heatmap.csv
1,PUSCH map,2,10,72,1.0,reports/csv/ul_resource_grid_heatmap.csv
1,PUSCH map,2,10,73,1.0,reports/csv/ul_resource_grid_heatmap.csv
1,PUSCH map,2,10,74,1.0,reports/csv/ul_resource_grid_heatmap.csv
1,PUSCH map,2,10,75,1.0,reports/csv/ul_resource_grid_heatmap.csv
1,PUSCH map,2,10,76,1.0,reports/csv/ul_resource_grid_heatmap.csv
1,PUSCH map,2,10,77,1.0,reports/csv/ul_resource_grid_heatmap.csv
1,PUSCH map,2,10,78,1.0,reports/csv/ul_resource_grid_heatmap.csv
1,PUSCH map,2,10,79,1.0,reports/csv/ul_resource_grid_heatmap.csv
1,PUSCH map,2,10,8,1.0,reports/csv/ul_resource_grid_heatmap.csv
1,PUSCH map,2,10,80,1.0,reports/csv/ul_resource_grid_heatmap.csv
1,PUSCH map,2,10,81,1.0,reports/csv/ul_resource_grid_heatmap.csv
1,PUSCH map,2,10,82,1.0,reports/csv/ul_resource_grid_heatmap.csv
1,PUSCH map,2,10,83,1.0,reports/csv/ul_resource_grid_heatmap.csv
1,PUSCH map,2,10,84,1.0,reports/csv/ul_resource_grid_heatmap.csv
1,PUSCH map,2,10,85,1.0,reports/csv/ul_resource_grid_heatmap.csv
1,PUSCH map,2,10,86,1.0,reports/csv/ul_resource_grid_heatmap.csv
1,PUSCH map,2,10,87,1.0,reports/csv/ul_resource_grid_heatmap.csv
1,PUSCH map,2,10,88,1.0,reports/csv/ul_resource_grid_heatmap.csv
1,PUSCH map,2,10,89,1.0,reports/csv/ul_resource_grid_heatmap.csv
1,PUSCH map,2,10,9,1.0,reports/csv/ul_resource_grid_heatmap.csv
1,PUSCH map,2,10,90,1.0,reports/csv/ul_resource_grid_heatmap.csv
1,PUSCH map,2,10,91,1.0,reports/csv/ul_resource_grid_heatmap.csv
1,PUSCH map,2,10,92,1.0,reports/csv/ul_resource_grid_heatmap.csv
1,PUSCH map,2,10,93,1.0,reports/csv/ul_resource_grid_heatmap.csv
1,PUSCH map,2,10,94,1.0,reports/csv/ul_resource_grid_heatmap.csv
1,PUSCH map,2,10,95,1.0,reports/csv/ul_resource_grid_heatmap.csv
1,PUSCH map,2,10,96,1.0,reports/csv/ul_resource_grid_heatmap.csv
1,PUSCH map,2,10,97,1.0,reports/csv/ul_resource_grid_heatmap.csv
1,PUSCH map,2,10,98,1.0,reports/csv/ul_resource_grid_heatmap.csv
1,PUSCH map,2,10,99,1.0,reports/csv/ul_resource_grid_heatmap.csv
1,PUSCH map,2,9,0,0.5,reports/csv/ul_resource_grid_heatmap.csv
1,PUSCH map,2,9,1,0.5,reports/csv/ul_resource_grid_heatmap.csv
1,PUSCH map,2,9,10,0.5,reports/csv/ul_resource_grid_heatmap.csv
1,PUSCH map,2,9,100,0.5,reports/csv/ul_resource_grid_heatmap.csv
1,PUSCH map,2,9,101,0.5,reports/csv/ul_resource_grid_heatmap.csv
1,PUSCH map,2,9,102,0.5,reports/csv/ul_resource_grid_heatmap.csv
1,PUSCH map,2,9,103,0.5,reports/csv/ul_resource_grid_heatmap.csv
1,PUSCH map,2,9,104,0.5,reports/csv/ul_resource_grid_heatmap.csv
1,PUSCH map,2,9,105,0.5,reports/csv/ul_resource_grid_heatmap.csv
1,PUSCH map,2,9,106,0.5,reports/csv/ul_resource_grid_heatmap.csv
1,PUSCH map,2,9,107,0.5,reports/csv/ul_resource_grid_heatmap.csv
1,PUSCH map,2,9,108,0.5,reports/csv/ul_resource_grid_heatmap.csv
1,PUSCH map,2,9,109,0.5,reports/csv/ul_resource_grid_heatmap.csv
1,PUSCH map,2,9,11,0.5,reports/csv/ul_resource_grid_heatmap.csv
1,PUSCH map,2,9,110,0.5,reports/csv/ul_resource_grid_heatmap.csv
1,PUSCH map,2,9,111,0.5,reports/csv/ul_resource_grid_heatmap.csv
1,PUSCH map,2,9,112,0.5,reports/csv/ul_resource_grid_heatmap.csv
1,PUSCH map,2,9,113,0.5,reports/csv/ul_resource_grid_heatmap.csv
1,PUSCH map,2,9,114,0.5,reports/csv/ul_resource_grid_heatmap.csv
1,PUSCH map,2,9,115,0.5,reports/csv/ul_resource_grid_heatmap.csv
1,PUSCH map,2,9,116,0.5,reports/csv/ul_resource_grid_heatmap.csv
1,PUSCH map,2,9,117,0.5,reports/csv/ul_resource_grid_heatmap.csv
1,PUSCH map,2,9,118,0.5,reports/csv/ul_resource_grid_heatmap.csv
1,PUSCH map,2,9,119,0.5,reports/csv/ul_resource_grid_heatmap.csv
1,PUSCH map,2,9,12,0.5,reports/csv/ul_resource_grid_heatmap.csv
1,PUSCH map,2,9,120,0.5,reports/csv/ul_resource_grid_heatmap.csv
1,PUSCH map,2,9,121,0.5,reports/csv/ul_resource_grid_heatmap.csv
1,PUSCH map,2,9,122,0.5,reports/csv/ul_resource_grid_heatmap.csv
1,PUSCH map,2,9,123,0.5,reports/csv/ul_resource_grid_heatmap.csv
1,PUSCH map,2,9,124,0.5,reports/csv/ul_resource_grid_heatmap.csv
1,PUSCH map,2,9,125,0.5,reports/csv/ul_resource_grid_heatmap.csv
1,PUSCH map,2,9,126,0.5,reports/csv/ul_resource_grid_heatmap.csv
1,PUSCH map,2,9,127,0.5,reports/csv/ul_resource_grid_heatmap.csv
1,PUSCH map,2,9,128,0.5,reports/csv/ul_resource_grid_heatmap.csv
1,PUSCH map,2,9,129,0.5,reports/csv/ul_resource_grid_heatmap.csv
1,PUSCH map,2,9,13,0.5,reports/csv/ul_resource_grid_heatmap.csv
1,PUSCH map,2,9,130,0.5,reports/csv/ul_resource_grid_heatmap.csv
1,PUSCH map,2,9,131,0.5,reports/csv/ul_resource_grid_heatmap.csv
1,PUSCH map,2,9,132,0.5,reports/csv/ul_resource_grid_heatmap.csv
1,PUSCH map,2,9,133,0.5,reports/csv/ul_resource_grid_heatmap.csv
1,PUSCH map,2,9,134,0.5,reports/csv/ul_resource_grid_heatmap.csv
1,PUSCH map,2,9,135,0.5,reports/csv/ul_resource_grid_heatmap.csv
1,PUSCH map,2,9,14,0.5,reports/csv/ul_resource_grid_heatmap.csv
1,PUSCH map,2,9,15,0.5,reports/csv/ul_resource_grid_heatmap.csv
1,PUSCH map,2,9,16,0.5,reports/csv/ul_resource_grid_heatmap.csv
1,PUSCH map,2,9,17,0.5,reports/csv/ul_resource_grid_heatmap.csv
1,PUSCH map,2,9,18,0.5,reports/csv/ul_resource_grid_heatmap.csv
1,PUSCH map,2,9,19,0.5,reports/csv/ul_resource_grid_heatmap.csv
1,PUSCH map,2,9,2,0.5,reports/csv/ul_resource_grid_heatmap.csv
1,PUSCH map,2,9,20,0.5,reports/csv/ul_resource_grid_heatmap.csv
1,PUSCH map,2,9,21,0.5,reports/csv/ul_resource_grid_heatmap.csv
1,PUSCH map,2,9,22,0.5,reports/csv/ul_resource_grid_heatmap.csv
1,PUSCH map,2,9,23,0.5,reports/csv/ul_resource_grid_heatmap.csv
1,PUSCH map,2,9,24,0.5,reports/csv/ul_resource_grid_heatmap.csv
1,PUSCH map,2,9,25,0.5,reports/csv/ul_resource_grid_heatmap.csv
1,PUSCH map,2,9,26,0.5,reports/csv/ul_resource_grid_heatmap.csv
1,PUSCH map,2,9,27,0.5,reports/csv/ul_resource_grid_heatmap.csv
1,PUSCH map,2,9,28,0.5,reports/csv/ul_resource_grid_heatmap.csv
1,PUSCH map,2,9,29,0.5,reports/csv/ul_resource_grid_heatmap.csv
