run_id,chart_name,direction,ue_rank,throughput_mbps,jain_fairness_index,source_table_logical_path
1,fairness index trend,DL,1,1.02933333333333,0.5179647688274658,reports/csv/live_user_performance_snapshot.csv
1,fairness index trend,DL,2,1.02933333333333,0.5179647688274658,reports/csv/live_user_performance_snapshot.csv
1,fairness index trend,DL,3,1.12533333333333,0.5179647688274658,reports/csv/live_user_performance_snapshot.csv
1,fairness index trend,DL,4,1.232,0.5179647688274658,reports/csv/live_user_performance_snapshot.csv
1,fairness index trend,DL,5,1.34933333333333,0.5179647688274658,reports/csv/live_user_performance_snapshot.csv
1,fairness index trend,DL,6,1.34933333333333,0.5179647688274658,reports/csv/live_user_performance_snapshot.csv
1,fairness index trend,DL,7,1.34933333333333,0.5179647688274658,reports/csv/live_user_performance_snapshot.csv
1,fairness index trend,DL,8,1.47733333333333,0.5179647688274658,reports/csv/live_user_performance_snapshot.csv
1,fairness index trend,DL,9,1.47733333333333,0.5179647688274658,reports/csv/live_user_performance_snapshot.csv
1,fairness index trend,DL,10,1.47733333333333,0.5179647688274658,reports/csv/live_user_performance_snapshot.csv
1,fairness index trend,DL,11,1.648,0.5179647688274658,reports/csv/live_user_performance_snapshot.csv
1,fairness index trend,DL,12,1.68533333333333,0.5179647688274658,reports/csv/live_user_performance_snapshot.csv
1,fairness index trend,DL,13,1.84,0.5179647688274658,reports/csv/live_user_performance_snapshot.csv
1,fairness index trend,DL,14,2.05866666666667,0.5179647688274658,reports/csv/live_user_performance_snapshot.csv
1,fairness index trend,DL,15,2.05866666666667,0.5179647688274658,reports/csv/live_user_performance_snapshot.csv
1,fairness index trend,DL,16,2.05866666666667,0.5179647688274658,reports/csv/live_user_performance_snapshot.csv
1,fairness index trend,DL,17,2.05866666666667,0.5179647688274658,reports/csv/live_user_performance_snapshot.csv
1,fairness index trend,DL,18,2.22933333333333,0.5179647688274658,reports/csv/live_user_performance_snapshot.csv
1,fairness index trend,DL,19,2.26133333333333,0.5179647688274658,reports/csv/live_user_performance_snapshot.csv
1,fairness index trend,DL,20,2.26133333333333,0.5179647688274658,reports/csv/live_user_performance_snapshot.csv
1,fairness index trend,DL,21,2.26133333333333,0.5179647688274658,reports/csv/live_user_performance_snapshot.csv
1,fairness index trend,DL,22,2.34666666666667,0.5179647688274658,reports/csv/live_user_performance_snapshot.csv
1,fairness index trend,DL,23,2.42133333333333,0.5179647688274658,reports/csv/live_user_performance_snapshot.csv
1,fairness index trend,DL,24,2.69866666666667,0.5179647688274658,reports/csv/live_user_performance_snapshot.csv
1,fairness index trend,DL,25,2.69866666666667,0.5179647688274658,reports/csv/live_user_performance_snapshot.csv
1,fairness index trend,DL,26,2.69866666666667,0.5179647688274658,reports/csv/live_user_performance_snapshot.csv
1,fairness index trend,DL,27,2.69866666666667,0.5179647688274658,reports/csv/live_user_performance_snapshot.csv
1,fairness index trend,DL,28,2.69866666666667,0.5179647688274658,reports/csv/live_user_performance_snapshot.csv
1,fairness index trend,DL,29,2.95466666666667,0.5179647688274658,reports/csv/live_user_performance_snapshot.csv
1,fairness index trend,DL,30,2.95466666666667,0.5179647688274658,reports/csv/live_user_performance_snapshot.csv
1,fairness index trend,DL,31,3.03466666666667,0.5179647688274658,reports/csv/live_user_performance_snapshot.csv
1,fairness index trend,DL,32,3.03466666666667,0.5179647688274658,reports/csv/live_user_performance_snapshot.csv
1,fairness index trend,DL,33,3.03466666666667,0.5179647688274658,reports/csv/live_user_performance_snapshot.csv
1,fairness index trend,DL,34,3.03466666666667,0.5179647688274658,reports/csv/live_user_performance_snapshot.csv
1,fairness index trend,DL,35,3.03466666666667,0.5179647688274658,reports/csv/live_user_performance_snapshot.csv
1,fairness index trend,DL,36,3.03466666666667,0.5179647688274658,reports/csv/live_user_performance_snapshot.csv
1,fairness index trend,DL,37,3.21066666666667,0.5179647688274658,reports/csv/live_user_performance_snapshot.csv
1,fairness index trend,DL,38,3.24266666666667,0.5179647688274658,reports/csv/live_user_performance_snapshot.csv
1,fairness index trend,DL,39,3.24266666666667,0.5179647688274658,reports/csv/live_user_performance_snapshot.csv
1,fairness index trend,DL,40,3.29066666666667,0.5179647688274658,reports/csv/live_user_performance_snapshot.csv
1,fairness index trend,DL,41,3.296,0.5179647688274658,reports/csv/live_user_performance_snapshot.csv
1,fairness index trend,DL,42,3.296,0.5179647688274658,reports/csv/live_user_performance_snapshot.csv
1,fairness index trend,DL,43,3.296,0.5179647688274658,reports/csv/live_user_performance_snapshot.csv
1,fairness index trend,DL,44,3.68,0.5179647688274658,reports/csv/live_user_performance_snapshot.csv
1,fairness index trend,DL,45,3.68,0.5179647688274658,reports/csv/live_user_performance_snapshot.csv
1,fairness index trend,DL,46,4.336,0.5179647688274658,reports/csv/live_user_performance_snapshot.csv
1,fairness index trend,DL,47,5.51466666666667,0.5179647688274658,reports/csv/live_user_performance_snapshot.csv
1,fairness index trend,DL,48,8.45866666666667,0.5179647688274658,reports/csv/live_user_performance_snapshot.csv
1,fairness index trend,DL,49,15.6853333333333,0.5179647688274658,reports/csv/live_user_performance_snapshot.csv
1,fairness index trend,DL,50,18.4693333333333,0.5179647688274658,reports/csv/live_user_performance_snapshot.csv
1,fairness index trend,UL,1,0.0,0.38684994185022875,reports/csv/live_user_performance_snapshot.csv
1,fairness index trend,UL,2,0.0,0.38684994185022875,reports/csv/live_user_performance_snapshot.csv
1,fairness index trend,UL,3,0.0,0.38684994185022875,reports/csv/live_user_performance_snapshot.csv
1,fairness index trend,UL,4,0.0,0.38684994185022875,reports/csv/live_user_performance_snapshot.csv
1,fairness index trend,UL,5,0.0,0.38684994185022875,reports/csv/live_user_performance_snapshot.csv
1,fairness index trend,UL,6,0.0,0.38684994185022875,reports/csv/live_user_performance_snapshot.csv
1,fairness index trend,UL,7,0.0,0.38684994185022875,reports/csv/live_user_performance_snapshot.csv
1,fairness index trend,UL,8,0.0,0.38684994185022875,reports/csv/live_user_performance_snapshot.csv
1,fairness index trend,UL,9,0.0,0.38684994185022875,reports/csv/live_user_performance_snapshot.csv
1,fairness index trend,UL,10,0.0,0.38684994185022875,reports/csv/live_user_performance_snapshot.csv
1,fairness index trend,UL,11,0.0,0.38684994185022875,reports/csv/live_user_performance_snapshot.csv
1,fairness index trend,UL,12,0.0,0.38684994185022875,reports/csv/live_user_performance_snapshot.csv
1,fairness index trend,UL,13,0.0,0.38684994185022875,reports/csv/live_user_performance_snapshot.csv
1,fairness index trend,UL,14,0.0,0.38684994185022875,reports/csv/live_user_performance_snapshot.csv
1,fairness index trend,UL,15,0.0,0.38684994185022875,reports/csv/live_user_performance_snapshot.csv
1,fairness index trend,UL,16,0.0,0.38684994185022875,reports/csv/live_user_performance_snapshot.csv
1,fairness index trend,UL,17,0.0,0.38684994185022875,reports/csv/live_user_performance_snapshot.csv
1,fairness index trend,UL,18,1.064,0.38684994185022875,reports/csv/live_user_performance_snapshot.csv
1,fairness index trend,UL,19,1.064,0.38684994185022875,reports/csv/live_user_performance_snapshot.csv
1,fairness index trend,UL,20,1.064,0.38684994185022875,reports/csv/live_user_performance_snapshot.csv
1,fairness index trend,UL,21,1.256,0.38684994185022875,reports/csv/live_user_performance_snapshot.csv
1,fairness index trend,UL,22,1.256,0.38684994185022875,reports/csv/live_user_performance_snapshot.csv
1,fairness index trend,UL,23,1.48,0.38684994185022875,reports/csv/live_user_performance_snapshot.csv
1,fairness index trend,UL,24,1.48,0.38684994185022875,reports/csv/live_user_performance_snapshot.csv
1,fairness index trend,UL,25,1.48,0.38684994185022875,reports/csv/live_user_performance_snapshot.csv
