Entity,EntityType,EntityID,Domain,Direction,Frame,Slot,Symbol,TimestampSim_ms,UEID,CellID,BaseStationID,RNTI,PRBCount,ActiveBWFraction,ActiveRank,ActiveTxRUCount,ControlMonitoringLoad,TxPower_dBm,RxPowerEst_dBm,State,Duration_s,Power_W,Energy_J,SuccessfulBits,RFChainCount,BBProcessingEnergy_J,SourceArtifact,Status
gNB,cell,2,PDCCH_monitoring,DL,1,8,not_applicable,3.5,4,2,2,4,34,0.124542124542125,2,2,1,46,NaN,active_tx,0.0005,319.737579865102,0.159868789932551,41,2,0.002996336996337,air_interface/csv/pdcch_trials.csv,PASS
UE,ue,4,PDCCH_monitoring,DL,1,8,not_applicable,3.5,4,2,2,4,34,0.124542124542125,2,0,1,NaN,NaN,monitor_only,0.0005,1.5,0.00075,41,2,0,air_interface/csv/pdcch_trials.csv,PASS
gNB,cell,2,PDCCH_monitoring,DL,1,8,not_applicable,3.5,29,2,2,29,34,0.124542124542125,2,2,1,46,NaN,active_tx,0.0005,319.737579865102,0.159868789932551,41,2,0.002996336996337,air_interface/csv/pdcch_trials.csv,PASS
UE,ue,29,PDCCH_monitoring,DL,1,8,not_applicable,3.5,29,2,2,29,34,0.124542124542125,2,0,1,NaN,NaN,monitor_only,0.0005,1.5,0.00075,41,2,0,air_interface/csv/pdcch_trials.csv,PASS
gNB,cell,2,PDCCH_monitoring,DL,1,8,not_applicable,3.5,35,2,2,35,34,0.124542124542125,2,2,1,46,NaN,active_tx,0.0005,319.737579865102,0.159868789932551,41,2,0.002996336996337,air_interface/csv/pdcch_trials.csv,PASS
UE,ue,35,PDCCH_monitoring,DL,1,8,not_applicable,3.5,35,2,2,35,34,0.124542124542125,2,0,1,NaN,NaN,monitor_only,0.0005,1.5,0.00075,41,2,0,air_interface/csv/pdcch_trials.csv,PASS
gNB,cell,2,PDCCH_monitoring,DL,1,8,not_applicable,3.5,41,2,2,41,34,0.124542124542125,2,2,1,46,NaN,active_tx,0.0005,319.737579865102,0.159868789932551,41,2,0.002996336996337,air_interface/csv/pdcch_trials.csv,PASS
UE,ue,41,PDCCH_monitoring,DL,1,8,not_applicable,3.5,41,2,2,41,34,0.124542124542125,2,0,1,NaN,NaN,monitor_only,0.0005,1.5,0.00075,41,2,0,air_interface/csv/pdcch_trials.csv,PASS
gNB,cell,2,PDCCH_monitoring,DL,1,8,not_applicable,3.5,45,2,2,45,34,0.124542124542125,2,2,1,46,NaN,active_tx,0.0005,319.737579865102,0.159868789932551,41,2,0.002996336996337,air_interface/csv/pdcch_trials.csv,PASS
UE,ue,45,PDCCH_monitoring,DL,1,8,not_applicable,3.5,45,2,2,45,34,0.124542124542125,2,0,1,NaN,NaN,monitor_only,0.0005,1.5,0.00075,41,2,0,air_interface/csv/pdcch_trials.csv,PASS
gNB,cell,3,PDCCH_monitoring,DL,1,8,not_applicable,3.5,2,3,3,2,27,0.0989010989010989,2,2,1,46,NaN,active_tx,0.0005,319.327323454845,0.159663661727423,41,2,0.00279120879120879,air_interface/csv/pdcch_trials.csv,PASS
UE,ue,2,PDCCH_monitoring,DL,1,8,not_applicable,3.5,2,3,3,2,27,0.0989010989010989,2,0,1,NaN,NaN,monitor_only,0.0005,1.5,0.00075,41,2,0,air_interface/csv/pdcch_trials.csv,PASS
gNB,cell,3,PDCCH_monitoring,DL,1,8,not_applicable,3.5,18,3,3,18,27,0.0989010989010989,1,2,1,46,NaN,active_tx,0.0005,319.327323454845,0.159663661727423,41,2,0.00279120879120879,air_interface/csv/pdcch_trials.csv,PASS
UE,ue,18,PDCCH_monitoring,DL,1,8,not_applicable,3.5,18,3,3,18,27,0.0989010989010989,1,0,1,NaN,NaN,monitor_only,0.0005,1.5,0.00075,41,2,0,air_interface/csv/pdcch_trials.csv,PASS
gNB,cell,3,PDCCH_monitoring,DL,1,8,not_applicable,3.5,34,3,3,34,27,0.0989010989010989,2,2,1,46,NaN,active_tx,0.0005,319.327323454845,0.159663661727423,41,2,0.00279120879120879,air_interface/csv/pdcch_trials.csv,PASS
UE,ue,34,PDCCH_monitoring,DL,1,8,not_applicable,3.5,34,3,3,34,27,0.0989010989010989,2,0,1,NaN,NaN,monitor_only,0.0005,1.5,0.00075,41,2,0,air_interface/csv/pdcch_trials.csv,PASS
gNB,cell,3,PDCCH_monitoring,DL,1,8,not_applicable,3.5,12,3,3,12,27,0.0989010989010989,2,2,1,46,NaN,active_tx,0.0005,319.327323454845,0.159663661727423,41,2,0.00279120879120879,air_interface/csv/pdcch_trials.csv,PASS
UE,ue,12,PDCCH_monitoring,DL,1,8,not_applicable,3.5,12,3,3,12,27,0.0989010989010989,2,0,1,NaN,NaN,monitor_only,0.0005,1.5,0.00075,41,2,0,air_interface/csv/pdcch_trials.csv,PASS
gNB,cell,3,PDCCH_monitoring,DL,1,8,not_applicable,3.5,13,3,3,13,27,0.0989010989010989,2,2,1,46,NaN,active_tx,0.0005,319.327323454845,0.159663661727423,41,2,0.00279120879120879,air_interface/csv/pdcch_trials.csv,PASS
UE,ue,13,PDCCH_monitoring,DL,1,8,not_applicable,3.5,13,3,3,13,27,0.0989010989010989,2,0,1,NaN,NaN,monitor_only,0.0005,1.5,0.00075,41,2,0,air_interface/csv/pdcch_trials.csv,PASS
gNB,cell,3,PDCCH_monitoring,DL,1,8,not_applicable,3.5,15,3,3,15,27,0.0989010989010989,2,2,1,46,NaN,active_tx,0.0005,319.327323454845,0.159663661727423,41,2,0.00279120879120879,air_interface/csv/pdcch_trials.csv,PASS
UE,ue,15,PDCCH_monitoring,DL,1,8,not_applicable,3.5,15,3,3,15,27,0.0989010989010989,2,0,1,NaN,NaN,monitor_only,0.0005,1.5,0.00075,41,2,0,air_interface/csv/pdcch_trials.csv,PASS
gNB,cell,3,PDCCH_monitoring,DL,1,8,not_applicable,3.5,16,3,3,16,27,0.0989010989010989,2,2,1,46,NaN,active_tx,0.0005,319.327323454845,0.159663661727423,41,2,0.00279120879120879,air_interface/csv/pdcch_trials.csv,PASS
UE,ue,16,PDCCH_monitoring,DL,1,8,not_applicable,3.5,16,3,3,16,27,0.0989010989010989,2,0,1,NaN,NaN,monitor_only,0.0005,1.5,0.00075,41,2,0,air_interface/csv/pdcch_trials.csv,PASS
gNB,cell,3,PDCCH_monitoring,DL,1,8,not_applicable,3.5,23,3,3,23,27,0.0989010989010989,2,2,1,46,NaN,active_tx,0.0005,319.327323454845,0.159663661727423,41,2,0.00279120879120879,air_interface/csv/pdcch_trials.csv,PASS
UE,ue,23,PDCCH_monitoring,DL,1,8,not_applicable,3.5,23,3,3,23,27,0.0989010989010989,2,0,1,NaN,NaN,monitor_only,0.0005,1.5,0.00075,41,2,0,air_interface/csv/pdcch_trials.csv,PASS
gNB,cell,3,PDCCH_monitoring,DL,1,8,not_applicable,3.5,24,3,3,24,27,0.0989010989010989,2,2,1,46,NaN,active_tx,0.0005,319.327323454845,0.159663661727423,41,2,0.00279120879120879,air_interface/csv/pdcch_trials.csv,PASS
UE,ue,24,PDCCH_monitoring,DL,1,8,not_applicable,3.5,24,3,3,24,27,0.0989010989010989,2,0,1,NaN,NaN,monitor_only,0.0005,1.5,0.00075,41,2,0,air_interface/csv/pdcch_trials.csv,PASS
gNB,cell,3,PDCCH_monitoring,DL,1,8,not_applicable,3.5,33,3,3,33,27,0.0989010989010989,2,2,1,46,NaN,active_tx,0.0005,319.327323454845,0.159663661727423,41,2,0.00279120879120879,air_interface/csv/pdcch_trials.csv,PASS
UE,ue,33,PDCCH_monitoring,DL,1,8,not_applicable,3.5,33,3,3,33,27,0.0989010989010989,2,0,1,NaN,NaN,monitor_only,0.0005,1.5,0.00075,41,2,0,air_interface/csv/pdcch_trials.csv,PASS
gNB,cell,4,PDCCH_monitoring,DL,1,8,not_applicable,3.5,22,4,4,22,30,0.10989010989011,2,2,1,46,NaN,active_tx,0.0005,319.503147630669,0.159751573815335,41,2,0.00287912087912088,air_interface/csv/pdcch_trials.csv,PASS
UE,ue,22,PDCCH_monitoring,DL,1,8,not_applicable,3.5,22,4,4,22,30,0.10989010989011,2,0,1,NaN,NaN,monitor_only,0.0005,1.5,0.00075,41,2,0,air_interface/csv/pdcch_trials.csv,PASS
gNB,cell,4,PDCCH_monitoring,DL,1,8,not_applicable,3.5,38,4,4,38,30,0.10989010989011,1,2,1,46,NaN,active_tx,0.0005,319.503147630669,0.159751573815335,41,2,0.00287912087912088,air_interface/csv/pdcch_trials.csv,PASS
UE,ue,38,PDCCH_monitoring,DL,1,8,not_applicable,3.5,38,4,4,38,30,0.10989010989011,1,0,1,NaN,NaN,monitor_only,0.0005,1.5,0.00075,41,2,0,air_interface/csv/pdcch_trials.csv,PASS
gNB,cell,4,PDCCH_monitoring,DL,1,8,not_applicable,3.5,42,4,4,42,30,0.10989010989011,2,2,1,46,NaN,active_tx,0.0005,319.503147630669,0.159751573815335,41,2,0.00287912087912088,air_interface/csv/pdcch_trials.csv,PASS
UE,ue,42,PDCCH_monitoring,DL,1,8,not_applicable,3.5,42,4,4,42,30,0.10989010989011,2,0,1,NaN,NaN,monitor_only,0.0005,1.5,0.00075,41,2,0,air_interface/csv/pdcch_trials.csv,PASS
gNB,cell,4,PDCCH_monitoring,DL,1,8,not_applicable,3.5,20,4,4,20,30,0.10989010989011,2,2,1,46,NaN,active_tx,0.0005,319.503147630669,0.159751573815335,41,2,0.00287912087912088,air_interface/csv/pdcch_trials.csv,PASS
UE,ue,20,PDCCH_monitoring,DL,1,8,not_applicable,3.5,20,4,4,20,30,0.10989010989011,2,0,1,NaN,NaN,monitor_only,0.0005,1.5,0.00075,41,2,0,air_interface/csv/pdcch_trials.csv,PASS
gNB,cell,4,PDCCH_monitoring,DL,1,8,not_applicable,3.5,32,4,4,32,30,0.10989010989011,2,2,1,46,NaN,active_tx,0.0005,319.503147630669,0.159751573815335,41,2,0.00287912087912088,air_interface/csv/pdcch_trials.csv,PASS
UE,ue,32,PDCCH_monitoring,DL,1,8,not_applicable,3.5,32,4,4,32,30,0.10989010989011,2,0,1,NaN,NaN,monitor_only,0.0005,1.5,0.00075,41,2,0,air_interface/csv/pdcch_trials.csv,PASS
gNB,cell,4,PDCCH_monitoring,DL,1,8,not_applicable,3.5,37,4,4,37,30,0.10989010989011,2,2,1,46,NaN,active_tx,0.0005,319.503147630669,0.159751573815335,41,2,0.00287912087912088,air_interface/csv/pdcch_trials.csv,PASS
UE,ue,37,PDCCH_monitoring,DL,1,8,not_applicable,3.5,37,4,4,37,30,0.10989010989011,2,0,1,NaN,NaN,monitor_only,0.0005,1.5,0.00075,41,2,0,air_interface/csv/pdcch_trials.csv,PASS
gNB,cell,4,PDCCH_monitoring,DL,1,8,not_applicable,3.5,40,4,4,40,30,0.10989010989011,2,2,1,46,NaN,active_tx,0.0005,319.503147630669,0.159751573815335,41,2,0.00287912087912088,air_interface/csv/pdcch_trials.csv,PASS
UE,ue,40,PDCCH_monitoring,DL,1,8,not_applicable,3.5,40,4,4,40,30,0.10989010989011,2,0,1,NaN,NaN,monitor_only,0.0005,1.5,0.00075,41,2,0,air_interface/csv/pdcch_trials.csv,PASS
gNB,cell,4,PDCCH_monitoring,DL,1,8,not_applicable,3.5,44,4,4,44,30,0.10989010989011,2,2,1,46,NaN,active_tx,0.0005,319.503147630669,0.159751573815335,41,2,0.00287912087912088,air_interface/csv/pdcch_trials.csv,PASS
UE,ue,44,PDCCH_monitoring,DL,1,8,not_applicable,3.5,44,4,4,44,30,0.10989010989011,2,0,1,NaN,NaN,monitor_only,0.0005,1.5,0.00075,41,2,0,air_interface/csv/pdcch_trials.csv,PASS
gNB,cell,4,PDCCH_monitoring,DL,1,8,not_applicable,3.5,49,4,4,49,30,0.10989010989011,2,2,1,46,NaN,active_tx,0.0005,319.503147630669,0.159751573815335,41,2,0.00287912087912088,air_interface/csv/pdcch_trials.csv,PASS
UE,ue,49,PDCCH_monitoring,DL,1,8,not_applicable,3.5,49,4,4,49,30,0.10989010989011,2,0,1,NaN,NaN,monitor_only,0.0005,1.5,0.00075,41,2,0,air_interface/csv/pdcch_trials.csv,PASS
gNB,cell,5,PDCCH_monitoring,DL,1,8,not_applicable,3.5,30,5,5,30,21,0.0769230769230769,2,2,1,46,NaN,active_tx,0.0005,318.975675103197,0.159487837551598,41,2,0.00261538461538462,air_interface/csv/pdcch_trials.csv,PASS
UE,ue,30,PDCCH_monitoring,DL,1,8,not_applicable,3.5,30,5,5,30,21,0.0769230769230769,2,0,1,NaN,NaN,monitor_only,0.0005,1.5,0.00075,41,2,0,air_interface/csv/pdcch_trials.csv,PASS
gNB,cell,5,PDCCH_monitoring,DL,1,8,not_applicable,3.5,46,5,5,46,21,0.0769230769230769,2,2,1,46,NaN,active_tx,0.0005,318.975675103197,0.159487837551598,41,2,0.00261538461538462,air_interface/csv/pdcch_trials.csv,PASS
UE,ue,46,PDCCH_monitoring,DL,1,8,not_applicable,3.5,46,5,5,46,21,0.0769230769230769,2,0,1,NaN,NaN,monitor_only,0.0005,1.5,0.00075,41,2,0,air_interface/csv/pdcch_trials.csv,PASS
gNB,cell,5,PDCCH_monitoring,DL,1,8,not_applicable,3.5,1,5,5,1,21,0.0769230769230769,2,2,1,46,NaN,active_tx,0.0005,318.975675103197,0.159487837551598,41,2,0.00261538461538462,air_interface/csv/pdcch_trials.csv,PASS
UE,ue,1,PDCCH_monitoring,DL,1,8,not_applicable,3.5,1,5,5,1,21,0.0769230769230769,2,0,1,NaN,NaN,monitor_only,0.0005,1.5,0.00075,41,2,0,air_interface/csv/pdcch_trials.csv,PASS
gNB,cell,5,PDCCH_monitoring,DL,1,8,not_applicable,3.5,8,5,5,8,21,0.0769230769230769,2,2,1,46,NaN,active_tx,0.0005,318.975675103197,0.159487837551598,41,2,0.00261538461538462,air_interface/csv/pdcch_trials.csv,PASS
UE,ue,8,PDCCH_monitoring,DL,1,8,not_applicable,3.5,8,5,5,8,21,0.0769230769230769,2,0,1,NaN,NaN,monitor_only,0.0005,1.5,0.00075,41,2,0,air_interface/csv/pdcch_trials.csv,PASS
gNB,cell,5,PDCCH_monitoring,DL,1,8,not_applicable,3.5,11,5,5,11,21,0.0769230769230769,2,2,1,46,NaN,active_tx,0.0005,318.975675103197,0.159487837551598,41,2,0.00261538461538462,air_interface/csv/pdcch_trials.csv,PASS
UE,ue,11,PDCCH_monitoring,DL,1,8,not_applicable,3.5,11,5,5,11,21,0.0769230769230769,2,0,1,NaN,NaN,monitor_only,0.0005,1.5,0.00075,41,2,0,air_interface/csv/pdcch_trials.csv,PASS
gNB,cell,5,PDCCH_monitoring,DL,1,8,not_applicable,3.5,17,5,5,17,21,0.0769230769230769,2,2,1,46,NaN,active_tx,0.0005,318.975675103197,0.159487837551598,41,2,0.00261538461538462,air_interface/csv/pdcch_trials.csv,PASS
UE,ue,17,PDCCH_monitoring,DL,1,8,not_applicable,3.5,17,5,5,17,21,0.0769230769230769,2,0,1,NaN,NaN,monitor_only,0.0005,1.5,0.00075,41,2,0,air_interface/csv/pdcch_trials.csv,PASS
gNB,cell,5,PDCCH_monitoring,DL,1,8,not_applicable,3.5,21,5,5,21,21,0.0769230769230769,2,2,1,46,NaN,active_tx,0.0005,318.975675103197,0.159487837551598,41,2,0.00261538461538462,air_interface/csv/pdcch_trials.csv,PASS
UE,ue,21,PDCCH_monitoring,DL,1,8,not_applicable,3.5,21,5,5,21,21,0.0769230769230769,2,0,1,NaN,NaN,monitor_only,0.0005,1.5,0.00075,41,2,0,air_interface/csv/pdcch_trials.csv,PASS
gNB,cell,5,PDCCH_monitoring,DL,1,8,not_applicable,3.5,25,5,5,25,21,0.0769230769230769,2,2,1,46,NaN,active_tx,0.0005,318.975675103197,0.159487837551598,41,2,0.00261538461538462,air_interface/csv/pdcch_trials.csv,PASS
UE,ue,25,PDCCH_monitoring,DL,1,8,not_applicable,3.5,25,5,5,25,21,0.0769230769230769,2,0,1,NaN,NaN,monitor_only,0.0005,1.5,0.00075,41,2,0,air_interface/csv/pdcch_trials.csv,PASS
gNB,cell,5,PDCCH_monitoring,DL,1,8,not_applicable,3.5,28,5,5,28,21,0.0769230769230769,2,2,1,46,NaN,active_tx,0.0005,318.975675103197,0.159487837551598,41,2,0.00261538461538462,air_interface/csv/pdcch_trials.csv,PASS
UE,ue,28,PDCCH_monitoring,DL,1,8,not_applicable,3.5,28,5,5,28,21,0.0769230769230769,2,0,1,NaN,NaN,monitor_only,0.0005,1.5,0.00075,41,2,0,air_interface/csv/pdcch_trials.csv,PASS
gNB,cell,5,PDCCH_monitoring,DL,1,8,not_applicable,3.5,31,5,5,31,21,0.0769230769230769,2,2,1,46,NaN,active_tx,0.0005,318.975675103197,0.159487837551598,41,2,0.00261538461538462,air_interface/csv/pdcch_trials.csv,PASS
UE,ue,31,PDCCH_monitoring,DL,1,8,not_applicable,3.5,31,5,5,31,21,0.0769230769230769,2,0,1,NaN,NaN,monitor_only,0.0005,1.5,0.00075,41,2,0,air_interface/csv/pdcch_trials.csv,PASS
gNB,cell,5,PDCCH_monitoring,DL,1,8,not_applicable,3.5,36,5,5,36,21,0.0769230769230769,2,2,1,46,NaN,active_tx,0.0005,318.975675103197,0.159487837551598,41,2,0.00261538461538462,air_interface/csv/pdcch_trials.csv,PASS
UE,ue,36,PDCCH_monitoring,DL,1,8,not_applicable,3.5,36,5,5,36,21,0.0769230769230769,2,0,1,NaN,NaN,monitor_only,0.0005,1.5,0.00075,41,2,0,air_interface/csv/pdcch_trials.csv,PASS
gNB,cell,5,PDCCH_monitoring,DL,1,8,not_applicable,3.5,39,5,5,39,21,0.0769230769230769,2,2,1,46,NaN,active_tx,0.0005,318.975675103197,0.159487837551598,41,2,0.00261538461538462,air_interface/csv/pdcch_trials.csv,PASS
UE,ue,39,PDCCH_monitoring,DL,1,8,not_applicable,3.5,39,5,5,39,21,0.0769230769230769,2,0,1,NaN,NaN,monitor_only,0.0005,1.5,0.00075,41,2,0,air_interface/csv/pdcch_trials.csv,PASS
gNB,cell,5,PDCCH_monitoring,DL,1,8,not_applicable,3.5,48,5,5,48,21,0.0769230769230769,2,2,1,46,NaN,active_tx,0.0005,318.975675103197,0.159487837551598,41,2,0.00261538461538462,air_interface/csv/pdcch_trials.csv,PASS
UE,ue,48,PDCCH_monitoring,DL,1,8,not_applicable,3.5,48,5,5,48,21,0.0769230769230769,2,0,1,NaN,NaN,monitor_only,0.0005,1.5,0.00075,41,2,0,air_interface/csv/pdcch_trials.csv,PASS
gNB,cell,1,PDCCH_monitoring,DL,1,9,not_applicable,4,3,1,1,3,15,0.0549450549450549,2,2,1,46,NaN,active_tx,0.0005,318.624026751549,0.159312013375774,41,2,0.00243956043956044,air_interface/csv/pdcch_trials.csv,PASS
UE,ue,3,PDCCH_monitoring,DL,1,9,not_applicable,4,3,1,1,3,15,0.0549450549450549,2,0,1,NaN,NaN,monitor_only,0.0005,1.5,0.00075,41,2,0,air_interface/csv/pdcch_trials.csv,PASS
gNB,cell,1,PDCCH_monitoring,DL,1,9,not_applicable,4,26,1,1,26,15,0.0549450549450549,1,2,1,46,NaN,active_tx,0.0005,318.624026751549,0.159312013375774,41,2,0.00243956043956044,air_interface/csv/pdcch_trials.csv,PASS
UE,ue,26,PDCCH_monitoring,DL,1,9,not_applicable,4,26,1,1,26,15,0.0549450549450549,1,0,1,NaN,NaN,monitor_only,0.0005,1.5,0.00075,41,2,0,air_interface/csv/pdcch_trials.csv,PASS
gNB,cell,1,PDCCH_monitoring,DL,1,9,not_applicable,4,43,1,1,43,15,0.0549450549450549,2,2,1,46,NaN,active_tx,0.0005,318.624026751549,0.159312013375774,41,2,0.00243956043956044,air_interface/csv/pdcch_trials.csv,PASS
UE,ue,43,PDCCH_monitoring,DL,1,9,not_applicable,4,43,1,1,43,15,0.0549450549450549,2,0,1,NaN,NaN,monitor_only,0.0005,1.5,0.00075,41,2,0,air_interface/csv/pdcch_trials.csv,PASS
gNB,cell,1,PDCCH_monitoring,DL,1,9,not_applicable,4,47,1,1,47,15,0.0549450549450549,2,2,1,46,NaN,active_tx,0.0005,318.624026751549,0.159312013375774,41,2,0.00243956043956044,air_interface/csv/pdcch_trials.csv,PASS
UE,ue,47,PDCCH_monitoring,DL,1,9,not_applicable,4,47,1,1,47,15,0.0549450549450549,2,0,1,NaN,NaN,monitor_only,0.0005,1.5,0.00075,41,2,0,air_interface/csv/pdcch_trials.csv,PASS
gNB,cell,1,PDCCH_monitoring,DL,1,9,not_applicable,4,19,1,1,19,15,0.0549450549450549,1,2,1,46,NaN,active_tx,0.0005,318.624026751549,0.159312013375774,41,2,0.00243956043956044,air_interface/csv/pdcch_trials.csv,PASS
UE,ue,19,PDCCH_monitoring,DL,1,9,not_applicable,4,19,1,1,19,15,0.0549450549450549,1,0,1,NaN,NaN,monitor_only,0.0005,1.5,0.00075,41,2,0,air_interface/csv/pdcch_trials.csv,PASS
gNB,cell,1,PDCCH_monitoring,DL,1,9,not_applicable,4,14,1,1,14,15,0.0549450549450549,1,2,1,46,NaN,active_tx,0.0005,318.624026751549,0.159312013375774,41,2,0.00243956043956044,air_interface/csv/pdcch_trials.csv,PASS
UE,ue,14,PDCCH_monitoring,DL,1,9,not_applicable,4,14,1,1,14,15,0.0549450549450549,1,0,1,NaN,NaN,monitor_only,0.0005,1.5,0.00075,41,2,0,air_interface/csv/pdcch_trials.csv,PASS
gNB,cell,1,PDCCH_monitoring,DL,1,9,not_applicable,4,5,1,1,5,15,0.0549450549450549,2,2,1,46,NaN,active_tx,0.0005,318.624026751549,0.159312013375774,41,2,0.00243956043956044,air_interface/csv/pdcch_trials.csv,PASS
UE,ue,5,PDCCH_monitoring,DL,1,9,not_applicable,4,5,1,1,5,15,0.0549450549450549,2,0,1,NaN,NaN,monitor_only,0.0005,1.5,0.00075,41,2,0,air_interface/csv/pdcch_trials.csv,PASS
gNB,cell,1,PDCCH_monitoring,DL,1,9,not_applicable,4,9,1,1,9,15,0.0549450549450549,2,2,1,46,NaN,active_tx,0.0005,318.624026751549,0.159312013375774,41,2,0.00243956043956044,air_interface/csv/pdcch_trials.csv,PASS
UE,ue,9,PDCCH_monitoring,DL,1,9,not_applicable,4,9,1,1,9,15,0.0549450549450549,2,0,1,NaN,NaN,monitor_only,0.0005,1.5,0.00075,41,2,0,air_interface/csv/pdcch_trials.csv,PASS
gNB,cell,1,PDCCH_monitoring,DL,1,9,not_applicable,4,40,1,1,40,15,0.0549450549450549,2,2,1,46,NaN,active_tx,0.0005,318.624026751549,0.159312013375774,41,2,0.00243956043956044,air_interface/csv/pdcch_trials.csv,PASS
UE,ue,40,PDCCH_monitoring,DL,1,9,not_applicable,4,40,1,1,40,15,0.0549450549450549,2,0,1,NaN,NaN,monitor_only,0.0005,1.5,0.00075,41,2,0,air_interface/csv/pdcch_trials.csv,PASS
gNB,cell,2,PDCCH_monitoring,DL,1,9,not_applicable,4,10,2,2,10,17,0.0622710622710623,2,2,1,46,NaN,active_tx,0.0005,318.741242868765,0.159370621434382,41,2,0.0024981684981685,air_interface/csv/pdcch_trials.csv,PASS
UE,ue,10,PDCCH_monitoring,DL,1,9,not_applicable,4,10,2,2,10,17,0.0622710622710623,2,0,1,NaN,NaN,monitor_only,0.0005,1.5,0.00075,41,2,0,air_interface/csv/pdcch_trials.csv,PASS
gNB,cell,2,PDCCH_monitoring,DL,1,9,not_applicable,4,35,2,2,35,17,0.0622710622710623,2,2,1,46,NaN,active_tx,0.0005,318.741242868765,0.159370621434382,41,2,0.0024981684981685,air_interface/csv/pdcch_trials.csv,PASS
UE,ue,35,PDCCH_monitoring,DL,1,9,not_applicable,4,35,2,2,35,17,0.0622710622710623,2,0,1,NaN,NaN,monitor_only,0.0005,1.5,0.00075,41,2,0,air_interface/csv/pdcch_trials.csv,PASS
gNB,cell,2,PDCCH_monitoring,DL,1,9,not_applicable,4,50,2,2,50,17,0.0622710622710623,1,2,1,46,NaN,active_tx,0.0005,318.741242868765,0.159370621434382,41,2,0.0024981684981685,air_interface/csv/pdcch_trials.csv,PASS
UE,ue,50,PDCCH_monitoring,DL,1,9,not_applicable,4,50,2,2,50,17,0.0622710622710623,1,0,1,NaN,NaN,monitor_only,0.0005,1.5,0.00075,41,2,0,air_interface/csv/pdcch_trials.csv,PASS
gNB,cell,2,PDCCH_monitoring,DL,1,9,not_applicable,4,4,2,2,4,17,0.0622710622710623,2,2,1,46,NaN,active_tx,0.0005,318.741242868765,0.159370621434382,41,2,0.0024981684981685,air_interface/csv/pdcch_trials.csv,PASS
UE,ue,4,PDCCH_monitoring,DL,1,9,not_applicable,4,4,2,2,4,17,0.0622710622710623,2,0,1,NaN,NaN,monitor_only,0.0005,1.5,0.00075,41,2,0,air_interface/csv/pdcch_trials.csv,PASS
gNB,cell,2,PDCCH_monitoring,DL,1,9,not_applicable,4,6,2,2,6,17,0.0622710622710623,1,2,1,46,NaN,active_tx,0.0005,318.741242868765,0.159370621434382,41,2,0.0024981684981685,air_interface/csv/pdcch_trials.csv,PASS
UE,ue,6,PDCCH_monitoring,DL,1,9,not_applicable,4,6,2,2,6,17,0.0622710622710623,1,0,1,NaN,NaN,monitor_only,0.0005,1.5,0.00075,41,2,0,air_interface/csv/pdcch_trials.csv,PASS
gNB,cell,2,PDCCH_monitoring,DL,1,9,not_applicable,4,29,2,2,29,17,0.0622710622710623,2,2,1,46,NaN,active_tx,0.0005,318.741242868765,0.159370621434382,41,2,0.0024981684981685,air_interface/csv/pdcch_trials.csv,PASS
UE,ue,29,PDCCH_monitoring,DL,1,9,not_applicable,4,29,2,2,29,17,0.0622710622710623,2,0,1,NaN,NaN,monitor_only,0.0005,1.5,0.00075,41,2,0,air_interface/csv/pdcch_trials.csv,PASS
gNB,cell,2,PDCCH_monitoring,DL,1,9,not_applicable,4,41,2,2,41,17,0.0622710622710623,2,2,1,46,NaN,active_tx,0.0005,318.741242868765,0.159370621434382,41,2,0.0024981684981685,air_interface/csv/pdcch_trials.csv,PASS
UE,ue,41,PDCCH_monitoring,DL,1,9,not_applicable,4,41,2,2,41,17,0.0622710622710623,2,0,1,NaN,NaN,monitor_only,0.0005,1.5,0.00075,41,2,0,air_interface/csv/pdcch_trials.csv,PASS
gNB,cell,2,PDCCH_monitoring,DL,1,9,not_applicable,4,45,2,2,45,17,0.0622710622710623,2,2,1,46,NaN,active_tx,0.0005,318.741242868765,0.159370621434382,41,2,0.0024981684981685,air_interface/csv/pdcch_trials.csv,PASS
UE,ue,45,PDCCH_monitoring,DL,1,9,not_applicable,4,45,2,2,45,17,0.0622710622710623,2,0,1,NaN,NaN,monitor_only,0.0005,1.5,0.00075,41,2,0,air_interface/csv/pdcch_trials.csv,PASS
gNB,cell,3,PDCCH_monitoring,DL,1,9,not_applicable,4,2,3,3,2,15,0.0549450549450549,2,2,1,46,NaN,active_tx,0.0005,318.624026751549,0.159312013375774,41,2,0.00243956043956044,air_interface/csv/pdcch_trials.csv,PASS
UE,ue,2,PDCCH_monitoring,DL,1,9,not_applicable,4,2,3,3,2,15,0.0549450549450549,2,0,1,NaN,NaN,monitor_only,0.0005,1.5,0.00075,41,2,0,air_interface/csv/pdcch_trials.csv,PASS
gNB,cell,3,PDCCH_monitoring,DL,1,9,not_applicable,4,15,3,3,15,15,0.0549450549450549,1,2,1,46,NaN,active_tx,0.0005,318.624026751549,0.159312013375774,41,2,0.00243956043956044,air_interface/csv/pdcch_trials.csv,PASS
UE,ue,15,PDCCH_monitoring,DL,1,9,not_applicable,4,15,3,3,15,15,0.0549450549450549,1,0,1,NaN,NaN,monitor_only,0.0005,1.5,0.00075,41,2,0,air_interface/csv/pdcch_trials.csv,PASS
