ScenarioID,ConfigHash,RunTag,RunnerProfile,Category,ParameterName,BrowserSubmittedValue,BrowserSubmittedValueSource,BrowserSubmittedValueRole,RuntimeOverlayValue,RuntimeOverlayValueSource,RuntimeOverlayValueRole,ResolvedMATLABValue,ResolvedMATLABValueSource,ResolvedMATLABValueRole,RuntimeConsumer,DBSnapshotValue,DBSnapshotValueSource,DBSnapshotValueRole,ExportedCSVValue,ExportedCSVValueSource,ExportedCSVValueRole,BrowserDisplayedValue,BrowserDisplayedValueSource,BrowserDisplayedValueRole,ConsistencyStatus,ConsistencyNotes,ResolvedMATLABPath,RuntimeEvidenceArtifact,RuntimeEvidenceField,RuntimeEvidenceValue,RuntimeEvidenceValueSource,RuntimeEvidenceValueRole,DerivedValue,DerivedValueSource,DerivedValueRole,DBSnapshotSource,BrowserPayloadField,BrowserExposed,YAMLExposed,RuntimeDerived,Definition
lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot,a1a414876cde1a5883e2a2ab610e6603ef434ebb5b0a934bfcb8df1260a73d7c,webgui_rel20_4ghz_100mhz_5gnb_50ue_10slot_20260417_170900,waveform_bundle,antenna,antenna_and_array.element_spacing_h,0.5,browser_or_yaml_antenna_and_array.element_spacing_h,submitted,0.5,browser_runtime_overlay,submitted,0.5,@bs_spacing_h,resolved,buildInternalConfig.localApplyRuntimeAntennaConfig -> BS/UE runtime spacingLambda,0.5,sim_runs.config_json,db_snapshot,0.5,reports/csv/config_roundtrip_verification.csv,resolved,0.5,browser_runtime_context.roundtrip_artifacts,browser_displayed,consistent,,@bs_spacing_h,air_interface/csv/dl_pdsch_trials.csv,BSAntennaSpacingH_lambda,0.5,air_interface/csv/dl_pdsch_trials.csv:BSAntennaSpacingH_lambda,runtime_state_derived,,not_emitted_by_active_config_roundtrip_verification_runtime,not_available,sim_runs.config_json,runtime_context.roundtrip_artifacts.config_roundtrip_verification,1,1,0,Horizontal element spacing reaches the runtime antenna geometry used by the waveform path.
lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot,a1a414876cde1a5883e2a2ab610e6603ef434ebb5b0a934bfcb8df1260a73d7c,webgui_rel20_4ghz_100mhz_5gnb_50ue_10slot_20260417_170900,waveform_bundle,antenna,antenna_and_array.element_spacing_v,0.5,browser_or_yaml_antenna_and_array.element_spacing_v,submitted,0.5,browser_runtime_overlay,submitted,0.5,@bs_spacing_v,resolved,buildInternalConfig.localApplyRuntimeAntennaConfig -> BS/UE runtime spacingLambda,0.5,sim_runs.config_json,db_snapshot,0.5,reports/csv/config_roundtrip_verification.csv,resolved,0.5,browser_runtime_context.roundtrip_artifacts,browser_displayed,consistent,,@bs_spacing_v,air_interface/csv/dl_pdsch_trials.csv,BSAntennaSpacingV_lambda,0.5,air_interface/csv/dl_pdsch_trials.csv:BSAntennaSpacingV_lambda,runtime_state_derived,,not_emitted_by_active_config_roundtrip_verification_runtime,not_available,sim_runs.config_json,runtime_context.roundtrip_artifacts.config_roundtrip_verification,1,1,0,Vertical element spacing reaches the runtime antenna geometry used by the waveform path.
lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot,a1a414876cde1a5883e2a2ab610e6603ef434ebb5b0a934bfcb8df1260a73d7c,webgui_rel20_4ghz_100mhz_5gnb_50ue_10slot_20260417_170900,waveform_bundle,antenna,antenna_and_array.polarization,cross,browser_or_yaml_antenna_and_array.polarization,submitted,cross,browser_runtime_overlay,submitted,cross,antenna.bs.polarization,resolved,buildInternalConfig.localApplyRuntimeAntennaConfig -> runtime polarization,cross,sim_runs.config_json,db_snapshot,cross,reports/csv/config_roundtrip_verification.csv,resolved,cross,browser_runtime_context.roundtrip_artifacts,browser_displayed,consistent,runtime_evidence_diverges_from_resolved_runtime_value,antenna.bs.polarization,air_interface/csv/dl_pdsch_trials.csv,BSAntennaPolarization,single,air_interface/csv/dl_pdsch_trials.csv:BSAntennaPolarization,runtime_state_derived,,not_emitted_by_active_config_roundtrip_verification_runtime,not_available,sim_runs.config_json,runtime_context.roundtrip_artifacts.config_roundtrip_verification,1,1,0,Antenna polarization survives into runtime antenna evidence exported by raw trials.
lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot,a1a414876cde1a5883e2a2ab610e6603ef434ebb5b0a934bfcb8df1260a73d7c,webgui_rel20_4ghz_100mhz_5gnb_50ue_10slot_20260417_170900,waveform_bundle,antenna,mimo.beam_count,32,yaml_mimo.beam_count,submitted,32,browser_runtime_overlay,submitted,32,phy.beamManagement.beamCount,resolved,buildInternalConfig -> cfg.phy.beamManagement.beamCount,32,sim_runs.config_json,db_snapshot,32,reports/csv/config_roundtrip_verification.csv,resolved,32,browser_runtime_context.roundtrip_artifacts,browser_displayed,consistent,,phy.beamManagement.beamCount,reports/csv/config_roundtrip_verification.csv,,,no_runtime_evidence_column_registered,unavailable,,not_emitted_by_active_config_roundtrip_verification_runtime,not_available,sim_runs.config_json,runtime_context.roundtrip_artifacts.config_roundtrip_verification,0,1,0,Configured beam-count budget is YAML-owned and reaches runtime beam-management configuration.
lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot,a1a414876cde1a5883e2a2ab610e6603ef434ebb5b0a934bfcb8df1260a73d7c,webgui_rel20_4ghz_100mhz_5gnb_50ue_10slot_20260417_170900,waveform_bundle,channel,channels.model_type,CDL,browser_or_yaml_channels.model_type,submitted,CDL,browser_runtime_overlay,submitted,CDL,channel.model,resolved,buildInternalConfig -> cfg.channel.model,CDL,sim_runs.config_json,db_snapshot,CDL,reports/csv/config_roundtrip_verification.csv,resolved,CDL,browser_runtime_context.roundtrip_artifacts,browser_displayed,consistent,runtime_evidence_diverges_from_resolved_runtime_value,channel.model,air_interface/csv/dl_pdsch_trials.csv,ChannelModel,CDL-D,air_interface/csv/dl_pdsch_trials.csv:ChannelModel,resolved,,not_emitted_by_active_config_roundtrip_verification_runtime,not_available,sim_runs.config_json,runtime_context.roundtrip_artifacts.config_roundtrip_verification,1,1,0,Channel model is resolved into the active runtime channel family.
lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot,a1a414876cde1a5883e2a2ab610e6603ef434ebb5b0a934bfcb8df1260a73d7c,webgui_rel20_4ghz_100mhz_5gnb_50ue_10slot_20260417_170900,waveform_bundle,channel,channels.profile,CDL-D,browser_or_yaml_channels.profile,submitted,CDL-D,browser_runtime_overlay,submitted,CDL-D,@channel_profile,resolved,buildInternalConfig -> concrete delay/fading profile,CDL-D,sim_runs.config_json,db_snapshot,CDL-D,reports/csv/config_roundtrip_verification.csv,resolved,CDL-D,browser_runtime_context.roundtrip_artifacts,browser_displayed,consistent,,@channel_profile,reports/csv/config_roundtrip_verification.csv,,,no_runtime_evidence_column_registered,unavailable,,not_emitted_by_active_config_roundtrip_verification_runtime,not_available,sim_runs.config_json,runtime_context.roundtrip_artifacts.config_roundtrip_verification,1,1,0,Concrete fading profile remains part of the runtime channel identity.
lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot,a1a414876cde1a5883e2a2ab610e6603ef434ebb5b0a934bfcb8df1260a73d7c,webgui_rel20_4ghz_100mhz_5gnb_50ue_10slot_20260417_170900,waveform_bundle,channel,channels.delay_spread_ns,300,yaml_channels.delay_spread_ns,submitted,300,browser_runtime_overlay,submitted,300,@delay_spread_ns,resolved,buildInternalConfig -> cfg.channel.fading.delaySpread_s,300,sim_runs.config_json,db_snapshot,300,reports/csv/config_roundtrip_verification.csv,resolved,300,browser_runtime_context.roundtrip_artifacts,browser_displayed,consistent,,@delay_spread_ns,reports/csv/config_roundtrip_verification.csv,,,no_runtime_evidence_column_registered,unavailable,,not_emitted_by_active_config_roundtrip_verification_runtime,not_available,sim_runs.config_json,runtime_context.roundtrip_artifacts.config_roundtrip_verification,0,1,0,Delay spread is resolved into runtime seconds for the fading model.
lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot,a1a414876cde1a5883e2a2ab610e6603ef434ebb5b0a934bfcb8df1260a73d7c,webgui_rel20_4ghz_100mhz_5gnb_50ue_10slot_20260417_170900,waveform_bundle,channel,channels.pathloss_enabled,1,browser_or_yaml_channels.pathloss_enabled,submitted,1,browser_runtime_overlay,submitted,1,channel.pathlossEnabled,resolved,buildInternalConfig -> cfg.channel.pathlossEnabled,1,sim_runs.config_json,db_snapshot,1,reports/csv/config_roundtrip_verification.csv,resolved,1,browser_runtime_context.roundtrip_artifacts,browser_displayed,consistent,,channel.pathlossEnabled,reports/csv/config_roundtrip_verification.csv,,,no_runtime_evidence_column_registered,unavailable,,not_emitted_by_active_config_roundtrip_verification_runtime,not_available,sim_runs.config_json,runtime_context.roundtrip_artifacts.config_roundtrip_verification,1,1,0,Pathloss enablement is a resolved runtime channel flag.
lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot,a1a414876cde1a5883e2a2ab610e6603ef434ebb5b0a934bfcb8df1260a73d7c,webgui_rel20_4ghz_100mhz_5gnb_50ue_10slot_20260417_170900,waveform_bundle,channel,channels.shadow_fading_enabled,1,browser_or_yaml_channels.shadow_fading_enabled,submitted,1,browser_runtime_overlay,submitted,1,channel.shadowFadingEnabled,resolved,buildInternalConfig -> cfg.channel.shadowFadingEnabled,1,sim_runs.config_json,db_snapshot,1,reports/csv/config_roundtrip_verification.csv,resolved,1,browser_runtime_context.roundtrip_artifacts,browser_displayed,consistent,,channel.shadowFadingEnabled,reports/csv/config_roundtrip_verification.csv,,,no_runtime_evidence_column_registered,unavailable,,not_emitted_by_active_config_roundtrip_verification_runtime,not_available,sim_runs.config_json,runtime_context.roundtrip_artifacts.config_roundtrip_verification,1,1,0,Shadow fading enablement is a resolved runtime channel flag.
lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot,a1a414876cde1a5883e2a2ab610e6603ef434ebb5b0a934bfcb8df1260a73d7c,webgui_rel20_4ghz_100mhz_5gnb_50ue_10slot_20260417_170900,waveform_bundle,channel,channels.los_enabled,0,browser_or_yaml_channels.los_enabled,submitted,0,browser_runtime_overlay,submitted,0,channel.losEnabled,resolved,buildInternalConfig -> cfg.channel.losEnabled,0,sim_runs.config_json,db_snapshot,0,reports/csv/config_roundtrip_verification.csv,resolved,0,browser_runtime_context.roundtrip_artifacts,browser_displayed,consistent,,channel.losEnabled,reports/csv/config_roundtrip_verification.csv,,,no_runtime_evidence_column_registered,unavailable,,not_emitted_by_active_config_roundtrip_verification_runtime,not_available,sim_runs.config_json,runtime_context.roundtrip_artifacts.config_roundtrip_verification,1,1,0,LOS enablement is a resolved runtime channel flag.
lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot,a1a414876cde1a5883e2a2ab610e6603ef434ebb5b0a934bfcb8df1260a73d7c,webgui_rel20_4ghz_100mhz_5gnb_50ue_10slot_20260417_170900,waveform_bundle,channel,channels.spatial_consistency_enabled,1,browser_or_yaml_channels.spatial_consistency_enabled,submitted,1,browser_runtime_overlay,submitted,1,channel.spatialConsistencyEnabled,resolved,buildInternalConfig -> cfg.channel.spatialConsistencyEnabled,1,sim_runs.config_json,db_snapshot,1,reports/csv/config_roundtrip_verification.csv,resolved,1,browser_runtime_context.roundtrip_artifacts,browser_displayed,consistent,,channel.spatialConsistencyEnabled,reports/csv/config_roundtrip_verification.csv,,,no_runtime_evidence_column_registered,unavailable,,not_emitted_by_active_config_roundtrip_verification_runtime,not_available,sim_runs.config_json,runtime_context.roundtrip_artifacts.config_roundtrip_verification,1,1,0,Spatial-consistency control is a resolved runtime channel flag.
lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot,a1a414876cde1a5883e2a2ab610e6603ef434ebb5b0a934bfcb8df1260a73d7c,webgui_rel20_4ghz_100mhz_5gnb_50ue_10slot_20260417_170900,waveform_bundle,channel,channels.doppler_source_mode,derive_from_ue_speed,browser_or_yaml_channels.doppler_source_mode,submitted,derive_from_ue_speed,browser_runtime_overlay,submitted,derive_from_ue_speed,channel.dopplerSourceMode,resolved,buildInternalConfig.localResolveDopplerSourceMode -> cfg.channel.dopplerSourceMode,derive_from_ue_speed,sim_runs.config_json,db_snapshot,derive_from_ue_speed,reports/csv/config_roundtrip_verification.csv,resolved,derive_from_ue_speed,browser_runtime_context.roundtrip_artifacts,browser_displayed,consistent,,channel.dopplerSourceMode,reports/csv/runtime_operating_mode.csv,DopplerSourceMode,derive_from_ue_speed,reports/csv/runtime_operating_mode.csv:DopplerSourceMode,resolved,,not_emitted_by_active_config_roundtrip_verification_runtime,not_available,sim_runs.config_json,runtime_context.roundtrip_artifacts.config_roundtrip_verification,1,1,0,Doppler source mode is emitted into runtime operating mode for browser/runtime verification.
lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot,a1a414876cde1a5883e2a2ab610e6603ef434ebb5b0a934bfcb8df1260a73d7c,webgui_rel20_4ghz_100mhz_5gnb_50ue_10slot_20260417_170900,waveform_bundle,channel,channels.doppler_hz,11.1111111111,yaml_channels.doppler_hz,submitted,11.1111111111,browser_runtime_overlay,submitted,11.1111111111,channel.dopplerConfigured_Hz,resolved,buildInternalConfig -> cfg.channel.dopplerConfigured_Hz,11.1111111111,sim_runs.config_json,db_snapshot,11.1111111111,reports/csv/config_roundtrip_verification.csv,resolved,11.1111111111,browser_runtime_context.roundtrip_artifacts,browser_displayed,consistent,,channel.dopplerConfigured_Hz,reports/csv/config_roundtrip_verification.csv,,,no_runtime_evidence_column_registered,unavailable,,not_emitted_by_active_config_roundtrip_verification_runtime,not_available,sim_runs.config_json,runtime_context.roundtrip_artifacts.config_roundtrip_verification,0,1,0,Configured Doppler is YAML-owned and only becomes the active Doppler when doppler_source_mode resolves to configured.
lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot,a1a414876cde1a5883e2a2ab610e6603ef434ebb5b0a934bfcb8df1260a73d7c,webgui_rel20_4ghz_100mhz_5gnb_50ue_10slot_20260417_170900,waveform_bundle,channel,channels.pathloss_model,nrPathLoss,yaml_channels.pathloss_model,submitted,nrPathLoss,browser_runtime_overlay,submitted,nrPathLoss,channel.pathloss.model,resolved,buildInternalConfig -> cfg.channel.pathloss.model,nrPathLoss,sim_runs.config_json,db_snapshot,nrPathLoss,reports/csv/config_roundtrip_verification.csv,resolved,nrPathLoss,browser_runtime_context.roundtrip_artifacts,browser_displayed,consistent,,channel.pathloss.model,reports/csv/config_roundtrip_verification.csv,,,no_runtime_evidence_column_registered,unavailable,,not_emitted_by_active_config_roundtrip_verification_runtime,not_available,sim_runs.config_json,runtime_context.roundtrip_artifacts.config_roundtrip_verification,0,1,0,Pathloss model token is YAML-owned and reaches the runtime channel model.
lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot,a1a414876cde1a5883e2a2ab610e6603ef434ebb5b0a934bfcb8df1260a73d7c,webgui_rel20_4ghz_100mhz_5gnb_50ue_10slot_20260417_170900,waveform_bundle,channel,channels.shadow_fading_std_db,6,yaml_channels.shadow_fading_std_db,submitted,6,browser_runtime_overlay,submitted,6,channel.shadowFadingStd_dB,resolved,buildInternalConfig -> cfg.channel.shadowFadingStd_dB,6,sim_runs.config_json,db_snapshot,6,reports/csv/config_roundtrip_verification.csv,resolved,6,browser_runtime_context.roundtrip_artifacts,browser_displayed,consistent,,channel.shadowFadingStd_dB,reports/csv/config_roundtrip_verification.csv,,,no_runtime_evidence_column_registered,unavailable,,not_emitted_by_active_config_roundtrip_verification_runtime,not_available,sim_runs.config_json,runtime_context.roundtrip_artifacts.config_roundtrip_verification,0,1,0,Shadow-fading standard deviation is YAML-owned and reaches the runtime channel model.
lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot,a1a414876cde1a5883e2a2ab610e6603ef434ebb5b0a934bfcb8df1260a73d7c,webgui_rel20_4ghz_100mhz_5gnb_50ue_10slot_20260417_170900,waveform_bundle,noise_interference,simulation.snr_db,12,browser_or_yaml_simulation.snr_db,submitted,12,browser_runtime_overlay,submitted,12,channel.snr_dB,resolved,buildInternalConfig -> cfg.channel.snr_dB,12,sim_runs.config_json,db_snapshot,12,reports/csv/config_roundtrip_verification.csv,resolved,12,browser_runtime_context.roundtrip_artifacts,browser_displayed,consistent,,channel.snr_dB,air_interface/csv/dl_pdsch_trials.csv,ConfiguredSNR_dB,12,air_interface/csv/dl_pdsch_trials.csv:ConfiguredSNR_dB,runtime_state_derived,,not_emitted_by_active_config_roundtrip_verification_runtime,not_available,sim_runs.config_json,runtime_context.roundtrip_artifacts.config_roundtrip_verification,1,1,0,Configured SNR is preserved as reference metadata for the active runtime path.
lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot,a1a414876cde1a5883e2a2ab610e6603ef434ebb5b0a934bfcb8df1260a73d7c,webgui_rel20_4ghz_100mhz_5gnb_50ue_10slot_20260417_170900,waveform_bundle,noise_interference,simulation.noise_operating_mode,receiver_noise_figure_thermal_noise,browser_or_yaml_simulation.noise_operating_mode,submitted,receiver_noise_figure_thermal_noise,browser_runtime_overlay,submitted,receiver_noise_figure_thermal_noise,run.noiseOperatingMode,resolved,buildInternalConfig.localResolveNoiseOperatingMode -> cfg.run.noiseOperatingMode,receiver_noise_figure_thermal_noise,sim_runs.config_json,db_snapshot,receiver_noise_figure_thermal_noise,reports/csv/config_roundtrip_verification.csv,resolved,receiver_noise_figure_thermal_noise,browser_runtime_context.roundtrip_artifacts,browser_displayed,consistent,,run.noiseOperatingMode,reports/csv/runtime_operating_mode.csv,NoiseOperatingMode,receiver_noise_figure_thermal_noise,reports/csv/runtime_operating_mode.csv:NoiseOperatingMode,resolved,,not_emitted_by_active_config_roundtrip_verification_runtime,not_available,sim_runs.config_json,runtime_context.roundtrip_artifacts.config_roundtrip_verification,1,1,0,Noise operating mode is emitted into runtime operating mode for browser/runtime verification.
lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot,a1a414876cde1a5883e2a2ab610e6603ef434ebb5b0a934bfcb8df1260a73d7c,webgui_rel20_4ghz_100mhz_5gnb_50ue_10slot_20260417_170900,waveform_bundle,noise_interference,power_and_rf_frontend.ue_noise_figure_db,7,browser_or_yaml_power_and_rf_frontend.ue_noise_figure_db,submitted,7,browser_runtime_overlay,submitted,7,channel.receiverNoiseFigure_dB,resolved,buildInternalConfig.localResolveUENoiseFigure_dB -> cfg.channel.receiverNoiseFigure_dB,7,sim_runs.config_json,db_snapshot,7,reports/csv/config_roundtrip_verification.csv,resolved,7,browser_runtime_context.roundtrip_artifacts,browser_displayed,consistent,,channel.receiverNoiseFigure_dB,reports/csv/config_roundtrip_verification.csv,,,no_runtime_evidence_column_registered,unavailable,,not_emitted_by_active_config_roundtrip_verification_runtime,not_available,sim_runs.config_json,runtime_context.roundtrip_artifacts.config_roundtrip_verification,1,1,0,Receiver noise figure is resolved into the runtime channel/noise model.
lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot,a1a414876cde1a5883e2a2ab610e6603ef434ebb5b0a934bfcb8df1260a73d7c,webgui_rel20_4ghz_100mhz_5gnb_50ue_10slot_20260417_170900,waveform_bundle,noise_interference,interference.inter_cell_execution_mode,full_per_link_channel_waveform_sum,browser_or_yaml_interference.inter_cell_execution_mode,submitted,full_per_link_channel_waveform_sum,browser_runtime_overlay,submitted,full_per_link_channel_waveform_sum,run.interferenceExecutionMode,resolved,buildInternalConfig.localResolveInterferenceExecutionMode -> cfg.run.interferenceExecutionMode,full_per_link_channel_waveform_sum,sim_runs.config_json,db_snapshot,full_per_link_channel_waveform_sum,reports/csv/config_roundtrip_verification.csv,resolved,full_per_link_channel_waveform_sum,browser_runtime_context.roundtrip_artifacts,browser_displayed,consistent,,run.interferenceExecutionMode,reports/csv/runtime_operating_mode.csv,InterferenceMode,full_per_link_channel_waveform_sum,reports/csv/runtime_operating_mode.csv:InterferenceMode,resolved,,not_emitted_by_active_config_roundtrip_verification_runtime,not_available,sim_runs.config_json,runtime_context.roundtrip_artifacts.config_roundtrip_verification,1,1,0,Interference execution mode is emitted into runtime operating mode and raw trial evidence.
lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot,a1a414876cde1a5883e2a2ab610e6603ef434ebb5b0a934bfcb8df1260a73d7c,webgui_rel20_4ghz_100mhz_5gnb_50ue_10slot_20260417_170900,waveform_bundle,noise_interference,receiver.use_ideal_timing_sync,0,yaml_receiver.use_ideal_timing_sync,submitted,0,browser_runtime_overlay,submitted,0,phy.rx.useIdealTimingSync,resolved,buildInternalConfig -> cfg.phy.rx.useIdealTimingSync,0,sim_runs.config_json,db_snapshot,0,reports/csv/config_roundtrip_verification.csv,resolved,0,browser_runtime_context.roundtrip_artifacts,browser_displayed,consistent,,phy.rx.useIdealTimingSync,reports/csv/config_roundtrip_verification.csv,,,no_runtime_evidence_column_registered,unavailable,,not_emitted_by_active_config_roundtrip_verification_runtime,not_available,sim_runs.config_json,runtime_context.roundtrip_artifacts.config_roundtrip_verification,0,1,0,Ideal-timing-sync policy is YAML-owned and reaches the active receiver timing path.
lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot,a1a414876cde1a5883e2a2ab610e6603ef434ebb5b0a934bfcb8df1260a73d7c,webgui_rel20_4ghz_100mhz_5gnb_50ue_10slot_20260417_170900,waveform_bundle,noise_interference,impairments.cfo_hz,40,yaml_impairments.cfo_hz,submitted,40,browser_runtime_overlay,submitted,40,phy.impairments.cfoHz,resolved,buildInternalConfig -> cfg.phy.impairments.cfoHz,40,sim_runs.config_json,db_snapshot,40,reports/csv/config_roundtrip_verification.csv,resolved,40,browser_runtime_context.roundtrip_artifacts,browser_displayed,consistent,,phy.impairments.cfoHz,reports/csv/config_roundtrip_verification.csv,,,no_runtime_evidence_column_registered,unavailable,,not_emitted_by_active_config_roundtrip_verification_runtime,not_available,sim_runs.config_json,runtime_context.roundtrip_artifacts.config_roundtrip_verification,0,1,0,Configured CFO impairment is YAML-owned and reaches the runtime impairment chain.
lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot,a1a414876cde1a5883e2a2ab610e6603ef434ebb5b0a934bfcb8df1260a73d7c,webgui_rel20_4ghz_100mhz_5gnb_50ue_10slot_20260417_170900,waveform_bundle,noise_interference,impairments.timing_offset_samples,0,yaml_impairments.timing_offset_samples,submitted,0,browser_runtime_overlay,submitted,0,phy.impairments.timingOffsetSamples,resolved,buildInternalConfig -> cfg.phy.impairments.timingOffsetSamples,0,sim_runs.config_json,db_snapshot,0,reports/csv/config_roundtrip_verification.csv,resolved,0,browser_runtime_context.roundtrip_artifacts,browser_displayed,consistent,,phy.impairments.timingOffsetSamples,reports/csv/config_roundtrip_verification.csv,,,no_runtime_evidence_column_registered,unavailable,,not_emitted_by_active_config_roundtrip_verification_runtime,not_available,sim_runs.config_json,runtime_context.roundtrip_artifacts.config_roundtrip_verification,0,1,0,Configured timing offset is YAML-owned and reaches the runtime impairment chain.
lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot,a1a414876cde1a5883e2a2ab610e6603ef434ebb5b0a934bfcb8df1260a73d7c,webgui_rel20_4ghz_100mhz_5gnb_50ue_10slot_20260417_170900,waveform_bundle,scheduler_mac,run_control.execution_mode,LLS,browser_or_yaml_run_control.execution_mode,submitted,LLS,browser_runtime_overlay,submitted,LLS,run.executionMode,resolved,buildInternalConfig.localResolveBrowserExecutionMode -> cfg.run.executionMode,LLS,sim_runs.config_json,db_snapshot,LLS,reports/csv/config_roundtrip_verification.csv,resolved,LLS,browser_runtime_context.roundtrip_artifacts,browser_displayed,consistent,,run.executionMode,reports/csv/runtime_operating_mode.csv,BrowserExecutionMode,LLS,reports/csv/runtime_operating_mode.csv:BrowserExecutionMode,resolved,,not_emitted_by_active_config_roundtrip_verification_runtime,not_available,sim_runs.config_json,runtime_context.roundtrip_artifacts.config_roundtrip_verification,1,1,0,Execution mode is resolved into the active runtime mode token used by the LLS runner and browser payload.
lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot,a1a414876cde1a5883e2a2ab610e6603ef434ebb5b0a934bfcb8df1260a73d7c,webgui_rel20_4ghz_100mhz_5gnb_50ue_10slot_20260417_170900,waveform_bundle,scheduler_mac,run_control.num_workers,1,browser_or_yaml_run_control.num_workers,submitted,1,browser_runtime_overlay,submitted,1,run.parallelRequestedWorkers,resolved,buildInternalConfig -> cfg.run.numWorkers; runSingle.localEnsureParallelExecution -> requested/effective worker ownership,1,sim_runs.config_json,db_snapshot,1,reports/csv/config_roundtrip_verification.csv,resolved,1,browser_runtime_context.roundtrip_artifacts,browser_displayed,consistent,,run.parallelRequestedWorkers,reports/csv/runtime_operating_mode.csv,ConfiguredWorkers,1,reports/csv/runtime_operating_mode.csv:ConfiguredWorkers,applied,,not_emitted_by_active_config_roundtrip_verification_runtime,not_available,sim_runs.config_json,runtime_context.roundtrip_artifacts.config_roundtrip_verification,1,1,0,"Requested worker count is config-owned, exported into runtime operating mode, and guarded against hidden numeric fallbacks."
lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot,a1a414876cde1a5883e2a2ab610e6603ef434ebb5b0a934bfcb8df1260a73d7c,webgui_rel20_4ghz_100mhz_5gnb_50ue_10slot_20260417_170900,waveform_bundle,scheduler_mac,run_control.batch_size_links,1,browser_or_yaml_run_control.batch_size_links,submitted,1,browser_runtime_overlay,submitted,1,run.batchSizeLinks,resolved,buildInternalConfig -> cfg.run.batchSizeLinks; runWaveformLinkBundle.localExecuteCoupledDirectionBatch -> chunked grant execution ownership,1,sim_runs.config_json,db_snapshot,1,reports/csv/config_roundtrip_verification.csv,resolved,1,browser_runtime_context.roundtrip_artifacts,browser_displayed,consistent,,run.batchSizeLinks,reports/csv/runtime_operating_mode.csv,ConfiguredBatchSizeLinks,1,reports/csv/runtime_operating_mode.csv:ConfiguredBatchSizeLinks,runtime_state_derived,,not_emitted_by_active_config_roundtrip_verification_runtime,not_available,sim_runs.config_json,runtime_context.roundtrip_artifacts.config_roundtrip_verification,1,1,0,Configured link-batch size controls truthful chunking of coupled grant execution and live raw-trial publication.
lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot,a1a414876cde1a5883e2a2ab610e6603ef434ebb5b0a934bfcb8df1260a73d7c,webgui_rel20_4ghz_100mhz_5gnb_50ue_10slot_20260417_170900,waveform_bundle,scheduler_mac,users.execution_model,slot_coupled_truth,browser_or_yaml_users.execution_model,submitted,slot_coupled_truth,browser_runtime_overlay,submitted,slot_coupled_truth,lls6g.users.execution_model,resolved,buildInternalConfig -> cfg.lls6g.users.execution_model,slot_coupled_truth,sim_runs.config_json,db_snapshot,slot_coupled_truth,reports/csv/config_roundtrip_verification.csv,resolved,slot_coupled_truth,browser_runtime_context.roundtrip_artifacts,browser_displayed,consistent,,lls6g.users.execution_model,reports/csv/runtime_operating_mode.csv,UserExecutionModel,slot_coupled_truth,reports/csv/runtime_operating_mode.csv:UserExecutionModel,resolved,,not_emitted_by_active_config_roundtrip_verification_runtime,not_available,sim_runs.config_json,runtime_context.roundtrip_artifacts.config_roundtrip_verification,1,1,0,User execution model selects coupled-truth vs sweep ownership and is emitted into runtime operating mode.
