run_id,chart_name,chart_mode,x_label,y_label,point_index,x_value,y_value,source_table_logical_path,source_row_count,materialization_status,lineage_note
1,estimated Hhat(tau),line,Frame,EstimatedDopplerHz,1,7.0,0.0,reports/csv/channel_snapshots.csv,398,derived_chart_dataset,Canonical chart CSV derived from the selected run's persisted source table. The full raw source table remains stored separately.
1,estimated Hhat(tau),line,Frame,EstimatedDopplerHz,2,7.0,0.0,reports/csv/channel_snapshots.csv,398,derived_chart_dataset,Canonical chart CSV derived from the selected run's persisted source table. The full raw source table remains stored separately.
1,estimated Hhat(tau),line,Frame,EstimatedDopplerHz,3,7.0,0.0,reports/csv/channel_snapshots.csv,398,derived_chart_dataset,Canonical chart CSV derived from the selected run's persisted source table. The full raw source table remains stored separately.
1,estimated Hhat(tau),line,Frame,EstimatedDopplerHz,4,7.0,0.0,reports/csv/channel_snapshots.csv,398,derived_chart_dataset,Canonical chart CSV derived from the selected run's persisted source table. The full raw source table remains stored separately.
1,estimated Hhat(tau),line,Frame,EstimatedDopplerHz,5,7.0,0.0,reports/csv/channel_snapshots.csv,398,derived_chart_dataset,Canonical chart CSV derived from the selected run's persisted source table. The full raw source table remains stored separately.
1,estimated Hhat(tau),line,Frame,EstimatedDopplerHz,6,7.0,0.0,reports/csv/channel_snapshots.csv,398,derived_chart_dataset,Canonical chart CSV derived from the selected run's persisted source table. The full raw source table remains stored separately.
1,estimated Hhat(tau),line,Frame,EstimatedDopplerHz,7,7.0,0.0,reports/csv/channel_snapshots.csv,398,derived_chart_dataset,Canonical chart CSV derived from the selected run's persisted source table. The full raw source table remains stored separately.
1,estimated Hhat(tau),line,Frame,EstimatedDopplerHz,8,7.0,0.0,reports/csv/channel_snapshots.csv,398,derived_chart_dataset,Canonical chart CSV derived from the selected run's persisted source table. The full raw source table remains stored separately.
1,estimated Hhat(tau),line,Frame,EstimatedDopplerHz,9,7.0,0.0,reports/csv/channel_snapshots.csv,398,derived_chart_dataset,Canonical chart CSV derived from the selected run's persisted source table. The full raw source table remains stored separately.
1,estimated Hhat(tau),line,Frame,EstimatedDopplerHz,10,7.0,0.0,reports/csv/channel_snapshots.csv,398,derived_chart_dataset,Canonical chart CSV derived from the selected run's persisted source table. The full raw source table remains stored separately.
1,estimated Hhat(tau),line,Frame,EstimatedDopplerHz,11,7.0,0.0,reports/csv/channel_snapshots.csv,398,derived_chart_dataset,Canonical chart CSV derived from the selected run's persisted source table. The full raw source table remains stored separately.
1,estimated Hhat(tau),line,Frame,EstimatedDopplerHz,12,7.0,0.0,reports/csv/channel_snapshots.csv,398,derived_chart_dataset,Canonical chart CSV derived from the selected run's persisted source table. The full raw source table remains stored separately.
1,estimated Hhat(tau),line,Frame,EstimatedDopplerHz,13,7.0,0.0,reports/csv/channel_snapshots.csv,398,derived_chart_dataset,Canonical chart CSV derived from the selected run's persisted source table. The full raw source table remains stored separately.
1,estimated Hhat(tau),line,Frame,EstimatedDopplerHz,14,7.0,0.0,reports/csv/channel_snapshots.csv,398,derived_chart_dataset,Canonical chart CSV derived from the selected run's persisted source table. The full raw source table remains stored separately.
1,estimated Hhat(tau),line,Frame,EstimatedDopplerHz,15,7.0,0.0,reports/csv/channel_snapshots.csv,398,derived_chart_dataset,Canonical chart CSV derived from the selected run's persisted source table. The full raw source table remains stored separately.
1,estimated Hhat(tau),line,Frame,EstimatedDopplerHz,16,7.0,0.0,reports/csv/channel_snapshots.csv,398,derived_chart_dataset,Canonical chart CSV derived from the selected run's persisted source table. The full raw source table remains stored separately.
1,estimated Hhat(tau),line,Frame,EstimatedDopplerHz,17,7.0,0.0,reports/csv/channel_snapshots.csv,398,derived_chart_dataset,Canonical chart CSV derived from the selected run's persisted source table. The full raw source table remains stored separately.
1,estimated Hhat(tau),line,Frame,EstimatedDopplerHz,18,7.0,0.0,reports/csv/channel_snapshots.csv,398,derived_chart_dataset,Canonical chart CSV derived from the selected run's persisted source table. The full raw source table remains stored separately.
1,estimated Hhat(tau),line,Frame,EstimatedDopplerHz,19,7.0,0.0,reports/csv/channel_snapshots.csv,398,derived_chart_dataset,Canonical chart CSV derived from the selected run's persisted source table. The full raw source table remains stored separately.
1,estimated Hhat(tau),line,Frame,EstimatedDopplerHz,20,7.0,0.0,reports/csv/channel_snapshots.csv,398,derived_chart_dataset,Canonical chart CSV derived from the selected run's persisted source table. The full raw source table remains stored separately.
1,estimated Hhat(tau),line,Frame,EstimatedDopplerHz,21,7.0,0.0,reports/csv/channel_snapshots.csv,398,derived_chart_dataset,Canonical chart CSV derived from the selected run's persisted source table. The full raw source table remains stored separately.
1,estimated Hhat(tau),line,Frame,EstimatedDopplerHz,22,7.0,0.0,reports/csv/channel_snapshots.csv,398,derived_chart_dataset,Canonical chart CSV derived from the selected run's persisted source table. The full raw source table remains stored separately.
1,estimated Hhat(tau),line,Frame,EstimatedDopplerHz,23,7.0,0.0,reports/csv/channel_snapshots.csv,398,derived_chart_dataset,Canonical chart CSV derived from the selected run's persisted source table. The full raw source table remains stored separately.
1,estimated Hhat(tau),line,Frame,EstimatedDopplerHz,24,7.0,0.0,reports/csv/channel_snapshots.csv,398,derived_chart_dataset,Canonical chart CSV derived from the selected run's persisted source table. The full raw source table remains stored separately.
