run_id,chart_name,cell_id,slot,occupancy_value,UsedCCECount,source_table_logical_path
1,PDCCH map,1,7,0.0416666666666667,1.0,air_interface/csv/pdcch_trials.csv
1,PDCCH map,1,7,0.0416666666666667,1.0,air_interface/csv/pdcch_trials.csv
1,PDCCH map,1,7,0.0416666666666667,1.0,air_interface/csv/pdcch_trials.csv
1,PDCCH map,1,7,0.0416666666666667,1.0,air_interface/csv/pdcch_trials.csv
1,PDCCH map,1,7,0.0416666666666667,1.0,air_interface/csv/pdcch_trials.csv
1,PDCCH map,1,7,0.0416666666666667,1.0,air_interface/csv/pdcch_trials.csv
1,PDCCH map,1,7,0.0416666666666667,1.0,air_interface/csv/pdcch_trials.csv
1,PDCCH map,1,7,0.0416666666666667,1.0,air_interface/csv/pdcch_trials.csv
1,PDCCH map,1,7,0.0416666666666667,1.0,air_interface/csv/pdcch_trials.csv
1,PDCCH map,1,7,0.0416666666666667,1.0,air_interface/csv/pdcch_trials.csv
1,PDCCH map,2,7,0.0416666666666667,1.0,air_interface/csv/pdcch_trials.csv
1,PDCCH map,2,7,0.0416666666666667,1.0,air_interface/csv/pdcch_trials.csv
1,PDCCH map,2,7,0.0416666666666667,1.0,air_interface/csv/pdcch_trials.csv
1,PDCCH map,2,7,0.0416666666666667,1.0,air_interface/csv/pdcch_trials.csv
1,PDCCH map,2,7,0.0416666666666667,1.0,air_interface/csv/pdcch_trials.csv
1,PDCCH map,2,7,0.0416666666666667,1.0,air_interface/csv/pdcch_trials.csv
1,PDCCH map,2,7,0.0416666666666667,1.0,air_interface/csv/pdcch_trials.csv
1,PDCCH map,2,7,0.0416666666666667,1.0,air_interface/csv/pdcch_trials.csv
1,PDCCH map,3,7,0.0416666666666667,1.0,air_interface/csv/pdcch_trials.csv
1,PDCCH map,3,7,0.0416666666666667,1.0,air_interface/csv/pdcch_trials.csv
1,PDCCH map,3,7,0.0416666666666667,1.0,air_interface/csv/pdcch_trials.csv
1,PDCCH map,3,7,0.0416666666666667,1.0,air_interface/csv/pdcch_trials.csv
1,PDCCH map,3,7,0.0416666666666667,1.0,air_interface/csv/pdcch_trials.csv
1,PDCCH map,3,7,0.0416666666666667,1.0,air_interface/csv/pdcch_trials.csv
1,PDCCH map,3,7,0.0416666666666667,1.0,air_interface/csv/pdcch_trials.csv
1,PDCCH map,3,7,0.0416666666666667,1.0,air_interface/csv/pdcch_trials.csv
1,PDCCH map,3,7,0.0416666666666667,1.0,air_interface/csv/pdcch_trials.csv
1,PDCCH map,3,7,0.0416666666666667,1.0,air_interface/csv/pdcch_trials.csv
1,PDCCH map,4,7,0.0416666666666667,1.0,air_interface/csv/pdcch_trials.csv
