RunID,ExperimentID,FamilyID,PairID,Variant,Trials,Packets,Errors,Incomplete,StopReason,DeliveryRate,CILower,CIUpper,MeanLatency_ms,P95Latency_ms,MeanGoodput_Mbps,MeanRuntime_ms,Status
"PROTOCOL-IMPACT-20260727-071740","F02_06_B","F02","F02_P06","baseline","1","64","0","false","criteria_met","1","0.9434","1","0.1","0.1","5.52","6.5633","PASS"
"PROTOCOL-IMPACT-20260727-071740","F02_06_T","F02","F02_P06","treatment","1","64","0","false","criteria_met","1","0.9434","1","0.1","0.1","5.52","5.3087","PASS"
"PROTOCOL-IMPACT-20260727-071740","F03_01_B","F03","F03_P01","baseline","1","64","0","false","criteria_met","1","0.9434","1","0.1","0.1","6","6.2962","PASS"
"PROTOCOL-IMPACT-20260727-071740","F03_01_T","F03","F03_P01","treatment","1","64","0","false","criteria_met","1","0.9434","1","0.1","0.1","6","6.0206","PASS"
"PROTOCOL-IMPACT-20260727-071740","F03_02_B","F03","F03_P02","baseline","1","64","0","false","criteria_met","1","0.9434","1","0.1","0.1","6.96","5.0721","PASS"
"PROTOCOL-IMPACT-20260727-071740","F03_02_T","F03","F03_P02","treatment","1","64","0","false","criteria_met","1","0.9434","1","0.1","0.1","6.96","5.4552","PASS"
"PROTOCOL-IMPACT-20260727-071740","F03_03_B","F03","F03_P03","baseline","1","64","0","false","criteria_met","1","0.9434","1","0.1","0.1","6.32","5.3316","PASS"
"PROTOCOL-IMPACT-20260727-071740","F03_03_T","F03","F03_P03","treatment","1","64","0","false","criteria_met","1","0.9434","1","0.1","0.1","6.32","6.0317","PASS"
"PROTOCOL-IMPACT-20260727-071740","F03_04_B","F03","F03_P04","baseline","1","64","0","false","criteria_met","1","0.9434","1","0.1","0.1","7.12","5.1098","PASS"
"PROTOCOL-IMPACT-20260727-071740","F03_04_T","F03","F03_P04","treatment","1","64","0","false","criteria_met","1","0.9434","1","0.1","0.1","7.12","7.244","PASS"
"PROTOCOL-IMPACT-20260727-071740","F03_05_B","F03","F03_P05","baseline","1","64","0","false","criteria_met","1","0.9434","1","0.1","0.1","5.36","6.102","PASS"
"PROTOCOL-IMPACT-20260727-071740","F03_05_T","F03","F03_P05","treatment","1","64","0","false","criteria_met","1","0.9434","1","0.1","0.1","5.36","5.6877","PASS"
"PROTOCOL-IMPACT-20260727-071740","F03_06_B","F03","F03_P06","baseline","1","64","0","false","criteria_met","1","0.9434","1","0.1","0.1","5.52","6.3594","PASS"
"PROTOCOL-IMPACT-20260727-071740","F03_06_T","F03","F03_P06","treatment","1","64","0","false","criteria_met","1","0.9434","1","0.1","0.1","5.52","6.1617","PASS"
"PROTOCOL-IMPACT-20260727-071740","F04_01_B","F04","F04_P01","baseline","1","64","0","false","criteria_met","1","0.9434","1","0.1","0.1","6","6.3314","PASS"
"PROTOCOL-IMPACT-20260727-071740","F04_01_T","F04","F04_P01","treatment","1","64","0","false","criteria_met","1","0.9434","1","0.1","0.1","6","7.2665","PASS"
"PROTOCOL-IMPACT-20260727-071740","F04_02_B","F04","F04_P02","baseline","1","64","0","false","criteria_met","1","0.9434","1","0.1","0.1","6.96","6.273","PASS"
"PROTOCOL-IMPACT-20260727-071740","F04_02_T","F04","F04_P02","treatment","1","64","0","false","criteria_met","1","0.9434","1","0.1","0.1","6.96","6.523","PASS"
"PROTOCOL-IMPACT-20260727-071740","F04_03_B","F04","F04_P03","baseline","1","64","0","false","criteria_met","1","0.9434","1","0.1","0.1","6.32","7.2614","PASS"
"PROTOCOL-IMPACT-20260727-071740","F04_03_T","F04","F04_P03","treatment","1","64","0","false","criteria_met","1","0.9434","1","0.1","0.1","6.32","7.1352","PASS"
"PROTOCOL-IMPACT-20260727-071740","F04_04_B","F04","F04_P04","baseline","1","64","0","false","criteria_met","1","0.9434","1","0.1","0.1","7.12","6.3148","PASS"
"PROTOCOL-IMPACT-20260727-071740","F04_04_T","F04","F04_P04","treatment","1","64","0","false","criteria_met","1","0.9434","1","0.1","0.1","7.12","8.0902","PASS"
"PROTOCOL-IMPACT-20260727-071740","F04_05_B","F04","F04_P05","baseline","1","64","0","false","criteria_met","1","0.9434","1","0.1","0.1","5.36","8.7581","PASS"
"PROTOCOL-IMPACT-20260727-071740","F04_05_T","F04","F04_P05","treatment","1","64","0","false","criteria_met","1","0.9434","1","0.1","0.1","5.36","9.0217","PASS"
"PROTOCOL-IMPACT-20260727-071740","F04_06_B","F04","F04_P06","baseline","1","64","0","false","criteria_met","1","0.9434","1","0.1","0.1","5.52","8.6069","PASS"
"PROTOCOL-IMPACT-20260727-071740","F04_06_T","F04","F04_P06","treatment","1","64","0","false","criteria_met","1","0.9434","1","0.1","0.1","5.52","12.0832","PASS"
"PROTOCOL-IMPACT-20260727-071740","F05_01_B","F05","F05_P01","baseline","1","64","0","false","criteria_met","1","0.9434","1","0.1","0.1","6","13.5798","PASS"
"PROTOCOL-IMPACT-20260727-071740","F05_01_T","F05","F05_P01","treatment","1","64","0","false","criteria_met","1","0.9434","1","0.1","0.1","6","11.3214","PASS"
"PROTOCOL-IMPACT-20260727-071740","F05_02_B","F05","F05_P02","baseline","1","64","0","false","criteria_met","1","0.9434","1","0.1","0.1","6.96","10.0723","PASS"
"PROTOCOL-IMPACT-20260727-071740","F05_02_T","F05","F05_P02","treatment","1","64","0","false","criteria_met","1","0.9434","1","0.1","0.1","6.96","8.5133","PASS"
"PROTOCOL-IMPACT-20260727-071740","F05_03_B","F05","F05_P03","baseline","1","64","0","false","criteria_met","1","0.9434","1","0.1","0.1","6.32","8.5638","PASS"
"PROTOCOL-IMPACT-20260727-071740","F05_03_T","F05","F05_P03","treatment","1","64","0","false","criteria_met","1","0.9434","1","0.1","0.1","6.32","6.496","PASS"
"PROTOCOL-IMPACT-20260727-071740","F05_04_B","F05","F05_P04","baseline","1","64","0","false","criteria_met","1","0.9434","1","0.1","0.1","7.12","6.213","PASS"
"PROTOCOL-IMPACT-20260727-071740","F05_04_T","F05","F05_P04","treatment","1","64","0","false","criteria_met","1","0.9434","1","0.1","0.1","7.12","8.267","PASS"
"PROTOCOL-IMPACT-20260727-071740","F05_05_B","F05","F05_P05","baseline","1","64","0","false","criteria_met","1","0.9434","1","0.1","0.1","5.36","7.1422","PASS"
"PROTOCOL-IMPACT-20260727-071740","F05_05_T","F05","F05_P05","treatment","1","64","0","false","criteria_met","1","0.9434","1","0.1","0.1","5.36","6.8632","PASS"
"PROTOCOL-IMPACT-20260727-071740","F05_06_B","F05","F05_P06","baseline","1","64","0","false","criteria_met","1","0.9434","1","0.1","0.1","5.52","7.5843","PASS"
"PROTOCOL-IMPACT-20260727-071740","F05_06_T","F05","F05_P06","treatment","1","64","0","false","criteria_met","1","0.9434","1","0.1","0.1","5.52","10.0093","PASS"
"PROTOCOL-IMPACT-20260727-071740","F06_01_B","F06","F06_P01","baseline","1","64","0","false","criteria_met","1","0.9434","1","0.1","0.1","6","8.0489","PASS"
"PROTOCOL-IMPACT-20260727-071740","F06_01_T","F06","F06_P01","treatment","1","64","0","false","criteria_met","1","0.9434","1","0.1","0.1","6","6.5148","PASS"
"PROTOCOL-IMPACT-20260727-071740","F06_02_B","F06","F06_P02","baseline","1","64","0","false","criteria_met","1","0.9434","1","0.1","0.1","6.96","6.2842","PASS"
"PROTOCOL-IMPACT-20260727-071740","F06_02_T","F06","F06_P02","treatment","1","64","0","false","criteria_met","1","0.9434","1","0.1","0.1","6.96","7.1423","PASS"
"PROTOCOL-IMPACT-20260727-071740","F06_03_B","F06","F06_P03","baseline","1","64","0","false","criteria_met","1","0.9434","1","0.1","0.1","6.32","8.4151","PASS"
"PROTOCOL-IMPACT-20260727-071740","F06_03_T","F06","F06_P03","treatment","1","64","0","false","criteria_met","1","0.9434","1","0.1","0.1","6.32","6.5951","PASS"
"PROTOCOL-IMPACT-20260727-071740","F06_04_B","F06","F06_P04","baseline","1","64","0","false","criteria_met","1","0.9434","1","0.1","0.1","7.12","5.4034","PASS"
"PROTOCOL-IMPACT-20260727-071740","F06_04_T","F06","F06_P04","treatment","1","64","0","false","criteria_met","1","0.9434","1","0.1","0.1","7.12","6.0612","PASS"
"PROTOCOL-IMPACT-20260727-071740","F06_05_B","F06","F06_P05","baseline","1","64","0","false","criteria_met","1","0.9434","1","0.1","0.1","5.36","5.0856","PASS"
"PROTOCOL-IMPACT-20260727-071740","F06_05_T","F06","F06_P05","treatment","1","64","0","false","criteria_met","1","0.9434","1","0.1","0.1","5.36","4.9092","PASS"
"PROTOCOL-IMPACT-20260727-071740","F06_06_B","F06","F06_P06","baseline","1","64","0","false","criteria_met","1","0.9434","1","0.1","0.1","5.52","5.6728","PASS"
"PROTOCOL-IMPACT-20260727-071740","F06_06_T","F06","F06_P06","treatment","1","64","0","false","criteria_met","1","0.9434","1","0.1","0.1","5.52","5.133","PASS"
"PROTOCOL-IMPACT-20260727-071740","F07_01_B","F07","F07_P01","baseline","1","64","0","false","criteria_met","1","0.9434","1","0.1","0.1","6","5.3836","PASS"
"PROTOCOL-IMPACT-20260727-071740","F07_01_T","F07","F07_P01","treatment","1","64","0","false","criteria_met","1","0.9434","1","0.1","0.1","6","5.8523","PASS"
"PROTOCOL-IMPACT-20260727-071740","F07_02_B","F07","F07_P02","baseline","1","64","0","false","criteria_met","1","0.9434","1","0.1","0.1","6.96","6.7004","PASS"
"PROTOCOL-IMPACT-20260727-071740","F07_02_T","F07","F07_P02","treatment","1","64","0","false","criteria_met","1","0.9434","1","0.1","0.1","6.96","5.5313","PASS"
"PROTOCOL-IMPACT-20260727-071740","F07_03_B","F07","F07_P03","baseline","1","64","0","false","criteria_met","1","0.9434","1","0.1","0.1","6.32","6.0745","PASS"
"PROTOCOL-IMPACT-20260727-071740","F07_03_T","F07","F07_P03","treatment","1","64","0","false","criteria_met","1","0.9434","1","0.1","0.1","6.32","7.1391","PASS"
"PROTOCOL-IMPACT-20260727-071740","F07_04_B","F07","F07_P04","baseline","1","64","0","false","criteria_met","1","0.9434","1","0.1","0.1","7.12","5.5796","PASS"
"PROTOCOL-IMPACT-20260727-071740","F07_04_T","F07","F07_P04","treatment","1","64","0","false","criteria_met","1","0.9434","1","0.1","0.1","7.12","5.2458","PASS"
"PROTOCOL-IMPACT-20260727-071740","F07_05_B","F07","F07_P05","baseline","1","64","0","false","criteria_met","1","0.9434","1","0.1","0.1","5.36","6.8346","PASS"
"PROTOCOL-IMPACT-20260727-071740","F07_05_T","F07","F07_P05","treatment","1","64","0","false","criteria_met","1","0.9434","1","0.1","0.1","5.36","5.0391","PASS"
"PROTOCOL-IMPACT-20260727-071740","F07_06_B","F07","F07_P06","baseline","1","64","0","false","criteria_met","1","0.9434","1","0.1","0.1","5.52","5.1938","PASS"
"PROTOCOL-IMPACT-20260727-071740","F07_06_T","F07","F07_P06","treatment","1","64","0","false","criteria_met","1","0.9434","1","0.1","0.1","5.52","6.7146","PASS"
"PROTOCOL-IMPACT-20260727-071740","F08_01_B","F08","F08_P01","baseline","1","64","0","false","criteria_met","1","0.9434","1","0.1","0.1","6","6.3291","PASS"
"PROTOCOL-IMPACT-20260727-071740","F08_01_T","F08","F08_P01","treatment","1","64","0","false","criteria_met","1","0.9434","1","0.1","0.1","6","6.011","PASS"
"PROTOCOL-IMPACT-20260727-071740","F08_02_B","F08","F08_P02","baseline","1","64","0","false","criteria_met","1","0.9434","1","0.1","0.1","6.96","6.8933","PASS"
"PROTOCOL-IMPACT-20260727-071740","F08_02_T","F08","F08_P02","treatment","1","64","0","false","criteria_met","1","0.9434","1","0.1","0.1","6.96","6.4518","PASS"
"PROTOCOL-IMPACT-20260727-071740","F08_03_B","F08","F08_P03","baseline","1","64","0","false","criteria_met","1","0.9434","1","0.1","0.1","6.32","5.1054","PASS"
"PROTOCOL-IMPACT-20260727-071740","F08_03_T","F08","F08_P03","treatment","1","64","0","false","criteria_met","1","0.9434","1","0.1","0.1","6.32","5.0426","PASS"
"PROTOCOL-IMPACT-20260727-071740","F08_04_B","F08","F08_P04","baseline","1","64","0","false","criteria_met","1","0.9434","1","0.1","0.1","7.12","6.7406","PASS"
"PROTOCOL-IMPACT-20260727-071740","F08_04_T","F08","F08_P04","treatment","1","64","0","false","criteria_met","1","0.9434","1","0.1","0.1","7.12","5.7126","PASS"
"PROTOCOL-IMPACT-20260727-071740","F08_05_B","F08","F08_P05","baseline","1","64","0","false","criteria_met","1","0.9434","1","0.1","0.1","5.36","9.6049","PASS"
"PROTOCOL-IMPACT-20260727-071740","F08_05_T","F08","F08_P05","treatment","1","64","0","false","criteria_met","1","0.9434","1","0.1","0.1","5.36","7.9507","PASS"
"PROTOCOL-IMPACT-20260727-071740","F08_06_B","F08","F08_P06","baseline","1","64","0","false","criteria_met","1","0.9434","1","0.1","0.1","5.52","8.697","PASS"
"PROTOCOL-IMPACT-20260727-071740","F08_06_T","F08","F08_P06","treatment","1","64","0","false","criteria_met","1","0.9434","1","0.1","0.1","5.52","7.3017","PASS"
"PROTOCOL-IMPACT-20260727-071740","F09_01_B","F09","F09_P01","baseline","1","64","0","false","criteria_met","1","0.9434","1","0.1","0.1","6","6.4207","PASS"
"PROTOCOL-IMPACT-20260727-071740","F09_01_T","F09","F09_P01","treatment","1","64","0","false","criteria_met","1","0.9434","1","0.1","0.1","6","9.5216","PASS"
"PROTOCOL-IMPACT-20260727-071740","F09_02_B","F09","F09_P02","baseline","1","64","0","false","criteria_met","1","0.9434","1","0.1","0.1","6.96","8.3956","PASS"
"PROTOCOL-IMPACT-20260727-071740","F09_02_T","F09","F09_P02","treatment","1","64","0","false","criteria_met","1","0.9434","1","0.1","0.1","6.96","7.357","PASS"
"PROTOCOL-IMPACT-20260727-071740","F09_03_B","F09","F09_P03","baseline","1","64","0","false","criteria_met","1","0.9434","1","0.1","0.1","6.32","5.7524","PASS"
"PROTOCOL-IMPACT-20260727-071740","F09_03_T","F09","F09_P03","treatment","1","64","0","false","criteria_met","1","0.9434","1","0.1","0.1","6.32","6.5494","PASS"
"PROTOCOL-IMPACT-20260727-071740","F09_04_B","F09","F09_P04","baseline","1","64","0","false","criteria_met","1","0.9434","1","0.1","0.1","7.12","5.0501","PASS"
"PROTOCOL-IMPACT-20260727-071740","F09_04_T","F09","F09_P04","treatment","1","64","0","false","criteria_met","1","0.9434","1","0.1","0.1","7.12","4.7973","PASS"
"PROTOCOL-IMPACT-20260727-071740","F09_05_B","F09","F09_P05","baseline","1","64","0","false","criteria_met","1","0.9434","1","0.1","0.1","5.36","4.8976","PASS"
"PROTOCOL-IMPACT-20260727-071740","F09_05_T","F09","F09_P05","treatment","1","64","0","false","criteria_met","1","0.9434","1","0.1","0.1","5.36","6.9193","PASS"
"PROTOCOL-IMPACT-20260727-071740","F09_06_B","F09","F09_P06","baseline","1","64","0","false","criteria_met","1","0.9434","1","0.1","0.1","5.52","5.5476","PASS"
"PROTOCOL-IMPACT-20260727-071740","F09_06_T","F09","F09_P06","treatment","1","64","0","false","criteria_met","1","0.9434","1","0.1","0.1","5.52","5.3806","PASS"
"PROTOCOL-IMPACT-20260727-071740","F10_01_B","F10","F10_P01","baseline","1","64","0","false","criteria_met","1","0.9434","1","0.1","0.1","6","6.2734","PASS"
"PROTOCOL-IMPACT-20260727-071740","F10_01_T","F10","F10_P01","treatment","1","64","0","false","criteria_met","1","0.9434","1","0.1","0.1","6","5.068","PASS"
"PROTOCOL-IMPACT-20260727-071740","F10_02_B","F10","F10_P02","baseline","1","64","0","false","criteria_met","1","0.9434","1","0.1","0.1","6.96","4.8398","PASS"
"PROTOCOL-IMPACT-20260727-071740","F10_02_T","F10","F10_P02","treatment","1","64","0","false","criteria_met","1","0.9434","1","0.1","0.1","6.96","5.1964","PASS"
"PROTOCOL-IMPACT-20260727-071740","F10_03_B","F10","F10_P03","baseline","1","64","0","false","criteria_met","1","0.9434","1","0.1","0.1","6.32","6.1628","PASS"
"PROTOCOL-IMPACT-20260727-071740","F10_03_T","F10","F10_P03","treatment","1","64","0","false","criteria_met","1","0.9434","1","0.1","0.1","6.32","5.0827","PASS"
"PROTOCOL-IMPACT-20260727-071740","F10_04_B","F10","F10_P04","baseline","1","64","0","false","criteria_met","1","0.9434","1","0.1","0.1","7.12","4.9657","PASS"
"PROTOCOL-IMPACT-20260727-071740","F10_04_T","F10","F10_P04","treatment","1","64","0","false","criteria_met","1","0.9434","1","0.1","0.1","7.12","4.8139","PASS"
"PROTOCOL-IMPACT-20260727-071740","F10_05_B","F10","F10_P05","baseline","1","64","0","false","criteria_met","1","0.9434","1","0.1","0.1","5.36","6.0905","PASS"
"PROTOCOL-IMPACT-20260727-071740","F10_05_T","F10","F10_P05","treatment","1","64","0","false","criteria_met","1","0.9434","1","0.1","0.1","5.36","4.8681","PASS"
"PROTOCOL-IMPACT-20260727-071740","F10_06_B","F10","F10_P06","baseline","1","64","0","false","criteria_met","1","0.9434","1","0.1","0.1","5.52","4.9949","PASS"
"PROTOCOL-IMPACT-20260727-071740","F10_06_T","F10","F10_P06","treatment","1","64","0","false","criteria_met","1","0.9434","1","0.1","0.1","5.52","4.8416","PASS"
"PROTOCOL-IMPACT-20260727-071740","F11_01_B","F11","F11_P01","baseline","1","64","0","false","criteria_met","1","0.9434","1","0.1","0.1","6","7.3291","PASS"
"PROTOCOL-IMPACT-20260727-071740","F11_01_T","F11","F11_P01","treatment","1","64","0","false","criteria_met","1","0.9434","1","0.1","0.1","6","7.1499","PASS"
"PROTOCOL-IMPACT-20260727-071740","F11_02_B","F11","F11_P02","baseline","1","64","0","false","criteria_met","1","0.9434","1","0.1","0.1","6.96","7.701","PASS"
"PROTOCOL-IMPACT-20260727-071740","F11_02_T","F11","F11_P02","treatment","1","64","0","false","criteria_met","1","0.9434","1","0.1","0.1","6.96","5.8504","PASS"
"PROTOCOL-IMPACT-20260727-071740","F11_03_B","F11","F11_P03","baseline","1","64","0","false","criteria_met","1","0.9434","1","0.1","0.1","6.32","5.2549","PASS"
"PROTOCOL-IMPACT-20260727-071740","F11_03_T","F11","F11_P03","treatment","1","64","0","false","criteria_met","1","0.9434","1","0.1","0.1","6.32","5.1377","PASS"
"PROTOCOL-IMPACT-20260727-071740","F11_04_B","F11","F11_P04","baseline","1","64","0","false","criteria_met","1","0.9434","1","0.1","0.1","7.12","6.1949","PASS"
"PROTOCOL-IMPACT-20260727-071740","F11_04_T","F11","F11_P04","treatment","1","64","0","false","criteria_met","1","0.9434","1","0.1","0.1","7.12","5.1471","PASS"
"PROTOCOL-IMPACT-20260727-071740","F11_05_B","F11","F11_P05","baseline","1","64","0","false","criteria_met","1","0.9434","1","0.1","0.1","5.36","5.1708","PASS"
"PROTOCOL-IMPACT-20260727-071740","F11_05_T","F11","F11_P05","treatment","1","64","0","false","criteria_met","1","0.9434","1","0.1","0.1","5.36","4.8109","PASS"
"PROTOCOL-IMPACT-20260727-071740","F11_06_B","F11","F11_P06","baseline","1","64","0","false","criteria_met","1","0.9434","1","0.1","0.1","5.52","5.7101","PASS"
"PROTOCOL-IMPACT-20260727-071740","F11_06_T","F11","F11_P06","treatment","1","64","0","false","criteria_met","1","0.9434","1","0.1","0.1","5.52","4.8798","PASS"
"PROTOCOL-IMPACT-20260727-071740","F12_01_B","F12","F12_P01","baseline","1","64","0","false","criteria_met","1","0.9434","1","0.1","0.1","6","5.1062","PASS"
"PROTOCOL-IMPACT-20260727-071740","F12_01_T","F12","F12_P01","treatment","1","64","0","false","criteria_met","1","0.9434","1","0.1","0.1","6","5.8976","PASS"
"PROTOCOL-IMPACT-20260727-071740","F12_02_B","F12","F12_P02","baseline","1","64","0","false","criteria_met","1","0.9434","1","0.1","0.1","6.96","5.6892","PASS"
"PROTOCOL-IMPACT-20260727-071740","F12_02_T","F12","F12_P02","treatment","1","64","0","false","criteria_met","1","0.9434","1","0.1","0.1","6.96","5.0765","PASS"
"PROTOCOL-IMPACT-20260727-071740","F12_03_B","F12","F12_P03","baseline","1","64","0","false","criteria_met","1","0.9434","1","0.1","0.1","6.32","5.9803","PASS"
"PROTOCOL-IMPACT-20260727-071740","F12_03_T","F12","F12_P03","treatment","1","64","0","false","criteria_met","1","0.9434","1","0.1","0.1","6.32","6.1819","PASS"
"PROTOCOL-IMPACT-20260727-071740","F12_04_B","F12","F12_P04","baseline","1","64","0","false","criteria_met","1","0.9434","1","0.1","0.1","7.12","4.919","PASS"
"PROTOCOL-IMPACT-20260727-071740","F12_04_T","F12","F12_P04","treatment","1","64","0","false","criteria_met","1","0.9434","1","0.1","0.1","7.12","5.23","PASS"
"PROTOCOL-IMPACT-20260727-071740","F12_05_B","F12","F12_P05","baseline","1","64","0","false","criteria_met","1","0.9434","1","0.1","0.1","5.36","5.7992","PASS"
"PROTOCOL-IMPACT-20260727-071740","F12_05_T","F12","F12_P05","treatment","1","64","0","false","criteria_met","1","0.9434","1","0.1","0.1","5.36","5.1999","PASS"
"PROTOCOL-IMPACT-20260727-071740","F12_06_B","F12","F12_P06","baseline","1","64","0","false","criteria_met","1","0.9434","1","0.1","0.1","5.52","4.9021","PASS"
"PROTOCOL-IMPACT-20260727-071740","F12_06_T","F12","F12_P06","treatment","1","64","0","false","criteria_met","1","0.9434","1","0.1","0.1","5.52","5.0695","PASS"
"PROTOCOL-IMPACT-20260727-071740","F13_01_B","F13","F13_P01","baseline","1","64","0","false","criteria_met","1","0.9434","1","0.1","0.1","6","7.0086","PASS"
"PROTOCOL-IMPACT-20260727-071740","F13_01_T","F13","F13_P01","treatment","1","64","0","false","criteria_met","1","0.9434","1","0.1","0.1","6","6.7601","PASS"
"PROTOCOL-IMPACT-20260727-071740","F13_02_B","F13","F13_P02","baseline","1","64","0","false","criteria_met","1","0.9434","1","0.1","0.1","6.96","5.7701","PASS"
"PROTOCOL-IMPACT-20260727-071740","F13_02_T","F13","F13_P02","treatment","1","64","0","false","criteria_met","1","0.9434","1","0.1","0.1","6.96","6.2132","PASS"
"PROTOCOL-IMPACT-20260727-071740","F13_03_B","F13","F13_P03","baseline","1","64","0","false","criteria_met","1","0.9434","1","0.1","0.1","6.32","5.3529","PASS"
"PROTOCOL-IMPACT-20260727-071740","F13_03_T","F13","F13_P03","treatment","1","64","0","false","criteria_met","1","0.9434","1","0.1","0.1","6.32","5.1013","PASS"
"PROTOCOL-IMPACT-20260727-071740","F13_04_B","F13","F13_P04","baseline","1","64","0","false","criteria_met","1","0.9434","1","0.1","0.1","7.12","5.0535","PASS"
"PROTOCOL-IMPACT-20260727-071740","F13_04_T","F13","F13_P04","treatment","1","64","0","false","criteria_met","1","0.9434","1","0.1","0.1","7.12","6.3048","PASS"
"PROTOCOL-IMPACT-20260727-071740","F13_05_B","F13","F13_P05","baseline","1","64","0","false","criteria_met","1","0.9434","1","0.1","0.1","5.36","5.1611","PASS"
"PROTOCOL-IMPACT-20260727-071740","F13_05_T","F13","F13_P05","treatment","1","64","0","false","criteria_met","1","0.9434","1","0.1","0.1","5.36","5.2246","PASS"
"PROTOCOL-IMPACT-20260727-071740","F13_06_B","F13","F13_P06","baseline","1","64","0","false","criteria_met","1","0.9434","1","0.1","0.1","5.52","5.059","PASS"
"PROTOCOL-IMPACT-20260727-071740","F13_06_T","F13","F13_P06","treatment","1","64","0","false","criteria_met","1","0.9434","1","0.1","0.1","5.52","6.0721","PASS"
"PROTOCOL-IMPACT-20260727-071740","F14_01_B","F14","F14_P01","baseline","1","64","0","false","criteria_met","1","0.9434","1","0.1","0.1","6","5.2925","PASS"
"PROTOCOL-IMPACT-20260727-071740","F14_01_T","F14","F14_P01","treatment","1","64","0","false","criteria_met","1","0.9434","1","0.1","0.1","6","6.222","PASS"
"PROTOCOL-IMPACT-20260727-071740","F14_02_B","F14","F14_P02","baseline","1","64","0","false","criteria_met","1","0.9434","1","0.1","0.1","6.96","6.7914","PASS"
